premise,hypothesis,gpt_reply
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…","Janiw sum sum khitipunis pata pampan uka qhiyanakamp irnaqani, ukat khitis utan utapampanak pichani, uka amuyapkataynati.","**neutral**

here's a breakdown of why:

* **premise (roughly translated):** ""sometimes children eat noodles, sometimes they also eat rice, always little by little…"" (it talks about children *sometimes* eating certain foods in small portions.)

* **hypothesis (roughly translated):** ""there is no full noodle plate on that table, and the noodles are all hidden, that smell is deceiving."" (it talks about the *absence* of noodles on a specific table, and a deceptive smell.)

the premise discusses children's eating habits generally. the hypothesis discusses a specific situation regarding noodles on a table.  there's no logical connection forcing one to be true or false if the other is true.  the premise doesn't tell us anything about a particular table, or if noodles are hidden, or about smells. therefore, it's *neutral*.



"
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax jan juk'amp arsuñatakiw amtawayxi.,"contradiction
"
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax kimsa suwmarinunakat parli.,"neutral
"
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax kimsa kastat parli.,"neutral
"
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Taqpach wawanakapax jakasipkakinwa.,"neutral
"
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Phisqhan wawanakatx mä wawaw jiwi.,"entailment
"
"Nayax akham sañ muntha, akhamjama, phisqha wawanikipxanawa. Mayniw jiwawayxi.",Jiwir wawax usutaw jisk'atpach yuritayna.,"neutral
"
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.",U2 jupax walja pilikulanak luri.,"entailment
"
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.",U2 jupax mä tunilar pilikulanak uma manqhat apsunitayna.,"neutral
"
"Ukhamawa, Androv Gromikov jupax janiw kuns jayskiti, ukharamarus taki U2 jupan pilikulanak luratanakaw utjäna.","Janiw imatanakax utjkanati, ukhamipanxa, aliq chiqt'atakixanawa.","neutral
"
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.","Kunawsatix pirchar makhatanim sataynaxa, jachanakapax williqtaskanawa.","neutral
"
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.",Jupax mayak jank'akiw jachanakap Joe jupar pirchat jaquwachasinx picharasitayna.,"neutral
"
"Jachaw jalaqtanitu sanawa, ukatxa Joe jupax pirchakamaw sari, siwa.",Wali kusisitapuninaw Joe jupar jachir uñjasinxa.,"entailment
"
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?","Ninan ch'amapax mä nakhantawinxa, jiwt'ayasirakispawa.","neutral
"
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?",Radiacionax wakiskir chiqawjaruw awyun nakhantatatx mantaspana.,"neutral



**explanation:**

let's break down the aymara:

* **premise:** ""if someone always gets sick when it rains, where do they get sick, and where does their strongest pain manifest?"" this asks *about the location and nature of illness related to rain*.
* **hypothesis:** ""radiation causes people to get sick quickly."" this states a *cause of sickness – radiation* – and *speed of onset*.

the premise discusses illness related to rain, while the hypothesis discusses illness related to radiation. there's no logical connection forcing one to be true if the other is, or vice-versa.  the premise doesn't tell us anything about radiation, and the hypothesis doesn’t mention rain. they are dealing with different phenomena. therefore, the relationship is neutral."
"Ukhamarus pachp awyunas phichhantasiskchinaxa, ¿kunatrak phichhantaspacha, ukat kunatrak wali chhullqhi plumunikasinsa jithitatpacha?",Uka radiacionax janiw mä nakhantäwinx mantkaspati.,"neutral
"
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa",Irpirix Fuerzas Aéreas EEUU tuqit juwilatawa.,"entailment
"
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa",Irpirix jichhakiw aka pä simanakakiskiw juwilasitapaxa.,"neutral
"
"Akax Clem Francis p'iqiñchir yatichir sarjintuwa, jupax fuerzas aereas EEUU markan juwilatawa","Fuerza Aérea EEUUtuqinkir irpirix jichhakiw qallantaski, aka simanakiw qallantawayi.","**entailment**

here's why:

* **premise (translated):** ""because clem francis lost his life investigating, they say it was due to the us air force's plane.""
* **hypothesis (translated):** ""the us air force probably conceals many things, and it seems they conceal this too.""

the premise *directly states* the death is linked to a us air force plane, and the phrase ""jupax...sarjintuwa"" (they say it was due to...) implies suspicion and potentially a cover-up. the hypothesis proposes the air force *conceals* things, which is a logical consequence of the premise's implication of something untoward happening with their plane and subsequent explanation offered (""they say"").  the premise provides evidence *supporting* the hypothesis; it doesn't contradict it or remain neutral. therefore, it's an entailment.



"
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Mä awiyunatx juk'amp awiyunanakaw mä simamanx purini,"entailment



**explanation:**

let's break down the aymara:

* **premise:** ""sometimes, when three people are eating together, from that time on they don't even know how to drink water."" (this expresses a strong negative consequence following a shared meal.)
* **hypothesis:** ""a person who eats with someone eats with a companion."" (this states that eating together implies companionship.)

the premise *implies* that eating with others has a significant impact (loss of basic skills like drinking), and the very act of eating *together* is the trigger.  therefore, it inherently suggests that eating involves being *with* someone - a companion. the hypothesis simply states this companion aspect of eating.  

because the premise logically leads to the idea of shared eating being with another person, the hypothesis is a logical consequence and thus an entailment."
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Awyunanak wali apnaqañax janiw walt'aykiti.,"**neutral**

here's a breakdown of why:

* **premise translation:** ""sometimes, when three people are together, they share food, but they don't even know how to speak to each other."" (focuses on a situation of shared food but lack of communication)
* **hypothesis translation:** ""sharing food isn't important."" (a general statement about the importance of sharing food)

the premise *describes a specific instance* where food is shared but communication is lacking. it doesn’t say anything about whether sharing food *in general* is important or unimportant. therefore, the premise doesn't logically *entail* the hypothesis, nor does it *contradict* it.  it's simply *neutral* regarding the value of sharing food.



"
"Ukhamaxa, mä simananx paya kimsa ukha awyunanakaw purxapxi, ukhamarus janirakiw kawkhar jalatapas yatiskanati.",Janiw kuna awyunas purinkiti.,"contradiction
"
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Uka alaxpachar sarañ isimp isisiñ yatsuñax kimsa phaxsiw yatiqaña.,"neutral
"
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Uka alaxpachar sarañ isimp isisiñ yatsuñax walja pachatakiwa.,"neutral
"
"Jupanakax alaxpachar sarañ isinakampix yant'asxapxataynawa, ukatxa uka alaxpachar sarañ isimp uchasiñax ch'amawa.",Alaxpachar sarañ isimp yatsuñxa aka uru tukusitakiw yatichsurisamäna.,"neutral
"
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.",Uka phallirix pilutun jiwt'ayatataynawa.,"neutral
"
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.",Uka phaxllirix jani kunjamats phallirjamakanati.,"contradiction
"
"Uka phallirix janiw phallkaspati, ukat janiw kuna axsarañas utjañapakit sañ munayätxa, ukhamarus kuntix uraqir tukuyki, uk uñjasaxa.","Wali jan walt'awipuniw utjäna, uka phallirix phallirjamäna.","contradiction
"
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,"Janiw sum amuykti, kunjamakis akax jumataki.","neutral
"
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,"Chiqawa, lurañ yant'asktwa.","neutral
"
May kunajamatix lurañäk ukapachp kunti lurañ munkt ukjam uñstanisti.,Lurañ amtajx alay siman tukuyañ amtasktha.,"neutral
"
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.",Tarujanakax sapürus uyutx sarxapxakipuniriwa.,"neutral
"
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.",Tarujanakax sapa kutipuniw sarxapxiri.,"neutral
"
"Ukhamarus ukapachpa, uywanakax chhaqhapxarakikispawa, juk'ampis tarujanaka.","Tarujanakax suma uñjataxapxanawa, ukhamarak jan chhaqhirjama.","contradiction
"
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,takpach punkunakaw jistaratäna.,"entailment
"
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,Llawiinakax nanakax katusipkta.,"neutral
"
Kunawsatix mantapkt ukhax punkunakax jist'antataxanawa.,punkunakas jistantachija nanakax mantasipkakijawa.,"entailment
"
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,Taqpacha apthapitanakax wali wakiskiriniw utt'ayañajatakixa.,"neutral
"
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,"Janiw kun lurañs amuykti uka tapach apthapitanakampixa. Amp suma, juk'amp amuyunakaw wali sum apsuñatakix wakisi.","**contradiction**

**explanation:**

the premise states ""that past time certainly existed/happened"". the hypothesis states ""there is no truth to that past time at all. rather, if there is any truth, it is much smaller than what is said."" 

these are directly opposed. the premise affirms the existence of a past time, while the hypothesis denies it entirely. therefore, it's a contradiction.
"
Taqpacha apthapitanaka yant'atanak aptapiñax ukhanawa,Uka taqpach apthapitanakarjamaw sum sum amuyäxa.,"neutral
"
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Wali kusisita, ukhamarak k'uchikipuninawa, ukhamat punkur liq'intaniraki.","neutral
"
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Janis kuna juchanipkirist ukham uñtayapxitu, ukhamarus kuntix jan walt'ayapkayätx ukx yatipxayätwa.","neutral
"
"Jupaw jutatayna, ukatx punk jist'ari, ukhamarak qhipax uñtir amuyta, ajanupax mayjanawa, ukhamat chuyma ust'atätap amuyaraktha.","Kunawsatix punkunjam mantankäna, ukhax uñkatatax wali chuyma ust'atapuninawa.","neutral
"
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Janiw kuna aljañ utas utjkituti.,"neutral
"
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Mä aljañ utaw utjitu.,"neutral
"
Ukhamax janiw kuna wakiskir sarnaqäwis utjkituti.,Walja aljañ utanakaw utji.,"neutral
"
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax walja yanappun katuqi.,"neutral
"
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax manq'añtuqit ukhamarak isinaktuqit yanap katuqi.,"neutral
"
Jupax janiw kuns jupapachpat ni kunpun lurkiti.,Jupax jupapachpat taqikuns luri.,"contradiction
"
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.",Ramunax uta pampan mä sullu wawakaspas ukhamaw lip'iskäna.,"neutral
"
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.",Ramunax amukiw taripaskitäna.,"neutral
"
"Ukhamax ay tatitu, sasaw lup'iyäta, ukhamarus Ramunax ukankaskanawa.","Ramonax ukham lip'iskakinawa, nayax lakas ansatatataw qhipararaktha.","neutral
"
Qhanpachanx jupax wali jank'akipuniwa!,"Walja manq'pun manq'antatayna, ukhamarus janirakiw lik'intkataynati.","neutral
"
Qhanpachanx jupax wali jank'akipuniwa!,Jupax janiw sinti lik'ikanati.,"contradiction
"
Qhanpachanx jupax wali jank'akipuniwa!,Jupax wali kusisitapuniwa.,"entailment
"
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax Augustan jan walt'awinak utjipans jakaskakitaynawa.,"neutral
"
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax Augustan jakaskakitaynawa.,"neutral
"
Janiw yatxtti inas Agustan qhiparaskchhi.,Jupax jank'akiw Augustat sarawayxatayna.,"neutral
"
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.",Janiw kawkirus sarasipktan sasin jikst'irïkti.,"entailment
"
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.","Kawkhankasipkanasa, kawkirus sarasipkäna, ukx yatiyapxapunirituwa.","neutral
"
"Taqpach luratajanakaxa…janiw kawkirus sarasipki ukx yatiyapkituti, ni utjnuqäwit qamnuqir sarasin mistusasa.",Janiw kawkirus sarasikpi ukx yatiyapxirikituti.,"entailment
"
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Janiw kuns nanakatakix payllapkaniti.,"contradiction
"
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Jupanakaw jakañ utajatak ukhamarak jilajanakan qamañapawjx payllasipki.,"neutral
"
Sapxanawa: Mä chiqawjan qhiparañamatakix payllasipkta.,Jupanakaw jakañ utatx payllasipki.,"neutral
"
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.",Kennedy irpirix pallapallasanakarux uka misilanak thaqhanipxan sasina.,"neutral
"
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.","Janiw mä warkurus jark'antapxataynati, jan walt'äwinakat jark'aqasiñataki.","contradiction
"
"Ukhamaxa, qhipürux, jisa, Kennedy marka irpiriw, mm…, Cubar jist'antatayna, ukatxa, mmm..., ukat warkusanakax uka Cubar janir mantkipan mä rusu warkuruw katuntapxatayna, misilanak jikxatapxatayna.",20 misilanak uka warkunx jikxatapxatayna.,"neutral
"
"Kunjamatsa, chachax mantiwa.",Uka jaqix taripañ utaruw manti.,"entailment
"
"Kunjamatsa, chachax mantiwa.",Uka jaqix utaruw manti.,"neutral
"
"Kunjamatsa, chachax mantiwa.",Uka jaqix maysaruw jaltayna.,"neutral
"
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.",Achachilajanakan utapar sarañax wali jayapuniwa.,"neutral
"
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.",Achachilajanakax purapat wali suma munasiñanipunianawa.,"entailment
"
"Mmm…, achachilajanakax wali suma jaqinakapunipxataynawa, ukhamarak wali munasiñani, ukhamarak yaqhippachanakax tatajanakaw ukankasipkäna, ukhamïpanxa, wali suma qamaratapuninawa.","Achachilajanakax wali qhurunakapuninawa, janipuniw utapar sarañax munaskitänati.","neutral



**explanation:**

let's break down the aymara to understand why:

* **premise:** ""well... parents are very numerous, and also very respectful, and their children are also with their fathers, and because of that, they have many blessings."" (this speaks to a positive, blessed family situation with respect and paternal presence.)

* **hypothesis:** ""parents are very poor, and even if they try, they cannot achieve respect."" (this speaks to a negative situation with poverty and a lack of respect.)

the premise describes a positive situation, while the hypothesis describes a negative one.  there is *no logical connection* forcing the premise to be true *if* the hypothesis is true, nor does the premise *force* the hypothesis to be false.  they simply describe different circumstances. therefore, the premise is **neutral** toward the hypothesis."
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,"Janitix qhipt'at puriyatakasapanaxa, jich tukuyatasapanawa.","neutral
"
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,Taqpach pachaparuw uchanta.,"neutral
"
Taqikun uñjañatakis janipuniw akch'as pachax utjkituti.,Taqpachx pachaparuw phuqhachta.,"neutral
"
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.",Uka atumik wumwax janiw jiyt'añanikiti.,"neutral
"
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.",Uka atumik wumwa phallayirix jiyt'ataw phalli,"neutral
"
"Ukatxa, mä irnaqäwijax kunjamas tuyuqtañampix jichuntaña uka wali tukjir armanak tuqita uka yatichañaxanawa, ukax uka taqikun t'unjiri.","Mä juk'a ch'amatakikiw uka atumik wumwa phallayañaxa, aliq jiyt'añakiwa.","neutral
"
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.",Nayax kusisyatw awichaxan nayara sarawip arjayirit ukjaxa.,"neutral
"
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.",Awichajax janipuniw kuns wawäkan ukapachatx kun arusñ munirikïti.,"contradiction
"
"Awichajax walja kunayman nayra pach sarnaqäwinakappun parlasiri, juk'ampis wawäkan kunjamanas wila masinakax ukapachata, ukhamarak kunjmänas ukapachanakaxa.","Awichajax walja kunanakpun wila masinakapata, ukhamarak wawäkan ukapachat arxayawayitu.","entailment
"
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.",Alaxpachar sarir isijanakax janiw astrunawtanakan pachapkanati.,"neutral
"
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.","Alaxpachar sarañ isijanakax astrunawtan kikipanakakinawa, junt'uptayirikis ukakiw mayjäna, nanakankirix qullqinakawa.","neutral



"
"Alaxpachar sarañ isinakax awyunan phuqhatanakawa, uka isinakax yaqha uraqinakar sarapkis ukapchapanawa, kunamayaw nanakanx qaqanawa, wutasan ukhamanawa, junt'uptañapatakinawa.","Uka isinakx kawknïr sa,mis utjakiwa.","neutral
"
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali jan amuyun jaqinawa.,"entailment
"
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali jisk'achir phiskasir jaqïnawa.,"neutral
"
"Ukhamanawa, achachilajax janiw kuna suma jaqikanasa.",Achachilajax wali suma llamp'un jaqïnakaxa,"contradiction
"
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Janiw khitimpis yatiqaniwayapkti.,"contradiction
"
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Inklis jaqinakampix 5 simanaw yatsuniwayapxta.,"neutral
"
"U2 30 ja ukasti 40 awyunanakawa, ukhamarus chinu, inklis awyun apnaqirinakarux yatichapxatäta, aka uraqapachan mayacht'atanakamp alkattatanakampi.",Walja yaqha pallapallanakampiw yatsuniwayapxta.,"neutral
"
"Ukham siwa, thaqham siwa, akan thaqham siwa, aka imprisan thaqhama.",Jupax janiw parlxaykituti.,"neutral
"
