premise,hypothesis,gpt_reply
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam chaymanta rimasaqchu, ancha achka chaymanta rimay kaptinpas.","neutral
"
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam llaqtapa ñawpa imayna qispisqanmanta rimasaqchu, paqway achka willakuy kasqanrayku.","let's analyze the quechua sentences:

*   **premise:** ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.  translation: ""i have a lot to tell about that, so i'm going to leave already."" or ""i have so much to tell about that, i'd better leave instead.""

*   **hypothesis:** manam llaqtapa ñawpa imayna qispisqanmanta rimasaqchu, paqway achka willakuy kasqanrayku. translation: ""i won't talk about how the town was saved in the past, because there are so many stories.""

the premise states the speaker has a lot to tell and is therefore leaving (implying they won't be able to tell it all, or that it's overwhelming). the hypothesis states the speaker won't talk about the town's salvation because there are many stories. while the general idea of ""many stories"" is present in both, they are about different subjects (""that"" vs. the town's salvation) and the reasons for not telling them are different (leaving vs. too many stories). they're connected only in a very general way. thus, one doesn't necessarily follow from the other.

therefore, the relationship is **neutral**.
"
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Manam imapas hukuwarqakuchu mana imapas churay.,"neutral
"
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay cosatam aswanta salvayta munarqaniku imapas wakinmanta.,"entailment
"
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay bomba-H nisqantam salvayta munarqaniku ancha sasa rurachiy kasqanrayku.,"entailment
"
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Chiqaptam yachachkani imaynanpi chayna kasqanta.,"contradiction
"
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich pay yachaywasikunata aparqachirqa.,"neutral
"
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich chay apakurqa.,"neutral
"
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.","Fannie Flono huk punchawñam willakunqa, chayman hinam kunan willakuyninkunata para kunanqa willawasunchu.","neutral
"
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.","Fannie Flono kaypim tarikun, Augusta, GA nisqanpi wiñasqanmantam imapas willakuykunata willawasun.","entailment
"
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.",Fannie Flono kayqaya kunan willaruwanchik ancha achka ruwayninkuna kaptinpas.,"entailment
"
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Rimarqanim U2 nisqanwan.,"neutral
"
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Mana punim U2 nisqanwanqa atipanakurqanichu.,"neutral
"
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Destacamentokunawanmi U2 nisqanpaq sapa punchaw tawa chunka wata llamkarqani.,"neutral
"
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Manam ñuqata gustawarqachu sapallay chay prueba ruwanapaq takyachiqkuna llamkachiy.,"neutral
"
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Chay pruebakunam ruwakurqa chay cámaras de altitud en miniatura nisqanpi.,"entailment
"
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Hukniykum umallirqaniku chay pruebapaq takyachiqkunata.,"neutral
"
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",Llamkachkaniraqmi chay punchawpaq.,"neutral
"
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",2002 watatam lluqsikurqani.,"neutral
"
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",Rickmi nisurqanki ña llamkaymanta lluqsikusqayta.,"neutral
"
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Cutty nisqan rantiy munaqmi 10000 dolarta sapa killa chaskin.,"neutral
"
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Cutty sutiyuq rantiy munaqmi kachkan.,"entailment
"
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Manam kapuwanchikchu Cutty sutiyuq rantiy munaqninchikqa.,"neutral
"
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Chay sipaspa yanapakuynin munasqaymi karupiraq tiyan.,"entailment
"
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Yanapawaqniy warmi warman 5 millas nisqan karupiraq tiyan.,"neutral
"
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Manam pipas kanchu yanapawaqniy.,"contradiction
"
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Llapallankum acuerdopi karqaku chay pampapi llamkanankupaq.,"neutral
"
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Manam acuerdoman yaykuyta atirqakuchu chay pim pampapi maki kananpaq chaynallataq pim wasipi kananpaq.,"entailment
"
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Manam acuerdopi kayta atirqakuchu chay pim algodón chakrapi llamkanqa chaynallataq pim wasipa pampanta aywinqa.,"entailment
"
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi manaña rimayta munanchu.,"neutral
"
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi kimsa hukniraq submarinokunamanta rimaqiwasun.,"neutral
"
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi kimsa imakunamantapas riman.,"entailment
"
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Llapallan wawankunam kawsarirurqaku.,"contradiction
"
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Pichqa kaqmanta hunkin wawam wañururqa.,"entailment
"
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Chay wañukuq warmam unquyniyuq paqarisqa.,"neutral
"
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.",Chay U2 nisqanmi achka peliculakunata hapirqaku.,"neutral
"
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.",Chay U2 nisqanmi huk waranqa peliculakunata yaku ukumanta huqarirqaku.,"neutral
"
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.","Manam archivo nisqa llamkay kapuwarqakuchu, chayraykum tantiyarqaniku.","neutral
"
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.","Wasipa qipanman qispinanpaq niptinmi, ñawinkunapi wiqi kachkasqa.","entailment
"
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.",Payqa utqaymanmi wiqinta pichakururqa Joeta wasi qipamanta wischurquspan.,"neutral
"
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.",Paqway kusikuywan Joeta rikuspanmi waqayta qallaykurqa.,"neutral
"
"Chay aeronave ratachkaptinpas, ¿imaynanpitaq kañakunman chaynallataq chullunman chay plomowan radiación mana yaykunanpaq componenteyuq kachkaspa?",Radiación nisqantaqa paqway nina rataypipas harkayqa atikunmanmi.,"entailment
"
"Chay aeronave ratachkaptinpas, ¿imaynanpitaq kañakunman chaynallataq chullunman chay plomowan radiación mana yaykunanpaq componenteyuq kachkaspa?",Chay radiación nisqanmi chay hatun componentemanta suturunman avion kañakurquptin.,"neutral
"
"Chay aeronave ratachkaptinpas, ¿imaynanpitaq kañakunman chaynallataq chullunman chay plomowan radiación mana yaykunanpaq componenteyuq kachkaspa?",Chay radiación nisqanqa manam sutunmanchu hatun ninawan kañaypiqa.,"entailment
"
"Kaymi kamachiq yachachiq sargento Clem Francis, paymi Estados Unidospa fuerzas aéreas nisqanmanta lluqsirqa.",Chay kamachikuqmi Estados Unidospa Fuerza Áerea nisqanmanta lluqsirqa.,"entailment
"
"Kaymi kamachiq yachachiq sargento Clem Francis, paymi Estados Unidospa fuerzas aéreas nisqanmanta lluqsirqa.",Chay kamachikuqmi chayllaraq iskay semana ima lluqsikurqa.,"neutral
"
"Kaymi kamachiq yachachiq sargento Clem Francis, paymi Estados Unidospa fuerzas aéreas nisqanmanta lluqsirqa.",Estados Unidospa Fuerza Aereanpa kamachikuqninmi kay semanata qallaykun llamkayninta.,"neutral
"
"Chaynam riki, chayarqamun punim yaqapas iskay utaq kimsa aeronavekuna huk semanapi chayamunankama hinallataq mana yacharqanichu mayman pawasqanta.",Manam huk avionllachu chayamun sapa semana.,"entailment
"
"Chaynam riki, chayarqamun punim yaqapas iskay utaq kimsa aeronavekuna huk semanapi chayamunankama hinallataq mana yacharqanichu mayman pawasqanta.",Avionkunapa pawaynin miraymi ancha sasachakuyña.,"neutral
"
"Chaynam riki, chayarqamun punim yaqapas iskay utaq kimsa aeronavekuna huk semanapi chayamunankama hinallataq mana yacharqanichu mayman pawasqanta.",Mana punim chayamunchu chulla avionpas.,"contradiction
"
Paykunaqa ñam presurizado nisqan pachawan yachachisqaña karqaku chaynallataq unaytam sasata presurizado pachata ustukurqani.,Kimsa killapim tukunku presión nisqa pachawan hinakuy yachayta.,"neutral
"
Paykunaqa ñam presurizado nisqan pachawan yachachisqaña karqaku chaynallataq unaytam sasata presurizado pachata ustukurqani.,Presión nisqa pachawan hinakuy yachayqa unarinmi.,"neutral
"
Paykunaqa ñam presurizado nisqan pachawan yachachisqaña karqaku chaynallataq unaytam sasata presurizado pachata ustukurqani.,Yachachiykikuman karqa presión pachawan punchaw tukuqta hinakuy yachanaykipaq.,"neutral
"
"Niytaqa munani manam imapas manchakuy kanchu chay bombawan yaykuyqa, manam tuqyanmanchu, mayna kallpawan allpaman wichiykuspanpas.",Bombataqa amacharqusqa pilotom.,"neutral
"
"Niytaqa munani manam imapas manchakuy kanchu chay bombawan yaykuyqa, manam tuqyanmanchu, mayna kallpawan allpaman wichiykuspanpas.",Bombaqa manam imaynatapas tuqyanmanchu.,"entailment
"
"Niytaqa munani manam imapas manchakuy kanchu chay bombawan yaykuyqa, manam tuqyanmanchu, mayna kallpawan allpaman wichiykuspanpas.",Ancha manchakuymi karqa bomba tuqyarqunanmanta.,"let's analyze the quechua sentences:

*   **premise: niytaqa munani manam imapas manchakuy kanchu chay bombawan yaykuyqa, manam tuqyanmanchu, mayna kallpawan allpaman wichiykuspanpas.**  this translates to: ""i want to say there is nothing to fear about entering with that bomb, it won't explode, even if it falls to the ground with great force.""  key phrase: ""manam imapas manchakuy kanchu"" (there is nothing to fear) and ""manam tuqyanmanchu"" (it won't explode).

*   **hypothesis: ancha manchakuymi karqa bomba tuqyarqunanmanta.** this translates to: ""i was very afraid that the bomb would explode.""

the premise explicitly states there's nothing to fear and the bomb won't explode. the hypothesis states the person *was* very afraid the bomb *would* explode. these statements are directly opposed.

therefore, the premise contradicts the hypothesis.

**contradiction**
"
Ichaya rikukun ñuqapa ruway atipasqay hinapas.,Manam sumaqtachu yachani chay rikupakusqaykita.,"neutral
"
Ichaya rikukun ñuqapa ruway atipasqay hinapas.,"Chaynamiki, chaytaqa ruwaykuchkanim.","entailment
"
Ichaya rikukun ñuqapa ruway atipasqay hinapas.,Tukuypaqmi kachkani llamkayniyta hamuq semanata.,"neutral
"
"Chayna hinam, uywakunaqa chinkarqunmanmi tukuy pacha, aswantaqa cabrakuna.",Cabrakunaqa kanchanmanta sapa punchawmi ayqikuqku.,"neutral
"
"Chayna hinam, uywakunaqa chinkarqunmanmi tukuy pacha, aswantaqa cabrakuna.",Cabrakunaqa sapa kutim ayqirqurqaku.,"neutral
"
"Chayna hinam, uywakunaqa chinkarqunmanmi tukuy pacha, aswantaqa cabrakuna.",Cabrakunaqa ancha qarkasqam karqaku chaynallataq waqayuchasqa.,"neutral
"
Yaykuykuptiykuqa punkukunaqa wichqasqam kachkarqa.,Llapallan punkukunam kichasqa kachkarqa.,"contradiction
"
Yaykuykuptiykuqa punkukunaqa wichqasqam kachkarqa.,Ñuqaykuwanmi llaveqa karqa.,"neutral
"
Yaykuykuptiykuqa punkukunaqa wichqasqam kachkarqa.,Punku wichqasqa kachkaptinpas yaykurqanikum.,"entailment
"
Chaynapim llapanta quqarinan karqa chaynallataq mallispa hinaspa allichacharunanrayku.,Llapan kasqantaqa sumaqtam yachachkani chaywanqa kayta allintam allicharusaq.,"neutral
"
Chaynapim llapanta quqarinan karqa chaynallataq mallispa hinaspa allichacharunanrayku.,"Manam ancha imayna kay llapanwan ima rurayta, ama hina kaspayki aswanta imayna kasqanta yachaykachimuway kayta tukurunaypaq.","neutral
"
Chaynapim llapanta quqarinan karqa chaynallataq mallispa hinaspa allichacharunanrayku.,Llapanta qawarispachiki qurqusaq.,"neutral
"
"Payqa hamurqa, punkuta kicharqa hinataqmi yuyani qipa qawasqayta chaynallataq uyay imayna qawakusqanta hinataq mana allinkasqanta qawarqani.",Ancha kusikuywanmi quntasqanman kachkarqani chaymi punkupa patanta takarqamurqa.,"neutral
"
"Payqa hamurqa, punkuta kicharqa hinataqmi yuyani qipa qawasqayta chaynallataq uyay imayna qawakusqanta hinataq mana allinkasqanta qawarqani.","Mana allinta hinam qawachiwarqa, ichaqa sasachakuymanmi yaykuchisqaykutam yacharqaniku.","neutral
"
"Payqa hamurqa, punkuta kicharqa hinataqmi yuyani qipa qawasqayta chaynallataq uyay imayna qawakusqanta hinataq mana allinkasqanta qawarqani.",Uyallanpiqa qawaykuspay mana allin kasqanta yacharqani.,"entailment
"
Hinaptinqa manam kawsay kapuwarqachu.,Manam huk wasi rantikunayqa kanchu.,"neutral
"
Hinaptinqa manam kawsay kapuwarqachu.,Hun ranti wasillaymi kan.,"neutral
"
Hinaptinqa manam kawsay kapuwarqachu.,Achka ranti wasim kachkan.,"neutral
"
Chayqa manam payqa kikinmantaqa ruraqchu.,Payqa achka yanapatam chaskin.,"neutral
"
Chayqa manam payqa kikinmantaqa ruraqchu.,"Payqa mikuywan, pachawanmi yanapata chaskin.","neutral
"
Chayqa manam payqa kikinmantaqa ruraqchu.,Payqa sapallanmi.,"neutral
"
"Chaynaqa ñuqaqa hamutarqani, Diosllay, Ramona chaypitaq kachkasqa.",Ramanoqa pampapi quñukuruspa qalay mana allin kachkarqa.,"neutral
"
"Chaynaqa ñuqaqa hamutarqani, Diosllay, Ramona chaypitaq kachkasqa.",Ramanoqa upallalla quchachawachkasqa.,"neutral
"
"Chaynaqa ñuqaqa hamutarqani, Diosllay, Ramona chaypitaq kachkasqa.",Ramonaqa kurkunpa kachkarqa ñuqa simiy kicharisqa kachkaptiy.,"neutral
"
¡Chiqaqtaqa allinllakasqa!,"Mikurqa achka mikuyta, ichaqa mana yasaynin yapakurqachu.","neutral
"
¡Chiqaqtaqa allinllakasqa!,Payqa mana anchatachu yasarqa.,"neutral
"
¡Chiqaqtaqa allinllakasqa!,Payqa ancha kusisqa kachkarqa.,"entailment
"
Chaymanta Augustapichu qiparqa imaynayá.,Payqa Augustapi awqunakuy chiqninikaymantapas hina yacharqa.,"neutral
"
Chaymanta Augustapichu qiparqa imaynayá.,Payqa hina Augustapi Yacharqa.,"entailment
"
Chaymanta Augustapichu qiparqa imaynayá.,Kamaslla Augustapa huklawninman ripukurqa.,"neutral
"
"Llapanchan rurasqayku…imaytapas mayman risqanta niwarqakuchu, base nisqamanta huklawman lluqsispa unay kamunankupaqpas.",Manam imaytapas mayman risqanta tapurqanichu.,"contradiction
"
"Llapanchan rurasqayku…imaytapas mayman risqanta niwarqakuchu, base nisqamanta huklawman lluqsispa unay kamunankupaqpas.",Maypi kasqankutaqa mayman risqankuta yachanaykuta saqiwaqkum.,"neutral
"
"Llapanchan rurasqayku…imaytapas mayman risqanta niwarqakuchu, base nisqamanta huklawman lluqsispa unay kamunankupaqpas.",Manam haykappipas mayman risqanta niwaqkuchu.,"contradiction
"
Nirqaniku: kaypi qipanaykipaqmi payllachkaniku.,Manam ñuqanchikpaqa imatapas payllanqachu.,"contradiction
"
Nirqaniku: kaypi qipanaykipaqmi payllachkaniku.,Wasipaqmi ñuqapaqwan wawqiypaqa payllachkanku.,"neutral
"
Nirqaniku: kaypi qipanaykipaqmi payllachkaniku.,Wasiraykum payllachkanku.,"neutral
"
"Kusa, paqarinninpaq, chaynapunim, Kennedy presidentem, mm, Cubata bloquearurqa…ñuqanchikpa buquenchikmi huk Ruso barco Cubapa qawanman riqta qarkarurqa hinaspam misiles nisqakunata tarirurqaku",Kennedy nisqam tropa nisqanchikta misiles maskananpaq nirqa.,"entailment
"
"Kusa, paqarinninpaq, chaynapunim, Kennedy presidentem, mm, Cubata bloquearurqa…ñuqanchikpa buquenchikmi huk Ruso barco Cubapa qawanman riqta qarkarurqa hinaspam misiles nisqakunata tarirurqaku",Manam mayqi barcotapas harkanqakuchu awqanakuyta mana munaspa.,"neutral
"
"Kusa, paqarinninpaq, chaynapunim, Kennedy presidentem, mm, Cubata bloquearurqa…ñuqanchikpa buquenchikmi huk Ruso barco Cubapa qawanman riqta qarkarurqa hinaspam misiles nisqakunata tarirurqaku",Iskay chunka misiles nisqatam tarirurqaku.,"neutral
"
Imaynanpipas runan yaykun.,Sala tribunal nisqamanmi runa yaykururqa.,"entailment
"
Imaynanpipas runan yaykun.,Habitación nisqamanmi runa yaykururqa.,"entailment
"
Imaynanpipas runan yaykun.,Qipalawmanmi runa kallparurqa.,"neutral
"
"Mmm…Machuykuqa acncha ancha kuyakuqmi karqaku, yananpiqa taytaykunataqmi karqaku hinaptinqa chay pachaqa wak uraypi sumaq karqaniku.",Machuykunapa wasinkamanmi unaysusupi aparqani.,"neutral
"
"Mmm…Machuykuqa acncha ancha kuyakuqmi karqaku, yananpiqa taytaykunataqmi karqaku hinaptinqa chay pachaqa wak uraypi sumaq karqaniku.",Machuykunaqa iskayninkupura kuyakuqkunam karqaku.,"entailment
"
"Mmm…Machuykuqa acncha ancha kuyakuqmi karqaku, yananpiqa taytaykunataqmi karqaku hinaptinqa chay pachaqa wak uraypi sumaq karqaniku.",Machuykunqa maniático nisqakuna karqaku chaymi mana wasinta riyta munarqanichu.,"neutral
"
Manam pachay karqachu ima kaqpas ruranaypaq.,Aswan chisinyayta qinayta tukuyta atiyman karqa.,"neutral
"
Manam pachay karqachu ima kaqpas ruranaypaq.,Llapachanta chay pachalla qinaruni.,"contradiction
"
Manam pachay karqachu ima kaqpas ruranaypaq.,Mana pacha llapan qinanaypaq haypawarqachu,"neutral
"
"Chay pachataqa runakunata paracaidas nisqata arma nuclear nisqa disparanan, hina bomba atomica tuqyachiq qinanankupaq yachachiy llamkayniy karqa.",Bomba atómica nisqapaqa manam gatillo nisqa kanchu.,"neutral
"
"Chay pachataqa runakunata paracaidas nisqata arma nuclear nisqa disparanan, hina bomba atomica tuqyachiq qinanankupaq yachachiy llamkayniy karqa.",Paymanta chamkasqa detonador nisqaqa Bombata detonan.,"neutral
"
"Chay pachataqa runakunata paracaidas nisqata arma nuclear nisqa disparanan, hina bomba atomica tuqyachiq qinanankupaq yachachiy llamkayniy karqa.",Pisi kallpalluqllam Bomba atómica nisqapa gatillon chamkanaykipaq kanayki.,"neutral
"
"Payaymi warmaraq kasqan watamanta willawaq karqa, chay kaq, ayllun imayna kaq kasqanmanta hinataq imayna chay pachapi kawsaymanta rimawarqa.",Sapa kutim payaypa willakuyninwan kusikuq karqani.,"entailment
"
"Payaymi warmaraq kasqan watamanta willawaq karqa, chay kaq, ayllun imayna kaq kasqanmanta hinataq imayna chay pachapi kawsaymanta rimawarqa.",Payayqa manam warma kayninanta willakuyta munaqchu.,"contradiction
"
"Payaymi warmaraq kasqan watamanta willawaq karqa, chay kaq, ayllun imayna kaq kasqanmanta hinataq imayna chay pachapi kawsaymanta rimawarqa.",Payaymi pay warmaraq imayna ayllun kasqanmanta tukuy imata willawarqa.,"entailment
"
"Presión de avión nisqapam llapan pachayku karqa, chay astronautakuna hinakusqan hin, ñuqaykupaqa qusninpaman, qusninpaman qina karqa, botasniyuq, llapan, rupay achkichinapaq, chaypunirayku.",Manam ñuqaykupa pachaykupa astranautakunapa hinachu karqa.,"neutral
"
"Presión de avión nisqapam llapan pachayku karqa, chay astronautakuna hinakusqan hin, ñuqaykupaqa qusninpaman, qusninpaman qina karqa, botasniyuq, llapan, rupay achkichinapaq, chaypunirayku.","Pachaykuqa astronautakunapa hinam karqa, rupay achkichinallapaqa mana, ñuqaykupa qusninpamanmi karqa.","entailment
"
"Presión de avión nisqapam llapan pachayku karqa, chay astronautakuna hinakusqan hin, ñuqaykupaqa qusninpaman, qusninpaman qina karqa, botasniyuq, llapan, rupay achkichinapaq, chaypunirayku.",Munasqayki llimpisqapim pachaykita tariytaqa atiwaq.,"neutral
"
"Karqataqmi, machuyqa manam allin runachu karqa.",Machuyqa idiota nisqam karqa.,"neutral
"
"Karqataqmi, machuyqa manam allin runachu karqa.",Machuyqa mana allin runa racista nisqam karqa.,"entailment
"
"Karqataqmi, machuyqa manam allin runachu karqa.",¡Machuyqa alllin runa imaynanpipas tarinaykim karqa!,"contradiction
"
"Kimsa chunka, tawa chunka U2 aviónkunam chayi pilotos chinosta yachachiyta qallarirurqaniku, paykunawan pilotos británicos nisqa, chay llapan tiqsi muyukunawan kuskanchakusqa kasqaykuwan.",Manam piwanpas yacharqanikuchu.,"contradiction
"
"Kimsa chunka, tawa chunka U2 aviónkunam chayi pilotos chinosta yachachiyta qallarirurqaniku, paykunawan pilotos británicos nisqa, chay llapan tiqsi muyukunawan kuskanchakusqa kasqaykuwan.",Bitánicos nisqakunawanmi pichqa punchakuna yacharqaniku.,"neutral
"
"Kimsa chunka, tawa chunka U2 aviónkunam chayi pilotos chinosta yachachiyta qallarirurqaniku, paykunawan pilotos británicos nisqa, chay llapan tiqsi muyukunawan kuskanchakusqa kasqaykuwan.",Huk aswan soldado nisqakunawanmi yacharqaniku.,"neutral
"
"Chaynaqa, nin ari maskan, maskan kayta kaypi kay empresa nisqapi.",Payqa manam rimawarqachu.,"neutral
"
"Chaynaqa, nin ari maskan, maskan kayta kaypi kay empresa nisqapi.",Ima maskanaytam niwarqa.,"neutral
"
"Chaynaqa, nin ari maskan, maskan kayta kaypi kay empresa nisqapi.",Información financiera nisqan maskanaytam payqa niwarqa.,"entailment
"
Chinchay suyuman qispisqankutam pay nirqa.,Ñampi huk iskay sayasqankutam nirqa.,"neutral
"
Chinchay suyuman qispisqankutam pay nirqa.,Sur lawman urasqankutam nirqa.,"neutral
"
Chinchay suyuman qispisqankutam pay nirqa.,Chinchay suyuman risqankutam nirqa.,"entailment
"
"Hum, manam, chiqaqta kanaypaq, manam imaytapas likanay kaq maytuta likarqanichu.",Pachak aswannin rapiyuq kaq maytutaqa manam haykappipas likarqanichu.,"neutral
"
