premise,hypothesis,gpt_reply
"Υπάρχουν μερικές προβλέψεις μετρητών στο γραφείο μου και είναι μια για μια Cutty, αυτό είναι το όνομα του πελάτη.",Δεν έχουμε πελάτες που να ονομάζονται Cutty.,contradiction
Το κορίτσι που μπορεί να με βοηθήσει είναι στον δρόμο προς την πόλη.,Το κορίτσι από το οποίο χρειάζομαι βοήθεια ζει πολύ μακριά.,neutral
Το κορίτσι που μπορεί να με βοηθήσει είναι στον δρόμο προς την πόλη.,Η κοπέλα που θα με βοηθήσει είναι 5 μίλια μακριά.,neutral
Το κορίτσι που μπορεί να με βοηθήσει είναι στον δρόμο προς την πόλη.,Δεν υπάρχει κανείς να μπορεί να με βοηθήσει.,contradiction
"Αλλά χωρίστηκαν στο ποιοι ήταν τα βοηθητικά χέρια και ποιοι ήταν τα παιδιά του σπιτιού, ήταν κάτι τέτοιο -",Όλοι συμφώνησαν ότι όλοι θα δούλευαν στα χωράφια.,contradiction
"Αλλά χωρίστηκαν στο ποιοι ήταν τα βοηθητικά χέρια και ποιοι ήταν τα παιδιά του σπιτιού, ήταν κάτι τέτοιο -",Δεν μπορούσαν να συμφωνήσουν για το ποιος ήταν χωραφιού και ποιος ανήκε στο σπίτι.,contradiction
"Αλλά χωρίστηκαν στο ποιοι ήταν τα βοηθητικά χέρια και ποιοι ήταν τα παιδιά του σπιτιού, ήταν κάτι τέτοιο -",Δεν μπορούσαν να συμφωνήσουν ποιος έπρεπε να εργαστεί στη βαμβακοφυτεία και ποιος έπρεπε να σφουγγαρίζει τα πατώματα.,contradiction
"Θέλω να πω ότι είχαν μόνο πέντε παιδιά, ένα από αυτά πέθανε.",Όλα τα παιδιά τους επέζησαν.,contradiction
"Θέλω να πω ότι είχαν μόνο πέντε παιδιά, ένα από αυτά πέθανε.",Ένα παιδί πέθανε από τα πέντε.,entailment
"Θέλω να πω ότι είχαν μόνο πέντε παιδιά, ένα από αυτά πέθανε.",Το παιδί που πέθανε γεννήθηκε ασθενικό.,neutral
"Είπε ότι μόνο δάκρυα έπεφταν από τα μάτια της και είπε, τότε είπε στον Joe να έρθει στη βεράντα.",Καθώς του είπε να ανεβεί στη βεράντα είχε δάκρυα στα μάτια της.,entailment
"Είπε ότι μόνο δάκρυα έπεφταν από τα μάτια της και είπε, τότε είπε στον Joe να έρθει στη βεράντα.",Σκούπισε τα δάκρυα γρήγορα αφού έδιωξε τον Τζο από τη βεράντα.,contradiction
"Είπε ότι μόνο δάκρυα έπεφταν από τα μάτια της και είπε, τότε είπε στον Joe να έρθει στη βεράντα.",Ήταν τόσο χαρούμενη που είδε τον Joe που άρχισε να κλαίει.,contradiction
"Ακόμα κι αν το αεροσκάφος έπαιρνε φωτιά, θα καιγόταν και θα έλιωνε μέσω ενός βασικού συστατικού για να μην διαρρεύσει η ακτινοβολία.",Η ακτινοβολία επίσης μπορεί να περιοριστεί κατα τη διάρκεια μιας φωτιάς.,entailment
"Ακόμα κι αν το αεροσκάφος έπαιρνε φωτιά, θα καιγόταν και θα έλιωνε μέσω ενός βασικού συστατικού για να μην διαρρεύσει η ακτινοβολία.",Η ακτινοβολία θα διέρρεε από ένα εξάρτημα από μολύβδο αφότου το αεροσκάφος κάηκε.,contradiction
"Ακόμα κι αν το αεροσκάφος έπαιρνε φωτιά, θα καιγόταν και θα έλιωνε μέσω ενός βασικού συστατικού για να μην διαρρεύσει η ακτινοβολία.",Η ακτινοβολία δεν θα διαρρεύσει κατά τη διάρκεια πυρκαγιάς.,entailment
"Αυτός είναι ο Αρχιλοχίας Clem Francis, συνταξιούχος από την Πολεμική Αεροπορία των ΗΠΑ.",Ο Αρχηγός είναι συνταξιούχος της αεροπορίας των ΗΠΑ.,"εντιθολογώ: δεν υπάρχει σαφής σύνδεση μεταξύ των δύο προτάσεων, καθώς ο ""αρχιλοχίας clem francis"" δεν ταυτίζεται με τον ""αρχηγό""."
"Αυτός είναι ο Αρχιλοχίας Clem Francis, συνταξιούχος από την Πολεμική Αεροπορία των ΗΠΑ.",Ο αρχηγός μόλις πρόσφατα συνταξιοδοτήθηκε πριν από λίγες εβδομάδες.,neutral
"Αυτός είναι ο Αρχιλοχίας Clem Francis, συνταξιούχος από την Πολεμική Αεροπορία των ΗΠΑ.",Ο Αρχηγός της Αεροπορίας των ΗΠΑ μόλις ξεκίνησε τη σταδιοδρομία του αυτή την εβδομάδα.,contradiction
Λοιπόν πήγαμε εκεί όπου φτάνουν δύο ή τρία αεροσκάφη την εβδομάδα και δεν ήξερα με ποιο πετάνε.,Περισσότερα από ένα αεροσκάφη φτάνουν κάθε εβδομάδα.,entailment
Λοιπόν πήγαμε εκεί όπου φτάνουν δύο ή τρία αεροσκάφη την εβδομάδα και δεν ήξερα με ποιο πετάνε.,Η αυξημένη κυκλοφορία αεροσκαφών είναι ενοχλητική.,neutral
Λοιπόν πήγαμε εκεί όπου φτάνουν δύο ή τρία αεροσκάφη την εβδομάδα και δεν ήξερα με ποιο πετάνε.,Δεν φθάνουν ποτέ αεροσκάφη.,contradiction
Είχαν ήδη την εκπαίδευσή τους στις στολές πλήρους πίεσης και μου πήρε λίγο χρόνο να βάλω την στολή πλήρους πίεσης.,Χρειάζονται έως και τρεις μήνες για να ολοκληρωθεί η εκπαίδευση για τη χρήση κοστουμιού πλήρους πίεσης.,neutral
Είχαν ήδη την εκπαίδευσή τους στις στολές πλήρους πίεσης και μου πήρε λίγο χρόνο να βάλω την στολή πλήρους πίεσης.,Η εκπαίδευση για τη χρήση στολής πλήρους πίεσης απαιτεί χρόνο.,neutral
Είχαν ήδη την εκπαίδευσή τους στις στολές πλήρους πίεσης και μου πήρε λίγο χρόνο να βάλω την στολή πλήρους πίεσης.,Θα μπορούσαμε να σε εκπαιδεύσουμε να χρησιμοποιείς μία στολή πίεσης μέχρι το τέλος της ημέρας.,neutral
"Θέλω να πω ότι δεν υπήρχε κανένας κίνδυνος να ξεκινήσω με τη βόμβα επειδή δεν θα εκρηγνύονταν, ανεξάρτητα από το πόσο δύσκολα χτύπησε στο έδαφος.",Η βόμβα είχε απενεργοποιηθεί από τον πιλότο.,neutral
"Θέλω να πω ότι δεν υπήρχε κανένας κίνδυνος να ξεκινήσω με τη βόμβα επειδή δεν θα εκρηγνύονταν, ανεξάρτητα από το πόσο δύσκολα χτύπησε στο έδαφος.",Η βόμβα δεν είχε καμία πιθανότητα να εκραγεί.,entailment
"Θέλω να πω ότι δεν υπήρχε κανένας κίνδυνος να ξεκινήσω με τη βόμβα επειδή δεν θα εκρηγνύονταν, ανεξάρτητα από το πόσο δύσκολα χτύπησε στο έδαφος.",Υπήρχε μεγάλος κίνδυνος να εκραγεί η βόμβα.,contradiction
Και μοιάζει ακριβώς σαν αυτό που προσπαθώ να κάνω.,Δεν είμαι σίγουρος πως φαίνεται σε εσένα.,neutral
Και μοιάζει ακριβώς σαν αυτό που προσπαθώ να κάνω.,"Προσπαθώ να το κάνω, όπως βλέπεις.",entailment
Και μοιάζει ακριβώς σαν αυτό που προσπαθώ να κάνω.,Προσπαθώ να ολοκληρώσω το πρότζεκτ μου μες την επόμενη εβδομάδα.,neutral
"Αλλά τέλος πάντων, τα ζώα χαλαρώνουν όλη την ώρα, ειδικά οι κατσίκες.",Οι κατσίκες έφευγαν από τον αχυρώνα κάθε μέρα.,neutral
"Αλλά τέλος πάντων, τα ζώα χαλαρώνουν όλη την ώρα, ειδικά οι κατσίκες.",Οι κατσίκες το έσκαγαν συχνά.,neutral
"Αλλά τέλος πάντων, τα ζώα χαλαρώνουν όλη την ώρα, ειδικά οι κατσίκες.",Οι κατσίκες διατηρήθηκαν σώες και αβλαβείς.,neutral
Οι πόρτες κλείδωσαν όταν μπήκαμε.,Όλες οι πόρτες ήταν ανοικτές.,contradiction
Οι πόρτες κλείδωσαν όταν μπήκαμε.,Είχαμε τα κλειδιά μαζί μας.,neutral
Οι πόρτες κλείδωσαν όταν μπήκαμε.,Πήγαμε ακόμα κι αν οι πόρτες ήταν κλειδωμένες.,contradiction
Έτσι έπρεπε να βγάλω τα σύνολα και να προσπαθήσω να το καταλάβω έτσι.,Αισθάνομαι βέβαιος ότι τα σύνολα είναι το μόνοα που χρειάζομαι για να βρω αυτό το βήμα.,neutral
Έτσι έπρεπε να βγάλω τα σύνολα και να προσπαθήσω να το καταλάβω έτσι.,Δεν έχω ιδέα τι να κάνω μόνο με τα σύνολα παρακαλώ να μου δώσετε περισσότερες λεπτομέρειες για να καταλάβω αυτό το χάος.,neutral
Έτσι έπρεπε να βγάλω τα σύνολα και να προσπαθήσω να το καταλάβω έτσι.,Θα το υπολογίσω με βάση τα σύνολα.,entailment
και αυτά είναι πολλά και οφείλονται στο γεγονός ότι οι μητέρες παίρνουν ναρκωτικά,Οι μητέρες είναι τοξικομανείς.,entailment
και αυτά είναι πολλά και οφείλονται στο γεγονός ότι οι μητέρες παίρνουν ναρκωτικά,Οι μητέρες δεν έχουν καθόλου συνταγές ή φάρμακα.,contradiction
και αυτά είναι πολλά και οφείλονται στο γεγονός ότι οι μητέρες παίρνουν ναρκωτικά,Οι μητέρες παίρνουν ναρκωτικά.,entailment
Ναι είναι πραγματικά ωραίο έβρεχε,Δεν με ενοχλεί η βροχή.,neutral
Ναι είναι πραγματικά ωραίο έβρεχε,Είναι ωραία και βροχερά.,entailment
Ναι είναι πραγματικά ωραίο έβρεχε,Είναι τόσο απαίσια με την ατελείωτη ηλιοφάνεια.,contradiction
τι αξίζει η ανθρώπινη ζωή και αν μπορεί κάποιος να την αποκαταστήσει ή όχι,Όλες οι ζωές αξίζουν απεξάρτηση και δεύτερες ευκαιρίες.,neutral
τι αξίζει η ανθρώπινη ζωή και αν μπορεί κάποιος να την αποκαταστήσει ή όχι,Κανείς δεν αξίζει να αποκατασταθεί.,contradiction
τι αξίζει η ανθρώπινη ζωή και αν μπορεί κάποιος να την αποκαταστήσει ή όχι,"Ανεξάρτητα από την επανένταξη, αυτό που είναι η ζωή αξίζει.",neutral
έχετε ένα περίεργο πρόβλημα καλωδίωσης εκεί,Δεν έχω δει ποτέ ξανά αυτό το είδος προβλήματος καλωδίωσης.,neutral
έχετε ένα περίεργο πρόβλημα καλωδίωσης εκεί,Δεν είναι η καλωδίωση το θέμα.,contradiction
έχετε ένα περίεργο πρόβλημα καλωδίωσης εκεί,Υπάρχει ένα πρόβλημα που προκαλείται από αυτή την παράξενη καλωδίωση.,entailment
ακούγεται πολύ διασκεδαστικό ναι είναι καταπληκτικό για μένα ο τρόπος με τον οποίο θα επέτρεπαν τόσα πολλά πράγματα,Δεν εκπλήσσομαι καθόλου που ήταν επιεικείς.,neutral
ακούγεται πολύ διασκεδαστικό ναι είναι καταπληκτικό για μένα ο τρόπος με τον οποίο θα επέτρεπαν τόσα πολλά πράγματα,Μου κάνει εντύπωση που σε αφήνουν να πάρεις φαγητό και ποτά εκεί.,neutral
ακούγεται πολύ διασκεδαστικό ναι είναι καταπληκτικό για μένα ο τρόπος με τον οποίο θα επέτρεπαν τόσα πολλά πράγματα,Εκπλήσσομαι με το πως θα μπορούσαν να ξεφύγουν.,neutral
αλλά ούτως ή άλλως τέλος πάντων τα παιδιά μου είναι τώρα είκοσι ένα και είκοσι τεσσάρων έτσι δεν χρειάζεται να,"Δεν χρειάζεται να το κάνω, επειδή τα παιδιά μου είναι πάνω από είκοσι ετών.",entailment
αλλά ούτως ή άλλως τέλος πάντων τα παιδιά μου είναι τώρα είκοσι ένα και είκοσι τεσσάρων έτσι δεν χρειάζεται να,Ίσως χρειαστεί αφού είναι κοντά στην ηλικία.,neutral
αλλά ούτως ή άλλως τέλος πάντων τα παιδιά μου είναι τώρα είκοσι ένα και είκοσι τεσσάρων έτσι δεν χρειάζεται να,Πρέπει αφού είναι δέκα και έντεκα χρονών.,contradiction
ναι άνθρωποι που θα μπορούσαν να εργάζονται ανά πάσα στιγμή ή οι αποφάσεις των οποίων θα μπορούσαν να είναι αμφισβητήσιμες αν έπρεπε να πάρουν μια απόφαση,"Ναι, άνθρωποι που μάλλον δεν είναι σε θέση να πάρουν αποφάσεις κατά την καλύτερη κρίση τους.",entailment
ναι άνθρωποι που θα μπορούσαν να εργάζονται ανά πάσα στιγμή ή οι αποφάσεις των οποίων θα μπορούσαν να είναι αμφισβητήσιμες αν έπρεπε να πάρουν μια απόφαση,"Ναι, άνθρωποι που μπορεί να μην πεινούν.",neutral
ναι άνθρωποι που θα μπορούσαν να εργάζονται ανά πάσα στιγμή ή οι αποφάσεις των οποίων θα μπορούσαν να είναι αμφισβητήσιμες αν έπρεπε να πάρουν μια απόφαση,"Ναι, οι άνθρωποι των οποίων οι ικανότητες αποφάσεων δεν υποβαθμίζονται ποτέ.",contradiction
όχι είναι ακόμη σε περιοδεία. Περιοδεύουν από τα τέλη της δεκαετίας του εξήντα,Κάνουν περιοδεία πριν από το 1970.,contradiction
όχι είναι ακόμη σε περιοδεία. Περιοδεύουν από τα τέλη της δεκαετίας του εξήντα,Τους αρέσουν πολύ οι περιηγήσεις.,neutral
όχι είναι ακόμη σε περιοδεία. Περιοδεύουν από τα τέλη της δεκαετίας του εξήντα,Πρόσφατα τελείωσαν την περιοδεία τους.,contradiction
πώς θα κάνατε αερόμπικ,Μπορείς να εξηγήσεις πώς θα έκανες αεροβική;,entailment
πώς θα κάνατε αερόμπικ,Ενδιαφέρομαι για αεροβική γυμναστική γιατί χρειάζομαι κάποια καρδιαγγειακή δραστηριότητα.,neutral
πώς θα κάνατε αερόμπικ,Σας παρακαλώ σταματήστε να μιλάτε για αερόμπικ.,neutral
καλά αυτό είναι ένα καλό που δεν το είχα σκεφτεί ναι,Αυτή είναι μια χαζή ιδέα που απέρριψα την περασμένη εβδομάδα.,contradiction
καλά αυτό είναι ένα καλό που δεν το είχα σκεφτεί ναι,Αυτή είναι μια καλή παρατήρηση.,neutral
καλά αυτό είναι ένα καλό που δεν το είχα σκεφτεί ναι,Το παράδοξο που αναφέρεις είναι μια εύστοχη παρατήρηση.,neutral
ημερήσια φροντίδα για δύο ημέρες την εβδομάδα που την ονομάζουν ημέρα μέριμνας για τους ηλικιωμένους αλλά πηγαίνει στο κέντρο ηλικιωμένων πολιτών,Ο παιδικός σταθμός είναι ανοικτός κάθε μέρα μόνο για παιδιά ηλικίας κάτω των πέντε.,contradiction
ημερήσια φροντίδα για δύο ημέρες την εβδομάδα που την ονομάζουν ημέρα μέριμνας για τους ηλικιωμένους αλλά πηγαίνει στο κέντρο ηλικιωμένων πολιτών,"Τους αφήνουν πράγματι να φεύγουν περισσότερο από δύο φορές την εβδομάδα, αν οι ηλικιωμένοι έχουν τη δυνατότητα.",neutral
ημερήσια φροντίδα για δύο ημέρες την εβδομάδα που την ονομάζουν ημέρα μέριμνας για τους ηλικιωμένους αλλά πηγαίνει στο κέντρο ηλικιωμένων πολιτών,Αναφέρονται σε αυτό ως Ημερήσια Φροντίδα Αρχαιότερων αλλά ονομάζεται Κέντρο Αρχαιότερων.,contradiction
αυτό ήταν ο στόχος τους,Αυτό ήταν που προσπαθούσαν.,entailment
αυτό ήταν ο στόχος τους,Εκείνο δεν ήταν ποτέ  αυτό που ήθελαν.,contradiction
αυτό ήταν ο στόχος τους,Πέτυχαν τον στόχο τους.,neutral
ο έλεγχος όπλων σημαίνει να χρησιμοποιείς δύο χέρια,Το ήμισυ όλων των σφαλμάτων πυροβολισμών σε όπλα προέρχονται από τη χρήση με το ένα χέρι.,neutral
ο έλεγχος όπλων σημαίνει να χρησιμοποιείς δύο χέρια,Ο καλύτερος τρόπος για τον έλεγχο του όπλου είναι να χρησιμοποιείς και τα δύο πόδια.,contradiction
ο έλεγχος όπλων σημαίνει να χρησιμοποιείς δύο χέρια,Χρησιμοποιήστε και τα δύο χέρια εάν θέλετε να ασκήσετε τον έλεγχο των όπλων.,entailment
"αλλά ξαφνικά έρχεται από κάπου, δεν ξέρω από πού προέρχεται αλλά",Δεν ξέρω από πού προέρχεται αλλά είναι γρήγορο.,entailment
"αλλά ξαφνικά έρχεται από κάπου, δεν ξέρω από πού προέρχεται αλλά",Το πέτυχα γρήγορα αλλά ξέρω περίπου από πού προέρχεται.,contradiction
"αλλά ξαφνικά έρχεται από κάπου, δεν ξέρω από πού προέρχεται αλλά",Φτάνει σαν μελάσα  και ξέρω ακριβώς πότε θα έρθει.,contradiction
όχι στην πραγματικότητα δεν είμαι εξοικειωμένος με αυτό δεν νομίζω,Δεν ξέρω πολλά γι 'αυτό.,entailment
όχι στην πραγματικότητα δεν είμαι εξοικειωμένος με αυτό δεν νομίζω,Έχω άγνοια σε θέματα αγάπης.,neutral
όχι στην πραγματικότητα δεν είμαι εξοικειωμένος με αυτό δεν νομίζω,Το σπουδάζω εδώ και χρόνια.,contradiction
ναι ήταν υπέροχη,Νομίζω ότι ξέρει ότι ήταν εκπληκτική.,neutral
ναι ήταν υπέροχη,"Όχι, ήταν φρικτή.",contradiction
ναι ήταν υπέροχη,Ναι ήταν πολύ καλή.,entailment
"ναι πρότεινε απλά να πάρουμε εεε, ααα, ένα σφουγγάρι όπως θα χρησιμοποιούσατε",Πρότεινε να αγοράσει μία ηλεκτρική σκούπα.,contradiction
"ναι πρότεινε απλά να πάρουμε εεε, ααα, ένα σφουγγάρι όπως θα χρησιμοποιούσατε",Πρότεινε να βρει μια σφουγγαρίστρα.,entailment
"ναι πρότεινε απλά να πάρουμε εεε, ααα, ένα σφουγγάρι όπως θα χρησιμοποιούσατε",Ήθελε να σκουπίσει το αίμα με ένα πανί.,neutral
"είναι πραγματικά άσχημο, μόλις είχαμε έναν πυροβολισμό στον αυτοκινητόδρομο περίπου τρία τετράγωνα από το σπίτι μας",Οι πυροβολισμοί ήταν τουλάχιστον 160 χιλιόμετρα μακριά  απ'όπου μένω.,contradiction
"είναι πραγματικά άσχημο, μόλις είχαμε έναν πυροβολισμό στον αυτοκινητόδρομο περίπου τρία τετράγωνα από το σπίτι μας",Οι πυροβολισμοί ήταν κοντά στο σπίτι μου και φοβάμαι να βγω έξω.,entailment
"είναι πραγματικά άσχημο, μόλις είχαμε έναν πυροβολισμό στον αυτοκινητόδρομο περίπου τρία τετράγωνα από το σπίτι μας","Υπήρξε ένας πυροβολισμός κοντά στο σπίτι μου, δεν είναι πραγματικά καλό σε αυτή την περιοχή.",entailment
Είναι αλήθεια είναι ότι δεν είναι πραγματικά συνεπής,"Διαφωνώ με σένα, είναι πολύ συνεπές.",contradiction
Είναι αλήθεια είναι ότι δεν είναι πραγματικά συνεπής,Νομίζω ότι μπορει να έχει δίκιο για αυτή την συνέπεια.,contradiction
Είναι αλήθεια είναι ότι δεν είναι πραγματικά συνεπής,Έχεις δίκιο ότι δεν είναι συνεπές.,entailment
προσπαθώ να επιμείνω εκεί,Προσπαθώ να κρατηθώ.,entailment
προσπαθώ να επιμείνω εκεί,"Πραγματικά κάνω ό,τι καλύτερο μπορώ.",entailment
προσπαθώ να επιμείνω εκεί,Θα το αφήσω και δεν θα ξανακοιτάξω ποτέ πίσω.,contradiction
Αποτελούμε την είσοδό μας στο τεχνολογικό μέλλον.,Κατασκευάζουμε τους προδρόμους που είναι απαραίτητοι για ένα μέλλον τεχνολογίας.,entailment
Αποτελούμε την είσοδό μας στο τεχνολογικό μέλλον.,"Κατασκευάζουμε τρανζίστορ, έτσι ώστε το μέλλον μας να λειτουργεί από Τεχνητή Νοημόσυνη.",neutral
Αποτελούμε την είσοδό μας στο τεχνολογικό μέλλον.,Θέλουμε να αποτρέψουμε την επιτυχία της τεχνολογίας.,contradiction
"Για παράδειγμα, σε μέγιστο, όλα τα γονίδια γίνονται μοβ.",Το πολύ τα μισά γονίδια μπορούν να γίνουν μωβ.,contradiction
"Για παράδειγμα, σε μέγιστο, όλα τα γονίδια γίνονται μοβ.",Τα γονίδια μπορούν να αλλάξουν χρώμα.,entailment
"Για παράδειγμα, σε μέγιστο, όλα τα γονίδια γίνονται μοβ.",Μερικές φορές τα γονίδια γίνονται και μπλε.,neutral
Ο Daniel Yamins είναι ένας λαμπρός νεαρός μαθηματικός.,Ο κ. Yamins είναι πολύ καλός στα μαθηματικά.,entailment
Ο Daniel Yamins είναι ένας λαμπρός νεαρός μαθηματικός.,Ο κ. Yamin ασχολείται με την αλγεβρική γεωμετρία.,neutral
Ο Daniel Yamins είναι ένας λαμπρός νεαρός μαθηματικός.,Ο κος Yamins είναι σπουδαίος καλλιτέχνης αλλά απαίσιος μαθηματικός.,contradiction
"Και αν ναι, είναι συχνά κοντά σε αυτό το όριο;",Ξέρω ότι δεν ταξιδεύουν ποτέ κοντά στα σύνορα.,contradiction
"Και αν ναι, είναι συχνά κοντά σε αυτό το όριο;","Θέλω να ξέρω, έρχονται συχνά στην Αγγλία;",neutral
"Και αν ναι, είναι συχνά κοντά σε αυτό το όριο;",Ο ομιλητής ήθελε διευκρινίσεις σχετικά με το πόσο συχνά πήγαιναν κοντά στα σύνορα.,entailment
"Και υπάρχει, νομίζω, μια μοριακή ένδειξη ότι η βιόσφαιρα συνεχώς συνυπάρχει στην κατοχύρωση ενός μη θανατηφόρου καθεστώτος για ένα πολλαπλασιαστικό σύνολο γραμμών.",Η βιόσφαιρα αλλάζει πολύ.,neutral
"Και υπάρχει, νομίζω, μια μοριακή ένδειξη ότι η βιόσφαιρα συνεχώς συνυπάρχει στην κατοχύρωση ενός μη θανατηφόρου καθεστώτος για ένα πολλαπλασιαστικό σύνολο γραμμών.",Η βιοσφαίρα αλλάζει ανάλογα με τη θερμοκρασία.,neutral
"Και υπάρχει, νομίζω, μια μοριακή ένδειξη ότι η βιόσφαιρα συνεχώς συνυπάρχει στην κατοχύρωση ενός μη θανατηφόρου καθεστώτος για ένα πολλαπλασιαστικό σύνολο γραμμών.",Η βιοσφαίρα δεν αλλάζει ποτέ.,neutral
"Με αυτή την επάλειψη, ένα κανονικό κρύσταλλο δεν μπορεί να κωδικοποιήσει πολλές πληροφορίες.",Οι κανονικοί κρύσταλλοι είναι ένα μέσο αποθήκευσης στοιχείων υψηλής πυκνότητας.,contradiction
"Με αυτή την επάλειψη, ένα κανονικό κρύσταλλο δεν μπορεί να κωδικοποιήσει πολλές πληροφορίες.",Οι κανονικοί κρύσταλλοι δεν είναι πολύ χρήσιμοι για την κωδικοποίηση πληροφοριών.,entailment
"Με αυτή την επάλειψη, ένα κανονικό κρύσταλλο δεν μπορεί να κωδικοποιήσει πολλές πληροφορίες.",Υπάρχουν άλλα είδη κρυστάλων που είναι πολύ χρήσιμα για κωδικοποίηση γεωγραφικών πληροφοριών χρησιμοποιώντας ακτίνες λέιζερ.,neutral
"Κατά συνέπεια, οι ενήλικες δεν χρειάζεται να διδάσκουν στα παιδιά προσχολικής ηλικίας την προσποίηση, όπως κάνουν μερικές φορές όταν τους βοηθούν να φτιάχνουν παζλ ή σε άλλες παρόμοιες ασχολίες.",Τα παιδιά προσχολικής ηλικίας είναι φυσικά καλύτερα στην επίλυση παζλ από ότι στο να παίζουν παιχνίδια προσποίησης.,neutral
"Κατά συνέπεια, οι ενήλικες δεν χρειάζεται να διδάσκουν στα παιδιά προσχολικής ηλικίας την προσποίηση, όπως κάνουν μερικές φορές όταν τους βοηθούν να φτιάχνουν παζλ ή σε άλλες παρόμοιες ασχολίες.",Τα παιδιά προσχολικής ηλικίας δεν χρειάζονται τόσο πολύ να μάθουν πώς να προσποιούνται.,entailment
"Κατά συνέπεια, οι ενήλικες δεν χρειάζεται να διδάσκουν στα παιδιά προσχολικής ηλικίας την προσποίηση, όπως κάνουν μερικές φορές όταν τους βοηθούν να φτιάχνουν παζλ ή σε άλλες παρόμοιες ασχολίες.",Τα παιδιά προσχολικής ηλικίας στερούνται τις απαραίτητες δεξιότητες μοντελοποίησης σε σχέση με το χώρο για να μάθουν να λύνουν τα παζλ μόνα τους.,neutral
[Αυτό το έθνος] σχεδιάστηκε σε ελευθερία και αφιερώθηκε στην πρόταση ότι όλοι οι άνθρωποι δημιουργούνται ίσοι.,Σημειώσεις σχετικά με αυτή την πρόταση καταγράφηκαν σε αρκετά πρόσθετα έγγραφα.,neutral
