question,gpt_answer
Na čem závisí rozdíly ve stavbě oka u různých organismů?,2
Které tvrzení o sikhismu není podle této pasáže přesnou charakteristikou tohoto náboženství?,2
Co z následujícího je podle této pasáže považováno za stěžejní aspekt systému víry Sikhů?,1
Na co se mohou podle této pasáže obtížně soustředit děti s poruchou pozornosti?,1
Proč mají podle této pasáže děti s poruchou pozornosti tendenci zapojovat se do rizikového chování?,4
Která z následujících možností není na základě informací z této pasáže příkladem scaffoldingu?,3
Který z následujících výroků necharakterizuje přesně koncept scaffoldingu?,3
"Jaký rys MySpace může být podle této pasáže přínosem pro studenty, kteří mají problémy se čtením?",1
Která z následujících možností nebyla podle této pasáže součástí Chruščovovy odpovědi na protesty dělníků?,3
Která z následujících možností nebyla příčinou nepokojů v Polsku?,4
Která z následujících možností podle této pasáže neměla vliv na vztahy mezi SSSR a USA?,2
Která z následujících možností necharakterizuje výstižně účel vysílání nervových impulzů do těla?,1
Co lze nalézt na náhorní plošině v Gíze?,1
K jakému účelu sloužila Velká pyramida?,2
"Kdo je zodpovědný za to, že známe jméno žháře, který zničil chrám?",3
Jaké tvrzení týkající se znovuvybudování Artemidina chrámu je správné?,2
"Kdy nejdříve došlo podle této pasáže k tomu, že některý živočišný druh začal chodit vzpřímeně?",1
Který z těchto druhů zpravidla chodil vzpřímeně?,2
Čeho se během 2. světové války snažilo dosáhnout německé námořnictvo?,4
Kdo měl podle informací poskytnutých v textu během severoatlantické kampaně za druhé světové války více úspěchů ve válčení na moři?,1
"Co neexistovalo v době, kdy Asyřané začali používat kavalérie?",1
"Jak se vede válka, v níž bojuje kavalérie?",3
Kde byste podle této pasáže nenašli běžného Babyloňana?,4
Co z následujícího bylo určeno speciálně pro kněží?,2
Kdy získal král Tutanchamón na věhlasu?,3
Díky čemu se z krále Tutanchamóna stal jeden z nejznámějších egyptských králů?,1
Čeho nebyl řecký básník Homér schopen?,2
Který známý Řek je proslulý také něčím jiným než literaturou?,3
Kde trávila hebrejská rodina většinu svého času?,1
Co nebylo pro hebrejskou rodinu tolik důležité?,3
Co z následujícího není vylíčeno jako rozdíl mezi skandinávskými zeměmi?,2
Kdo jako první osídlil Grónsko?,1
"Která skupina preferovala konzumaci jídla tak, že neseděla na židlích?",3
Která z následujících možností nebyla součástí starověké římské hostiny?,4
Která z následujících možností nejspíš nebude mít podle této pasáže dlouhodobý dopad?,2
Co je podle tohoto úryvku předchůdcem národu?,3
Které tvrzení o Drukgyal Dzong není pravdivé?,1
Které tvrzení výstižně popisuje důsledek požáru v Drukgyal Dzong?,3
Které z následujících tvrzení o Kambodži je pravdivé?,4
Které z následujících tvrzení výstižně popisuje invaze do Kambodže?,4
Co z následujícího neudělala holandská Východoindická společnost během svého působení v Tchaj-wanu?,4
Co bylo důsledkem Šimonosecké mírové smlouvy?,4
Jak se měří pH hodnota chemikálie?,3
Co bylo odebráno iontům vodíku?,4
Který z následujících výroků nevystihuje přesně lví smečku?,3
Který z následujících výroků nevystihuje přesně chování lvů?,4
Pro kterého predátora jsou zajíci běžnou kořistí?,3
Co z následujícího běžně loví menší kočkovité šelmy?,1
Která z následujících možností nepatří mezi lovicí metody ocelotů?,4
Která z následujících možností nevystihuje přesně oceloty? ,3
Která z následujících možností nelze považovat za nejsilnější stránku tygra?,2
Jaký je podle této pasáže rozdíl mezi tygry a lvy?,2
Co se podle této pasáže podařilo Robertu Hookovi dříve než jiným biologům?,1
"Jaký je význam původního výrazu, z něhož pochází název „buňka“?",2
Jakou schopnost má podle této pasáže většina zvířat?,2
Co podle této pasáže některá zvířata nemají?,3
Co pomáhá rostlinám při procesu fotosyntézy?,4
Kterou věc vydávanou lidmi rostliny přijímají?,4
Který z následujících příkladů by podle této pasáže mohl zabránit procesu evoluce?,1
Které z následujících tvrzení nevystihuje přesně proces speciace? ,1
Která část oběhového systému přivádí krev k srdci?,4
Které trubice oběhového systému jsou nejmenší?,1
Která z následujících možností usnadnila hmyzu jeho schopnost skládat křídla podél těla?,2
"Která z následujících možností není v této pasáži zmíněna jako něco, na co má vliv schopnost hmyzu létat?",4
Která z následujících charakteristik nebývá běžně spojována s dinosaury?,2
Která z následujících možností nebývá obvykle považována za společný znak ptáků a dinosaurů?,3
Kterou část cykasu nejspíše mohl podle této pasáže konzumovat triceratops?,1
Co podle této pasáže mohl nejpravděpodobněji triceratops konzumovat? ,2
Který z následujících sportů bude podle této pasáže nejspíše velmi populární v nejsevernějších regionech Itálie?,3
Ve kterém sportu získala Itálie podle informací z této pasáže titul mistrů světa?,1
Po jaké události se některé části Lucemburska staly součástí Belgie?,2
Která z následujících možností měla vliv na neutralitu Lucemburska?,1
"Kolik čtverečních kilometrů celkové plochy, kterou zaujímá Turecko, leží v Evropě?",4
Jaká je podle této pasáže délka Turecka v mílích?,4
K čemu se ve Vatikánu používá latina?,1
K čemu se ve Vatikánu nepoužívá italština?,3
Které z následujících možností je podle této pasáže přínosem mixování zvuku pomocí sofistikovaných počítačů?,1
Kde měla podle této pasáže většina domácností splachovací toaletu?,1
Ve kterém z následujících míst byl nalezen sofistikovaný odpadní systém?,1
"Která z následujících možností způsobuje, že bruslař může zatočit?",1
Která z následujících možností podle této pasáže přesně popisuje dutinu v noži moderní brusle?,3
Který proces podle této pasáže umožňuje atomům zbavit se nadbytečné energie ze světla?,4
"Co způsobuje, že atomy vyzařují fotony?",2
"Co nakonec podle této pasáže způsobí, že žárovka přestane svítit?",3
"U čeho z následujícího hrozí potenciální nebezpečí, pokud se toho při výměně žárovky dotkneme?",3
"Co se podle této pasáže stane, když dojde k rozdělení jádra?",2
Co z následujícího na zemi odráží hovory na dlouhé vzdálenosti?,2
Kterou z následujících možností se umisťují teleskopy do vesmíru?,2
"Co by mělo být pozorováno u cyklické události, aby bylo možné zaznamenávat běh času?",2
K porovnání jakého aspektu události je podle této pasáže čas využíván?,1
Která z následujících možností se podle této pasáže považuje za charakteristickou pro následníka trůnu?,2
Co podle informací uvedených v této pasáže udělal Charles jako vůbec první?,3
Ze které země pocházela Trygvassonova flotila?,4
V jaké době mělo Německo silný kulturní vliv na Estonsko?,3
Čím byla ovlivněna estonština?,2
Na základě čeho se podle této pasáže mění počet rodilých mluvčích hindštiny?,1
Které z následujících tvrzení je o hindštině a jazyce Urdu pravdivé?,2
Co z následujících není přesný fakt týkající se abecedy Hangeul?,2
Na co se nakonec změnila abeceda Hunmin Jeongeum?,2
Které jazyky podle tohoto úryvku ovlivnil sanskrt?,4
Používání sanskrtu se podle této pasáže zmenšilo kvůli čemu?,4
Které z následujících je podle této pasáže přesným tvrzením týkajícím se gravitace na měsíci Io?,4
Které z následujících tvrzení podle této pasáže přesně popisuje vnější vrstvu Měsíce?,4
Kde na Měsíci je podle tohoto úryvku nejsilnější měsíční krusta?,3
Čemu z níže uvedených věří podle této pasáže někteří lidé?,3
Co řídne se zvyšující se vzdáleností od středu Slunce?,3
Která část Slunce je podle této pasáže viditelná ze Země?,3
Která z následujících pozorování pomohla potvrdit Koperníkovu teorii?,1
Kterou z následujících možností pozoroval v roce 1610 Galileo Galilei?,2
Odkud podle této pasáže bere řeka Amazonka vodu?,1
Které z následujících „nej“ se Amazonce nepřipisuje?,3
Ve kterém oboru podle této pasáže pracuje nejmenší počet obyvatel Venezuely?,3
Který z následujících sektorů zaměstnává podle této pasáže největší množství obyvatel Venezuely?,1
Co podle této pasáže umožňuje hvězdám fúze?,3
Co z následujících možností vytvoří dobrý reaktor?,1
Jaké je chemické složení vody?,4
"Když voda mění skupenství, co zůstává neměnné?",1
"Co z následujícího nebylo podle této pasáže zásadním problémem pro třináct států, když usilovaly o prosazení určitých zákonů?",1
Které tvrzení podle této pasáže výstižně vystihuje stav centrální vlády během války za nezávislost?,3
Jakým způsobem jsou vyvedena slova na zadní straně Deklarace nezávislosti?,3
Čím z následujících možností je proslulý Singapur?,1
Co je Vanda Miss Joaquim?,2
Nad jakým rysem pyramid v Gíze by podle tohoto úryvku nejspíše nežasli Egypťané z Nové říše?,1
Odkud podle této pasáže cestují býložravci za dešti?,3
Z jaké oblasti podle tohoto úryvku odcházejí býložravci někdy okolo dubna?,2
Invazi do jaké země představovala Operace Seelöwe?,2
Jak Německo nazvalo útok na Velkou Británii?,2
Co je zmíněno jako nezbytný krok italského plánu na obsazení afrických zemí?,1
Co bylo podle tohoto úryvku považováno za primární cíl Itálie ve válce?,1
Kdo si vytvořil přátelské vztahy s invazními silami?,2
Kteří spojenci se účastnili Operace Dragoon?,1
Díky kterému technologickému vynálezu mohly začít ponorky cestovat pod vodou?,4
V jaké oblasti měly poprvé použité ponorky omezený rozsah?,3
Kdo podle této pasáže porušil dohodu? ,4
Kterou z následujících možností neprovedla Rudá armáda?,3
Co se stalo s velitelem ženijního sboru italské desáté armády?,3
Kde byl zabit Italo Balbo?,4
Která z následujících technik je podle této pasáže důležitou součástí tibetské meditace?,3
Jak se podle této pasáže aktivují čakry během středobodu tibetské meditace?,2
Kdo v rámci programu přednesl druhou píseň oddanosti?,4
Kdo podle této pasáže přednesl během nabízení jídla božstvu píseň oddanosti?,1
Které bylo předposlední vystoupení večera?,1
Jaké národnosti je Alessandro Safina?,4
Které z následujících tvrzení není podle úryvku pravdivé?,1
Kdo podle pasáže komentoval nepříjemné horko?,2
Kde došlo k výpadku energie kvůli aktivitě tsunami?,1
Jaký vliv na Tongu měl podle pasáže výpadek proudu?,4
Kdy byla policie schopna pomocí rychlostních radarových pistolí změřit rychlost jízdy Jonnyho Reida?,1
Proč měla podle této pasáže novozélandská policie problémy změřit rychlost jízdy Jonnyho Reida?,2
Kde bylo epicentrum zemětřesení vzhledem k Butte?,2
K čemu došlo během protestů v Abú Ghraíb?,4
Díky čemu nechvalně proslulo irácké vězení? ,4
Jaký typ události se měl odehrát na stadionu War Memorial Stadium na Maui?,3
Kdo nakonec poskytl vysvětlení ke zrušení události?,2
"O kom si několik obyvatel Biškeku myslelo, že je zodpovědný za rabování?",3
Kdo obvinil protestující z jihu z rabování?,1
Kdy zaznamenal Ring zvýšení prodeje?,1
Kdy se Jamie Siminoff rozhodl založit Ring?,1
Co doporučoval dětem každý díl Reading Rainbow?,4
Co mohlo přispět ke zrušení seriálu Reading Rainbow?,1
Která z následujících možností nebyla argumentem zástupců města Amsterdamu a muzea ohledně stromu?,2
Pro kterou z následujících možností by měly být podle hlavního inspektora RSPCA povinné kontroly?,4
Co by podle této pasáže pomohlo upevnit u australských pracovníků jatek význam zdraví a prosperity zvířat?,1
"Jaké povolání vykonává podle této pasáže člověk, který byl zadržen?",1
"Pohřby kolika obětí se podle této pasáže konaly v době, kdy se rozšířily nové zprávy ohledně dalšího zadržení?",2
Která země v reakci na protesty odmítla přistoupit k ratifikaci podepsané dohody ACTA?,2
Která z následujících zemí se podle této pasáže rozhodla zdržet proces přistoupení k ACTA?,4
"Kolik osob bylo zraněno při incidentech, při nichž došlo k přehřátí iPodu?",1
Kdo označil incidenty s přehřátím za nijak vážné?,4
"Steve Jobs ve svém projevu řekl, že společnost Apple něco znovu vynalezne. Co to bylo?",2
Co bylo účelem dvouhodinového projevu Steva Jobse?,3
Co Cristina Fernandez de Kirchner oznámila v Divadle Argentina?,1
Kde Cristina Fernandez de Kirchner oznámila svůj záměr kandidovat?,3
Jaká byla zjištění ACMA ohledně show Big Brother?,1
"Jaké parametry musí média splňovat, aby se dala považovat za internetový obsah?",2
Kdo je lídrem Australské liberální strany?,2
Proč Austrálie ještě nemá jadernou energii?,4
Který lyžař/která lyžařka při soutěži využil/a pomoc vodiče?,3
Která země skončila na desátém místě v závodě superobřího slalomu žen v třídě ve stoje?,1
Které tvrzení o Blakeovi není podle textu pravdivé?,2
Která z následujících možností se dle tohoto textu Blakeovi nestala?,3
K čemu nebude využit fond OSN proti globálnímu oteplování?,2
V co podle tohoto textu doufá OSN?,4
"Kterou z následujících možností necitoval Albert Muchanga jako něco, na čem je ještě stále třeba se shodnout?",1
Proč podle článku může obchodování začít v červenci?,2
Z čeho podle textu obvinila Atlantská novinářská ústava vedoucí pracovníky působící v oblasti vzdělávání?,3
Co podle informací uvedených v článku nebylo zmíněno ve zprávě Atlantské novinářské ústavy?,4
Jaké informace byly dle tohoto textu známy o výbuchu bomby?,4
V kolika zápasech od svého přestupu do týmu Manchester City v roce 2017 nastoupil Jesus?,4
Který klub získal za Jesuse 27 milionů liber?,1
Které tvrzení o hotelových hostech není pravdivé?,4
Které z následujících tvrzení je podle textu pravdivé?,3
Jaká informace o kolizi není podle textu nejistá?,2
Co je podle článku stále ještě nutné ve vztahu ke kolizi stanovit?,4
Jaké místo podle článku Batten kdysi zaujímal na seznamu nejbohatších Američanů?,3
Komu z následujících věnoval Batten příspěvek?,2
Čeho se netýká zákon podepsaný guvernérem Arnoldem Schwarzeneggerem?,3
"Kdo podle textu přeslechl, co bylo řečeno?",3
Co z následujících možností je pravdou o Millerových zkušenostech ze slyšení?,2
"Kdo navrhl, že by „Vyhláška o čistém vzduchu“ měla doznat změn?",3
"Kdo vyvrátil, že by „Vyhláška o čistém vzduchu“ sloužila jako gesto před volbami?",2
"Co vytvořila kyselina kyanurová v kombinaci s melaminem, když vzájemně reagovaly v kočičí moči?",3
Co vědci pozorovali pomocí infračervené spektroskopie?,2
Kdo Lunu označil za „Královnu extrémů“?,4
"Kdo o Luně prohlásil, že byla bláznivá?",2
"Co se řidiči, jenž byl účastníkem nehody, nestalo?",3
Co nebylo nápadné na hře Jihoafričanů během rugbyového turnaje?,3
Kdy se podle textu začaly hráčky JAR zlepšovat?,4
Které z následujících tvrzení podle tohoto úryvku nevystihuje přesně čínskou ekonomiku?,4
Kdy by podle této pasáže mohla Čína předstihnout USA co se týče HDP?,2
"Co Hu navrhoval, aby rozvojové země dělaly?",4
Co Hu nezmínil?,4
Pro co z následujících možností nebyla podle Veermana situace příznivá?,2
Kdo nahradí Huhneho v Kabinetu kvůli trestnímu řízení?,1
Kdo převezme roli ministra obchodu v důsledku zahájení trestního řízení?,1
K čemu vybízí účinkující diváky během opery Camilla Saint-Saense?,1
Kdo především během představení opery kouří jointy?,3
Jak se také jinak označuje Leonovův výstup do vesmíru?,3
Leonov vedl sovětskou část jedné mise. Které?,2
Kdo byl při nehodě zraněn?,1
Co se stalo účastníkům nehody?,2
"Co z následujícího vyvolává účinky, v jejichž pozorování vědci pracující v tomto programu doufali?",4
"Kde se nachází hmota, kterou vědci pozorovali?",4
Co podle tohoto úryvku konzervativci nekritizovali?,3
Kdo kritizuje smlouvy na rekonstrukci v rámci výdajů na pomoc po hurikánu Katrina?,2
Kde budou podle této pasáže nejdříve vidět světla z kosmické lodi Stardust?,2
Který nový rekord podle této pasáže kosmická loď stanoví?,3
V jakém rodinném vztahu byla Dr. Malar Balasubramanianová k Saroje Balasubramanianové?,2
Kde bylo nalezeno tělo Sary Balasubramanianové?,3
Jakou firmu nabyl eBay?,3
Čeho chce eBay touto akvizicí dosáhnout?,3
"Kdo podle textu nekomunikoval s vězni, kteří po boji zůstali na dvoře?",2
Co z následujících možností nakonec přimělo vězně ukončit vzpouru?,2
Od čeho by se podle Ájatolláha Alí Chameneího měl Írán osvobodit?,4
"Kdo podle textu připustil, že sankce mají na íránskou ekonomiku skutečný dopad?",1
Co z následujících možností není součástí procesu voleb ve Francii?,4
Kde voliči označují jimi vybraného kandidáta?,2
Co přimělo Allena začít své osm let trvající hledání Musashi?,4
Do čeho podle textu vložil Allen významné množství svých peněz?,2
Co z následujících možností vedlo podle textu k nebezpečným podmínkám v továrně a jejím okolí?,1
"Co z následujících možností nepatří mezi jedno z bezpečnostních doporučení, která dostali místní obyvatelé po incidentu v továrně?",3
Co je podle Dr. Molla nejvíce znepokojivé na XDR-TB?,4
"Kolik pacientů, kteří se novým kmenem tuberkulózy nakazili, jsou s určitostí zdravotníci?",2
Jaký typ technologie využívá systém NextGen?,1
Jakým způsobem NextGen přímo přináší pozitiva kontrolorům letového provozu?,2
"Za co podle textu historikové nekritizovali FBI, že se na to soustředí?",3
Co iniciativa proti obscénnostem nutí FBI dělat?,4
"Co se stalo s hasičským vozem, který reagoval na havárii letounu JAS 39C Gripen? ",2
Pro koho bylo v důsledku havárie letadla JAS 39C Gripen uzavřeno letiště?,1
Komu Brzezinski radil během Íránské revoluce?,3
Kdo do roku 1977 zastával pozici poradce pro národní bezpečnost?,2
Která z následujících možností přesně nevystihuje Bobekovu kariéru v Partizanu Bělehrad?,1
Které tvrzení o Bobekově působení v Partizanu Bělehrad je pravdivé?,1
Čím se podle tohoto článku odlišoval hesperonychus od velociraptora?,2
Od jakého fyzického rysu je odvozen význam slova „hesperonychus“?,1
Které z následujících tvrzení týkajících se střelby je pravdivé?,4
"Které tvrzení týkající se události, při které ke střelbě došlo, je pravdivé?",1
Čeho se podle této pasáže zpočátku obávali úředníci ve vztahu k lodi Luno?,1
Které z následujících tvrzení o ztroskotání lodi Luno není podle tohoto textu pravdivé?,2
V jaké dekádě získalo Alžírsko nezávislost?,3
Kde nebyly umístěny televizní obrazovky přenášející pohřební ceremonii?,4
Kde se pohřební ceremonie konala?,3
Komu byla v souvislosti s výbuchem ošetřena vážná zranění?,2
Kdo únik plynu ohlásil?,1
Kolik lidí podle textu při útoku zemřelo?,2
Čí zbraň v průběhu útoku selhala?,2
Který z následujících sportů byl hlasováním vyřazen z programu olympijských her?,3
Který z následujících sportů Mezinárodní olympijský výbor hlasováním znovu zařadil do programu her?,3
Kolik let původně pronajímal Arthur Guinness pivovar Brána sv. Jakuba?,4
Kolik zhruba miliard dolarů Guiness každoročně vydělá?,3
V kolika zemích Evropské unie byl zjištěn virus H5N1?,3
Ve které zemi byl zjištěn poslední případ nákazy virem H5N1?,1
"Kdy se Haiti naposledy setkalo s chorobou předtím, než se rozšířila přispěním mírových jednotek?",1
