question,gpt_answer
Yeyiphi kwezi zilanelayo eyinkcazo echanekileyo ngeNqaba yaseKirby Muxloe?,2
Zeziphi iimpawu kwezi zilandelayo ezinokuthathwa njengezingaqhelekanga kwiNqaba yaseKirby Muxloe ngexesha elichazwe kwisicatshulwa?,1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo eyokuba lelona ncedo kumbaleki olungiselela ixesha lokubaleka elizayo?",4
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo ebaluleke kakhulu kwimbaleki ekwinqanaba eliphezulu ebaleka isiqingatha semayile?",2
"Kwimbaleki, yeyiphi kwezi zilandelayo enganakufezwa kuphela ngezenzo zesondlo?",3
"Ngokusekelwe kwisicatshulwa, yeyiphi kwezi zilandelayo engacetyiswayo njengendlela yokuba iimbaleki eziselula zifumane ulonwabo elingakumbi kwimidlalo yazo?",2
"Ngokwesicatshulwa, kutheni imbaleki yomgama ophakathi inokuthenga isixhobo esixabisa kakhulu?",4
"Ngokwesicatshulwa, yintoni eyimfuneko kwimbaleki yomgama ophakathi?",3
Ngubani owafumana inuclear magnetic resonance? ,3
Yanikwa ngowuphi unyaka ipatenti yokuqala ye x reyi? ,2
"Ngokwesicatshulwa, yintoni ekufuneka abantu bayiqonde kakuhle ukuze batolike izenzo zomzimba zabanye?",2
"Ngokwesicatshulwa, ukuqonda injongo kunceda abantu ukuba benze ntoni?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo eyisishwankathelo esichanekileyo ngeyona njongo yeAI?",4
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo ehlala inxulunyaniswa neAI?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo eyingamandla omntu oneepatheni zokucinga ezichanekileyo?",4
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo engathathwa ngento umntu onokucinga okuchanekileyo anokugxila kuyo?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo engabonwa njengentshukumo eyenzeka ngokukhawuleza?",2
Zeziphi iingxelo kwezi zilandelayo ngentshukumo eyenzeka ngokukhawuleza ezingeyonyani?,2
Yeyiphi kwezi zilandelayo eyabaluleka ngakumbi ngenxa yokuvuselelwa kobugcisa baseEurope kunye nemisebenzi ebhaliweyo? ,4
"Ngenxa yokuvuselelwa kobugcisa baseEurope kunye nemisebenzi ebhaliweyo, kwagxinisiswa kancinci kweyiphi kwezi zilandelayo?",2
Yeyiphi kwezi zilandelayo engabonisi inkuthazo yokusebenzisa i intanethi kubudlelwane obuqhubekayo?,3
Yeyiphi kwezi zilandelayo engabonisi inkuthazo yokusebenzisa i intanethi ngobandakanyeko lobuqu?,4
Intshona Europe iyeke nini ukuxhomekeka kakhulu kwiimpembelelo kwaye iqale ukuphuhlisa isimbo sayo?,1
Ukusebenzisa amaqosha ukubopha iimpahla yayisisiphumo santoni? ,3
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo ethathwa njengesisombululo esifanelekileyo kwimiba yendawo esingqongileyo?",3
"Ngokwesicatshulwa, zeziphi izisombululo kwezi zilandelayo ezingena kuthathwa njengonyango lweempawu zemiba yendawo esingqongileyo?",2
Imfazwe yokuqala eEurope yayikweliphi ilizwe apho umba walo ophambili kwathiwa unxulumene nolungelelwaniso lwamandla konuka ibe nomxholo wonqulo?,4
Yeyiphi imfazwe ngamanye amaxesha echazwa njengemfazwe yokugqibela ‘yonqulo’?,1
Yeyiphi kule miba ilandelayo yecawe yamaKhatholika eyayingaqwalaselwanga?,4
"Ngokwesicatshulwa, ngubani owabulawa eVersailles?",4
Yeyiphi kwezi zilandelayo engazange inyanzeliswe kuKumkani noKumkanikazi ligquba?,3
Yeyiphi kwezi zilandelayo engesiso isiphumo semfazwe engaqhelekanga yaselwandle yaseBritain?,3
Yeyiphi ingxelo engachazi ngokuchanekileyo ukuvalelwa konxubelelwabo lwaseGermany elwandle yiBritain?,4
"Ngokusekelwe kwisicatshulwa, ngubani onokuthi afunyaniswe ukuba une Multiple Sclerosis?",1
"Ngokwesicatshulwa, abathathi nxaxheba kwizinto eziqhelekileyo bafuna inkxaso engakumbi kwintoni?",1
"Ngokwesicatshulwa, udla ngokudlalwa njani umdlalo yokulwa ngamakrele?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo eya kuba sisalathisi esinamandla setyefu engaphakathi?",4
"Ngokwesicatshulwa, leliphi inyathelo lokuqala elifanelekileyo xa kuhlolwa ixhoba?",1
Zeziphi kwezi ngxelo zilandelayo ezingayingachazi ngokuchanekileyo inkqubo yokuhlola ixhoba?,1
Loluphi utshintsho olwaphenjelelwa yiFrench Revolution lube nefuthe elibonakalayo kubemi abangabasebenzi?,2
"Emva kweFrench Revolution, impumelelo emkhosini nakweminye imisebenzi yayizakusekelwa kwintoni?",4
Yeyiphi inkonzo yeRiphabhliki ekuthiwa ibangela ukungoneliseki kumazwe aphuhlileyo?,3
"Ngokwesicatshulwa, yintoni enokutshiwo ngeekqubo zezothutho zikawonke wonke?",3
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo enokuba nzima ukuyiqikelela ngenxa yokungacingeleki kwabaqhubi?",4
Yeyiphi kwezi zilandelayo esetyenziswayo xa kuboniswa ukuhamba kwetrafiki ngokwemathematika?,1
Basebenzisa ntoni uHershey noChase ukumilisa iDNA yabo? ,1
Ukukwazi ukudlulisela inguqu kwinzala kuxhomekeke entweni?,1
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, iziphumo ezahlukeneyo zenguqu azixhomekeki entweni?",2
Yeyiphi kwezi zilandelayo yayingesosizathu sokuba iinkcubeko zamandulo zifuye iibhokhwe?,3
Injongo yegalufa kukusebenzisa ezona ntoni ezincinci?,2
"Ebaleni legalufa, ingca isikwe phi yabamfutshane kakhulu?",2
Yeyiphi injongo eqhelekileyo yovavanyo?,1
"Ngokwesicatshulwa, yintoni engancedi ukukhokelela uphando lwenzululwazi?",1
"Ngokwesicatshulwa, yeyiphi ingxelo ngeenkanyamba enegyiyo inyani?",4
"Ngokusekelwe kwisicatshulwa, zeziphi iingxelo kwezi zilandelayo ezichaza ngokuchanekileyo uninzi lweenkanyamba?",4
Yeyiphi kwezi zilandelayo abantu abaqale ukuyenza ngenkulungwana ye 16?,4
Abantu banexesha elingakanani bekhulisa izinto besebenzisa iilensi?,1
"Ngokusekelwe kwisicatshulwa, umqolomba kaMuhammad uthetha ntoni ngezenzo zakhe zomoya okanye ngemigaqo yakhe yokuziphatha?",1
"Ngokwesicatshulwa, intsimbi yayisetyenziselwa ntoni ekuqaleni?",1
"Ngokwesicatshulwa, kutheni ukuze kufakwe amavili entsimbi endaweni yamaplanga?",4
"Ngokwesicatshulwa, yintoni ephembelela abantu ngexesha leRomanticism?",2
Zeziphi iingxelo kwezi zilandelayo ezingabonisi uluvo olubanzi lweteknoloji determinism? ,1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo enganakudtyaniswa nokutsala isaphetha?",1
Ngokwesicatshulwa yeyiphi kwezi zilandelayo edintyaniswa nesandi esithobileyo?,3
Iintsalela zibonisa ukuba izandla ekugqibeleni ziqhelaniswe ukuba zisetyenziswe ikakhulu ekwenza eyiphi kwezi landelayo?,1
Yeyiphi kwezi zilandelayo echaza ngokuchanekileyo amathambo ezandla neenyawo etshimpanzi? ,2
Ukhetho lususa utshintsho olutsha lwemfuzo kweliphi iqela?,4
Yeyiphi inkqubo enoxanduva lokongeza ukwahluka kwemfuzo?,3
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, yeyiphi kwezi ekufuneka ityiwe yipramite ukuze isombulule “ingxaki yeprotheyini”?",3
"Ngokwesicatshulwa, zeziphi iingxaki kwezi zilandelayo ezingabangelwa kukungqongophala kwee amini acids ezibalulekileyo?",2
Amalungu enkcubeko ephantsi kwenye inkcubeko ahlala ebonisa njani ukunxulumana kwabo neqela?,4
"Ngokwethiyory eboniswe kwisicatshulwa, kunokwenzeka ntoni emntwaneni ozibona emnye neqela lobuhlanga oluncinane ekucingelwa ukuba libandakanyeka ekuziphatheni okusongelayo?",2
"Ngokwesicatshulwa, ulwazi lomntwana malunga neengcinga zobuhlanga lunokuba nefuthe kweyiphi kwezi zilandelayo?",2
"Ngokwesicatshulea, yeyiphi kwezi zilandelayo enokuthi ihambelane nokukhuliswa komntwana okhule engadibanaga nabantu?",3
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo echaza ngokuchanekileyo ukuziphatha komntwana okhule engadibanaga nabantu?",2
"Ngokusekelwe kwisicatshulwa, yeyiphi kwezi ndlela zilandelayo ezingahambelani nezolimo olugxile kulimo lokuziphilisa?",2
Yeyiphi kwezi zilandelayo eyichaza ngokuchanekileyo inkqubo yolimo lokuziphilisa?,4
Ukundwendwela imuseum kungawela phantsi koluphi udidi lokhenketho?,3
"Ngokwesicatshulwa, yitoni enokuhamba yinto ephambili kubahambi abazonwabisayo?",2
Yintoni ekhankanywe kwisicatshulwa njengento eya nceda ekwehlisa uloyiko lotshintsho phakathi kwecawe yasekuhlaleni?,1
"Ngokwesicatshulwa, ukufumana ukuqonda kwembali yakho kunokunceda ngantoni?",1
Zeziphi iingxelo kwezi ziandelayo ezichaza ngokuchanekileyo indlela yasemva kwexesha langoku lokufunda?,4
Zeziphi iingxelo kwezi zilandelayo ezingabonisi ngokuchanekileyo indlela yangoku yokufunda?,4
"Emva ngokuvuka ngabom ngexesha lokulala eliqhelekileyo, zeziphi kwezi ezinokuphazamisa inkqubo yokuphazamiseka yokulala?",1
Yeyiphi kwezi zilandelayo engeyonkcazelo echanekileyo yokuphazamiseka kokulala?,4
"Njengoko ingqondo izama ukuphupha into oyiqondayo rhoqo, yintoni eyandiswayo?",1
Yeyiphi kwezi mpembelelo zingalunganga ezinokubangelwa kukuphupha okuqondayo rhoqo emzimbeni?,3
"Ngokwesicatshulw, amaqela aqhelekileyo namaqela e intanethi afana njani?",1
"Ngokusekewle kwisicatshulwa, yeyiphi ingxelo malunga amaqela omzimba nawe intanethi engeyiyo inyani?",2
Yeyiphi kwezi zilandelayo engeyiyo into ekugxilwe kuyo ziithiyori zomxholo?,1
Yeyiphi kwezi zilandelayo engeyiyo into yolawulo lwesithathu?,3
Yeyiphi kwezi zilandelayo engachazi ifomathi yokufota ye35mm?,3
"Ngokwesicatshulwa, njengoko abavelisi benyuse umgangatho wemveliso yelensi, ziphuchulwe njani iilensi zokusondeza?",3
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, ilensi yokusondeza ingakhethwa nini kunelensi ezinobude bokugxila?",4
Yeyiphi kwezi zilandelayo engayi kuthathwa njengenkcazelo echanekileyo ngenkolelo yokuba ulwazi lukaThixo linokufunyanwa ngamava obuqu?,4
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo abalandelo benkolelo yokuba ulwazi lukaThixo linokufunyanwa ngamava obuqu abangenkugxila kuyo?",1
"Ngokwesicatshulwa, ngubani osenokuba waqala uluntu lwezolimo?",3
Ngokwesicatshulwa iqela elalizingela imoas yayingabemi bokuqala beyiphi indawo?,2
Yeyiphi imeko apho ukusebenzisa indlela yePureland yeorigami enokunceda umsongi?,3
Yeyiphi kwezi zilandelayo engayichazi ngokuchanekileyo iPureland origami?,1
"Ngokwesicatshulwa, yeyiphi indawo enganxulumananga neMpucuko yeIndus Valley?",3
Yeyiphi kwezi zilandelayo engakhankanywanga njengegama elinokwenzeka leMpucuko Bronze age ekuxoxwe ngalo kwisicatshulwa?,3
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo evelisa iinzuzo zexesha elide?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo umntu anokuthi ayibeke phambili ukuba ugxile kwinzuzo ekhawulezayo?",4
"Ngokwesicatshulwa, ngubani owahlawula uninzi lweendleko zemfazwe?",4
Leliphi ixesha elafika ngaphambi kwexesha leTemplars?,3
Leliphi ixesha elafika emva kwexesha leTemplars?,1
Loluphi unyango lwezamayeza okanye inkqubo engakhankanywanga njengesetyenziswe ngoogqirha kunye noogqirha botyando ngexesha loBukumkani bamaRoma?,1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo engabalelwa kwinkqubela phambili eyenziweyo kwicandelo lezonyango ngexesha loBukumkani bamaRoma?",1
Ukukwazi ukubona kuxhomekeke entweni?,1
Umahluko emehlweni wezinto eziphilayo uxhomekeke entweni?,2
"Ngokwesicatshulwa, yeyiphi ingxelo ngobuSikhism engalibonisa ngokuchanekileyo unqulo?",2
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo engathathwa njengondoqo wenkqubo yenkolo yamaSikh?",1
"Ngokwesicatshulwa, yintoni enokuthi abantwana abaneAttention Defict Disorder babe nexesha elinzima lokugxila kuyo?",1
"Ngokwesicatshulwa, kutheni abantwana abaneAttention Deficit Disorder bethanda ukuzibandakanya kwizenzo ezinobungozi?",4
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, yeyiphi kwezi ezingengomzekelo wescaffolding?",3
Yeyiphi kwezi zilandelayo engayichazi ngokuchanekileyo ingcamango yescaffolding?,3
"Ngokwezicatshulwa, yeyiphi indawo yeMySpace enokunceda abafundi abanengxaki yokufunda?",3
"Ngokwesicathsulwa, yeyiphi kwezi zilandelayo eyayingeyonxalenye yempendulo kaKrushchev kudushe lwabasebenzi?",3
Yeyiphi kwezi zilandelayo eyayinguye unobangela wodushe lwasePoland?,2
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo engazange ichaphazele ubudlelwane phakathi kweUSSR neUSA?",2
Yeyiphi kwezi zilandelayo engayichazi ngokuchanekileyo injongo yokuthumela iinerve impulses kumzimba wonke?,1
Yintoni enokufumaneko kwithafa laseGiza?,1
Yayiyintoni injongo yePhiramidi eNkulu?,2
Ngubani onoxanduva lolwazi lwethu lomtshisi owatshabalalisa itempile?,3
Yeyiphi ingxelo echanekileyo ngokuphathelene nokwakhiwa kwakhona kwetempile kaArtemis?,2
"Ngokwesicatsulwa, leliphi elona xesha lingaphambili izinto eziphilayo zaqala ukuhamba ngeenyawo ezimbini?",1
Yeyiphi kwezi zinto ziphilayo ezazihamba rhoqo ngeenyawo ezimbini?,2
Yintoni umkhosi waselwandle waseGemany wayezama ukuyifeza ngexesha lweWWII?,2
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, ngubani owaba neyona mpumelelo kwimfazwe yaselwandle ngexesha lephulo laseMantla weAtlantic?",1
Yintoni eyayingekho xa amaSiriya eqalisa ukusetyenziswa kwekhalvari?,1
Ziliwa njani iimfazwe ezisebenzisa ikhalvari?,3
"Ngokwesicatshulwa, bungazukumfumana phi ummi oqhelekileyo waseBhabhiloni?",1
Yeyiphi kwezi zilandelayo yayenzelwe ngokukhethekileyo ababingeleli?,2
Ingaba uKumkani uTutankhamun wazuza nini udumo?,3
Yintoni eyenza ukuba uKumkani uTatunkhamun abe ngukumkani owaziwayo waseYiputa?,1
Yintoni eyayingakwazi ukuyenza imbongi engumGrike uHomer?,2
Ngowuphi umGrike odumileyo owazelwa enye into ngaphandle kwimisebenzi ebhaliweyo?,3
Usapho lamaGrike lalilichitha phi ixesha lalo elininzi?,3
Yintoni eyayingabalulekanga kangako kusapho lamaGrike?,3
Yeyiphi kwezi zilandelayo engachazwanga njengomahluko phakathi kwamazwe aseScandinavia?,2
Ngubani owahlala eGreenland kuqala?,1
Leliphi iqela elikhetha ukutya ngaphandle kwezithulo?,3
Yeyiphi kwezi zilandelayo ibingayi kuba yinxalenye yesidlo samandulo samaRoma?,4
"Ngokusekelwe kwisicatshulwa, yeyiphi kwezi zilandelayo engenakwenzeka ukuba ibe nempembelelo ehlala ihleli?",2
"Ngokwesicatshulwa, yintoni eyandulela isizwe?",3
Yeyiphi ingxelo ngeDrukgyal Dzong engenonyani?,3
Yeyiphi ingxelo echaza ngokuchanekileyo isiphumo somlilo eDrukgyal Dzong?,1
Zeziphi iingxelo kwezi zilandelayo ngeCambodia eziyinyani?,4
Zeziphi iingxelo kwezi zilandelayo ezichaza ngokuchanekileyo uhlaselo lwaseCambodia?,4
Yeyiphi kwezi zilandelayo engenziwanga yiNkampani yeDutch East India ngexesha layo eTaiwan?,4
Samisa ntoni Isivumelwano saseShimonoseki?,4
Lilinganiswa njani inqanaba lepH yekhemikali?,3
Yinto eyasuswa kwii-ioni zeHydrogen?,4
Zeziphi iingxelo kwezi zilandelayo ezingachazi ngokuchanekileyo iqela leengonyama?,2
Zeziphi iingxelo kwezi zilandelayo ezingachazi ngokuchanekileyo ukuziphatha kweengonyama?,3
Imivundla lixhoba eliqhelekileyo loluphi uhlobo lwesilwanyana?,3
Iikati ezincinci ziqhele ukuzingela eziphi kwezi zilandelayo?,1
Yeyiphi kwezi zilandelayo engeyonxalenye yendlela yokuzingela yeocelot?,4
Yeyiphi kwezi zilandelayo ezingayichazi ngokuchanekileyo iocelot?,3
Yeyiphi kwezi zilandelayo engayi kuthathwa njengawona amandla engwe?,3
"Ngokwesicatshulwa, zeziphi kwezi eyingumahluko phakathi kweengwe neengonyama?",2
"Ngokwesicatshulwa, wayesenza ntoni uRobert Hooke phambi kwezinye iingcali zebhayoloji?",1
Ithetha ukuthini imvelaphi yegama elithi “iseli”?,2
"Ngokwesicatshulwa, ununzi lwezilwanyana zikwazi ukwenza ntoni?",2
"Ngokwesicatshulwa, yintoni ezingenayo ezinye izilwanyana?",3
Yintoni enceda izityalo kwinkqubo yephotosynthesis?,4
Yintoni ekutshwa ngabantu ephefumlwa zizityalo?,4
"Ngokwesicatshulwa , yeyiphi imizekelo kule ilandelayo eya kuthintela inkqubo yendalelo?",1
Zeziphi iingxelo kwezi zilandelayo ezingachazi ngokuchanekileyo inkqubo yokwenziwa kweentlobo zezinto eziphilayo ezintsha nezahlukileyo ngexesha lendaleko? ,1
Yeyiphi inxalenye yenkqubo yokujokeleza kwegazi ezisa igazi entliziyweni?,2
Yeyiphi imibhobho eyona mincinane kwinkqubo yokujikeleza kwegazi?,3
Isakhono sesinambuzane sokusonga amaphiko azo ngasemva kwandisa eziphi kwezi zilandelayo?,2
Yeyiphi kwezi zilandelayo engakhankanywanga kwisicatshulwa njengento echatshazelwa kukukwazi ukubhabha kwesinambuzane?,2
Yeyiphi kwezi mpawu zilandelayo engaqhelanga ukudityanyaniswa needinosaurs?,2
Yeyiphi kwezi engaqhelanga njengophawu iintaka needinosaurs ezabelana ngalo?,3
"Ngokwesicatshulwa, yeyiphi indawo yesityalo icycad enokuthi ityiwe yiTriceratops?",1
Ngokwesicatshulwa yeyiphi kwezi zilandelayo enokuthi ityiwe yiTriceratops? ,2
"Ngokwesicatshulwa, yeyiphi kule midlalo ilandelayo ekunokwenzeka ukuba idume kakhulu kwimimandla yasemantla yaseItaly?",3
"Ngokusekelwe kwiinkcukacha ezinikwe kwisicatshulwa, ngowuphi kule midlalo ilandelayo buphumelele iItaly ubuntshatsheli behlabathi?",1
Iindawo ezithile zeLuxembourh zabayiBelgium emva kwesiphi isiganeko?,2
Yeyiphi kwezi zilandelayo eyachaphazela ukungakhethi cala kweLuxumbourg?,1
Zingaphi izquare zeeikhilomitha zendawo yonke yaseTurkey ezise Europe?,4
"Ngokwesicatshulwa, ubude beTurkey buzimayile ezingaphi?",4
Ulwimi lwesiLatin lusetyenziselwa ntoni kwiSixeko saseVetican?,1
"kwiSixeko saseVetican, yintoni isiItalian esingasetyenziselwa yona?",3
"Ngokwecatshulwa, yeyiphi kwezi zilandelayo ezizinzuzo zokuxuba isandi kwiikhompyutha eziphucukileyo?",1
"Ngokwesicatshulwa, luninzi lwamakhaya kweyiphi indawo elalinezindlu zangasese ezigungxulwayo?",1
Zeziphi iindawo kwezi zilandelayo ekwafunyanwa kuzo iinkqubo zogutyulo eziphambili?,1
Yeyiphi kwezi zilandelayo ebangela ukuba umtyibilizi ajike?,1
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo ezichaza ngokucanekileyo umngxuma kwibhleyidi okwibala yesityibilizi sanamhlanje somkhenkce?",2
"Ngokwesicatshulwa, yintoni inkqubo evumela ukuba iiathom zisuse amandla agqithisileyo ekukhanyeni?",2
Yintoni ebangela ukuba iathom ikhuphe iphoton?,2
"Ngokwesicatshulwa, yintoni eya kubangela ukuba ibhalbhu yesibane iyeke ukusebenza ekugqibeleni?",3
Yeyiphi kwezi zilandelayo enokuba yingozi ukuyibamba ngelixa utshintsha ibhalbhu yesibane?,3
"Ngokwesicatshulwa, kwenzeka ntoni xa umbindi isahlukana?",2
Yeyiphi kwezi zilandelayo ebonisa umnxeba womgama omde ubuyela emhlabeni,2
Yeyiphi kwezi esetyenziselwa ukubeka iteleskopu emajukujukwini?,2
Yeyiphi ekufuneka eqatshelwe ngesehlo somjikelo ukuze kulandelwe ukuhamba kwexesha?,2
"Ngokwesicatshulwa, ixesha lisetyenziswa ukuthelekisa omphi umba wesehlo?",1
"Ngokwesicatshulwa, yeyiphi kwezi zilandayoethathwa njengesiqhelo kwindlalifa yetrone?",2
"Ngokusekelwe kwiinkcukacha kwisicatshulwa, uCharles wayengowokuqala ukwenza ntoni?",3
Izikhephe zikaTrygvasson wayevela kweliphi ilizwe?,4
IGermany yaba nempembelelo enamandla eEstonia ngeliphi ixesha embalini?,3
Ulwimi lwaseEstonia laphenjelelwa yintoni?,2
"Ngokwesicatshulwa, inani labantu abathetha isiHindi bomthonyama luyatshintshantshintsha ngokusekelwe kweyiphi imeko?",1
Yeyiphi kwezi zilandelayo eyingxelo echanekileyo ngeelwimi zesiHindi nesiUrdu?,2
Yeyiphi kwezi zilandelayo engeyiyo inyani echanekileyo ngealfabhethi yesHangeul?,2
Ialfabhethi Hunmin Jeongeum ekugqibeleni yatshintshwa yaba yintoni?,2
"Ngokwesicathsulwa, zeziphi iilwimi eziphenjelelwe sisiSanskrit?",4
"Ngokwesicatshulwa, ukusetyenziswa kwesiSanskrit kwancitshiswa ngenxa yantoni?",4
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo eyingxelo echanekileyo ngomxhuzulane kwu lo?",4
"Ngokwesicatshulwa, zeziphi iingxelo kwezi zilandelayo ezichaza ngokuchanekileyo umaleko ongaphandle wenyanga?",1
"Ngokwesicatshulwa, lubanzi phi uqweqwe lwenyanga?",3
"Ngokwesicatshulwa, yeyiphi kwezi zilandelayo ekholelwa ngabantu abathile?",3
Yintoni enciphayo ngakumbi xa usuka embindini welanga?,3
"Ngokwesicatshulwa, yeyiphi inxalenye yelanga ebonakalayo eMhlabeni?",invalid
Yeyiphi kule ngcamango ilandelayo eyanceda ukugqina ithiyori kaCopernicus?,1
Yeyiphi kwezi zilandelayo eyabonwa nguGalilei ngo 1610?,3
"Ngokwesicatshulwa, umlambo weAmazon iwaqokelela phi amanzi?",1
Loluphi iwonga elingabalelwanga kumlambo weAmazon?,3
Ngowuphi umsebenzi okhankanywe kwisicatshulwa oqesha inani elincinci labantu baseVenezuela?,3
"Ngokwesicatshulwa, leliphi kula macandelo alandelayo aqeshe elona nani likhulu labantu baseVenezuela?",1
"Ngokwesicatshulwa, ukudibana kokukhanya kweenuclei ezimbini kuvumela ukuba iinkwenkwezi zenze ntoni?",3
Yeyiphi kwezi zilandelayo enokwenziwa yireactor yokudibana kokukhanya kweenuclei ezimbini?,4
Amanzi enziwe ngantoni?,4
"Xa amanzi etshintsha imbonakalo, yintoni eya kuhlala injalo?",1
"Ngokwesicatshulwa, yeyiphi kwei zilandelayo yayingengomba kumazwe alishumi elinesithathu xa ezama ukumisela imithetho ethile?",2
"Ngokwesicatshulwa, yeyiphi ingxelo ebonisa ngokuchanekileyo imeko karhulumente ophakathi ngexesha lweMfazwe yeNguqu?",3
Abhalwe njani amagama emva kweSibhengezo sokuZimela?,4
iSingapore idume ngeyiphi kwezi zilandelayo?,1
Yintoni iVanda Miss Joaquim?,2
"Ngokwesicatshulwa, ngowuphi umgangatho weephiramidi zaseGiza owawungazukumangalisa ubukumkani obutsha base-Egypt",1
"Ngokwesicatshulwa, izilwanyana ezitya izityalo zisuka phi zilandela imvula?",2
"Ngokwesicatshulwa, izilwanyana ezitya izityalo zisuka kweyiphi indawo kwixesha lenyanga yeTshazimpuzi?",4
iOperation Sealion yayiluhlaselo leliphi ilizwe?,2
iGermany yayilubiza ntoni uhlaselo lwaseBritain?,2
Yintoni engakhankanywanga njengonyathelo oluyimfuneko kwisicwangciso seItaly sokubamba amazwe aseAfrica?,2
"Ngokwesicatshulwa, yintoni eyayithathwa njengeyona njongo iphambili yeItaly kwimfazwe?",1
Ngubani owaseka ubudlelwane obuhle nabahlaseli?,2
Ngoobanii abalingani ababandakanyeke kwiOperation Dragoon?,1
Luphuhliso lweyiphi iteknoloji elwabangela iinkwili ziqale ukuhamba phantsi kwamanzi?,4
"Ngexesha lokusetyenziswa kwazo kokuqala, iinkwili zazinokufikelela okulinganiselweyo kakhulu kweyiphi indawo?",2
"Ngokwesicatshulwa, ngubani owaphula isivumelwano? ",4
Zezphi kwezi zilandela ezingazange zenziwe NgumKhosi Obomvu?,3
Kwenzeka ntoni kwiNjneli-eyiNtloko yoMkhosi weShumi yaseItaly?,3
Wabulawa phi uBalbo?,4
