question,gpt_answer
حسب النص، أي من الفوائد التالية منحصل عليها بمزج الأصوات على كمبيوترات متطورة؟,1
حسب النص، شو الموقع اللي كان فيه غالبية البيوت فيها حمامات بينكب فيها مي؟,1
بأي من المواقع التقت أنظمة صرف صحي متطورة؟,1
أي من التالي بيخلي المتزلج يدور؟,1
حسب النص، أي من التالي بيوصف بشكل دقيق الفراغات بشفرة حذاء تزلج عالجليد حديثة؟,1
حسب النص، شو كانت العملية اللي بتسمح للذرات تلغي الطاقة الإضافية من الضو؟,4
شو اللي بيخلي الذرة تصدر فوتون؟,1
حسب النص، شو اللي بيسبب بالنتيجة إنو توقف لمبة الضو تشتغل؟,3
أي من التالي ممكن يكون خطير للمس لما نبدل اللمبة؟,3
حسب النص، شو بيصير لما تنشطر النواة؟,2
أي من التالي بيعكس المكالمات طويلة المدى وبيرجعها عالأرض؟,2
أي من التالي مستخدم لنحط التلسكوب بالفضا؟,2
شو الشي اللي لازم نلاحظو عن الحدث الدوري لنقدر نتتبع مرور الوقت؟,2
حسب النص،أي جانب من الحدث منستخدم الوقت فيه للمقارنة؟,1
حسب النص، أي من التالي يعتبر تقليدي لوريث العرش؟,2
حسب المعلومات الموجودة بالنص، تشارلز كان الأول ليعمل شو؟,3
من أي دولة كان أسطول تريغفاسون؟,4
بأي وقت بالتاريخ كان لألمانيا تأثير ثقافي كتير قوي على إستونيا؟,3
منين كانت اللغة الإستونية مستوحاة؟,2
حسب النص، بيتغير عدد الناطقين باللغة الهندية حسب أي عامل؟,1
أي من التالي هو عبارة صح بخصوص اللغات الهندية والأردية؟,2
أي من التالي مانو شي دقيق عن أبجدية الهانغول؟,2
الأبجدية هونمين جيونجيوم تغيرت مع الوقت لشو؟,2
حسب النص، أي من اللغات التالية تأثرت بالسنسكريتية؟,4
حسب النص، استخدام اللغة السنسكريتية التغى بسبب شو؟,4
حسب النص، أي من التالية هو عبارة دقيقة بخصوص الجاذبية على آيو؟,4
حسب النص، أي من العبارات التالية بتوصف السطح الخارجي للقمر بشكل دقيق؟,3
حسب النص، وين بتكون قشرة القمر أكتر شي سميكة؟,3
حسب النص، أي من التالي هو معتقد عند بعض الناس؟,3
شو الشي اللي بيصير أرق كل ما بعدته عن مركز الشمس؟,3
حسب النص، أي جزء من الشمس منشوفو من الأرض؟,3
أي من الملاحظات التالية ساعدت بتأكيد نظرية كوبرنيكوس؟,1
أي من التالي تابعه جاليليو جاليلي سنة 1610؟,2
حسب النص، منين بياخد نهر الأمازون ميته؟,1
شو الصفة اللي مانا مرتبطة بنهر الأمازون؟,3
شو قطاعات العمل المذكورة بالنص واللي بيشتغل فيها أقل عدد من الفنزويليين؟,3
حسب النص، أي من القطاعات التالية بيشتغل فيها أكبر عدد من الفنزويليين؟,1
حسب النص، شو بيسمح الانصهار للنجم إنو يعمل؟,3
أي من التالي ممكن يخلقه مفاعل انصهار مفيد؟,4
شو التركيبة الكيميائية للمي؟,4
لما بيتغير شكل المي، شو الشي اللي بيضل على حاله؟,1
حسب النص، أي من التالي ما كان مشكلة للولايات التلاتعش لما حاولو يطبقوا بعض القوانين؟,1
حسب النص، أي عبارة بتوصف حالة الحكومة المركزية خلال الحرب الثورية بشكل دقيق؟,3
كيف انكتبت الكلمات على ضهر إعلان الاستقلال؟,3
سنغافورة دولة معروفة بأي من التالي؟,1
شو هيي فاندا ميس جواكيم «Vanda Miss Joaquim»؟,2
حسب النص، أي من صفات أهرامات الجيزة ما كان محتمل إنو ينعجب فيها الممالك المصرية الجديدة؟,3
حسب النص، لوين بتسافر الحيوانات العاشبة وهيي عم تلحق المطر؟,3
حسب النص، أي المناطق اللي بتهاجر منها الحيوانات العاشبة أحياناً بفترة نيسان؟,2
عملية سيليون (Operation Sealion) كانت احتلال لأي دولة؟,2
شو سمّت ألمانيا الهجوم البريطاني؟,2
شو الشي اللي ما انذكر كخطوة ضرورية بخطة إيطاليا للاستيلاء عالدول الأفريقية؟,2
حسب النص، شو الشي اللي اعتبروه هدف إيطاليا الرئيسي بالحرب؟,1
مين عمل علاقات ودية مع المحتل؟,2
مين كان الحلفاء الموجودين بعملية دراغون؟,1
تطور أي تكونولوجيا خلّى الغواصات تبلش تبحر وتسافر تحت المي؟,4
خلال استعمالها الأول، كان للغواصات نطاق محدود من شو؟,3
حسب النص، مين انتهك الاتفاقية؟ ,4
أي من التالي ما كان يعملو الجيش الأحمر؟,3
شو صار للمهندس العام بالجيش العاشر الإيطالي؟,3
وين انقتل إيتالو بالبو؟,4
حسب النص، أي من التقنيات التالية هيي جزء مهم من التأمل التبتي؟,3
حسب النص، كيف بتتفعل الشاكرات خلال «مركز» التأمل التبتي؟,2
مين قدم تاني غنية تعبدية خلال البرنامج؟,4
حسب النص، مين قدم غنية تعبدية خلال تقديم الأكل؟,1
مين كان قبل آخر مؤدي للسهرة؟,1
شو جنسية أليساندرو سافينا؟,4
بناء على النص، أي من العبارات التالية مانو صحيح؟,1
حسب النص، مين علق عن درجة الحرارة المزعجة جداً؟,2
وين صار فيه انقطاع بالكهربا بسبب نشاط تسونامي؟,1
حسب النص، كيف اتأثرت تونغا بانقطاع الكهربا؟,4
أيمت قدرت الشرطة تستخدم بنادق رادار السرعة لتعرف وتسجل سرعة جوني ريد؟,1
حسب النص، ليش صعب على شرطة نيوزيلاندا تسجيل سرعة جوني ريد؟,2
وين كان مركز الزلزال بالمقارنة بمنطقة بوتي؟,3
شو صار خلال أعمال الشغب بأبو غريب؟,4
ليش انشهر السجن العراقي؟ ,4
شو نوع الحفل اللي كان مفروض يصير بمدرج نصب حرب ماوي التذكاري؟,3
مين الشخص اللي قدم بالنهاية اعتذار لإلغاء الحفل؟,1
مين اللي فكر مجموعة من سكان بيشكيك إنو مسؤولين عن السرقات؟,3
مين لام المتظاهرين من الجنوب على عمليات النهب؟,1
إيمت زادت مبيعات شركة رينغ؟,1
إيمت قرر جيمي سمينيوف يبلش شركة رينغ؟,1
كل حلقة من حلقات «ريدنيغ رينبو» قدمت للأطفال توصيات لشو؟,4
شو الشي اللي ممكن إنو ساهم بإلغاء سلسلة ريدنغ رينبو؟,1
أي من التالي ما كان موضع جدل من قبل المسؤولين بأمستردام والمتحف بخصوص الشجرة؟,2
حسب كبير مفتشي الجمعية الملكية لمنع القسوة على الحيوانات، التفتيشات لازم تكون أساس لأي من التالي؟,4
حسب النص، شو الشي اللي ممكن يساعد بتأكيد أهمية رفاهية الحيوانات لعمال المسالخ الأسترالية؟,1
حسب النص، شو هيي مهنة الشخص اللي تم اعتقاله؟,1
حسب النص، لما كانت الأخبار عم تنتشر عن اعتقال تاني، كم جنازة لكم ضحية كان عم يصير؟,2
أي دولة ما اتحركت لتوقيع اتفاقية مكافحة التزوير التجارية، كنتيجة للاحتجاجات؟,2
حسب النص، أي من الدول التالية قررت تأجيل عملية انضمامها لاتفاقية مكافحة التزوير التجارية؟,4
كم شخص انصاب نتيجة لحوادث السخونة الزايدة لأجهزة أيبود (Ipod)؟,1
مين قال أنو حوادث السخونة الزايدة ما كانت خطيرة كتير؟,4
شو قال ستيف جوبز خلال حديثه عن إعادة الاختراع اللي رح تعملا آبل؟,2
شو كان الغرض من حديث ستيف جوبز اللي دام ساعتين؟,3
شو أعلنت كريستينا فرنانديز دي كيرشنر بالمسرح الأرجنتيني؟,1
أيمت أعلنت كريستينا فيرنانديز دي كيرشنر نيتها للترشح؟,3
شو كانت اكتشافات هيئة الاتصالات والإعلام الأسترالية «ACMA» بخصوص موقع بيغ براذر (Big Brother)؟,1
شو الحدود اللي لازم تلتزم فيها الوسائط حتى تعتبر محتوى إنترنت؟,2
مين هو زعيم الحزب الليبرالي الأسترالي؟,2
ليش ما كانت أستراليا جاهزة ليكون عندا صناعة بالطاقة النووية؟,4
مين المتزلج اللي نافس بمساعدة مرشد؟,3
أي دولة أنهت السباق بالمرتبة العاشرة ببطولة سوبر جي بجدول السيدات؟,1
حسب النص، أي عبارة عن بليك مانا صحيحة؟,2
حسب النص، أي من التالي ما صار لبليك؟,1
لشو رح يتم استخدام صندوق الاحتباس الحراري للأمم المتحدة؟,1
حسب النص، شو عم تحاول الأمم المتحدة تعمله؟,1
أي من التالي هو شي لسا بحاجة يتفقو عليه وما ذكره ألبرت موشانجا؟,1
حسب النص، ليش ممكن تبدا التجارة بتموز؟,2
حسب النص، بشو اتهمت ذا أتلنتا جورنال كونستيتيوشن مسؤولين التعليم؟,1
بناءً عالمعلومات الموجودة بالنص، شو اللي ما انذكر بتقرير أتلانتا جورنال- كونستيتيوشن؟,3
حسب النص، شو المعلومات المعروفة بعد انفجار القنبلة؟,3
كم مباراة لعب فيها جيسوس من وقت ما انضم لنادي مانشستر سيتي سنة 2017؟,4
شو النادي اللي استقبل منه جيسوس مبلغ 27 مليون يورو لينضم إله؟,1
أي عبارة مانا صحيحة عن ضيوف الاوتيل؟,4
حسب النص، أي من العبارات التالية صحيحة؟,3
حسب النص، أي معلومات عن الاصطدام مانا مؤكدة؟,3
حسب النص، شو الشي اللي لسا لازم نحددوا بخصوص الاصطدام؟,4
حسب النص، شو المرتبة اللي احتلها باتن بقائمة أغنى الأمريكيين؟,3
أي من التالي اتبرعله باتن؟,2
شو الشي اللي ما كان جزء من القانون اللي وقعه الحاكم أرنولد شوارزنيجر؟,3
حسب النص، مين ما سمع أشيا انحكت؟,3
حسب النص، أي من التالي صحيح بالنسبة لتجربة ميلر بجلسة الاستماع؟,2
مين اقترح التعديلات اللي لازم تنعمل ل«قانون الهوا النضيف»؟,3
مين رفض استخدام «قانون الهوا النضيف» كحيلة للتمهيد للانتخابات؟,2
شو شكلت المكونات حمض السيانوريك والميلانين لما تفاعلت مع بعضها ببول البسينات؟,3
استخدم العلماء التحليل الطيفي بالأشعة تحت الحمرا ليراقبوا شو؟,2
مين وصف لونا بكونها «ملكة المصارعة»؟,4
مين وصف لونا بأنها «مرعبة»؟,2
شو اللي ما صار للسائق بالحادث؟,3
شو الشي اللي ما كان ظاهر ومميز بألعاب جنوب أفريقيا خلال بطولة الرجبي؟,3
حسب النص، أيمت بلشت لعبة جنوب أفريقيا تتحسن؟,4
حسب النص، أي من العبارات التالي ما بتوصف اقتصاد الصين بشكل دقيق؟,4
حسب النص، أيمت ممكن يتجاوز الناتج المحلي الإجمالي الصيني الناتج بالولايات المتحدة؟,2
شو الشي اللي بتقدر تعمله الدول النامية واللي اقترحه «هو»؟,4
