premise,hypothesis,gpt_label
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ትምህርት ቤቱን ለምን እንዳዘዋወረ አላውቅም።,0
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ይህ የሆነው ለምን እንደሆነ አላውቅም።,0
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ለፈታናዎቹ ተቆጣጣሪዎቹን የሚያካሂደው እኔ ብቻ መሆኔን አልወደድኩትም ።,1
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ሙከራዎች የሚኬሄዱት በትንሽ ከፍታ ክፍሎች ውስጥ ነበር,0
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ለሙከራው መቆጣጠሪያዎችን የሚያካሂዱ ጥቂቶች ነበርን።,1
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,እስከ እዚህ ቀን ድረስ እየሰራሁ ነው።,2
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,በ2002 ጡረታ ወጣሁ።,1
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,ሪክ ጡረታ እንደወጣሁ ነግሮሃል።,0
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።","ካቲ የተባለው ደንበኛ በወር 10,000 ዶላር ያገኛል።",1
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።",ካቲ የሚባል ደንበኛ አለ።,0
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።",ካቲ ተብሎ የሚጠራ ደንበኛ የለንም።,2
ልትረዳኝ የምትችለው ልጅ ማዶ ከከተማው አቋራጭ ነች።,ለእርዳታ ምፈልጋት ልጅ የምትኖረው ከሩቅ ሩቅ ነው።,0
ልትረዳኝ የምትችለው ልጅ ማዶ ከከተማው አቋራጭ ነች።,እኔ ምትረዳኝ ልጅ 5 ማይል ርቀት ላይ ነች።,1
ልትረዳኝ የምትችለው ልጅ ማዶ ከከተማው አቋራጭ ነች።,ማንም ሊረዳኝ የሚችል የለም ።,2
ነገር ግን እንደ የመስክ ሠራተኞች እና የቤት ልጆች ማን እንደሆኑ በሚለው ተከፋፍለው ነበር፣ እሱ እንደዚህ ዓይነት ነበር--,ሁሉም መስክ ላይ ለመሥራት ተስማምተዋል።,1
ነገር ግን እንደ የመስክ ሠራተኞች እና የቤት ልጆች ማን እንደሆኑ በሚለው ተከፋፍለው ነበር፣ እሱ እንደዚህ ዓይነት ነበር--,የመስክ ሠራተኛ ማን እንደሆነና በቤት ውስጥ ማን መሆን እንዳለበት ሊስማሙ አልቻሉም።,0
ነገር ግን እንደ የመስክ ሠራተኞች እና የቤት ልጆች ማን እንደሆኑ በሚለው ተከፋፍለው ነበር፣ እሱ እንደዚህ ዓይነት ነበር--,በጥጥ መስክ ውስጥ ማን መሥራት እንዳለበት እና ማን ወለሉን ማጽዳት እንዳለበት መስማማት አልቻሉም።,0
ማለቴ ፣እንደ፣ አምስት ልጆች ብቻ ነበሯቸው፣ አንደኛው ሞተ።,ሁሉም ልጆቻቸው በሕይወት ተርፈዋል።,2
ማለቴ ፣እንደ፣ አምስት ልጆች ብቻ ነበሯቸው፣ አንደኛው ሞተ።,ከአምስቱ አንዱ ልጅ ሞተ።,0
ማለቴ ፣እንደ፣ አምስት ልጆች ብቻ ነበሯቸው፣ አንደኛው ሞተ።,የሞተው ሕፃን የተወለደው በሽተኛ ሆኖ ነበር።,1
ከዓይኖቿ እንባ እየወረደ ነው አለች፣ እና ከዚያም ጆ በረንዳው ላይ መጣ አለች።,በረንዳው እንዲወጣ ስትነግረው ዓይኖቿ በእንባ ተሞሉ።,1
ከዓይኖቿ እንባ እየወረደ ነው አለች፣ እና ከዚያም ጆ በረንዳው ላይ መጣ አለች።,በፍጥነት እንባዋን አበሰች ጆ ከበረንዳው ላይ ከወረወረችው በኋላ ።,1
ከዓይኖቿ እንባ እየወረደ ነው አለች፣ እና ከዚያም ጆ በረንዳው ላይ መጣ አለች።,በፍጥነት እንባዋን አበሰች ጆ ከበረንዳው ላይ ካታለለችው በኋላ ።,1
አውሮፕላኑ በእሳት ቢያቃጥልም ፣ለምን እሱ፣ እሱ ይሆን አሀ፣ የሚቃጠለውና የሚቀልጠው በሊድ አካል አማካኝነት ሲሆን ይህም ጨረር እንዲወጣ ያደርጋል።,እንዲሁም ጨረሩን በእሳት ጊዜም መቆጣጠር ይቻላል።,1
አውሮፕላኑ በእሳት ቢያቃጥልም ፣ለምን እሱ፣ እሱ ይሆን አሀ፣ የሚቃጠለውና የሚቀልጠው በሊድ አካል አማካኝነት ሲሆን ይህም ጨረር እንዲወጣ ያደርጋል።,አውሮፕላኑ ከቃጠለ በኋላ ጨረር ከሊድ አካል ይወጣል።,0
አውሮፕላኑ በእሳት ቢያቃጥልም ፣ለምን እሱ፣ እሱ ይሆን አሀ፣ የሚቃጠለውና የሚቀልጠው በሊድ አካል አማካኝነት ሲሆን ይህም ጨረር እንዲወጣ ያደርጋል።,ጨረሩ በእሳት ጊዜ አይወጣም።,2
ይህ ከዩናይትድ ስቴትስ አየር ኃይል ጡረታ የወጣው ዋና የጦር መኰንን ክሌም ፍራንሲስ ነኝ።,ዋና መኮንኑ ከአሜሪካ አየር ኃይል ጡረታ ወጥቷል።,0
ይህ ከዩናይትድ ስቴትስ አየር ኃይል ጡረታ የወጣው ዋና የጦር መኰንን ክሌም ፍራንሲስ ነኝ።,ዋና መኮንኑ ከጥቂት ሳምንታት በፊት ጡረታ ወጥተዋል።,1
ይህ ከዩናይትድ ስቴትስ አየር ኃይል ጡረታ የወጣው ዋና የጦር መኰንን ክሌም ፍራንሲስ ነኝ።,የዩኤስ አየር ኃይል ዋና መኮንን ሥራቸውን የጀመሩት በዚህ ሳምንት ነው።,2
ያው በሳምንት ውስጥ ሁለት ወይም ሦስት አውሮፕላኖች የሚደርሱበት ሁኔታ ነው ያለው እና  የት እንደሚበሩ አላውቅም።,በየሳምንቱ ከአንድ በላይ አውሮፕላን ያርፋል።,0
ያው በሳምንት ውስጥ ሁለት ወይም ሦስት አውሮፕላኖች የሚደርሱበት ሁኔታ ነው ያለው እና  የት እንደሚበሩ አላውቅም።,የተጨመረው የአውሮፕላን ትራፊክ ችግር ይፈጥራል።,1
ያው በሳምንት ውስጥ ሁለት ወይም ሦስት አውሮፕላኖች የሚደርሱበት ሁኔታ ነው ያለው እና  የት እንደሚበሩ አላውቅም።,ምንም ዓይነት አውሮፕላን አይደርስም።,2
እነሱ ቀድሞውኑ የሙሉ ግፊት ልብስ ውስጥ ስልጠና  ወስደዋል እና እኔን የተወሰነ ጊዜ ወስዳብኛል ሙሉ ግፊት ልብስ ውስጥ በተመለከተ ከገባህ ።,የሙሉ ግፊት ልብስ አጠቃቀም ስልጠና ለማጠናቀቅ እስከ ሦስት ወር ይወስዳል።,1
እነሱ ቀድሞውኑ የሙሉ ግፊት ልብስ ውስጥ ስልጠና  ወስደዋል እና እኔን የተወሰነ ጊዜ ወስዳብኛል ሙሉ ግፊት ልብስ ውስጥ በተመለከተ ከገባህ ።,ሙሉ ግፊት ያለው ልብስ ለመጠቀም ስልጠናው ሰፋ ያለ ጊዜ ይወስዳል።,0
እነሱ ቀድሞውኑ የሙሉ ግፊት ልብስ ውስጥ ስልጠና  ወስደዋል እና እኔን የተወሰነ ጊዜ ወስዳብኛል ሙሉ ግፊት ልብስ ውስጥ በተመለከተ ከገባህ ።,በዛሬው ዕለት መጨረሻ ላይ ሙሉ ግፊት ያለው ልብስ ስለመጠቀም ልናሠለጥንዎ እንችላለን።,1
ልናገር እፈልጋለሁ ቦምቡን ይዞ ውደ ውስጥ መግባት አደጋ እንደሌለው ምክንያቱም ምንም ያህል መሬት ጋር ቢጋጭ አይፈነዳም።,ቦምቡ በአውሮፕላኑ አብራሪ አማካኝነት እንዳይሰራ ተደርጎል።,1
ልናገር እፈልጋለሁ ቦምቡን ይዞ ውደ ውስጥ መግባት አደጋ እንደሌለው ምክንያቱም ምንም ያህል መሬት ጋር ቢጋጭ አይፈነዳም።,ቦምቡ የሚፈነዳበት ምንም እድል አልነበረም።,0
ልናገር እፈልጋለሁ ቦምቡን ይዞ ውደ ውስጥ መግባት አደጋ እንደሌለው ምክንያቱም ምንም ያህል መሬት ጋር ቢጋጭ አይፈነዳም።,ቦምቡ ሊፈነዳ የሚችልበት ከፍተኛ አደጋ ነበር።,2
እና እኔ ለማድረግ እየሞከርኩ ያለሁትን በትክክል ቢመስል።,ይህ ለአንተ ምን እንደሚመስል እርግጠኛ አይደለሁም።,1
እና እኔ ለማድረግ እየሞከርኩ ያለሁትን በትክክል ቢመስል።,ግልጽ ነው፣ ይህን ለማድረግ  እየሞከርኩ እንደሆነ ።,0
እና እኔ ለማድረግ እየሞከርኩ ያለሁትን በትክክል ቢመስል።,በሚቀጥለው ሳምንት ፕሮጀክቴን ለማጠናቀቅ እየሞከርኩ ነው።,1
ግን ይሁን እንጂ፣ እንስሳቱ ይፈታሉ በየጊዜው፣በተለይም ፍየሎቹ ።,ፍየሎቹ በየቀኑ ከግርግሙ ያመልጡ ነበር።,0
ግን ይሁን እንጂ፣ እንስሳቱ ይፈታሉ በየጊዜው፣በተለይም ፍየሎቹ ።,ፍየሎቹ ብዙ ጊዜ ያመልጡ ነበር።,0
ግን ይሁን እንጂ፣ እንስሳቱ ይፈታሉ በየጊዜው፣በተለይም ፍየሎቹ ።,ፍየሎቹ ደህንነታቸው በተጠበቀ ሁኔታ ተይዘዋል።,2
ወደ ውስጥ ስንገባ በሮቹ ተቆልፈው ነበር።,ሁሉም በሮች ተከፍተው ነበሩ።,2
ወደ ውስጥ ስንገባ በሮቹ ተቆልፈው ነበር።,ቁልፎቹን ይዘናቸው ነበር።,1
ወደ ውስጥ ስንገባ በሮቹ ተቆልፈው ነበር።,በሮቹ የተቆለፉ ቢሆኑም ወደ ውስጥ ገባን።,0
ስለዚህ እኔ ብቻ ጠቅላላ መውሰድ ነበረብኝ እና መሞከር እና  ለመገመት መሞከር እንዳዚያው።,ይህን ጉዳይ ለመፍታት የሚያስፈልጉኝ አጠቃላይ ቁጥሮች ብቻ እንደሆኑ እርግጠኛ ነኝ።,1
ስለዚህ እኔ ብቻ ጠቅላላ መውሰድ ነበረብኝ እና መሞከር እና  ለመገመት መሞከር እንዳዚያው።,ሀሳቡ የለኝም በጠቅላላው ያለውን ብቻ ተሰጥቶኝ እባክህን ይህንን ችግር ለመፍታት ተጨማሪ ዝርዝሮችን ስጠኝ።,1
ስለዚህ እኔ ብቻ ጠቅላላ መውሰድ ነበረብኝ እና መሞከር እና  ለመገመት መሞከር እንዳዚያው።,በጠቅላላው ላይ በመመርኮዝ አሰላለሁ።,0
ይህ ደግሞ በአብዛኛው ነው እሱም ምክንያቱም የሚከሰተው እናቶቹ አደንዛዥ ዕፅ  ውስጥ ስለሆኑ ነው,እናቶቹ የአደንዛዥ ዕፅ ሱሰኞች ናቸው።,0
ይህ ደግሞ በአብዛኛው ነው እሱም ምክንያቱም የሚከሰተው እናቶቹ አደንዛዥ ዕፅ  ውስጥ ስለሆኑ ነው,እናቶቹ ምንም ዓይነት መድኃኒት አልታዘዘላቸውም ወይም መድኃኒት አይወስዱም።,2
ይህ ደግሞ በአብዛኛው ነው እሱም ምክንያቱም የሚከሰተው እናቶቹ አደንዛዥ ዕፅ  ውስጥ ስለሆኑ ነው,እናቶች አደንዛዥ ዕፅ ይወስዳሉ።,0
አዎ በጣም ደስ ይላል ዝናብ ዘንቦ ሲሆን,ዝናቡ አይደብረኝም።,2
አዎ በጣም ደስ ይላል ዝናብ ዘንቦ ሲሆን,ጥሩ እና ዝናባማ ነው።,0
አዎ በጣም ደስ ይላል ዝናብ ዘንቦ ሲሆን,ማለቂያ የሌለው የፀሐይ ብርሃን ጋር በጣም መጥፎ ነው።,2
ኦው የሰው ሕይወት ዋጋው ምን ያህል ነው እና ይቻል ይሆን ወይስ አይቻልም የሆነን ሰው መልሶ እንዲያገግም ማድረግ,ሁሉም ሕይወት የመልሶ ለማገገም እና ለሁለተኛ እድል ለማግኘት ዋጋ አላቸው።,0
ኦው የሰው ሕይወት ዋጋው ምን ያህል ነው እና ይቻል ይሆን ወይስ አይቻልም የሆነን ሰው መልሶ እንዲያገግም ማድረግ,ማንም ሰው መልሶ ለማገገም አይገባውም።,2
ኦው የሰው ሕይወት ዋጋው ምን ያህል ነው እና ይቻል ይሆን ወይስ አይቻልም የሆነን ሰው መልሶ እንዲያገግም ማድረግ,ማገገም ትተን የቱ ሕይወት ዋጋ ሊሰጠው ይገባዋል። .,1
ኦው ወንድም እዚያ ላይ እንግዳ የሆነ የሽቦ ችግር አለብህ,ከዚህ በፊት እንዲህ ዓይነት የሽቦ ችግር አይቼ አላውቅም።,1
ኦው ወንድም እዚያ ላይ እንግዳ የሆነ የሽቦ ችግር አለብህ,ችግሩ ሽቦው አይደለም።,2
ኦው ወንድም እዚያ ላይ እንግዳ የሆነ የሽቦ ችግር አለብህ,በዚህ ያልተለመደ ሽቦ ምክንያት ችግር አለ።,0
ብዙ አዝናኝ ይመስላል ያአ  ይህ ለእኔ አስገራሚ ነው ምን ያህል ብዙ ነገሮችን ይፈቅዳሉ,ምንም አልተደነቅኩም እነሱ የዋህ በመሆናቸው።,2
ብዙ አዝናኝ ይመስላል ያአ  ይህ ለእኔ አስገራሚ ነው ምን ያህል ብዙ ነገሮችን ይፈቅዳሉ,እዚያ ምግብና መጠጥ ይዘህ እንድትሄድ መፍቀዳቸው አስገርሞኛል።,0
ብዙ አዝናኝ ይመስላል ያአ  ይህ ለእኔ አስገራሚ ነው ምን ያህል ብዙ ነገሮችን ይፈቅዳሉ,እኔ የሚገርመኝ ምን ሊያመልጣቸው እንደሚችል ነው።,1
ኦህ ግን ለማንኛውም ለማንኛውም አም ልጆቼ አሁን ሃያ አንድ እና ሃያ አራት ናቸው ስለዚህ አያስፈልገኝም,እኔ አልፈልግም ምክንያቱም ልጆቼ ከሃያ ዓመት በላይ ናቸው።,0
ኦህ ግን ለማንኛውም ለማንኛውም አም ልጆቼ አሁን ሃያ አንድ እና ሃያ አራት ናቸው ስለዚህ አያስፈልገኝም,በእድሜ ቅርብ ስለሆኑ ማድረግ ሊኖርብኝ ይችላል፡፡,1
ኦህ ግን ለማንኛውም ለማንኛውም አም ልጆቼ አሁን ሃያ አንድ እና ሃያ አራት ናቸው ስለዚህ አያስፈልገኝም,ሁለቱም የአሥር እና የአሥራ አንድ ዓመት ልጆች ስለሆኑ ይህን ማድረግ አለብኝ።,2
አዎ በማንኛውም ጊዜ በሥራ ላይ ሊሆኑ የሚችሉ ሰዎች ወይም ውሳኔ ማድረግ ካለባቸው ውሳኔያቸው ሊደበዝዝ የሚችሉ ሰዎች,አዎ፣ ምርጡን የፍርድ ጥሪ ሰዎች ማድረግ ላይችሉ ይችላሉ።,0
አዎ በማንኛውም ጊዜ በሥራ ላይ ሊሆኑ የሚችሉ ሰዎች ወይም ውሳኔ ማድረግ ካለባቸው ውሳኔያቸው ሊደበዝዝ የሚችሉ ሰዎች,አዎ፣ ረሃብ የማይሰማቸው ሰዎች,1
አዎ በማንኛውም ጊዜ በሥራ ላይ ሊሆኑ የሚችሉ ሰዎች ወይም ውሳኔ ማድረግ ካለባቸው ውሳኔያቸው ሊደበዝዝ የሚችሉ ሰዎች,አዎን፣ ውሳኔ የማድረግ ችሎታቸው በፍፁም ያልተዳከመ ሰዎች፡፡,2
አይ እነሱ አሁንም እነሱ አሁንም በጉብኝት ላይ ናቸው እነሱ ከ 60 ዎቹ መገባደጃ ጀምሮ በጉብኝት ላይ ናቸው,ከ1970 በፊት ጀምሮ እየጎበኙ ነው።,0
አይ እነሱ አሁንም እነሱ አሁንም በጉብኝት ላይ ናቸው እነሱ ከ 60 ዎቹ መገባደጃ ጀምሮ በጉብኝት ላይ ናቸው,መጎብኘት ይወዳሉ።,0
አይ እነሱ አሁንም እነሱ አሁንም በጉብኝት ላይ ናቸው እነሱ ከ 60 ዎቹ መገባደጃ ጀምሮ በጉብኝት ላይ ናቸው,በቅርቡ ጉብኝታቸውን አጠናቀዋል።,2
ኤሮቢክ መስራት የምትችለው እንዴት ነው?,ኤሮቢክስን እንዴት እንደምትሰራ ልታብራራ ትችላለህ?,0
ኤሮቢክ መስራት የምትችለው እንዴት ነው?,በኤሮቢክ ላይ ፍላጐት አለኝ ምክንያቱም የተወሰነ የልብና-የደም ቧንቧ እንቅስቃሴ ያስፈልገኛል፡፡,1
ኤሮቢክ መስራት የምትችለው እንዴት ነው?,እባካችሁ ስለ ኤሮቢክ ማውራት አቁሙ።,1
ደኅና ይህ ጥሩዉ ነው ስለዚህ ጒዳይ አላሰብኩም ነበር አዎ,ባለፈው ሳምንት የጣልኩት ደደብ ሃሳብ ነው።,1
ደኅና ይህ ጥሩዉ ነው ስለዚህ ጒዳይ አላሰብኩም ነበር አዎ,እሱ ጥሩ ነጥብ ነው።,1
ደኅና ይህ ጥሩዉ ነው ስለዚህ ጒዳይ አላሰብኩም ነበር አዎ,የጠቀስከው አያዎ ጥሩ ነጥብ ነው።,1
በሳምንት ሁለት ቀን የቀን እንክብካቤ የሚሰጠው ለአረጋውያን ዜጐች የቀን እንክብካቤ ተብሎ በመጠራት ነው ነገር ግን ወደ አረጋውያን ዜጐች ማዕከል ትሄዳለች።,የቀን እንክብካቤው ለአምስት ዓመት ዕድሜ ላላቸው ልጆች ብቻ በየቀኑ ክፍት ነው።,1
በሳምንት ሁለት ቀን የቀን እንክብካቤ የሚሰጠው ለአረጋውያን ዜጐች የቀን እንክብካቤ ተብሎ በመጠራት ነው ነገር ግን ወደ አረጋውያን ዜጐች ማዕከል ትሄዳለች።,በሳምንት ከሁለት ጊዜ በላይ እንዲሄዱ ይፈቅዳሉ አረጋዊያ ዜጐች ይህንን ማድረግ የሚችሉ ከሆነ።,1
በሳምንት ሁለት ቀን የቀን እንክብካቤ የሚሰጠው ለአረጋውያን ዜጐች የቀን እንክብካቤ ተብሎ በመጠራት ነው ነገር ግን ወደ አረጋውያን ዜጐች ማዕከል ትሄዳለች።,አዛውንት ቀን እንክብካቤ ተብሎ ይመላከታል ነገር ግን አዛውንት ማዕከል ተብሎ ይጠራል ።,0
ኦው ግባቸው ይህ ነበር,ይህ ነው እርሱ እነሱ ይተጉ የነበሩለት ነገር ።,1
ኦው ግባቸው ይህ ነበር,እነሱ የፈለጉት ይህ በፍፁም አልነበረም።,2
ኦው ግባቸው ይህ ነበር,ግባቸውን አሳኩ።,0
የጦር መሣሪያ ቁጥጥር ማለት ሁለት እጆች መጠቀም ማለት ነው,ግማሾቹ የጦር መሣሪያ በሰህተት መተኮስ የሚከሰተው በአንድ እጅ በመጠቀም ነው።,1
የጦር መሣሪያ ቁጥጥር ማለት ሁለት እጆች መጠቀም ማለት ነው,የጦር መሣሪያ ቁጥጥርን ለማስቀጠል ከሁሉ የተሻለው መንገድ ሁለቱንም እግር መጠቀም ነው።,1
የጦር መሣሪያ ቁጥጥር ማለት ሁለት እጆች መጠቀም ማለት ነው,የጦር መሣሪያ ቁጥጥርን ለመለማመድ ከፈለግህ ሁለቱንም እጆችህን ተጠቀም።,0
እና አሀ ነገር ግን በድንገት መጣ ከሆነ ቦታ ከየት እንደመጣ አላውቅም ነገር ግን,ከየት እንደመጣ አላውቅም ነገር ግን ፈጣን ነው።,1
እና አሀ ነገር ግን በድንገት መጣ ከሆነ ቦታ ከየት እንደመጣ አላውቅም ነገር ግን,በፍጥነት ይመጣል ነገር ግን እኔ ከየት ሊሆን እንደሚችል የሚመጣው አውቃለሁ።,1
እና አሀ ነገር ግን በድንገት መጣ ከሆነ ቦታ ከየት እንደመጣ አላውቅም ነገር ግን,እንደ ሞላሰስ ይመጣል እና መቼ እንደሚመጣ በትክክል አውቃለሁ።,1
አይደለም እንዲያውም እኔ እንኳን በደንብ አላውቀውም አይመስለኝም,ስለ እሱ ብዙም አላውቅም።,0
አይደለም እንዲያውም እኔ እንኳን በደንብ አላውቀውም አይመስለኝም,እኔ በፍቅር ጉዳይ ላይ አላዋቂ ነኝ።,0
አይደለም እንዲያውም እኔ እንኳን በደንብ አላውቀውም አይመስለኝም,እኔ  ለዓመታት ሳጠናው ቆይቻለሁ።,2
አዎ እሷ ታላቅ ነበረች ታውቃለህ እሷ,እሷ ግሩም  እንደሆነበረች ታውቃለች ብየ አስባለሁ ።,1
አዎ እሷ ታላቅ ነበረች ታውቃለህ እሷ,አይደለም እሷ መጥፎ ነበረች።,2
አዎ እሷ ታላቅ ነበረች ታውቃለህ እሷ,አዎ እሷ በጣም ጥሩ ነበረች።,1
አዎን እሱ አሀ እም ኤ አሀ እም ኤ ማጠቢያ እንደ ምትጠቀመው ማግኘትን ብሎ ሀሳብ አቀረበ,የቫኩዩም የመግዛትን ሃሳብ አቀረበ።,0
አዎን እሱ አሀ እም ኤ አሀ እም ኤ ማጠቢያ እንደ ምትጠቀመው ማግኘትን ብሎ ሀሳብ አቀረበ,ማጠቢያ ለማግኘት ሃሳብ አቀረበ።,0
አዎን እሱ አሀ እም ኤ አሀ እም ኤ ማጠቢያ እንደ ምትጠቀመው ማግኘትን ብሎ ሀሳብ አቀረበ,ደሙን በመወልወያ ማጽዳት ፈልጐ ነበር።,1
በጣም መጥፎ ነው እዚያ ከቤታችን ሦስት ብሎክ ርቆ በሚገኝ አውራ ጐዳና ላይ ተኩስ ነበረ።,ተኩሱ የተከሰተው እኔ ከምኖርበት በጥቂቱ 100 ማይል ርቀት ላይ ነው።,2
በጣም መጥፎ ነው እዚያ ከቤታችን ሦስት ብሎክ ርቆ በሚገኝ አውራ ጐዳና ላይ ተኩስ ነበረ።,ተኩሱ የተካሄደው ቤቴ አቅራቢያ በመሆኑ ወደ ውጭ መውጣት ያስፈራኛል።,0
በጣም መጥፎ ነው እዚያ ከቤታችን ሦስት ብሎክ ርቆ በሚገኝ አውራ ጐዳና ላይ ተኩስ ነበረ።,በቤቴ አቅራቢያ የተኩስ ልውውጥ ተደርጓል፣ በእውነቱ እዚህ አካባቢ ጥሩ አይደለም።,0
አሀ-ሀአሀ እሱ እውነት ነው እሱ ነው እሱ አይደለም በእርግጥ አሀ ወጥ,ከአንተ ጋር አልስማማም፣ እሱ በጣም ወጥነት ያለው ነው።,1
አሀ-ሀአሀ እሱ እውነት ነው እሱ ነው እሱ አይደለም በእርግጥ አሀ ወጥ,ስለ ወጥነቱ  ትክክል ሳትሆን አትቀርም ።,1
አሀ-ሀአሀ እሱ እውነት ነው እሱ ነው እሱ አይደለም በእርግጥ አሀ ወጥ,በዚህ ረገድ ትክክል ነህ እሱ ወጥ ስላለመሆኑ።,0
እዚያ ለመቆየት እየሞከርኩ ነው።,እየመከርኩ ነው ለመቆየት።,0
እዚያ ለመቆየት እየሞከርኩ ነው።,የቻልኩትን ሁሉ እያደረግሁ ነው።,0
እዚያ ለመቆየት እየሞከርኩ ነው።,እኔ እተወዋለሁ እና ተመልሸ አልመለከትም።,2
የምንገባበት በር ወደ መጪው የቴክኖሎጂ ዘመን ።,ለወደፊቱ ቴክኖሎጂ ዘመን የሚያስፈልጉትን ቅድመ-ሁኔታዎች እየገነባን ነው።,0
የምንገባበት በር ወደ መጪው የቴክኖሎጂ ዘመን ።,ትራንዚስተሮችን እንገነባለን፣ ስለዚህ የወደፊት ሕይወታችን በሰው ሰራሽ ልህቀት(ኤአይ) እንዲመራ።,1
የምንገባበት በር ወደ መጪው የቴክኖሎጂ ዘመን ።,ቴክኖሎጂው እንዳይሳካለት መከላከል እንፈልጋለን።,2
ለምሳሌ በከፍተኛ ደረጃ ሁሉም ዘረ መል ወደ  ሐምራዊ ይቀየራሉ።,ቢበዛ ግማሽ የሚሆኑት ዘረ መል ብቻ ወደ ሐምራዊ ሊቀየሩ ይችላሉ።,2
ለምሳሌ በከፍተኛ ደረጃ ሁሉም ዘረ መል ወደ  ሐምራዊ ይቀየራሉ።,ዘረ መሎቹ ቀልም ሊቀይሩ ይቸላሉ።,0
ለምሳሌ በከፍተኛ ደረጃ ሁሉም ዘረ መል ወደ  ሐምራዊ ይቀየራሉ።,አንዳንድ ጊዜ ዘረ መሎቹ ወደ ሰማያዊ ሊቀየሩ ይችላሉ።,1
ዳንኤል ያሚንስ ጐበዝ ወጣት የሂሳብ ሊቅ ነው።,አቶ ያሚንስ ሂሳብ ላይ በጣም ጥሩ ነው,0
ዳንኤል ያሚንስ ጐበዝ ወጣት የሂሳብ ሊቅ ነው።,የአቶ ያሚንስ ትኩረት በአልጀብራ ጂዖሜትሪ ላይ ነው።,1
