premise,hypothesis,gpt_label
"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Они не могли договориться, кому идти работать на хлопковом поле, а кому мыть полы.",0
"У них было пять детей, один и из которых умер.",Все их дети выжили.,2
"У них было пять детей, один и из которых умер.",Умер один ребенок из пяти.,0
"У них было пять детей, один и из которых умер.",Умерший ребёнок был болезненным от рождения.,1
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Когда она сказала ему подняться на крыльцо, в ее глазах были слезы.",1
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она быстро вытерла слезы после того, как выбросила Джо с крыльца.",2
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она была так рада видеть Джо, что расплакалась.",1
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может также появится во время пожара.,2
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может исходить из ведущего компонента после сгорания самолета.,2
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Утечки радиации не произошло бы во время пожара.,0
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир отправлен в отставку из военно-воздушных сил США.,2
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.","Шеф недавно, лишь несколько недель назад, вышел в отставку.",1
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир ВВС США занял свой пост на прошлой неделе.,1
"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Каждую неделю прибывает более одного самолёта.,0
"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Возросший трафик воздушных судов причиняет беспокойство.,1
"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Не прилетает ни один самолёт.,2
"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Процесс обучения по использованию высотного скафандра длится до трех месяцев.,1
"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Тренировка использования скафандра занимает некоторое время.,1
"Они уже тренировались в высотно-компенсирующих костюмах, и мне потребовалось некоторое время, чтобы надеть такой костюм.",Мы могли бы научить тебя работать в высотном скафандре уже к концу дня.,1
"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Пилот обезвредил бомбу.,1
"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Бомба ни за что бы не взорвалась.,0
"Я хочу сказать, что опасности, если бы вошел с бомбой, не было, потому что она бы не взорвалась, как бы сильно она ни ударилась о землю.",Существовала серьезная угроза взрыва бомбы.,2
"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.","Я не уверен, как это выглядит с твоей точки зрения.",1
"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.","Очевидно, я пытаюсь это сделать.",0
"Что, если я скажу, что выглядит это в точности как то, что я пытаюсь сделать.",Я стараюсь завершить свой проект на следующей неделе.,1
"Но все равно животные все время отвязывались, особенно козы.",Козы убегали из загона каждый день.,0
"Но все равно животные все время отвязывались, особенно козы.",Козы часто убегают.,0
"Но все равно животные все время отвязывались, особенно козы.",Козы находились в безопасности.,2
"Когда мы вошли, двери заперли.",Все двери были открыты.,2
"Когда мы вошли, двери заперли.",У нас ключи с собой.,1
"Когда мы вошли, двери заперли.","Несмотря на то, что двери были заперты, мы смогли войти.",2
Так что я должен был подвести итоги и попробовать оценить их.,"Я уверен, что итоговые результаты - это все, что мне необходимо, чтобы выяснить это.",1
Так что я должен был подвести итоги и попробовать оценить их.,"Понятия не имею, что делать с одними суммами, пожалуйста, дайте мне больше данных, чтобы разобраться в этом беспорядке.",1
Так что я должен был подвести итоги и попробовать оценить их.,Я посчитаю это на основе итоговых значений.,1
"и многое из всего этого происходит потому, что матери сидят на наркотиках",Матери являются наркоманками.,0
"и многое из всего этого происходит потому, что матери сидят на наркотиках","Женщинам, имеющим детей, никакие рецептурные препараты или иные лекарства не назначались.",2
"и многое из всего этого происходит потому, что матери сидят на наркотиках",Матери принимают наркотики.,0
"да, это действительно хорошо, шел дождь?",Я не имею ничего против дождя.,1
"да, это действительно хорошо, шел дождь?",Приятно и дождливо.,1
"да, это действительно хорошо, шел дождь?","Так ужасно, когда солнечный свет никогда не гаснет.",1
"Боже, чего стоит человеческая жизнь, но так или иначе вы можете восстановить чье-либо доброе имя",Люьое живое существо имеет право на восстановление и второй шанс.,1
"Боже, чего стоит человеческая жизнь, но так или иначе вы можете восстановить чье-либо доброе имя",Люди не заслуживают реабилитации.,1
"Боже, чего стоит человеческая жизнь, но так или иначе вы можете восстановить чье-либо доброе имя","Независимо от восстановления того, ради чего стоит жить.",2
да. у тебя тут действительно странная проблема с проводкой,Я никогда раньше не сталкивался с подобной проблемой проводки.,1
да. у тебя тут действительно странная проблема с проводкой,Проводка - это не проблема.,2
да. у тебя тут действительно странная проблема с проводкой,Из-за этой странной электропроводки есть проблема.,0
звучит здорово да круто сколько всего можно с ними сделать,"Меня совершенно не удивило, что они были такими снисходительными.",1
звучит здорово да круто сколько всего можно с ними сделать,"Я удивлён, что тебе разрешили пронести туда еду и напитки.",1
звучит здорово да круто сколько всего можно с ними сделать,"Удивительно, что им сошло с рук.",1
"Моим детям сейчас двадцать один и двадцать четыре года, поэтому, мне не приходится","Мне это не нужно, потому что мои дети старше двадцати.",0
"Моим детям сейчас двадцать один и двадцать четыре года, поэтому, мне не приходится","Наверное, мне придется, потому что они почти одного возраста.",2
"Моим детям сейчас двадцать один и двадцать четыре года, поэтому, мне не приходится","Я должен, потому что им по десять и одиннадцать лет.",2
"Вот именно, это люди, которые всегда находятся на рабочем месте, но, когда им приходится принимать какое-либо решение, их решения  расплывчаты и неопределенны.","Да, люди, которые могут быть не способны принимать оптимальные решения.",0
"Вот именно, это люди, которые всегда находятся на рабочем месте, но, когда им приходится принимать какое-либо решение, их решения  расплывчаты и неопределенны.","Да, люди, которые, возможно, не голодны.",1
"Вот именно, это люди, которые всегда находятся на рабочем месте, но, когда им приходится принимать какое-либо решение, их решения  расплывчаты и неопределенны.","Да, те, кто никогда не теряет головы.",1
"Нет, их турне до сих пор продолжается, они гастролируют с конца шестидесятых.",Они гастролируют с 1970 года.,1
"Нет, их турне до сих пор продолжается, они гастролируют с конца шестидесятых.",Они любят туры.,1
"Нет, их турне до сих пор продолжается, они гастролируют с конца шестидесятых.",Они недавно закончили свой тур.,2
как ты занимаешься аэробикой,"Можешь объяснить, как ты будешь заниматься аэробикой?",1
как ты занимаешься аэробикой,"Я интересуюсь аэробикой, так как нуждаюсь в кардиоваскулярной активности.",1
как ты занимаешься аэробикой,"Пожалуйста, хватит говорить об аэробике.",1
ну это неплохо но я пока об этом не думал,"Это глупая идея, я отказался от нее еще на прошлой неделе.",1
ну это неплохо но я пока об этом не думал,Дельное замечание.,1
ну это неплохо но я пока об этом не думал,"Парадокс, который вы упомянули, верно подмечен.",1
"дневной уход два дня в неделю... они  называют это дневной уход за престарелыми, но она сама ходит в центр ухода за престарелыми",Детская группа открыта каждый день для детей до пяти лет.,1
"дневной уход два дня в неделю... они  называют это дневной уход за престарелыми, но она сама ходит в центр ухода за престарелыми","Они отпускают их более двух раз в неделю, если люди преклонного возраста с этим справляются.",1
"дневной уход два дня в неделю... они  называют это дневной уход за престарелыми, но она сама ходит в центр ухода за престарелыми","Они называют такие учреждения дневными стационарами, но на самом деле они называются центрами дневного пребывания для пожилых людей.",2
это была их цель ох,"Это то, к чему они стремились.",0
это была их цель ох,"Этого никогда не было, чего они хотели.",2
это была их цель ох,Они достигли своей цели.,1
контроль над оружием означает использование обеих рук,Причина половины всех промахов при стрельбе из пистолета — одноручный хват.,2
контроль над оружием означает использование обеих рук,Лучшее решение вопроса контроля над оружием — это абсолютное одобрение.,1
контроль над оружием означает использование обеих рук,"Практикуясь в управлении оружием, используйте обе руки.",1
ну и эээ вдруг неожиданно появилось откуда-то непонятно откуда но,"Я не знаю, откуда это, но оно быстрое.",1
ну и эээ вдруг неожиданно появилось откуда-то непонятно откуда но,"Оно приближается очень быстро, но я примерно понимаю, откуда именно.",2
ну и эээ вдруг неожиданно появилось откуда-то непонятно откуда но,"Это приходит как меласса, и я точно знаю, когда это придет.",2
"Нет. По правде говоря, мне это даже не известно. Нет...",Я мало знаю об этом.,0
"Нет. По правде говоря, мне это даже не известно. Нет...",Я мало что понимаю в любви.,1
"Нет. По правде говоря, мне это даже не известно. Нет...",Я изучал его многие годы.,2
да она была великолепна ты знаешь ее,"Я думаю, она знает, что была потрясающа.",1
да она была великолепна ты знаешь ее,"Нет, она была ужасна.",2
да она была великолепна ты знаешь ее,"Да, она была классная.",0
"Да, он предложил купить, ну, это... швабру, такую, как у тебя.",Он предложил купить пылесос.,2
"Да, он предложил купить, ну, это... швабру, такую, как у тебя.",Он предложил найти швабру.,1
"Да, он предложил купить, ну, это... швабру, такую, как у тебя.",Он хотел убрать кровь шваброй.,1
здесь реально плохо; только что была стрельба на дороге в трех кварталах от нашего дома,"Съемка была не менее чем в 100 милях от того места, где я живу.",2
здесь реально плохо; только что была стрельба на дороге в трех кварталах от нашего дома,Стрельба была слышна рядом с моим домом и мне страшно было выходить из дома.,0
здесь реально плохо; только что была стрельба на дороге в трех кварталах от нашего дома,"Рядом с моим домом стреляли, этот район в самом деле плохой.",0
"Угу, так и есть, все это очень, м-м-м... непоследовательно.","Я не согласен с вами, это очень последовательно.",2
"Угу, так и есть, все это очень, м-м-м... непоследовательно.","Я думаю, вы можете быть уверены в его стабильности.",2
"Угу, так и есть, все это очень, м-м-м... непоследовательно.","Вы право, что это беспочвенно.",1
стараюсь держаться молодцом,Пытаюсь продолжать.,0
стараюсь держаться молодцом,Я действительно делаю все возможное.,0
стараюсь держаться молодцом,Я отпущу и никогда не вернусь.,1
Мы открыли ворота в технологическое будущее.,"Мы строим предшественников, необходимых для будущего технологий.",0
Мы открыли ворота в технологическое будущее.,"Мы построили транзисторы, поэтому наше будущее будет определять ИИ.",1
Мы открыли ворота в технологическое будущее.,Мы хотим предотвратить успешное развитие технологий.,2
"Например, в максимальном варианте все гены становятся пурпурными.","Максимально, только половина генов может принять пурпурный оттенок.",2
"Например, в максимальном варианте все гены становятся пурпурными.",Гены могут менять цвет.,0
"Например, в максимальном варианте все гены становятся пурпурными.",Иногда гены могут также стать синими.,2
Дэниэл Яминс — выдающийся молодой математик.,Г-н Яминс хорошо разбирается в математике.,0
Дэниэл Яминс — выдающийся молодой математик.,Основным приоритетом господина Ямина является алгебраическая геометрия.,1
Дэниэл Яминс — выдающийся молодой математик.,"Мистер Яминс - выдающийся деятель культуры, но ужасный математик.",2
"А если так, часто ли они приближаются к этой границе?","Я знаю, что они никогда не путешествуют около границы.",2
"А если так, часто ли они приближаются к этой границе?","Я хочу знать, они часто приезжают в Англию?",1
"А если так, часто ли они приближаются к этой границе?","Докладчик хотел пояснений, как часто они проходили около границы.",0
"И также существует, я думаю, молекулярная улика того, что биосфера постоянно воспроизводит себя в режиме выживания для распространяющихся родов.",Биосфера очень часто меняется.,1
"И также существует, я думаю, молекулярная улика того, что биосфера постоянно воспроизводит себя в режиме выживания для распространяющихся родов.",Биосфера меняется в соответствии с температурой.,1
"И также существует, я думаю, молекулярная улика того, что биосфера постоянно воспроизводит себя в режиме выживания для распространяющихся родов.",Биосфера никогда не меняется.,2
При таком скачке обыкновенный кристалл не может закодировать много информации.,Обычные кристаллы являются средой хранения информации очень высокой плотности.,2
При таком скачке обыкновенный кристалл не может закодировать много информации.,Обычные кристаллы не очень полезны для кодирования информации.,0
При таком скачке обыкновенный кристалл не может закодировать много информации.,"Существуют другие виды кристаллов, которые очень полезны для шифрования географических данных с помощью лазерных лучей.",1
"Следовательно, взрослым не нужно учить дошкольников притворству, к которому они иногда прибегают, когда помогают им решать головоломки или другие подобные задачи.","Дошкольникам лучше удаётся решать головоломки, чем играть в ролевые игры.",1
"Следовательно, взрослым не нужно учить дошкольников притворству, к которому они иногда прибегают, когда помогают им решать головоломки или другие подобные задачи.",Дошкольникам не требуется столь значительная помощь в искусстве притворяться.,0
"Следовательно, взрослым не нужно учить дошкольников притворству, к которому они иногда прибегают, когда помогают им решать головоломки или другие подобные задачи.",У дошкольников отстуствуют необходимые навыки пространственного моделирования чтобы научиться самостоятельно собирать паззлы.,1
"[Этот народ] возник в условиях полной свободы, и в его основе лежит принцип равенства между людьми.",Замечания по поводу этого предложения зафиксированы в еще нескольких документах.,1
"[Этот народ] возник в условиях полной свободы, и в его основе лежит принцип равенства между людьми.","Некоторые считают, что все люди равны.",0
"[Этот народ] возник в условиях полной свободы, и в его основе лежит принцип равенства между людьми.","Данная нация была основана на вере в то, что некоторые люди по своему существу лучше других.",2
Стоит ли мне его больше хвалить?,"Я вполне уверен, что обойду его из-за его неудач.",1
Стоит ли мне его больше хвалить?,"Я задаюсь вопросом, не ждет ли он от меня больших знаков одобрения.",1
Стоит ли мне его больше хвалить?,"Должен ли я больше хвалить его за то, как он играет на пианино?",1
Спиновая сеть может проектироваться в других измерениях.,Для построения теорий спиновых сетей можно использовать другие измерения.,0
Спиновая сеть может проектироваться в других измерениях.,Спиновые сети очень полезны для технологий хранения данных.,1
Спиновая сеть может проектироваться в других измерениях.,Спиновую сеть нельзя изобразить в разных измерениях.,2
"(исступлённо) Нет, нет, я не хочу, чтобы ты умер!",Я не хочу твоей смерти!,0
"(исступлённо) Нет, нет, я не хочу, чтобы ты умер!",Мне наплевать если ты умрешь!,2
"(исступлённо) Нет, нет, я не хочу, чтобы ты умер!",Я бы очень огорчился если бы ты умер!,0
"Он был публично повешен 19 марта 1875 года в Сан-Хосе, Калифорния.",В 1875 году в Калифорнии еще проводились публичные казни.,0
"Он был публично повешен 19 марта 1875 года в Сан-Хосе, Калифорния.",Его оправдали по всем правонарушениям и отправили своей дорогой.,2
"Он был публично повешен 19 марта 1875 года в Сан-Хосе, Калифорния.",Его повесили за мятеж и кражу лошадей.,1
В хаотичном режиме фильтруется мерцающее зеленое море.,"Море было синим и гладким, как стекло.",2
В хаотичном режиме фильтруется мерцающее зеленое море.,"В море было полно мелких рыбёшек, которые плескались о лодку.",1
В хаотичном режиме фильтруется мерцающее зеленое море.,"Море было зелёным и казалось, что оно пенится.",1
После хаоса 1860-х годов постепенно устанавливался совершенно новый режим обеспечения правопорядка.,К 1870-м годам весь правовой порядок был разрушен и страна полностью погрузилась в анархию.,2
После хаоса 1860-х годов постепенно устанавливался совершенно новый режим обеспечения правопорядка.,1860-е годы были бурным временем.,0
После хаоса 1860-х годов постепенно устанавливался совершенно новый режим обеспечения правопорядка.,В новом распоряжении было указано о желательном расширении трудовых прав.,1
"Любая высшая форма мышления, отметил он, возникает в социальном общении, между ребенком и представителями его или её культуры при совершении совместных действий.",Дети не способны выражать высшие формы мышления.,2
"Любая высшая форма мышления, отметил он, возникает в социальном общении, между ребенком и представителями его или её культуры при совершении совместных действий.","Рыбалка - это одна популярная деятельность, распространенная среди многих различных культур.",1
"Любая высшая форма мышления, отметил он, возникает в социальном общении, между ребенком и представителями его или её культуры при совершении совместных действий.",Общие занятия иногда помогают развивать высшие формы мышления.,0
"В некоторых районах есть rezadores или rezadoras - духовные лидеры, ведущие за собой людей в молитвах во время похорон, празднований дней святых и всегда, когда нет священника.","Ни в одном из районов не было духовных лидеров, не являвшихся священнослужителями.",2
"В некоторых районах есть rezadores или rezadoras - духовные лидеры, ведущие за собой людей в молитвах во время похорон, празднований дней святых и всегда, когда нет священника.","Некоторые кварталы имели духовных лидеров, которые не являлись священниками.",0
"В некоторых районах есть rezadores или rezadoras - духовные лидеры, ведущие за собой людей в молитвах во время похорон, празднований дней святых и всегда, когда нет священника.",Среди духовных вождей были черноволосые люди.,1
"Кроме того, в постановках в жанре социальной драмы возможность играть и координировать различные роли, вероятно, помогает детям уловить сходства и различия между людьми в их желаниях, оценках и чувствах.",Дети могут учиться тому как люди могут быть похожими или различаться.,0
"Кроме того, в постановках в жанре социальной драмы возможность играть и координировать различные роли, вероятно, помогает детям уловить сходства и различия между людьми в их желаниях, оценках и чувствах.",Дети способны видеть различия между рассами.,1
"Кроме того, в постановках в жанре социальной драмы возможность играть и координировать различные роли, вероятно, помогает детям уловить сходства и различия между людьми в их желаниях, оценках и чувствах.",Дети ничего не могут узнать.,2
"Наивысшей добродетелью послевоенного Германского конституционного порядка в то время, было наибольшей жертвой Нацистского режима.",Нацистский режим позволял это.,2
"Наивысшей добродетелью послевоенного Германского конституционного порядка в то время, было наибольшей жертвой Нацистского режима.",Нацистский режим погубил всех участников.,1
"Наивысшей добродетелью послевоенного Германского конституционного порядка в то время, было наибольшей жертвой Нацистского режима.",Нацистский режим прекратил это.,2
Ребёнок Соня начала имитировать истерики своей дочери.,Плохого настроения не было ни у кого.,2
Ребёнок Соня начала имитировать истерики своей дочери.,Соня - ребёнок.,0
Ребёнок Соня начала имитировать истерики своей дочери.,Соня была расстроена.,1
6 Суд умеренно пользовался данным полномочием в течение пятидесяти пяти лет перед Гражданской войной.,Суд время от времени пользовался своими полномочиями в течение десятилетий перед Гражданской войной.,0
6 Суд умеренно пользовался данным полномочием в течение пятидесяти пяти лет перед Гражданской войной.,"Суд воспользовался своим правом 4 раза за пятьдесят пять лет, предшествовавших Гражданской войне.",1
6 Суд умеренно пользовался данным полномочием в течение пятидесяти пяти лет перед Гражданской войной.,"Королевский двор использовал эту власть 5 миллионов раз за пятьдесят пять лет, предшествовавших Гражданской войне.",2
"Уверяю вас, сэр, что я был полностью осведомлен обо всем.","Говорю вам, что мне дали знания абсолютно обо всем.",0
"Уверяю вас, сэр, что я был полностью осведомлен обо всем.",Мне сообщили о смерти детектива.,1
"Уверяю вас, сэр, что я был полностью осведомлен обо всем.",От меня скрыли множество деталей.,2
Джеральд Л. Бепко. 1995 год. Единый путь кампании в Центральной Индиане,"Капитану Бладу удалось быстро собраться с мыслями, несмотря на злость.",1
Джеральд Л. Бепко. 1995 год. Единый путь кампании в Центральной Индиане,Мысли капитана Блада были прерваны каким-то шумом.,1
Джеральд Л. Бепко. 1995 год. Единый путь кампании в Центральной Индиане,Щенячий визг вырвал капитана из его размышлений.,1
"Но я не могу забыть, что когда я был всего лишь рабом вашего дяди на Барбадосе, вы отнеслись ко мне с некоторой добротой.","Вы относились ко мне по-доброму, когда я был рабом на Барбадосе.",0
"Но я не могу забыть, что когда я был всего лишь рабом вашего дяди на Барбадосе, вы отнеслись ко мне с некоторой добротой.",Вы были невероятно жестоки со мной и обращались со мной хуже грязи.,2
"Но я не могу забыть, что когда я был всего лишь рабом вашего дяди на Барбадосе, вы отнеслись ко мне с некоторой добротой.","Твой дядя избивал меня каждый день, когда я у него находился.",2
"Там, не более чем в трёх милях от меня, виднелась земля - неровная стена ярко-зелёного, заполняющая собой западный горизонт.",В пределах видимости открывался пышный пейзаж.,0
"Там, не более чем в трёх милях от меня, виднелась земля - неровная стена ярко-зелёного, заполняющая собой западный горизонт.",Приближавшийся остров был необитаем.,1
"Там, не более чем в трёх милях от меня, виднелась земля - неровная стена ярко-зелёного, заполняющая собой западный горизонт.","Долгие мили они не могли увидеть сушу, вокруг был нескончаемый океан.",2
"Я - посол Его Величества в этих варварских краях, а также близкий друг лорда Сазерленда.",У Его Величества имеются посланники и я один из них.,0
"Я - посол Его Величества в этих варварских краях, а также близкий друг лорда Сазерленда.",Его Величество отправил меня сюда около недели назад.,1
"Я - посол Его Величества в этих варварских краях, а также близкий друг лорда Сазерленда.",Я не выполняю приказы Его Величества.,2
"Я был обязан тебе или думал, что был, - сказал он.","Он никогда не считал, что чем-то обязан тебе.",2
"Я был обязан тебе или думал, что был, - сказал он.","Он должен тебе за то, что ты ему помог, когда он был нищим.",1
"Я был обязан тебе или думал, что был, - сказал он.","Он думал, что что-то тебе должен.",0
Мне не следовало подходить так близко к Ямайке ночью,Я проходил возле Ямайки после захода солнца.,0
Мне не следовало подходить так близко к Ямайке ночью,Я прибыл на Ямайку на большом корабле.,1
Мне не следовало подходить так близко к Ямайке ночью,Мы с женой прибыли на Ямайку при ярком свете дня.,2
"Мысли Блада, возлежащего на кушетке, были об этом и о другом.",Блад спал бездумным сном во время дневного сна.,1
"Мысли Блада, возлежащего на кушетке, были об этом и о другом.",Блад лежал и размышлял.,0
"Мысли Блада, возлежащего на кушетке, были об этом и о другом.",Блад напряжённо размышлял о последней встрече со своей матерью.,1
Конечно. Я обязательно тебе скажу.,"Так вот, я расскажу вам об этом.",1
Конечно. Я обязательно тебе скажу.,Ни слова тебе не скажу.,2
Конечно. Я обязательно тебе скажу.,"Я говорю тебе это, только потому что ты обещал не повторять это.",1
И как это может быть так?,"Кто-то спрашивает, в каком направлении идти.",1
И как это может быть так?,Опросчик был один и ему не с кем было поговорить.,1
И как это может быть так?,"Спрашивающий спешит и хочет немедленно получить ответ, какую дорогу ему следует выбрать.",1
Я не так легко раздаю королевские патенты.,Дарование королевской комиссии противоречит моим представлениям о морали.,1
Я не так легко раздаю королевские патенты.,Я долго размышлял над поручением Кинга.,1
Я не так легко раздаю королевские патенты.,Я подписал документ на присвоение звание от Короля без раздумий и сомнений.,2
"Он понял, что ему, скорее всего, надо поспешно ретироваться.","Он понял, что для отступления у него есть целый день.",2
"Он понял, что ему, скорее всего, надо поспешно ретироваться.","Он понял, был необходим быстрый ход.",0
"Он понял, что ему, скорее всего, надо поспешно ретироваться.","Если бы он остался на том же месте, его бы обнаружили.",0
"«И все же за эти три года он остался таким, каким и был», – сказала она, но но произнесла это как-то жалостливо, без былого презрения.","Ей не понравился тот факт, что за последние три года он убил многих мужчин.",2
"«И все же за эти три года он остался таким, каким и был», – сказала она, но но произнесла это как-то жалостливо, без былого презрения.",Она с радостью говорила о его приключениях и его личности.,2
"«И все же за эти три года он остался таким, каким и был», – сказала она, но но произнесла это как-то жалостливо, без былого презрения.",Она говорила грустным тоном.,0
"Я думаю, что это своего рода мода.","Полагаю, что так поступают люди вашего типа.",1
"Я думаю, что это своего рода мода.",Мне приходилось читать о вас и вашей культуре.,1
"Я думаю, что это своего рода мода.","Насколько я понимаю, подобное у вас не редкость.",1
"Её бровь исказились, нахмурившись.",Ее лицо расплылось в улыбке.,2
"Её бровь исказились, нахмурившись.",Она почувствовала болевые ощущения в животе.,1
"Её бровь исказились, нахмурившись.",На ее лице было выражение неодобрения.,0
"Она наблюдала за ним с сияющими глазами, но, видя его печальное выражение лица и сдвинутые брови, образующие морщины на его лбу, ее собственное выражение изменилось.","Увидев его, она изменилась в лице.",0
"Она наблюдала за ним с сияющими глазами, но, видя его печальное выражение лица и сдвинутые брови, образующие морщины на его лбу, ее собственное выражение изменилось.","Ее лицо осветилось, когда она увидела, как он нахмурился.",2
"Она наблюдала за ним с сияющими глазами, но, видя его печальное выражение лица и сдвинутые брови, образующие морщины на его лбу, ее собственное выражение изменилось.","Она не знала, злится ли он на нее.",2
Неторопливым шагом он обогнул потрепанную битвами стену и вошел во внутренний двор через большие ворота.,"Так как большие ворота были заперты, он перепрыгнул через забор и попал во двор.",2
Неторопливым шагом он обогнул потрепанную битвами стену и вошел во внутренний двор через большие ворота.,Большие ворота служили единственным входом во двор.,1
Неторопливым шагом он обогнул потрепанную битвами стену и вошел во внутренний двор через большие ворота.,Широкие ворота вели во двор.,0
У тебя будет возможность поважничать на виселице! - презрительно буркнул он.,"Он подумал, что кому-то не миновать галер.",1
У тебя будет возможность поважничать на виселице! - презрительно буркнул он.,"Он был шерифом, поймавшим вора.",2
У тебя будет возможность поважничать на виселице! - презрительно буркнул он.,Он шепотом назвал путь ухода из страны во избежание заключения.,2
Как я мог задержать их честно? Это было помимо прочего.,Я не смог решится на их задержание.,0
Как я мог задержать их честно? Это было помимо прочего.,"Я задержал их сразу же, как только я их увидел.",2
Как я мог задержать их честно? Это было помимо прочего.,Я бы никогда себе не простил его задержания.,1
Я охотился на него в этом году.,"Я близко следил за ним в течение года, и он об этом не знал.",1
Я охотился на него в этом году.,Я следил за ним всего лишь около недели.,1
Я охотился на него в этом году.,На протяжении прошлого года я преследовал его.,1
Музей не силен в каталогах или ярлыках.,"Музею не нравится, когда на него навешивают ярлыки.",1
Музей не силен в каталогах или ярлыках.,Музей не является поклонником брошюр.,0
