question,gemma3_answer
Ni kipengele kipi kati ya vifuatavyo kuhusu ujenzi kitachukuliwa kuwa kisicho cha kawaida kwa Ngome ya Kirby Muxloe katika kipindi kilichoelezwa katika kifungu?,2
"Kwa mujibu wa kifungu hiki, ni kipi kati ya zifuatazo kitakuwa na manufaa zaidi kwa mkimbiaji anayejiandaa kwa msimu unaokuja?",1
"Kwa mujibu wa kifungu hiki, ni kipi kati ya zifuatazo ni cha muhimu sana kwa mkimbiaji wa daraja la kwanza wa nusu maili?",2
"Kwa mwanariadha, ni kipi kati ya zifuatazo hakiwezi kupatikana kupitia mazoea ya lishe pekee?",3
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo haijapendekezwa kama mbinu ya wanariadha wachanga ya kupata raha zaidi katika mchezo wao?",2
"Kwa mujibu wa kifungu hiki, kwa nini mkimbiaji wa mbio za umbali wa kati anaweza kununua zana za gharama ya juu zaidi?",1
"Kwa mujibu wa kifungu hiki, mbio za umbali wa kati zinahitaji nini?",3
"Je, ni nani aligundua mwangwi wa sumaku ya nyuklia? ",3
Leseni ya kwanza ya nyuklia mwangwi wa sumaku kutumika kimatibabu ilitolewa mwaka gani? ,2
"Kwa mujibu wa kifungu hiki, ni nini wanadamu wanapaswa kufahamu vyema ili waweze kuelewa matendo ya kimwili ya wengine?",2
"Kwa mujibu wa kifungu hiki, kuelewa kusudi huwasaidia wanadamu kufanya nini?",1
"Kwa mujibu wa kifungu hiki, ni upi kati ya ifuatayo ni muhtasari sahihi wa kusudi kuu la AI?",4
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo inahusishwa sana na AI?",2
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo ni nguvu ya mtu aliye na mifumo inayobadilika ya fikira?",4
"Kwa mujibu wa kifungu hiki, ni ipi kati ya hizi haichukuliwi kama angazio kuu la mtazamo wa fikira zinazobadilika?",2
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo haitazingatiwa kuwa sauti ndogo?",4
Ni ipi kati ya kauli zifuatazo ya si ya kweli kuhusu sauti ndogo?,3
Ni ipi kati ya zifuatazo ilifanywa kuwa muhimu zaidi na kipindi cha Mwamko? ,3
"Kutokana na kipindi cha Mwamko, ni ipi kati ya zifuatazo iliacha kutiliwa maanani sana?",1
Kati ya zifuatazo ni ipi si kichochezi cha kutumia mtandao kwa mahusiano endelezi?,3
Ni ipi kati ya zifuatazo si kichochezi cha kutumia mtandao kwa ushiriki wa kibinafsi?,1
Uropa magharibi iliacha lini kutegemea sana ushawishi na kuanza kuendeleza staili yao?,1
Kutumia vifungo kukazia nguo ilikuwa ni matokeo ya nini? ,3
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo inachukuliwa kuwa suluhisho la kudumu la masuala ya mazingira?",3
"Kwa mujibu wa kifungu hiki, ni suluhisho lipi kati ya yafuatayo halichukuliwi kuwa matibabu ya dalili za masuala ya kimazingira?",2
Vita vya kwanza vya Ulaya ambavyo vilisemekana kusababishwa haswa masuala ya usawa wa madaraka badala ya kuwa na muktadha wa kidini?,4
Ni vita vipi viliitwa vita vya mwisho vya kidini?,1
Ni mambo gani kati ya yafuatayo kuhusu Kanisa Katoliki hayakuwa yanachunguzwa?,2
"Kwa mujibu wa kifungu hiki, ni nani aliyeuawa huko Versailles?",4
"Kati ya zifuatazo, ni ipi umati haukulazimisha mfalme na malkia kufanya?",3
Ni ipi kati ya zifuatazo haikuwa matokeo ya vita vya kinevi visivyo vya kawaida vya Uingereza?,3
Ni kauli gani si usahihi kuhusu kizuizi cha kinevi cha Uingereza dhidi ya Ujerumani?,4
"Kulingana na kifungu hiki, nani ana uwezekano mkubwa wa kupata utambuzi wa Sklerosisi ya Sehemu Nyingi?",1
"Kwa mujibu wa kifungu hiki, watu wanaoshiriki katika shughuli za mara kwa mara walihitaji msaada zaidi kwa nini?",1
"Kwa mujibu wa kifungu hiki, mchezo wa kupigana kwa sime huchezwa vipi?",4
"Kwa mujibu wa kifungu hiki, ni kipi kati ya zifuatazo ni kiashiria wazi zaidi cha sumu ya ndani?",4
"Kwa mujibu wa kifungu hiki, ni hatua gani ya kwanza inafaa wakati wa kutathmini mwathirika?",1
Ni kauli gani kati ya hizi haielezi kwa usahihi hatua za kumwangalia mwathiriwa?,1
Ni mabadiliko gani yaliyotokana na Mapinduzi ya Kifaransa pia yalichochea sana wafanyakazi?,3
"Kufuatia Mapinduzi ya Kifaransa, mafanikio ni nini kilisababisha mafanikio katika kazi za jeshi na kazi nyingine?",4
Ni huduma gani ya umma imetajwa kuwa inasababisha kutoridhika zaidi katika nchi zinazoendelea?,3
"Kwa mujibu wa kifungu hiki, tunaweza kusema nini kuhusu mifumo ya usafiri wa umma?",3
"Kwa mujibu wa kifungu hiki, ni kipi kati ya vifuatavyo kinaweza kuwa vigumu kupima kwa sababu ya kutotabirika kwa madereva?",4
Ni ipi kati ya zifuatazo inatumika kuwakilisha mtiririko wa trafiki vizuri?,4
Hershey na Chase walitumia nini kuchomeka DNA yao? ,4
Uwezekano wa mabadiliko kupitishwa kwa watoto kunategemea nini?,1
"Kwa mujibu wa habari iliyotolewa katika kifungu hiki, athari mbalimbali za mabadiliko hazitegemei nini?",1
Ni ipi kati ya zifuatazo sio sababu ya tamaduni za kale kufuga mbuzi?,2
Lengo la gofu ni kuchukua kiasi kidogo zaidi cha nini?,2
"Kwenye uwanja wa gofu, nyasi hukatwa ziwe fupi wapi?",2
"Kwa kawaida, lengo la kawaida la jaribio huwa lipi?",1
"Kwa mujibu wa kifungu hiki, ni nini hakisaidii kuongoza utafiti wa kisayansi?",1
"Kwa mujibu wa kifungu hiki, ni kauli gani kuhusu vimbunga sio kweli?",3
"Kwa mujibu wa kifungu hiki, ni kauli ipi kati ya zifuatazo ni sahihi kuhusu vimbunga vingi?",4
Ni ipi kati ya zifuatazo wanadamu walianza kufanya katika karne ya 16?,4
Wanadamu wamekuwa wakitumia lenzi kukuza vitu kwa muda gani?,3
"Kwa mujibu wa kifungu hiki, pango la Muhammad linasema nini kuhusu mazoea au maadili yake ya kiroho?",1
"Kwa mujibu wa kifungu hiki, chuma ilitumika kutengeneza nini kwanza?",4
"Kwa mujibu wa kifungu hiki, kwa nini magurudumu ya mbao yalibadilishwa na magurudumu ya chuma?",4
"Kwa mujibu wa kifungu hiki, kipengele kikubwa cha maamuzi ya kitamaduni ya kipindi cha Uroma ni kipi?",3
"Kati ya kauli zifuatazo, ni ipi haielezi lengo la jumla kuhusu uamuzi wa kiteknolojia? ",1
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo haihusiani na kuvuta gubeti?",1
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo inahusishwa na sauti tulivu?",3
"Je, visukuku vinaonyesha kwamba hatimaye mikono ilitumika hasa kwa ajili ya zipi kati ya zifuatazo?",1
"Kati ya zifuatazo, ni ipi ndiyo sahihi kuhusu mifupa ya sokwe? ",3
Uteuzi hutoa utofauti mpya ya jeni kutoka kwa vidimbwi vipi?,4
"Je, ni mchakato upi unahusika na kuongeza utofauti wa jeni?",3
"""Kwa mujibu wa kifungu hiki, ni ipi kati ya hizi wanyama wakuu wanapaswa kula ili kutatua """"tatizo la protini""""?""",3
"Kwa mujibu wa kifungu hiki, ni tatizo gani kati ya yafuatayo halisababishwi na ukosefu wa asidi muhimu za amino?",1
Watu wa utamaduni mmoja mara nyingi huashiria vipi ushirika wao katika kikundi?,4
"Kwa mujibu wa nadharia iliyoelezwa katika kifungu hiki, ni nini kinaweza kutokea kwa watoto ambao wanashirikishwa na uchache wa kabila ambayo inahusishwa na kujishughulisha na tabia ya usumbufu?",2
"Kwa mujibu wa kifungu hiki, ujuzi wa mtoto kuhusu dhana za kikabila unaweza kuathiri yapi kati ya yafuatayo?",2
"Kwa mujibu wa kifungu hiki, ni kipi kati ya vifuatavyo hakiwezi kuwa sawa na malezi ya mtoto katili?",2
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo inaelezea kwa usahihi tabia ya ukatili kwa watoto?",2
"Kwa mujibu wa kifungu hiki, ni mazoea gani kati ya zifuatazo hayaendani na kilimo cha kujikimu?",2
Ni ipi kati ya zifuatazo inafafanua kwa usahihi kilimo cha kujikimu?,4
Kutembelea makumbusho ni aina gani ya utalii?,3
"Kwa mujibu wa kifungu hiki, ni nini kinaweza kuwa kipaumbele kwa wasafiri wa kujiburudisha?",2
Ni nini kimetajwa katika kifungu kama kitu ambacho kilisaidia kupunguza hofu ya kwenye kanisa la eneo?,1
"Kwa mujibu wa kifungu hiki, mtu kujua historia yake mwenyewe kunaweza kusaidia kwa njia gani?",3
"Kati ya kauli zifuatazo, ni ipi inafafanua vyema njia ya usasa ya mafunzo?",4
Ni kauli ipi kati ya zifuatazo haionyeshi kwa usahihi mbinu ya mafunzo ya usasa?,4
"Baada ya kuamka kimakusudi wakati wa kipindi cha kawaida cha usingizi, ni ipi kati ya hizi itaingilia mchakato wa kukatiza usingizi?",1
Ni ipi kati ya zifuatazo si maelezo sahihi ukatishaji usingizi?,4
Ni nini kinaongezeka jinsi ubongo unavyojaribu kuota ndoto bandia?,4
"Kati ya athari hasi zifuatazo, ni ipi inaweza kuongeza ndoto bandia kwenye mwili?",1
"Kwa mujibu wa kifungu hiki, timu za kawaida na timu pepe zinafanana kwa njia gani?",1
"Kulingana na kifungu hiki, ni taarifa gani kuhusu timu za kawaida na za timu pepe sio kweli?",1
Ni ipi kati ya zifuatazo si jambo ambalo linalengwa na nadharia za maudhui?,4
Ni ipi kati ya zifuatazo si sehemu ya sheria ya theluthi?,2
Ni kauli ipi kati ya zifuatazo haifafanui muundo wa upigaji picha wa 35mm?,3
"Kulingana na kifungu hiki, watengenezaji wanavyozidi kuongeza ubora wa lenzi, lenzi za kupanua zimeboreshwaje?",3
"Kulingana na habari katika kifungu, ni wakati gani lenzi ya kupanua au kupunguza inaweza kupendelewa kuliko lenzi kuu?",3
Ni ipi kati ya zifuatazo haichukuliwi kuwa maelezo sahihi ya Utatanishi?,4
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo si lengo la Utatanishi?",2
"Kwa mujibu wa kifungu hiki, huenda jumuiya ya kilimo ilianzishwa na nani?",3
"Kulingana na kifungu hiki, watu waliowinda moa walikuwa wenyeji wa kwanza wa eneo gani?",2
Ni katika hali gani ambapo kutumia njia ya Pureland ya origami kumnufaisha folda?,4
Ni ipi kati ya zifuatazo haitoi maelezo usahihi kuhusu Pureland origami?,1
"Kwa mujibu wa kifungu hiki, ni eneo gani ambalo halihusiani na Ustaarabu wa Indus Valley?",3
"Kati ya yafuatayo, ni lipi halijatajwa kama jina la Ustaarabu wa Enzi za Shaba iliyozungumziwa katika kifungu hiki?",3
"Kulingana na kifungu hiki, ni ipi kati ya zifuatazo ina manufaa ya kudumu?",1
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo ambayo mtu anaweza kutanguliza ikiwa mtazamo wake ni kupata faida za haraka?",4
"Kwa mujibu wa kifungu hiki, ni nani aligharimia kiasi kikubwa cha gharama za vita?",4
Ni kipindi gani kilikuja kabla ya enzi ya Templar?,3
Ni kipindi gani kilikuja baada ya Enzi ya Templar?,1
Ni matibabu au utaratibu gani wa kitiba haujatajwa kuwa unatumiwa na madaktari na madaktari wa upasuaji wakati wa Milki ya Kirumi?,1
"Kulingana na kifungu hiki, ni kipi kati ya vifuatavyo hakikutokana na uvumbuzi katika uwanja wa matibabu wakati wa Milki ya Kirumi?",2
Uwezo wa kuona unategemea nini?,1
"Je, tofauti ya miundo ya macho baina ya viumbe hutegemea nini?",2
"Kwa mujibu wa kifungu hiki, ni kauli gani kuhusu Kalasinga si sahihi kuhusu dini hiyo?",2
"Kwa mujibu wa kifungu hiki, ni kipi kati ya vifuatavyo kimeoneshwa kuwa kipengele cha msingi cha mfumo wa imani ya Kalasinga?",1
"Kwa mujibu wa kifungu hiki, watoto wenye tatizo la upungufu wa umakini wanaweza kupata ugumu kuzingatia nini?",1
"Kwa mujibu wa kifungu hiki, kwa nini watoto wenye tatizo la upungufu wa umakini huwa wanashiriki katika tabia hatari?",4
"Kulingana na maelezo katika kifungu hiki, ni ipi kati ya hizi sio mfano wa mafunzo ya usaidizi?",3
Ni ipi kati ya zifuatazo haielezi kwa usahihi dhana ya mafunzo?,3
"Kulingana na kifungu hiki, ni kipengele gani cha MySpace kinaweza kuwanufaisha wanafunzi ambao wana matatizo ya kusoma?",1
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo haikuwa sehemu ya majibu ya Krushchev kwa maandamano ya wafanyakazi?",3
Ni ipi kati ya zifuatazo haikuwa sababu ya maandamano huko Poland?,4
"Kwa mujibu wa kifungu hiki, ni kipi kati ya vifuatavyo hakikuathiri ushirikiano wa USSR na Marekani?",2
Ni ipi kati ya zifuatazo haielezi kwa usahihi kusudi la kutuma msukumo wa neva mwilini mwote?,1
Ni nini kinaweza kupatikana katika Kilima cha Giza?,1
Kusudi la Piramidi Kuu lilikuwa nini?,2
Ni nani aliyetufahamisha kuhusu mteketezaji aliyeharibu hekalu?,3
Ni kauli ipi ndiyo sahihi kuhusu ujenzi wa hekalu la Artemis?,2
"Kwa mujibu wa kifungu hiki, ni wakati gani spishi hiii inaweza kuwa ilitembea kwa miguu miwili kwa mara ya kwanza?",1
Ni spishi gani kati ya hizi walitembea mara kwa mara kwa miguu miwili?,2
Jeshi la wanamaji la Ujerumani lilikuwa linajaribu kufikia lengo gani wakati wa Vita Vikuu vya Pili vya Dunia?,2
"Kulingana na maelezo yaliyotolewa katika kifungu hiki, ni nani aliyefanikiwa zaidi katika vita vya majini wakati wa Kampeni ya Kaskazini mwa Atlantiki ?",1
Ni nini hakikuwepo wakati Waashuru walipoanza kutumia usafiri wa farasi?,1
"Je, vita vya kutumia askari farasi vilipiganwa vipi?",3
"Kwa mujibu wa kifungu hiki, ni wapi huwezi kupata raia wa kawaida wa Babeli?",4
Ipi kati ya zifuatazo ilitengewa makuhani?,2
Ni wakati gani Mfalme Tutankhamun alipata umaarufu?,3
Ni nini kilichomfanya Mfalme Tutankhamun awe mfalme maarufu wa Misri?,1
"Je, Mshairi wa Kigiriki Homer hakuweza kufanya nini?",2
Ni Mgiriki yupi anajulikana kwa jambo lingine isipokuwa fasihi?,3
"Je, Familia ya Kiebrania walitumia muda wao mwingi wapi?",1
Ni nini hakikuwa muhimu sana kwa familia ya Kiebrania?,3
Ni ipi kati ya zifuatazo haijaelezewa kuwa tofauti kati ya nchi za Kiskandinavia?,2
Ni nani alihamia Greenland wa kwanza?,1
Ni kundi gani walipendelea kula bila viti?,3
Ni ipi kati ya zifuatazo haitakuwa sehemu ya karamu ya Warumi wa Kale?,4
"Kulingana na kifungu hiki, ni ipi kati ya zifuatazo haina uwezekani wa kuwa na athari ya kudumu?",2
"Kwa mujibu wa kifungu hiki, ni nini kinatanguliza mataifa?",3
Ni kauli gani kuhusu Drukgyal Dzong si ya kweli?,1
Ni kauli gani inaeleza kwa usahihi matokeo ya moto wa Drukgyal Dzong?,1
Ni kauli gani kati ya zifuatazo ni ya kweli kuhusu Kambodia?,4
Ni kauli gani kati ya zifuatazo ni sahihi kuhusu uvamizi wa Kambodia?,4
Ni yapi kati ya yafuatayo hawakufanya Kampuni ya Dutch East India wakati walipokuwa Taiwan?,2
Mkataba wa Shimonoseki ulifanya uamuzi gani?,4
"Je, kiwango cha pH cha kemikali kinapimwa vipi?",3
Ni nini kiliondolewa kutoka kwenye ioni za Hidrojeni?,4
Ni kauli gani kati ya zifuatazo haielezi kwa usahihi makundi ya simba?,3
Ni kauli gani kati ya zifuatazo si sahihi kuhusu tabia ya simba?,4
Sungura huwindwa sana na aina gani ya wanyama?,3
Paka wadogo kwa kawaida huwinda wanyama gani kati ya wafuatao?,1
Ni ipi kati ya zifuatazo sio moja ya mbinu za uwindaji za paka mwitu?,4
Ni ipi kati ya zifuatazo si sahihi kuhusu paka mwitu? ,3
Ni ipi kati ya zifuatazo haiwezi kuchukuliwa kuwa nguvu kuu ya simbamarara?,1
"Kulingana na kifungu hiki, kuna tofauti gani kati ya simbamarara na simba?",2
"Kulingana na kifungu hiki, Robert Hooke alifanya nini kabla ya wanabiolojia wengine?",3
"""Asili ya neno """"seli"""" ni nini?""",2
"Kwa mujibu wa kifungu hiki, wanyama wengi wana uwezo wa kufanya nini?",2
"Kwa mujibu wa kifungu hiki, ni nini baadhi ya wanyama hawana?",3
Ni nini husaidia mimea katika mchakato wa usanisinuru?,4
Ni nini wanadamu hupumua nje ambacho mimea huvuta?,4
"Kwa mujibu wa kifungu hiki, ni mfano upi kati ya ifuatayo inaweza kuzuia mchakato wa mageuzi?",1
Ni ipi kati ya taarifa zifuatazo si sahihi kuhusu mchakato wa speciation? ,1
Ni sehemu gani ya mfumo wa mzunguko wa damu huleta damu kwenye moyo?,4
Ni mirija gani ndiyo ndogo zaidi katika mfumo wa mzunguko?,1
Uwezo wa mdudu kufunga mbawa zake huongeza nini kati ya zifuatazo?,2
Ni ipi kati ya zifuatazo haijatajwa katika kifungu kama jambo linaloathiriwa na uwezo wa mdudu wa kupaa?,2
Ni sifa gani kati ya zifuatazo ambazo hazihusiani na dinosau?,2
Ni ipi kati ya zifuatazo haichukuliwi kama tabia wanayoshiriki ndege na dinosau?,3
"Kwa mujibu wa kifungu hiki, Triceratops waliweza kula sehemu gani ya mmea wa sikadi?",1
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo ina uwezekano mkubwa wa kuliwa na Triceratops? ",2
Kwa mujibu wa kifungu hiki ni mchezo gani kati ya zifuatazo una uwezekano wa kupata umaarufu mkubwa katika maeneo ya kaskazini mwa Italia?,3
"Kulingana na maelezo yaliyotolewa katika kifungu hiki, ni mchezo upi kati ya zifuatazo ambapo Italia ilishinda kikombe cha dunia?",1
Ni baada ya tukio gani sehemu fulani za Luxembourg zilifanywa kuwa za Ubelgiji?,2
Ni ipi kati ya zifuatazo iliathiri uamuzi wa Luxembourg wa kutoegemea upande wowote?,1
"Je, ni kilomita ngapi za mraba za eneo la Uturuki ziko Ulaya?",4
"Kwa mujibu wa kifungu hiki, Uturuki ina urefu wa maili ngapi?",4
Kwa nini lugha ya Kilatini inatumika katika Jiji la Vatican?,1
"Katika Jiji la Vatikani, Kiitaliano hakitumiki kufanya nini?",3
"Kwa mujibu wa kifungu hiki, ni ipi kati ya zifuatazo inaboreshwa na kuchanganya sauti kwenye kompyuta za hali ya juu?",1
"Kwa mujibu wa kifungu hiki, nyumba nyingi katika eneo gani lilikuwa na vyoo vya kisasa?",1
Ni katika maeneo gani kati ya yafuatayo ambapo mifumo ya hali ya juu ya maji taka ilikuwepo?,1
"Je, ni kipi kati ya zifuatazo humfanya mtelezi kugeuka?",1
"Kwa mujibu wa kifungu, ni ipi kati ya zifuatazo inaeleza kwa usahihi mashimo kwenye ukengele wa ubao wa kisasa wa kutelezea?",1
"Kwa mujibu wa kifungu hiki, ni mchakato gani unaruhusu atomi kuondoa nishati ya ziada kutoka kwa mwangaza?",4
Ni nini husababisha atomi kutoa fotoni?,2
"Kulingana na kifungu hiki, ni nini husababisha balbu ya mwanga kuacha kufanya kazi?",3
Ni ipi kati ya zifuatazo inaweza kuwa hatari kugusa wakati wa kubadilisha balbu?,3
"Kwa mujibu wa kifungu hiki, nini hufanyika kiini kinapogawanywa?",2
Ni ipi kati ya zifuatazo ni sahihi kuhusu simu za masafa marefu kurudi Duniani,2
"Kati ya zifuatazo, ni ipi hutumika kuweka darubini angani?",2
Ni nini inapaswa kuzingatiwa kuhusu tukio la mzunguko ili kufuatilia upitaji wa wakati?,2
"Kwa mujibu wa kifungu hiki, wakati hutumika kulinganisha kipengele gani cha tukio?",1
"Kwa mujibu wa kifungu hiki, ni lipi kati ya yafuatayo linachukuliwa kuwa jambo la kawaida kwa mrithi wa kiti cha enzi?",2
"Kulingana na maelezo yaliyopo katika kifungu hiki, Charles alikuwa wa kwanza kufanya nini?",3
Kundi la manowari wa Trygvasson lilitoka nchi gani?,4
Ni wakati gani katika historia ambapo Ujerumani ulikuwa na ushawishi mkubwa wa kitamaduni juu ya Estonia?,3
Lugha ya Kiestonia ilishawishiwa na nini?,2
"Kwa mujibu wa kifungu hiki, idadi ya wazungumzaji wa Kihindi asilia hubadilika kulingana na sababu gani?",1
Ni kauli gani kati ya zifuatazo ni ya kweli kuhusu lugha ya Kihindi na Kiurdu?,2
Ni kauli gani kati ya zifuatazo si sahihi kuhusu alfabeti ya Hangeul?,2
Alfabeti ya Hunmin Jeongeum mwishowe ilibadilishwa kuwa nini?,2
"Kwa mujibu wa kifungu hiki, ni lugha gani zimeshawishiwa na Sanskrit?",4
"Kwa mujibu wa kifungu hiki, matumizi ya Sanskrit yalififa kwa sababu gani?",4
"Kwa mujibu wa kifungu hiki, ni ipi kati ya kauli zifuatazo ni sahihi kuhusu mvuto kwenye sayari ya Io?",2
"Kwa mujibu wa kifungu hiki, ni kauli gani kati ya zifuatazo inaelezea safu ya nje ya Mwezi kwa usahihi?",2
"Kwa mujibu wa kifungu hiki, ni wapi ambapo ganda la Mwezi ni nene zaidi?",3
Kwa mujibu wa kifungu hiki ni ipi kati ya zifuatazo inayoaminiwa na watu fulani?,3
"Je, ni nini huzidi kuwa nyembamba kadiri unavyosonga mbali na katikati ya Jua?",3
"Kulingana na kifungu hiki, ni sehemu gani ya jua inayoonekana kutoka kwa Dunia?",3
Ni mambo gani kati ya yafuatayo yalisaidia kuthibitisha nadharia ya Copernicus?,1
Ni ipi kati ya zifuatazo ilionekana na Galileo Galilei mwaka wa 1610?,2
"Kwa mujibu wa kifungu hiki, Mto Amazon hukusanya maji kutoka wapi?",1
Ni sifa gani haijahusishwa na Mto Amazon?,3
Ni sekta gani kati ya zilizotajwa katika kifungu hiki ndiyo inaajiri idadi ndogo zaidi ya Wavenezuela?,3
"Kwa mujibu wa kifungu hiki, ni sekta ipi kati ya zifuatazo inaajiri idadi kubwa zaidi ya Wavenezuela?",1
"Kwa mujibu wa kifungu hiki, uchanganyaji wa atomu huruhusu nyota kufanya nini?",3
Ni ipi kati ya zifuatazo inaweza kutengenezwa kwenye matanuri ya kinyuklia?,4
Muundo wa kikemikali wa maji ni upi?,4
"Maji yanapobadilisha muundo, ni nini hubaki sawa?",1
"Kulingana na kifungu hiki, ni ipi kati ya zifuatazo haikuwa changamoto kwa majimbo kumi na tatu katika kujaribu kuweka sheria fulani?",1
"Kwa mujibu wa kifungu hiki, ni kauli gani inayoonyesha kwa usahihi hali ya serikali kuu wakati wa Vita vya Mapinduzi?",3
"Je, maneno yalioandikwa nyuma ya Tangazo la Uhuru yameandikwaje?",3
Singapore ni maarufu katika ipi kati ya zifuatazo?,1
"Je, Vanda Miss Joaquim ni nini?",2
"Kwa mujibu wa kifungu hiki, ni sifa gani ya piramidi za Giza ambayo labda haikuwastaajabisha Wamisri wa Ufalme Mpya?",1
"Kwa mujibu wa kifungu hiki, wanyama wala-mimea husafiri kutoka wapi kufuata mvua?",2
"Kwa mujibu wa kifungu hiki, wanyama wala-mimea hutoka wapi wakati fulani karibu Aprili?",2
Operation Sealion ilikuwa uvamizi wa nchi gani?,2
"Je, Ujerumani uliita jina gani shambulio la Uingereza?",2
"Je, ni hatua gani kati ya zifuatazo haijatajwa kuwa muhimu katika mpango wa Italia kunasa nchi za Afrika?",2
"Kwa mujibu wa kifungu hiki, lengo kuu la vita vya Italia lilikuwa nini?",1
Ni nani alifanya urafiki na washambulizi?,2
Ni majeshi gani yalikuwa washiriki katika Operation Dragoon?,1
Ni maendeleo katika teknolojia gani ndiyo yaliyowezesha nyambizi kuanza kusafiri chini ya maji?,4
"Katika matumizi yao ya kwanza, nyambizi zilikuwa na masafa madogo sana katika jambo gani?",3
"Kwa mujibu wa kifungu, hiki ni nani alikiuka mkataba? ",4
"Kati ya yafuatayo, ni jambo gani haikufanywa na Jeshi Jekundu?",3
Ni nini kilimtendekea Mhandisi Mkuu wa Jeshi la Kumi la Kiitaliano?,3
Italo Balbo aliuawa wapi?,4
"Kwa mujibu wa kifungu hiki, ni mbinu ipi kati ya zifuatazo ni sehemu muhimu ya kutafakari Kitibeti?",3
"""Kwa mujibu wa kifungu hiki, chakra huamilishwaje wakati wa """"kitovu"""" cha kutafakari Kitibeti?""",2
Ni nani aliyewasilisha wimbo wa pili wa ibada wakati wa mpango?,4
"Kwa mujibu wa kifungu hiki, ni nani aliyewasilisha wimbo wa ibada wakati wa matoleo ya chakula?",1
Ni onyesho lipi lilitangulia la mwisho usiku huo?,1
Alessandro Safina ni raia wa nchi gani?,4
"Kulingana na kifungu hiki, ni kauli gani kati ya zifuatazo sio kweli?",4
"Kwa mujibu wa kifungu hiki, ni nani aliyetoa maoni kuwa kiwango cha juu cha joto kisichofaa?",2
Umeme ulikatika wapi kutokana na tsunami?,1
