question,gemma3_answer
"Kolanda maloba wana, liloba nini ezali ya solo pona Gravite ya Io?",3
"Kolanda maloba wana, kati ya mae malandi nini elimboli malamu eteni ya libanda ya sanza?",2
"Kolanda maloba wana, esika nini croute ya sanza ezali makasi koleka?",1
"Kolanda maloba wana, na mae malandi nini endimami na bato?",1
Nini ekomaka mukie mukie tango ozali kokende mosika na kati ya moi?,2
"Kolanda maloba wana, eteni nini ya moi emonanaka kouta na mabele?",3
Kati botali mae malandi fase nini esungaki kokokisa theory ya Copernicus?,1
Na mae malandi nini etalemaki na Galileo Galilei na mbula 1610?,2
"Kolanda maloba wana, Ebale ya Aazon etokaka mai kouta wapi?",1
Lokumu nini oyo elobami kozala ya Ebale Amazon?,2
Mosala ya ndenge nini oyo elobelami na maloba wana ete epesaka talo mukie ya Bato ya Venezuela misala?,3
"Kolanda maloba wana, na ba sectere nyonso oyo etangemi secter nini epesi ebele ya Bato ya Venezuela misala?",1
"Kolanda maloba wana, fusion esungaka minzoto kosala nini?",1
Na mae malandi reacteur fusion ya litomba ekoki kosala nini?,1
Bozaleli ya Chimi ya mai ezali nini?,4
"Tango mai ebongoli lolenge ya kozala, nini ekotikala lolenge moko?",1
"Kolanda maloba wana, pona bituku zomi na misato nini kati na mae malandi ezalaki likambo pona kotiya mibeko songolo pakala?",3
"Kolanda maloba wana, maloba nini elimboli malamu lolenge ya boyangeli monene na tango ya etumba ya Botomboki",1
Maloba na sima ya mukanda ya lipanda ekomamaki ndenge nini?,3
Na mae malandi Mboka Singapor eyebani pona nini?,4
Vanda Miss Joaquim ezali nini?,2
"Kolanda maloba wana, eloko nini na Pyramide ya Giza oyo Kibokonzi ya Egypte esepelaki na yango te?",1
"Kolanda maloba wana, banyama balei matiti basalaka mobembo kouta wapi pona koluka bambua?",3
"Kolanda maloba wana, Banyama balei matiti bautaka esika nini kobanda sanza ya minei?",2
Operation Sealion ezalaki kokota na makasi ya Mboka nini?,1
Alemagne ebengaki kobundisa Grande Britagne kombo nini?,2
Na mae malandi nini oyo elobami te lokola eteni na malengeli ya Italy pona Kobotola Bamboka ya Africa?,3
"Kolanda maloba wana, nini ezalaki ntina ya motuya ya Italy pona Etumba?",1
Nani esalaki boyokani ya malamu na babotoli mboka?,2
Banani bazalaki baninga oyo basalisaki na Operation Dragoon?,1
Bozalisi ya teknolozi nini esalaki ba sou-marin kobanda kotambola nase ya mai?,4
"Na Bosaleli na bango ya yambo, ba sou-marin bazalaki na esika mukie ya kotambola na esika nini?",1
"Kolanda maloba wana, nani abebisaki boyokani? ",4
Na mae malandi nini oyo esalemaki te na Mapinga ya Motane to Red Army?,3
Nini esalemaki na Ingenieur mokonzi ya Mapinga ya zomi ya Italy?,3
Babomelaki Italo Balbo wapi?,4
"Kolanda maloba wana, mayele nini na mae malandi ezali ya litomba mingi na Bomanioli ya Tibetan ?",4
"Kolanda maloba wana, lolenge nini bachakras efungwamaka na tango ya “Litomba monene” ya Bomanioli ya Tibetan",1
Nani ayembaki nzembo ya losambo ya mibale na tango ya molulu?,1
"Kolanda maloba wana, Nani ayembaki nzembo ya losambo na ngonga ya makabo ya bilei?",1
Nini ezalaki eteni ya pene ya suka ya pokwa?,1
Alessandro Safina azalaki ya mboka nini?,4
"Kolanda maloba wana, liloba nini ezali ya solo te?",4
"Kolanda maloba wana, nani alobaki eloko na mae matali makasi mingi ya molunge?",2
Na bisika nini courant ebungaki pona makambo ya Tsunami?,1
"Kolanda maloba wana, kobunga ya courant esalaki nini na Tonga?",2
Na ngonga nini police esalelaki monduki ya Radar na bango pona koyeba vitesi ya Johnny Reid?,1
"Koalanda maloba wana, pona nini ezalaki makasi na Police koyeba vistesi ya Johnny Reid?",1
Koningana ya mabele na Butte esalemaki mingi na esika nini?,2
Nini esalemaki na tango ya botomboki na Abu Ghraib?,1
Pona nini Boloko ya Iraq ezuaki lokumu? ,2
Molulu nini esengelaki kosalema na Maui's War Memorial Stadium?,3
Nani epesaki ntina pona nini molulu epekisamaki?,1
Bafandi ebele ya Bishkek bandimaki ete ba nani basalaki ete bobotoli esalema?,3
Nani alobaki ete batomboki kouta sud nde basalaki bobotoli?,1
Na tango nini ring esombamaki ebele?,3
Na tango nini Jamie Siminoff akanaki kobanda Ring?,2
Eteni moko na moko ya kotanga Arc en Ciel esungaki bana na lolenge nini?,1
Nini ekokaki kosala ete emission ya Television ya kotanga Arc en Ciel epekisama?,2
Na mae malandi nini ezalaki te kati ya bantina ya mikonzi ya Amsterdam na musee pona nzete,1
"Kolanda Mokonzi inspecteur ya RSPCA, ba inspection esengeli kosalema malamu pona nini?",1
"Kolanda maloba wana, nini ekoki kosunga kolendisa litomba ya bozali malamu ya banyama epai ya bato oyo basalaka mosala na bisika ya koboma banyama na Australi",1
"Kolanda maloba wana, moto oyo bakangaki ye azalaki kosala mosala nini?",2
"Kolanda maloba wana, na tango bansango ezalaki kopanzana na mae matali bokangemi mosusu, bamatanga ezalaki kosalema pona bato boni?",2
"Pona mae matali babotomboki, ba mboka nini ekokisaki te boyokani oyo batiaki moboko elongo na ACTA?",2
"Kolanda maloba wana, mboka nini na mae malandi eboyaki kokoba na eteni yakokota na ACTA?",4
Bato boni bazokaki pona makama ya baiPod ya mabe oyo ezalaki kokoma moto?,2
Nani alobaki ete makama ya baIpod kokoma moto ezalaki mabe makasi te?,1
"Na tango ya lisolo naye, Steve Jobs alobaki ete Apple ekosala nini ya sika?",2
Litomba ya lisolo ya Steve Jobs pona bangonga mibale ezalaki nini?,3
Cristina Fernandez de Kirchner apesaki nsango nini na kati ya ndako ya Cinema ya Argentine?,1
Na esika nini Cristina Fernandez de Kirchner apesaki nsago été akozala na maponi ?,3
ACMA emonaki nini na mae matali Big Brother?,1
Esengeli eloko ezala na esika nini pona kobengama biloko ya interenet ?,2
Nani nde Mokambi ya lisanga ya Liberal Party Austarli,1
Pona nini Australi ezali kozanga nguya ya nikleyere ?,1
Moto ya ski nini asalaki masano na lisungi ya mokambi?,3
Mboka nini esilisaki na esika ya zomi na “the Super-G na women’s standing class”?,2
"Kolanda maloba wana, liloba nini na mae matali Blake ezali ya solo te?",1
"Kolanda maloba wana, nini na mae malandi esalemaki na Blake te?",4
Mbongo ya Nations-Unies mpona kosalisa mikili oyo ezoniokwama na molunge makasi ekoki kosalelama te pona nini?,2
"Kolanda maloba wana, Nations-Unies ezali na elikia yakobikisa nini?",1
Na mae malandi nini oyo elobamaki te na Albert Muchanga lokola eloko oyo esengelaki koyokana pona yango?,2
"Kolanda maloba wana, pona nini mosala ekoki kobanda na sanza ya Sambo?",1
"Kolanda maloba wana, zulunalu ya mibeko ya Atlanta ekutaki mikonzi ya Education na mbeba nini?",1
"Kolanda bansango oyo epesami na maloba wana, nini oyo elobamaki te na raport ya zulunalu ya mibeko ya Atlanta?",1
"Kolanda maloba wana, nsango nini eyebani na mae matali Bomb?",1
"Kobanda akomaki na Manchester City na mbula 2017, ba matches boni Jesus asili kobeta?",1
Na Club nini Jesus azuaki lifuti ya £27 millio pona kokota?,1
Maloba nini na mae matali bapaya ya hotel ezali yasolo te?,3
"Kolanda maloba wana, liloba nini na mae malandi ezali yasolo?",3
"Kolanda maloba wana, nsango nini na mae matali aksida eyebani malamu te ?",1
"Kolanda maloba wana, nini esengeli kosalema na mae matali aksida?",4
"Kolanda maloba wana,Batten azalaki na esika nini na liste ya bato ya Mosolo mingi na Amerike?",3
Na mae malandi Batten akabaki mosolo na esika nini?,1
Nini ezali te na kati ya mobeko oyo Gouvernere Arnold Schwarzenegger abimisaki,3
"Kolanda maloba wana, nani azangaki koyoka makambo oyo elobamaki?",3
