question,gemma3_answer
"Ebarat key hisaab sey, baqaedah sargargi mein shirkat karney walon ko kiss cheez keliye mazeed himaayat ki zarurat thee?",1
"Ebarat key hisaab sey, baad bananey ka kaam aam tor sey kaisey anjaam diya jaata hay?",4
"Ebarat key hisaab sey, darjah zail mein sey ko internet ki zahar khurani ka sabsey mazboot nishandahi karney wala hoga?",4
"Ebarat key hisaab sey, kisi motassirah ki tashkhees kartey waqt pahla munasib qadam kiya hota hay?",1
Konsa darjah zail bayaniyah durust tor parr motassirah ki jaanch karney key amal ki akkaasi karta hay?,3
Farancisi inqilaab sey paida honey wali konsi tabdiliyon ka kaam gaar tabqah key shahriyon parr ahem asar thaa?,2
"Farancisi inqilaab key baad, foj aur deegar peshon mein kamiyaabi ka kiss cheez parr mabni honey ka kam imkaan thaa?",4
Konsi awaami khidmat key baarey mein kaha jaata hay kehh wohh taraqqi yaaftah mamalik mein bahut ziyadah bechaini ki wajah thee?,3
"Ebarat key hisaab sey, awami transportation system key baarey mein kiya kaha jaa sakta hay?",3
"Ebarat key hisaab sey, drivers ki gair motawaqqayiat ki wajah sey darjah zail mein sey kiska paimaanah karnaa mushkil ho sakta hay?",4
Riyaazi tor parr kisi traffic ki rwani ki nomaindagi kartey waqt darjah zail mein sey kiska istemaal kiya jata hay?,4
Hershey aur Chase ney apney DNA ki pewand kaaree karnay key liye kiya istemaal kiya thaa? ,4
Kisi taghayyur ki bachon tak muntaqil honey ki salahiyat kiss cheez parr munhasir hay?,1
"Ebarat mein dee gayi malumaat ki buniyaad parr, taghayyuraat key motaddid asaraat kis parr munhasir nahein hotey hein?",1
Darjah zail mien sey kon iss baat ki wajah nahein hay kehh qadeem saqafaton mein bakriyaan rakhi jaati theen?,3
Golf ka maqsad kis cheez ki kam sey kam miqdaar ko lenaa hota hay?,2
"Eek golf corse parr, ghaas ko kahan parr ziyadah chota kata jaata hay?",2
Kisi tajarbah ka aam maqsad kiya hota hay?,1
"Ebarat key hisaab sey, sciency tahqiqi ki rahnumayi karney mein kiss sey madad nahein milti hay?",1
"Ebarat key hisaab sey, toofanon key baarey mein konsa bayaniyah sahi nahein hay?",3
"Ebarat ki buniyaad parr, darjah zail konsa bayaniyah durust tor parr ziyadah tar toofanon ki wazahat karta hay?",1
16vein sadee mein insano ney darjah zail mein sey kisko karnaa shuru kiya thaa?,4
Lense istemaal karkey insaan kab tak ashyaa ko bada kartey rahe hein?,3
"Ebarat ki buniyaad parr, Muhammad ka ghaar unkey ruhaani aamal yaa aqdaar key baarey mein kiya kahtey hein?",2
"Ebarat key hisaab sey, lohey ko sabsey pahley kis cheez key liye istemaal kiya gaya thaa?",4
"Ebarat key hisaab sey, lakdi ki pahiyon ko lohey ki pahiyon sey keon tabdil kar diya gaya thaa?",4
"Ebarat key hisaab sey, roomaniyat key zamanah key doraan afraad ki kiss cheez ki shakal bani thee?",2
Darjah zail konsa bayaniyaan takniki azam key aam khiyaal ki akkasi nahein karta hay? ,2
"Ebarat key hisaab sey, darjah zail mein sey kon kamaan khinchney sey wabastah nahein hay?",1
"Ebarat key hisaab sey, darjah zail mein kon ziyadah narm aawaz sey wabastah nahein hay?",2
Fossils iss baat ko dikhataa hay kehh haath bilaakhir kiss darjah zail key liye buniyaadi tor parr istemaal honey key liye mowafiqat pazeer huey they?,3
Drajah zail mein sey kon durust tor parr chimpanzee key haath aur pair ki ungliyon ki wazahat kartaa hay? ,3
Intekhaab sey kiss pool key liye naya jiniyaati tanawwo hat jaata hay?,4
Jiniyati tanawwo shaamil karney key liye konsa amal zimmah daar hay?,3
"Ebarat mein Malumaat ki buniyaad parr, inmein sey kisko “protein key masalah” ko hal karney key liye kisi langoor ko khaana chahiye?",3
"Ebarat key hisaab sey, ahem amino acid ki kami ki wajah sey kon saa darjah zail masalah pesh aata hay?",2
Kisi makhsus zaili saqafat key araakin aksar jamaat key saath apni wabastagi matlab hotaa hay?,4
"Ebarat mein pesh kardah nazriyah key motabiq, eek bacha key saath kiya waqea ho sakta hay jiss ki shanakht eek nasli aqalliyat key saath hoti hay jo kehh dhamki aamez rawayyah mein mashgool honey keliye eek daqyanusi tasavvur hay?",2
"Ebarat key hisaab sey, nasli daqyanusiyat key baarey mein eek bachha ki jaankari ka darjah zail mein sey kis parr asar pad sakta hay?",2
"Ebarat key hisaab sey, darjah zail mein sey kis key liye eek wahshi bachah ki mosalsal parwarish mumkin nahein hay?",2
"Ebarat key hisaab sey, darjah zail mein sey kon durust tor parr atfaal mein wahshi rawayyah ki wazahat karta hay?",2
"Ebarat ki buniyaad parr, darjah zail konsa amal maaash parr mabni zaraat key saath motawaatir hotaa hay?",1
Darjah zail mein sey kon durust tor parr maashi zaraat key amal ki wazahat karta hey?,4
Kisi museum ka daurah karnaa seyahat key kis zumrah mein aaata hay?,3
"Ebarat key hisaab sey, tafreehi mosaafiron key liye kiya cheez tarjeeh ban sakti hay?",2
Ebarat mein kisi aisi cheez key tor parr kiya mazkoor hay jiss sey maqami church key andar ki tadili ko kam karney mein madad mili thee?,1
"Ebarat key hisaab sey, Kisi shakhs ki apni tareekh ki samajh haasil karney sey kiss cheez key saath madad ho sakti hay?",3
Darjah zail konsa bayaniyah durust tor parr taleem tak Maa baad jadidiyat pahunch ki wazahat kartaa hay?,2
Darjah zail konsa bayaniyah durust tor par maa baad jadidiyat taleem ki pahunch ki akkasi nahein karta hay?,4
"Aam nind key waqt key doraan jaan boojh kar bedaar honay key baad, inmein sey kon nind ki modakhelat key amal key saath modakhelat karegaa?",3
Darjah zail mein sey kon nind ki modakhelat ki durust wazahat nahein hay?,4
"Jabb dimaagh ziyaadah kasrat key saath khawaab ko ujaagar krney ki koshish karta hay, to kiya cheez badh jaata hay?",1
Darjah zail konsey manfi asaraat jo aksar khawaab dekhney ko ujaagar kar skatey hein ka jism parr asar hota hay?,1
"Ebarat key hisaab sey, rewaayati teemein aur majazai teemein eek jaisi keon hein?",1
"Ebarat ki buniyaad par, jismaani aur majaazi teamon key baarey mein konsa bayaniyah sahi nahein hay?",1
Darjah zail mein sey kon koyi aisi cheez nahein hay jiss parr mashmool key nazriyaat markooz hein?,3
Darjah zail mein sey kon teesron key qaedon ka maful nahein hay?,2
Darjah zail mein sey kon 35mili meter ki shakal ki wazahat nahein kartaa hay?,3
"Ebarat key hisaab sey, jabb tayyaar karney walon ney lens key masnuah key meyaar ko badha dety hein, to zoom lenso ko behtar kaisey kiya gaya hay?",3
"Ebarat mein malumaat ki buniyaad parr, zoom lens ko ibtadayi lens parr kabb tarjeeh dee jaa sakti hay?",4
Darjah zail mein sey kisko tasavvuf ki durust wazahat nahein samjha jaata hay?,4
"Ebarat key hisaab sey, darjah zail mein sey kon tasavvuf ka markaze tawajjoh nahein hay?",3
"Ebarat key hisaab sey, zaraati samaaj kis ney shuru kiya hogaa?",2
"Ebarat key hisaab sey, moas kaa shikaar karney waali jamaat kis jagah key pahley bashindey they?",2
kiss manzarnaamah mein Pureland key origami key tariqah ka istemaal karney sey tah karney waley ko fayedah hogaa?,1
Darjah zail mein sey kon durust tor parr Pureland origami ka wazahat nahein karta hay?,2
"Ebarat key hisaab sey, Konsi jagah sindh waadi ki tahzeeb key saath wabastah nahein hay?",3
Ebarat mein bahas kardah Bronze Age ki tahzeeb key liye mumkanah naam key tor parr darjah zail mein kon mazkoor nahein hay,1
"Ebarat key hisaab sey, darjah zail konsi paidawaar taweel muddat tak faayedah deti hay?",1
"Ebarat key hisaab sey, darjah zail mein sey kisko koyi shakhs tarjeeh dey sakta hay agar uski tawajjoh fauri fawaayed parr hay?",4
"Ebarat key hisaab sey, jang key ikhrajaat key ahem hissah ka kisney ihaatah kiya thaa?",4
Templars key ahed sey pahley kiss waqt ka dor aaya thaa?,3
Templars key ahed key baad kiss waqt ka dor aaya thaa?,3
Konsa tibbee elaaj yaa tariqah kaar iss tor parr mazkoor nahein hay kehh usey roomi slatanat key doraan doctor aur jarraah istemaal kartey they?,1
"Ebarat key hisaab sey, darjah zail mein sey kisko Saltanate rome key doraan tibbee maidaan mein ki gayee taraqqiyaat ki taraf mansub nahein hay?",3
Kiss salahiyat parr inhesaar ko dekhnaa hay?,1
Hayatiyaat keyn darmiyaan ankh ki saakht ka tanawwo kiss cheez parr munhasir hota hay?,2
"Ebarat key hisaab sey, sikh mazhab key baarey mein konsa bayaniyah durust tor parr mazhab ki tasveer kahsi nahein karti hay?",1
Ebarat key hisaab sey darjah zail mein sey kisko Sikh aqeedah key system ka markazi pahlu samjha jaata hay?,1
"Ebarat key hisaab sey, Ebarat key hisaab sey, tawajjoh ki kami ki kharaabi waley bachhon key paas kiss cheez parr tawajjoh deney mein mushkil waqt hota hay?",1
"Ebarat key hisaab sey, tawajjoh ki kami ki kharaabi waley bachhey aam tor parr khatrnaak rawayyon mein keon masruf rahtey hein?",4
"Ebarat key hisaab sey, inmein sey kon scaffolding ki misaal nahein hay?",3
Darjah zail mein sey kon durust tor parr scaffolding key tasavvur ki wazaht nahein karta hay?,2
"Ebarat key hisaab sey, MySpace ki kon si khosusiyat unn talabah ko faayedah pahuncha sakti hay jinhein padhney mein dushwari hoti hay?",1
"Ebarat key hisaab sey, darjah zail mein sey kon mazdoor key fasaadat parr Krushchev key jawaab ka hissah nahein hay?",3
Darjah zail mein sey kon Poland mein fasaadat ki wajah nahein hay?,4
"Ebarat key hisaab sey, darjah zail mein sey kiska USSR aur USA key darmiyaan talluqaat parr asar nahein hua thaa?",1
Darjah zail mein sey kon durust tor parr aasab key tasalsul ko purey jism mein bhejney key maqsad ki wazahat nahein karta hay?,1
Giza Plateau mein kiya mil sakta hay?,4
Azeem ahraam ka maqsad kiya thaa?,2
Mandir ko tabaah karney waley aatish zan key baarey mein hamaari jankari ka kon zimmah daar hay?,3
Artemis key mandir ki tameer nav key baarey mein konsa durust bayaniyah hay?,2
"Ebarat key hisaab sey, sabsey pahley kabb hua thaa kehh parjatiyaan do pairon par chali theen?",1
Inmein sey konsi parjaatiyaan baqaedah do pairon parr chalti theen?,2
Jarmani ka bahriyah WWII key doraan kis cheez ko mokammal karney ki koshish kar raha thaa?,2
"Ebarat mein dee gayi malumaat ki buniyaad parr, Shumaali Atlantic muhim key doraan bahri jang mein sabsey ziyadah kamiyabi kis key paas thee?",2
Jabb ashuriyon ney Ghodwaar foj key istemaal ka nifaaz kiya thaa to kiya cheez mojud nahein thee?,1
Ghodswari istemaal karney waali ladaiyaan kaisey ladi jaati hein?,3
"Ebarat key hisaab sey, awsat Beebi loan shahri aap ko kahaan nahein milein gey?",4
Darjah zail mein sey kon khaas tor parr pujariyon key liye they?,2
Badshah Tutankhamun ko kabb badnami mili thee?,3
Badshah Tutankhamun ko kis cheez ney misr ka mashhoor badshaah banaa diya?,1
Unani shayer Homer kiya karney key qaabil nahein thaa?,2
Kon mashhoor unani adab key alawah kisi aur cheez key liye mashhoor thaa?,3
Hebrew khandaan ney apnaa ziyadah waqt kahaan guzaara thaa?,1
Hebrew khandaan key liye kiya cheez ziyadah ahem nahein thee?,3
Scandinavian mamalik key darmiyaan ekhtelaaf key tor parr darjah zail mein sey kiski wazahat nahein hoti hay?,2
Greenland mein sabsey pahley kon moqim huey thay?,1
Konsi jamaat kusiyon key begair khaney ko tarjeeh deti hay?,4
Darjah zail mein sey kon qadeem romi dawat ka hissah nahein hoga?,4
"Ebarat ki buniyaad parr, darjah zail mein sey kiskey jaari asar rahney ka imkaan nahein hay?",2
"Ebarat key hisaab sey, mulk sey aagey badh kar kiya hota hay?",1
Drukgyal Dzong key baarey mein konsa bayaniyah sahi nahi hay?,1
Konsa bayaniyah durust tor parr Drukgyal Dzong mein aag key natijah ki wazahat karta hay?,1
Cambodia key baarey mein darjah zail konsa bayaniyah sahi nahein hay?,2
Konsa darjah zail bayaniyah Cambodia key hamlah ki wazahat karta hay?,4
Dutch East India Company ney Taiwan mein apney waqt key doraan darjah zail mein sey kiya nahien kiya thaa?,4
Shimonoseki key moahedah ney kiya qayem kiya thaa?,4
Kisi kimiyaa ki pH satah ki paimaish kaisey ki jaati hay?,3
Hydrogen ions sey kisko hataya gaya thaa?,4
Dajah zail konsa bayaniyah durust tor parr sheron key fakhr ki wazahat nahein karta hay?,2
Darjah zail konsa bayaniyah durust tor parr sheron key bartao ki wazahat nahein karta hay?,4
Khargosh kis qism key shikaari key liye aam shikaar hota hay?,3
Ziyadah choti billiyaan aam tor parr darjah zail mein sey kiska shikaar karti hein?,1
Darjah zail mein sey kon Billi jaisey janwaar key shikaar key tariqah ka hissah nahein hay?,1
Darjah zail mein sey kon billi jaysey janwar ki durust tor parr wazahat nahein karta hay? ,3
Darjah zail mein sey kisko tiger ki sabsey badi taaqat nahein samjha jaata hay?,2
Darjah zail mein sey ko tigaron aur sheron key darmiyaan mukhtalif hay?,2
"Ebarat key hisaab sey, deegar mahireene hayatiyaat sey pahley Robert Hooke ney keya kiya thaa?",1
Lafze “cell” ki asal ka matlab kiya hay?,2
"Ebarat key hisaab sey, ziyadah tar janwaron mein keya karney ki salahiyat hoti hay?",2
"Ebarat key hisaab sey, kuchh janwaron mein keya nahein hota hay?",3
Photosynthesis key marhalah mein podon ki kiss sey moawanat hoti hay?,4
Kiya cheez insaan saans sey chodtey hein jo podey saans sey letey hein?,4
"Ebarat key hisaab sey, darjah zail konsi misaal irteqaa key marhalah ki rokawat hoti hay?",1
Darjah zail konsa bayaniyah takhsees key marhalah ki durust tor parr wazahat karta hay? ,3
Gardish system ka konsa hissah dil tak khoon ko pahunchata hay?,4
Konsey tube gardish system mein sabsey chotey hein?,1
Eek keedey ki apney paron ko waapas tah karney ki salahiyat darjah zail mein sey kisko badhati hay?,2
Darjah zail mein sey kon ebarat mein kisi aisi cheez key tor parr mazkoor nahein hay jo kisi keedey ki udney ki salahiyat sey motassir hoti ho?,2
Darjah zail konsi khosusiyat aam tor parr dinosaur sey wabastah nahein hay?,2
Darjah zail mein sey kisko aam tor parr parindon aur dinosaur ki mushtarekah khosusiyat nahein samjha jaata hay?,3
"Ebarat key hisaab sey, Khajoor ki tarah key podah ka konsa hissa eek Triceratops key liye khana mumkin hosakta hay?",1
"Ebarat key hisaab sey, darjah zail mein sey kisko eek Triceratops key liye khana sabsey zaiyadah mumkin hay? ",2
"Ebarat key hisaab sey, konsey darjah zail khel ko wasee paimaney parr Itly key sabsey shumaali khitton mein mashhoor hay?",1
"Ebarat mein di gayi malumaat ki buniyaad parr, darjah zail konsey khel mein itly key liye aalami championship ki jeet haasil hui hay?",1
Kis waqea key baad Luxembourg key makhsus hissey Belgian ban gaye thay?,2
Darjah zail mein sey kiska Luxembourg ki gair jaanibdari ko motassir kiya thaa?,1
Turkii key kul elaaqah mein sey kitna morabbah kilometer Europe mein hay?,4
"Ebarat key hisaab sey, taqrban kitna meel lamba turkii hay?",4
Vatican shahar mein kiskey liye latini zubaan istemaal hoti hay?,1
"Vatican shahar mein, Itly zubaan kiskey liye istemaal nahein hoti hay?",3
"Ebarat key hisaab sey, darjah zail mein sey kisko umdah computeron parr aawaz khalt malt karney sey faayedah hota hay?",1
"Ebarat key hisaab sey, kiss mahalle waqoo key aksar makanaat ki khosusiyat mein flush waley baitul khlaa they",1
Darjah zail kiss mahalle waqoo mein taraqqi yaaftah naalon key nezaam paye jatey thay?,1
Darjah zail mein sey kon eek skater key mudney ki wajah hota hay?,1
"Ebarat key hisaab sey, darjah zail mein sey kon durust tor parr jadid baraf key stake ki blade parr suraakh ki wazahat karta hay?",4
"Ebarat key hisaab sey, konsa tariqah kaar hay jo atoms ko roshni sey ziyadah energy ko khatam karney ki ijazat deta hay?",4
Kis wajah sey eek atom photon ka ikhraaj karta hay?,1
"Ebarat key hisaab sey, keya hadsati tor parr eek roshni key bulb key kaam karna band karney ki wajah ban jaye gaa?",3
Darjah zail mein sey kon roshni key bulb ko badaltey waqt mumkanah tor parr chooney key liye khatarnaak ho sakta hay?,3
"Ebarat key hisaab sey, nucleus key motafarriq hotey waqt keya hota hay?",2
Darjah zail mein sey kon lambi doori key zameen tak waapas aaney waali callz ki akkasi karta hay,2
Inmein sey kiska istemaal doorbeen ko khala mein rakhney key liye hota hay?,2
Waqt key guzarney ka suraag laganey key liye eek gardish waley waqea key baarey mein kis cheez ko note karna chahiye?,2
"Ebarat key hisaab sey, kisi waqea ka konsa pahlu mowaznah key liye istemaal honey walaa waqt hota hay?",1
"Ebarat key hisaab sey, darjah zail mein sey kisko taaj key waris key liye aam samjha jaata hay?",4
"Ebarat mein dee gayi malumaat ki buniyaad parr, Charles keya karney walaa pahla shakhs thaa?",3
Trygvasson ka beda kis mulk ka thaa?,4
Tarikh mein kis waqt jarmani ney Estonia parr eek mazboot saqafati asar dala thaa?,3
Estonia ki zubaan kiss cheez sey motassir hui thee?,2
"Ebarat key hisaab sey, madri hindi boney walon ki tadaad kis unsur ki buniyaad parr kamo besh hoti rahti hay?",1
Darjah zail mein sey kon hindi aur urdu zubanon key baarey mein sahi bayaniyah hay?,2
Darjah zail mein sey kon Hangeul horufe tahajji key baarey mein durust haqiqat nahein hay?,3
Horufe tahajji Hunmin Jeongeum aakhir kaar kiss sey badal gaya thaa?,2
"Ebarat key hisaab sey, konsi zubanein Sanskrit sey motssir hui theen?",4
"Ebarat key hisaab sey, kiss wajah sey Sanskrit ka istemaal kam hua thaa?",1
"Ebarat key hisaab sey, darjah zail mein sey kon Io parr kashishe seql key motalliq durust bayaniyah hay?",4
"Ebarat key hisaab sey, darjah zail konsa bayaniyah chaand key baahari parat ki durust tor parr wazahat karta hay?",1
"Ebarat key hisaab sey, chaand ka crust sabsey mota kahaan hota hay?",3
"Ebarat ki buniyaad parr, darjah zail mein sey kiss par kuch log yaqeen rakhtey hein?",3
Jitna ziyadah aap suraj key markaz sey door jaatey hein konsi cheez utni hi patli hoti jaati hay?,3
"Ebarat key hisaab sey, suraj ka konsa hissah zameen sey maryee hay?",3
Darjah zail mein sey konsey moshahedah ney falakiyaat key nazriyah ki tayeed karney madad kiya thaa?,1
Darjah zail mein sey kiska Galileo Galilei ney 1610 mein moshahedah kiya thaa?,2
"Ebarat key hisaab sey, Amazon darya kahaan sey paani jamaa karti hay?",1
Konsi tareef Amazon darya sey mansub nahein hay?,3
Earat mein mazkoor kaam ki konsi line Venezuela key logon ki sabsey kam tadaad ko kaam faraham karti hay?,3
"Ebarat key hisaab sey, darjah zail konsa shobaa Venezuela key logon ki sabsey ziyadah tadaad ko kaam faraham karta hay?",1
"Ebarat key hisaab sey, Imtezaaj sey sitaron ko keya karney ki ijaazat milti hay?",1
Darjah zail mein sey kisko eek mofeed imtezaaj ka reactor banaye gaa?,1
Paani ki kimiyayi banawat keya hay?,4
"Jabb paani ki shaklein tabdil ho jayein gee, to konsi cheez eek jaisi rah jaye gee?",1
"Ebarat key hisaab sey, makhsus qanoon nafiz karney ki koshish kartey waqt darjah zail mein sey kon tees mulkon ka masalah nahein hay?",1
"Ebarat key hisaab sey, konsa bayaniyah inqilaabi jang key doraan markazi hukumat ki kaifiyat ki akkasi durust tor parr karta hay?",3
Azadi key elaan ki pusht parr alfaaz kaisey likhey hein?,3
Singapore darjah zail mein sey kiskey liye jaana jaata hay?,1
Vanda Miss Joaquim kiya hay?,2
"Ebarat key hisaab sey, Giza ahraamon key konsey meyaar parr misr ki nayi saltanat ko rashk karnaa mumkin nahein thaa?",3
"Ebarat key hisaab sey, barishon key hosul mein sabzah khor janwar kahaan sey safar kartey hein?",2
"Ebarat key hisaab sey, aprel key aas paas baaz waqt kis elaqah sey sabzi khor janwar rawanah hotey hein?",1
Operation Sealion kiss mulk ka hamlah thaa?,1
Bartaniyah parr hamely ko Jarmani ney keya naam diya thaa?,2
Afriki momalik parr qabzah key itly key mansubah mein kisko zaruri qadam key tor parr zikr nahein kiya gaya thaa?,2
"Ebarat key hisaab sey, kisko Itly ki jang ka buniyaadi maqsad samjha jaata thaa?",1
Kisney halah aawaron key darmiyaan dostanah talluqaat qayem kiye they?,2
Operation Dragoon mein shaamil ittehaadi kon thay?,1
Kiss taknik ki taraqqi ki wajah sey aabdozon ney paani key nichey safar karna shuru kiya thaa?,4
Apney pahley istemaal key doraan kashtiyon mein kiss elaqah mein bahut mahdood range thee?,3
"Ebarat key hisaab sey, kisney moahedah ki khelaaf warzi ki thee? ",4
Darjah zail mein sey kisko Surkh foj ney anjaam nahein diya thaa?,3
Itly ki dasvein foj key Engineer-in-Chief key saath keya hua thaa?,3
Italo Balbo ko kahaan qatal kiya gaya thaa?,4
"Ebarat key hisaab sey, Konsi darjah zail taknik Tibet key moraqbah ka ahem hissah nahein hay?",4
"Ebarat key hisaab sey, Tibet key moraqbah key “markaz” key doraan chakra kaisey faal huey?",2
Program key doraan doosra aqeedat mandanah gaana kisney pesh kiya thaa?,4
"Ebarat key hisaab sey, khana chadhaney key doraan kisney aqeedat mandanah gaana pesh kiya thaa?",1
Shaam ki dusri aakhiri kaar kardagi kiya thee?,1
Alessandro Safina ki qomiyat kiya hay?,4
"Ebarat ki buniyaat parr, konsa darjah zail bayaniyah sahi nahein hay?",1
