question,gemma3_answer
"दिलेल्या उताऱ्यानुसार, ब्राझीलमध्ये समलैंगिक विवाह कायदेशीर करण्याच्या समर्थनार्थ कोण स्वाक्षऱ्या गोळा करत आहे?",1
आंदोलक त्यांची याचिका कोणाकडे सादर करणार?,3
"आर्मंड वर्सेसने केलेल्या वर्णनानुसार, लोकांनी बदललेल्या हवामानाला प्रतिसाद देण्यापूर्वी काय घडले होते?",3
"वर्सेसच्या मते, जोरदार वारा कधी सुरू झाला?",1
फ्रेडच्या आधी 35°W च्या पूर्वेला किती मोठी वादळे नोंदवली गेली होती?,3
"फ्रेड जेव्हा केप वेर्डे बेटांजवळ होता, तेव्हा तो कोणत्या दिशेने जात होता?",4
खालीलपैकी कोण त्याच्या पूर्ववर्तींपेक्षा वेगवान आहे?,1
802.11nला मागे जाऊन 802.11b सोबत तुल्यक्षम होण्यासाठी कशाची आवश्यकता आहे?,2
ऑलिम्पिक सुवर्णपदक विजेत्याला कॉमनवेल्थ गेम्समधील किती स्पर्धांमध्ये पोहायचे होते?,1
ऑलिंपिक सुवर्णपदक विजेता त्याच्या वेदनेवर औषध का घेत नव्हता?,4
"उताऱ्यानुसार, भूकंपाच्या घडामोडीबाबत कशामुळे गोंधळ निर्माण झाला असेल?",1
"उताऱ्यानुसार, स्थितीमध्ये बदल कधी झाला?",3
चंद्रयान -1 च्या लुनार प्रोबबद्दल खालीलपैकी कोणते विधान खरे नाही?,1
खालीलपैकी कोणते विधान लुनार प्रोबचे अचूक वर्णन करते?,2
"उताराच्या आधारे, या रोगाविरूद्ध सुरक्षितता म्हणून कोणत्या उपाय सर्वांत शेवटी वापरला जाईल?",3
मानवला या रोगाची लागण कुणामार्फत होते ?,1
दुसया वाक्याच्या अपयशामुळे कोणते परिणाम होतात?,2
"उताऱ्यानुसार, दुसरे वाक्य केव्हा हटवले गेले?",1
पनामा पेपर्स कोणाकडे उघड करण्यात आले?,2
दिलेल्या परिच्छेदात ब्रिटीश वृत्तपत्राने केलेल्या दाव्यानुसार संपत्ती प्राप्त करण्यासाठी वापरल्या जाणाऱ्या बऱ्याच कंपन्या कोण व्यवस्थापित करत होते?,3
खालीलपैकी कोणत्या विमान दुर्घटनेत अधिक मृत्यू झाले?,1
इराणमध्ये मोठ्या संख्येने हवाई अपघात होण्याचे कारण खालीलपैकी कोणते नाही?,2
इराक संशोधन समितीच्या अहवालात खालीलपैकी कशाचा समावेश नाही?,2
इराक संशोधन समितीने तिच्या अहवालात खालीलपैकी कोणत्या मागणीवर जोर दिला नाही?,1
"पोलिसांनी दिलेल्या माहितीनुसार, प्रोव्हेन्झानोचा उजवा हात कोण मानला जात होता?",2
"उताऱ्यात दिलेल्या माहितीच्या आधारे, फाल्कनचा मृत्यू कशामुळे झाला?",1
खालीलपैकी काय हितोशी सिटोची ओळख नाही?,1
इवासाकीने कुठे शपथ घेण्याचे टाळले?,2
इवासाकीवर हल्ला कोणी केला?,3
अलोन्सोने त्याची शर्यत कधी संपवली ?,1
शुमाकरला कशामुळे त्याची आपली शर्यत आधीच संपवावी लागली?,4
उताऱ्यानुसार अटक केलेल्यांना जामीन देण्याचे काम कोणाचे आहे?,4
"उताऱ्यात उल्लेख केलेल्या तात्पुरत्या बंदी आदेशानुसार, अटक केलेल्या व्यक्तींना 24 तासांपेक्षा जास्त वेळ ठेवायचे असेल, तर त्यांना कशाची परवानगी असते?",4
"दिलेल्या उताऱ्यानुसार, रनऑफ रद्द झाल्याचे स्पष्टीकरण देताना कोणते कारण वापरलेले नाही?",2
मुत्सद्दी अधिकाऱ्यांनी शेवटी रनऑफ अनावश्यक असल्याचे का मानले?,3
एफएटीएला न्यायिक सेवा कोण पुरवते?,2
"""एफएटीएच्या """"राजकीय प्रतिनिधी""""बद्दल खालीलपैकी कोणता दावा चुकीचा आहे?""",3
एमा स्टोनला कोणत्या पुरस्कारासाठी नामांकित करण्यात आले?,3
चित्रपटाला कोणत्या पुरस्कारासाठी नामांकित करण्यात आले नाही?,2
खालीलपैकी कोणते भूकंपानंतरही कार्यरत राहिले?,4
"दिलेल्या उताऱ्यानुसार, खालीलपैकी कोणाचे भूकंपामुळे मोठे नुकसान झाले?",4
"दिलेल्या उताऱ्यानुसार, खालीलपैकी कोणत्या मुद्याचा दस्तऐवजात समावेश नाही?",2
खालीलपैकी कोणती मागणी पॅलेस्टाईनची नाही?,4
मा ने कोणत्या देशात लॉ चा अभ्यास केला?,1
"दिलेल्या उताऱ्यानुसार, कोणत्या देशासाठी वकिली केल्यामुळे माला निवडणूक जिंकण्यासाठी मदत झाली?",4
"उताऱ्यात नमूद केल्याप्रमाणे, कॅरोलिन विल्सन शहर सोडण्यापूर्वी कोणासाठी काम करत होती?",3
"यंदाच्या मोसमात चार शर्यती अद्याप शिल्लक असताना, ड्रायव्हर्स चॅम्पियनशिपमध्ये चौथ्या स्थानावर कोण आहे?",4
"उताऱ्यातील माहितीच्या आधारे, खानने ड्रायव्हर्स चॅम्पियनशिप शर्यतीत किती गुण मिळवले आहेत?",1
"दिलेल्या उताऱ्यानुसार, पृथ्वीवर कोसळलेल्या एकूण उल्कापिंडापैकी लोकांनी कितीवेळा असे अनुभवले आहे, की त्या उल्कापिंडांचे उगमस्थान मंगळ होते?",2
"उताऱ्यात म्हटल्याप्रमाणे, मंगळापासून उत्पत्ती झालेल्या खडकांबद्दल काय सत्य काय आहे?",4
शुमाकर कधी निवृत्त झाला?,1
मेसा कधी जखमी झाला?,1
"दिलेल्या उताऱ्यानुसार, AOLवर नव्या व्यवस्थेचा कसा परिणाम होईल?",3
नव्या व्यवस्थेनंतर खालीलपैकी काय संपुष्टात शेवट येऊ शकते?,3
हल्ल्यात बळी पडलेल्यांपैकी किती जण पोलिस अधिकारी नव्हते?,3
या हल्ल्यामागील संशयिताबद्दल कोणी माहिती दिली?,1
फ्लोरिडा राज्याचा दर्जा विनर-टेक्स-ऑल असा असल्यामुळे मिट रोम्नी यांना काय देण्यात आले?,3
"दिलेल्या उताऱ्यानुसार, प्राथमिक निवडणुकीत गिंग्रिच यांना किती टक्के मते मिळाली?",2
"दिलेल्या उताऱ्यानुसार, कॉकसच्या निकालांनंतर कोण उमेदवार म्हणून उभे राहिले नाही?",2
"दिलेल्या उताऱ्यानुसार, कॉकसच्या निकालांनंतर कोणी युतीतील दुसऱ्या उमेदवाराचे भरभरून कौतुक केले बोलले?",2
2015 च्या आधी हा कार्यक्रम कुठे सादर केला गेला होता?,1
स्टेशनद्वारे शोचे वर्णन करताना ते कशाप्रकारचे असल्याचे म्हटले आहे?,3
"डेव्हिड हेडली काय गोळा करत होता, ज्यामुळे दहशतवाद्यांना हल्ल्यासाठी मदत झाली?",1
दहशतवादी संघटनेने मुंबईत येण्यासाठी कोणत्या प्रकारच्या वाहतुकीचा वापर केला?,3
उताऱ्यात उल्लेख केलेल्या ब्रिस्बेन ओपनच्या नदाल आणि राओनिक यांच्यातील सामन्याच्या निकालाचे अचूक वर्णन कोणते विधान करते?,1
नदाल आणि राओनिक यांच्यातील सामन्यात पहिल्या सर्व्हनंतर काय स्थिती होती?,2
कोणत्या भाषेतील कार्यक्रमांचा तीन नव्या नेकेड न्यूज प्रसारणांमध्ये समावेश नव्हता?,3
"दिलेल्या उताऱ्यानुसार, नवे नेकेड न्यूज प्रसारण कुठे उपलब्ध होणार नाही?",3
किती स्पर्धकांनी जायंट स्लॅलॉम पूर्ण केली नाही?,4
खालीलपैकी कोणते विधान चॅम्पियनशिपमधील शर्यतींचे निकाल अचूकपणे व्यक्त करते?,3
एनबीएने खालीलपैकी कुणाला निलंबित करण्याचा निर्णय घेतला?,1
"दिलेल्या उताऱ्यानुसार, एनबीएने विषाणूबद्दल चिंता करण्याचे कारण काय होते?",4
अटलांटा थ्रॅशर्सविरुद्धच्या सामन्यात वॉशिंग्टन कॅपिटल्ससाठी विजयी गोल कोणी केला?,1
कॅपिटल्स वि. थ्रॅशर्स सामन्यात कोणी हंगामातील त्याचा 60 वा गोल केला?,3
नॉर्थन रॉक बँकेला सरकारच्या मदतीची गरज कधी होती?,4
"दिलेल्या उताऱ्यानुसार, खालीलपैकी कोणते विधान वर्जिन ग्रुपच्या नॉर्थन रॉक बँकेसोबतच्या व्यवहाराचे अचूक वर्णन करते?",2
क्योटो हवामान करारावर स्वाक्षरी केल्याने कोणत्या देशावर परिणाम झाला आहे?,1
क्योटोच्या मंजुरीमुळे ऑस्ट्रेलियाच्या माजी सरकारला कशाचे नुकसान होईल असे वाटले होते?,2
चाचणीमध्ये सहभागी झालेले शूटर्स कोणत्या कार्यक्रमासाठी नेमण्यात आले होते?,4
खालीलपैकी कोणते विधान पेस्टकंट्रोल चाचणीबाबत बरोबर नाही?,1
"दिलेल्या उताऱ्यानुसार, विभाजन कुठे आढळले?",4
"दिलेल्या उताऱ्यानुसार, अपेक्षेपेक्षा आधी काय घडले?",2
व्हिडिओ गेम खेळताना एखाद्या खेळाडूने हालचालींवर नियंत्रण ठेवण्यासाठी काय केले पाहिजे?,4
टेलिव्हिजन रिमोटसारखे दिसणारे काय डिझाइन केले होते?,2
शिन्हुआ वृत्तवाहिनीच्या ताज्या अहवालात काय नमूद केलेले नव्हते?,1
शिन्हुआ वृत्तवाहिनीच्या आधीच्या अहवालात काय नमूद केले नव्हते?,1
सारा डॅनियसने रेडिओ कार्यक्रमादरम्यान कशाची घोषणा केली?,4
कोणाशी संपर्क होऊ शकला नाही?,4
"""प्रतिज्ञा ही """"एक मोठे पाऊल"""" असल्याचे कोणी म्हटले?""",3
स्लानियाने वेगवेगळ्या देशांसाठी किती टपाल तिकिटे तयार केली?,4
"उताऱ्यात दिल्याप्रमाणे, टाकीच्या व्हेंट्समधून सतत गळती होण्याचे कारण काय आहे?",3
रिलीफ व्हॉल्व्ह का उघडले?,2
सध्या नवव्या प्रभागात किती फूट उंच पाणी आहे?,3
हरिकेन कॅटरिनाच्या वेळी नवव्या वॉर्डमध्ये काय घडले?,3
खालीलपैकी कोणत्या गोष्टीची हॅमिल्टनने पुष्टी केलेली नाही?,2
शास्त्रज्ञांना कोणती गोष्ट जाणून घ्यायची आहे?,4
"दिलेल्या उताऱ्यानुसार, बंद दरम्यान स्थानिक पोलिसांची कोणती भूमिका पार पाडली?",3
