question,gemma3_answer
وفقاً للفقرة، أيٌ مما يلي هو نقطة قوة لشخص لديه أنماط تفكير تجميعي؟,4
وفقاً للفقرة، أيٌ مما يلي لا يُعتبر من مجالات تركيز عقلية التفكير التجميعي؟,2
وفقاً للفقرة، أيٌ مما يلي لا يُعتبر من التعابير الدقيقة للوجه؟,4
أيٌ من الجمل التالي حول التعابير الدقيقة للوجه ليست صحيحة؟,3
أيٌ مما يلي أصبح أكثر أهمية نتيجةً عصر النهضة؟ ,3
نتيجة لعصر النهضة، وُضع تركيز أقل على أيٌ مما يلي؟,1
أيٌ مما يلي لا يعكس حافزاً لاستخدام الإنترنت أو العلاقات المستمرة؟,3
أيُ مما يلي لا يعكس حافزاً لاستخدام الإنترنت للمشاركة الشخصية؟,3
متى توقفت أوروبا الغربية عن الاعتماد الشديد على التأثيرات وبدأت في تطوير أسلوبها الخاص؟,1
كان استخدام الأزرار لربط الملابس نتيجة لماذا؟ ,3
وفقاً للفقرة، أيٌ مما يلي يُعتبر حلاً عملياً وطويل الأمد للمشكلات البيئية؟,3
وفقاً للفقرة، أيٌ من الحلول التالية لا يُعتبر علاج من علاج الأعراض للمشكلات البيئية؟,2
في أي بلد حصلت الحرب الأولى في أوروبا والتي كانت قضيتها المركزية مرتبطة بتوازن القوى بدلاً من أن تكون في سياق ديني؟,4
أي حرب تُوصف أحياناً على أنها أخر ’حرب دينية‘؟,1
أيٌ من الجوانب التالية من الكنيسة الكاثوليكية لم تكن تخضع للتدقيق؟,2
وفقاً للفقرة، من قُتل في فرساي؟,4
أيٌ مما يلي لم يُجبر الملك والملكة عليه من قِبل الحشد؟,3
أيٌ من التالي لم يكن نتيجة لحرب بريطانيا البحرية غير التقليدية؟,3
أيٌ جملة لا تصف بدقة حصار بريطانيا البحري لألمانيا؟,4
بناءً على الفقرة، من سيحصل على الأرجح على تشخيص بمرض التصلب المتعدد؟,1
وفقاً للفقرة، في ماذا احتاج المشاركون في نشاط بدني المزيد من الدعم؟,1
وفقاً للفقرة، كيف تمارس المبارزة؟,4
وفقاً للفقرة، أيٌ مما يلي يشكل المؤشر الأقوى على التسمم الداخلي؟,4
وفقاً للفقرة، ما هي الخطوة الأولى المناسبة عند تقييم ضحية؟,1
أيٌ من الجمل التالية لا يعكس بدقة عملية فحص ضحية؟,1
أيٌ من التغييرات التي سببتها الثورة الفرنسية كان لها تأثير كبير على مواطني الطبقة العاملة؟,2
بعد الثورة الفرنسية، كان النجاح في الجيش والمهن الأخرى أقل احتمالاً لأن يكون مبنياً على ماذا؟,2
أي خدمة عامة يُقال أنها الأكثر تسبباً بالاستياء في البلدان المتقدمة؟,3
وفقاً للفقرة، ما الذي يمكن قوله حول أنظمة النقل العام؟,3
وفقاً للفقرة، أيٌ مما يمكن أن يكون صعب قياسها بسبب طبيعية السائقين التي لا يمكن التنبؤ بها؟,4
أيٌ مما يلي يُستخدم عند تمثيل حركة مرور رياضياً؟,4
ما الذي استخدمه هيرشي وتشيس لإدخال الحمض النوويّ الخاصّ بهما؟ ,4
على ماذا تعتمد قدرة الطفرة في الانتقال إلى الذرية؟,1
بناءً على المعلومات الواردة في الفقرة، ما الذي لا تعتمد عليه تأثيرات الطفرات المختلفة؟,4
أيٌ مما يلي ليس سبباً لتربية الحضارات القديمة للماعز؟,3
هدف الغولف هو استخدام أقل كمية من ماذا؟,2
في ملعب الغولف، أين يُقص العشب ليكون أقصر؟,2
ما هو الهدف النموذجي لأي تجربة؟,1
وفقاً للفقرة، ما الذي لا يُساعد في توجيه البحث العلمي؟,1
وفقاً للفقرة، أي جملة حول الأعاصير ليست صحيحة؟,3
بناءً على الفقرة، أيٌ من الجمل التالية يصف بدقة أغلب الأعاصير؟,4
أيٌ من التالي بدأه البشر خلال القرن السادس عشر؟,4
لكم من الوقت كان البشر يكبرون الأشياء باستخدام العدسات؟,3
بناءً على الفقرة، ما الذي يقوله كهف محمد حول ممارساته أو قيمه الروحية؟,1
وفقاً للفقرة، لماذا استخدم الحديد أولاً؟,1
وفقاً للفقرة، لماذا حلت العجلات الحديدية محل العجلات الخشبية؟,4
وفقاً للفقرة، ما الذي شكل الأفراد خلال فترة الرومانسية؟,2
أيٌ من الجمل التالية لا يعكس فكرة عامة عن الحتمية التكنولوجية؟ ,1
وفقاً للفقرة، أيٌ مما يلي ليس مرتبطاً بسحب القوس؟,1
وفقاً للفقرة، أيٌ مما يلي مرتبط بصوت أنعم؟,3
تظهر الحفريّات أن الأيدي تكيفت في النهاية لكي تُستخدم بشكل رئيسي في أيٍ من التالي؟,1
أيٌ مما يلي يصف بدقة سلاميات الشمبانزي؟ ,3
يزيل الانتقاء الاختلافات الوراثيّة الجديدة من أي تجميعة؟,4
أي عملية هي المسؤولة عن إضافة اختلافات وراثيّة؟,3
"""بناءً على المعلومات في الفقرة، أيٌ من هذه يجب أن يأكلها أحد الرئيسيات لحل """"مشكلة البروتين""""؟""",3
وفقاً للفقرة، أيٌ من المشكلات التالية لا ينجم عند نقص الأحماض الأمينية الضرورية؟,1
كيف يشير عادةً أعضاء ثقافة فرعية معينة إلى ارتباطهم مع المجموعة؟,4
وفقاً للنظرية المُقدمة في الفقرة، ما الذي قد يحصل لطفل ينتمي إلى أقلية عرقية يخضع أفرادها للتنميط بأنهم يشاركون في سلوك تهديدي؟,3
وفقاً للفقرة، معرفة الطفل بالصورة النمطية العرقية قد يكون له تأثير على أيٌ من التالي؟,2
وفقاً للفقرة، أيٌ من التالي ليس من المرجح أن يكون متوافقاً مع تنشئة طفل وحشي؟,2
وفقاً للفقرة، أيٌ مما يلي يصف بدقة السلوك الوحشي لدى الأطفال؟,2
بناءً على الفقرة، أيٌ من الممارسات التالية ليس متوافقاً مع الزراعة المدفوعة بالكِفافِ؟,3
أيٌ مما يلي يصف بدقة ممارسات زراعة الكِفافِ؟,4
تُصنف زيارة متحف ضمن أي فئة من فئات السياحة؟,3
وفقاً للفقرة، ما الذي قد يكون أولوية لمحبي السفر الترفيهي؟,2
ما المذكور في الفقرة كشيء ساعد في تخفيف الخوف من التغيير ضمن الكنيسة المحلية؟,1
وفقاً للفقرة، إن استيعاب تاريخ المرء قادر على المساعدة في ماذا؟,3
أيٌ من الجمل التالية يصف بدقة منهج ما بعد التمدن التعليمي؟,4
أيٌ من الجمل التالي لا يعكس بدقة منهج ما بعد التمدن التعليمي؟,2
بعد الاستيقاظ عن عمد خلال فترة النوم الطبيعية، أيٌ من هذه ستتدخل مع عملية انقطاع النوم؟,3
أيٌ مما يلي ليس وصفاً دقيقاً لانقطاع النوم؟,4
فيما يحاول الدماغ أن يزيد من تكرار الأحلام الواعية، ما الذي يزداد؟,4
أيٌ من التأثيرات السلبية التالي قد يسببها تكرار الأحلام الواعية على الجسم؟,2
وفقاً للفقرة، ما هو وجه الشبه بين الفرق التقليدية والفرق الافتراضية؟,1
بناءً على الفقرة، أيٌ من الجمل حول الفرق المادية والافتراضية ليس صحيحاً؟,1
أيٌ مما يلي ليس شيئاً تدور حول نظريات المحتوى؟,4
أيٌ مما يلي ليس هدفاً من أهداف قاعدة التثليث؟,2
أيٌ من التالي لا يصف بدقة نموذج الـ35 مم للتصوير؟,3
وفقاً للفقرة، فيما يزيد المُصنعون من جودة أنتاج العدسات، كيف تحسنت عدسات التكبير؟,3
بناءً على المعلومات في الفقرة، متى قد تكون عدسة تكبير مُفضلة على عدسة أولية؟,4
أيٌ من التالي لا يُعتبر وصفاً دقيقاً للتصوّف؟,4
وفقاً للفقرة، أيٌ مما يلي ليس ضمن تركيز الصوفية؟,2
وفقاً للفقرة، من الذي قد بدأ مجتمعاً زراعياً؟,3
وفقاً للفقرة، المجموعة التي اصطادت المواس كانوا السكان الأوائل لأي موقع؟,2
في أي سيناريو سيكون استخدام طريقة الأوريجامي البسيط مفيداً للمجلد؟,4
أيٌ من التالي لا يصف بدقة الأوريجامي البسيط؟,1
وفقاً للفقرة، أي موقع ليس مرتبطاً بحضارة وادي السند؟,3
أيٌ من التالي ليس مذكوراً كاسم ممكن لحضارة العصر البرونزي التي تمت مناقشتها في الفقرة؟,4
وفقاً للفقرة، أي مما يلي يحقق فائدة طويلة الأجل؟,1
وفقاً للفقرة، أي مما يلي قد يعطيه شخص ما الأولوية إذا كان تركيزه على الفوائد الفورية؟,4
وفقاً للفقرة، من غطى جزءاً كبيراً من نفقات الحرب؟,4
أي فترة زمنية جاءت قبل عصر فرسان المعبد؟,3
أي فترة زمنية جاءت بعد عصر فرسان المعبد؟,1
ما هو العلاج الطبي أو الإجراء الذي لم يذكر على أنه يستخدم من قبل الأطباء والجراحين خلال الإمبراطورية الرومانية؟,1
وفقاً للفقرة، أي مما يلي لا يُعزى إلى التطورات التي حدثت في المجال الطبي خلال الإمبراطورية الرومانية؟,3
على ماذا تعتمد القدرة على الإبصار؟,1
ما الذي يعتمد عليه اختلاف بنية العين بين الكائنات الحية؟,2
وفقاً للفقرة، أي جملة عن السيخية لا تصور الدين بدقة؟,2
وفقاً للفقرة، أي مما يلي يعتبر جانباً أساسياً من نظام المعتقدات السيخية؟,1
وفقاً للفقرة، ما الذي قد يواجه الأطفال المصابون باضطراب نقص الانتباه صعوبة في التركيز عليه؟,1
وفقاً للفقرة، لماذا يميل الأطفال المصابون باضطراب نقص الانتباه إلى الانخراط في سلوكيات محفوفة بالمخاطر؟,4
بناءً على المعلومات في الفقرة، أيٌ من هذه ليس مثالاً على التعلم التفاعلي؟,3
أي مما يلي لا يصف بدقة مفهوم التعلم التفاعلي؟,3
وفقاً للفقرة، ما هي ميزة ماي سبيس التي يمكن أن تفيد الطلاب الذين يواجهون مشكلة في القراءة؟,1
وفقاً للفقرة، أي مما يلي لم يكن جزءاً من رد خروتشوف على أعمال الشغب العمال؟,3
أيٌ من التالي لم يكن سبباً لأعمال الشغب في بولندا؟,4
وفقاً للفقرة، أي من التالي لم يؤثر على العلاقات بين الاتحاد السوفيتي والولايات المتحدة؟,3
أي مما يلي لا يصف بدقة الغرض من إرسال النبضات العصبية في جميع أنحاء الجسم؟,1
ماذا يمكن العثور عليه في هضبة الجيزة؟,2
ما كان الغرض من الهرم الأكبر؟,2
من المسؤول عن معرفتنا بالحريق الذي دمر المعبد؟,3
أيٌ هو جملة دقيقة فيما يخص إعادة بناء معبد أرتميس؟,2
وفقاً للفقرة، متى كان أبكر وقت يمكن أن يسير فيه نوع ما على قدمين؟,1
أي من هذه الأنواع كان يسير بانتظام على قدمين؟,2
ما الذي حاولت البحرية الألمانية تحقيقه خلال الحرب العالمية الثانية؟,2
بناءً على المعلومات الواردة في الفقرة، من حقق أكبر نجاح في الحرب البحرية خلال حملة شمال الأطلسي؟,1
ما الذي لم يكن موجوداً عندما طبق الآشوريون استخدام سلاح الفرسان؟,1
كيف كانت تُخاض المعارك التي تستخدم الفرسان؟,3
وفقاً للفقرة، أين لن تجد مواطناً بابلياً عادياً؟,4
أي مما يلي كان مخصصاً للكهنة تحديداً؟,2
متى اكتسب الملك توت عنخ آمون سمعة سيئة؟,3
ما الذي جعل الملك توت عنخ آمون ملكاً مصرياً معروفاً؟,1
ما الذي كان الشاعر اليوناني هومر غير قادر على القيام به؟,2
أي يوناني مشهور معروف بشيء آخر غير الأدب؟,3
أين كانت العائلة العبرية تقضي معظم وقتها؟,1
ما الذي لم يكن مهماً جداً للعائلة العبرية؟,3
أيٌ مما يلي لا يوصف بأنه فرق بين البلدان الاسكندنافية؟,2
من سكن غرينلاند أولاً؟,1
أي مجموعة تفضل تناول العشاء بدون كراسي؟,4
أي مما يلي لن يكون جزءاً من وليمة رومانية قديمة؟,4
بناءً على الفقرة، أي مما يلي من غير المرجح أن يكون له تأثير دائم؟,2
وفقاً للفقرة، ما الذي يسبق الأمة؟,3
أي جملة حول دروكيال دزونج ليست صحيحة؟,1
أي جملة تصف بدقة نتائج الحريق في دروكيال دزونج؟,1
أيٌ من الجمل التالية عن كمبوديا صحيح؟,4
أيٌ من العبارات التالية يصف بدقة غزو كمبوديا؟,4
أي مما يلي لم تفعله شركة الهند الشرقية الهولندية خلال فترة وجودها في تايوان؟,4
ماذا أنشأت معاهدة شيمونوسيكي؟,4
كيف يُقاس مستوى الأس الهيدروجيني لمادة كيميائية؟,3
ما الذي أُزيل من أيونات الهيدروجين؟,4
أي من الجمل التالية لا تصف بدقة قطيع أسود؟,3
أي من الجمل التالية لا تصف بدقة سلوك الأسود؟,4
الأرانب فريسة شائعة لأي نوع من الحيوانات المفترسة؟,3
عادة ما تصطاد القطط الصغيرة أياً من التالي؟,1
أي من التالي ليس جزءاً من طريقة صيد النّمر القزم؟,3
أي مما يلي لا يصف بدقة النّمر القزم؟ ,3
أي مما يلي لا يعتبر أعظم قوة للنمر؟,1
وفقاً للفقرة، أيٌ من التالي هو فرقٌ بين النمور والأسود؟,2
وفقاً للفقرة، ماذا فعل روبرت هوك قبل علماء الأحياء الآخرين؟,1
"""ماذا يعني أصل كلمة """"خلية""""؟""",2
وفقاً للفقرة، فإن معظم الحيوانات لديها القدرة على فعل ماذا؟,2
وفقاً للفقرة، ما الذي لا تملكه بعض الحيوانات؟,3
ما الذي يساعد النباتات في عملية التمثيل الضوئي؟,4
ما الذي يخرجه البشر وتستنشقه النباتات؟,4
وفقاً للفقرة، أي من الأمثلة التالية ستعيق عملية التطور؟,1
أيٌ من الجمل التالية التي لا تصف بدقة عملية الانتواع؟ ,1
أي جزء من الدورة الدموية يجلب الدم نحو القلب؟,4
ما هي الأنابيب الأصغر في جهاز الدورة الدموية؟,1
تزيد قدرة الحشرة على طي أجنحتها للخلف أيٌ مما يلي؟,2
أي مما يلي لم يذكر في الفقرة باعتباره شيئاً يتأثر بقدرة الحشرة على الطيران؟,2
أي من الخصائص التالية لا ترتبط عادة مع الديناصورات؟,2
أي مما يلي لا يعتبر عادة سمة مشتركة بين الطيور والديناصورات؟,3
وفقاً للفقرة، أي جزء من نبات سيكاسيات قد يأكله الترايسراتوبس على الأرجح؟,2
وفقاً للفقرة، أي من التالي من المرجح أن يأكله الترايسراتوبس؟ ,2
وفقاً للفقرة، من المرجح أن تحظى أي من الرياضات التالية بشعبية واسعة في المناطق الشمالية من إيطاليا؟,3
بناءً على المعلومات الواردة في الفقرة، أي من الرياضات التالية فازت ببطولة العالم لإيطاليا؟,1
بعد أي حدث أصبحت أجزاء معينة من لوكسمبورغ بلجيكية؟,2
أي من ما يلي أثر على حياد لوكسمبورغ؟,1
كم كيلومتر مربع من مساحة تركيا الإجمالية في أوروبا؟,4
وفقاً للفقرة، كم يبلغ طول تركيا بالأميال تقريباً؟,4
لماذا تستخدم اللغة اللاتينية في مدينة الفاتيكان؟,1
في مدينة الفاتيكان، ما الذي لا تُستخدم اللغة الإيطالية فيه؟,3
وفقاً للفقرة، أي من التالي هو من فوائد مزج الصوت على أجهزة الكمبيوتر المتطورة؟,1
وفقاً للفقرة، في أي مكان تحتوي غالبية المنازل على مراحيض مع آلية تصريف؟,1
في أي من المواقع التالية عُثر على شبكات صرف صحي متقدمة؟,1
أي مما يلي يتسبب في دوران المتزلج؟,1
وفقاً للفقرة، أي مما يلي يصف بدقة الجوف الموجود على شفرة التزلج على الجليد الحديثة؟,3
وفقاً للفقرة، ما هي العملية التي تسمح للذرات بالتخلص من الطاقة الزائدة من الضوء؟,4
ما الذي يجعل الذرة تبعث فوتوناً؟,2
وفقاً للفقرة، ما الذي سيؤدي في النهاية إلى توقف المصباح الكهربائي عن العمل؟,3
أي مما يلي قد يكون لمسه خطراً أثناء استبدال المصباح الكهربائي؟,3
وفقاً للفقرة، ماذا يحدث عندما تنقسم النواة؟,2
أي مما يلي يعكس نداءات بعيدة المدى لتعود إلى الأرض,2
أي من هذه تستخدم لوضع تلسكوب في الفضاء؟,2
ما الذي يجب ملاحظته بشأن حدث دوري لتتبع مرور الوقت؟,2
وفقاً للفقرة، ما هو جانب الحدث الذي يُستخدم لمقارنة الوقت؟,1
وفقاً للفقرة، أي مما يلي يعتبر نموذجياً لوريث العرش؟,2
بناءً على المعلومات الواردة في الفقرة، كان تشارلز أول من فعل ماذا؟,3
من أي بلد كان أسطول تريغفاسون؟,4
في أي وقت من التاريخ مارست ألمانيا تأثيراً ثقافياً قوياً على إستونيا؟,2
بماذا تأثرت اللغة الاستونية؟,2
وفقاً للفقرة، يتقلب عدد المتحدثين الأصليين بالهندية بناءً على أي عامل؟,1
أي من التالي هي جملة صحيحة حول اللغتين الهندية والأردية؟,2
أي مما يلي ليس حقيقة دقيقة عن أبجدية الهانجول؟,2
تم تغيير الأبجدية هانمن جيونجوم في النهاية إلى ماذا؟,2
وفقاً للفقرة، ما هي اللغات التي تأثرت باللغة السنسكريتية؟,4
وفقاً للفقرة، تقلص استخدام اللغة السنسكريتية بسبب ماذا؟,4
وفقاً للفقرة، أي من الجمل التالية هي جملة دقيقة فيما يتعلق بالجاذبية على أيو؟,4
وفقاً للفقرة، أي من العبارات التالية تصف بدقة الطبقة الخارجية للقمر؟,2
وفقاً للفقرة، أين هي قشرة القمر الأكثر سمكاً؟,3
بناءً على المفقرة، أي مما يلي يعتقده بعض الناس؟,3
ما الذي يصبح أرق كلما انتقلت بعيداً عن مركز الشمس؟,3
وفقاً للفقرة، أي جزء من الشمس مرئي من الأرض؟,3
أيٌ من الملاحظات التالية التي ساعدت على تأكيد نظرية كوبرنيكوس؟,1
أيٌ من التالي لاحظه غاليليو غاليلي سنة 1610؟,2
وفقاً للفقرة، من أين يجمع نهر الأمازون المياه؟,1
أي لقب لا يُنسب إلى نهر الأمازون؟,3
ما هو مجال العمل المذكور في الفقرة والذي يوظف أقل عدد من الفنزويليين؟,3
وفقاً للفقرة، أي من القطاعات التالية توظف أكبر عدد من الفنزويليين؟,1
وفقاً للفقرة، ما الذي يسمح الاندماج للنجوم بفعله؟,3
أي مما يلي سيُنشأ مفاعل اندماج مفيد؟,2
ما هو التركيب الكيميائي للماء؟,4
عندما يتغير شكل الماء، ما الذي سيبقى كما هو؟,1
وفقاً للفقرة، أي مما يلي لم يكن مشكلة للولايات الثلاث عشرة عند محاولة فرض قوانين معينة؟,1
وفقاً للفقرة، أي جملة تعكس بدقة حالة الحكومة المركزية خلال الحرب الثورية؟,3
كيف تكتب الكلمات الموجودة على ظهر إعلان الاستقلال؟,3
تشتهر سنغافورة بأي مما يلي؟,1
ما هي فاندا ميس جوكويم؟,2
وفقاً للفقرة، ما هي صفة أهرامات الجيزة التي لم يكن من المحتمل أن يتعجب منها المصريون في المملكة الجديدة؟,1
وفقاً للفقرة، من أين تهاجر الحيوانات العاشبة سعياً وراء الأمطار؟,2
وفقاً للفقرة، ما هي المنطقة التي تغادر منها الحيوانات العاشبة في وقت ما حوالي أبريل؟,2
كانت عملية أسد البحر غزواً لأي بلد؟,2
ماذا أسمت ألمانيا الهجوم على بريطانيا؟,2
ما الذي لم يذكر كخطوة ضرورية في خطة إيطاليا للاستيلاء على البلدان الأفريقية؟,2
وفقاً للفقرة، ما الذي اعتبر الهدف الأساسي لإيطاليا من الحرب؟,1
من أقام علاقات ودية مع الغزاة؟,2
من هم الحلفاء المشاركون في عملية دراغون؟,1
تسبب تطوير أي تكنولوجيا في بدء الغواصات في السفر تحت الماء؟,4
خلال استخدامها الأول، كان نطاق الغواصات محدوداً جداً في أي مجال؟,3
وفقاً للفقرة، من الذي انتهك الاتفاقية؟ ,4
أي مما يلي لم ينفذه الجيش الأحمر؟,3
ماذا حدث للقائد العام للجيش العاشر الإيطالي؟,3
أين قتل إيتالو بالبو؟,4
وفقاً للفقرة، أي من التقنيات التالية جزء مهم من التأمل التبتي؟,3
"""وفقاً للفقرة، كيف يتم تنشيط الشاكرات أثناء """"مركز"""" التأمل التبتي؟""",2
من قدم الأغنية الدينية الثانية خلال البرنامج؟,4
وفقاً للفقرة، من قدم أغنية دينية أثناء تقديم الطعام؟,1
ما هو العرض قبل الأخير في المساء؟,1
ما هي جنسية أليساندرو سافينا؟,4
بناءً على الفقرة، أي من الجمل التالية غير صحيحة؟,1
وفقاً للفقرة، من الذي أدلى بتعليق بشأن مستوى الحرارة غير المريح؟,2
أين كان هناك انقطاع في التيار الكهربائي بسبب نشاط تسونامي؟,1
وفقاً للفقرة، كيف تأثرت تونغا بانقطاع التيار الكهربائي؟,4
متى تمكنت الشرطة من استخدام أجهزة الرادار الخاصة بهم لتسجيل سرعة قيادة جوني ريد؟,1
وفقاً للفقرة، لماذا كان من الصعب على شرطة نيوزيلندا تسجيل سرعة جوني ريد؟,2
أين تمركز الزلزال بالنسبة لبوتي؟,2
ماذا حدث خلال أعمال الشغب في أبو غريب؟,4
لماذا اكتسب السجن العراقي سمعة سيئة؟ ,4
ما نوع الحدث الذي كان من المقرر عقده في إستاد الحرب التذكاري في ماوي؟,3
من قدم في النهاية تفسيراً بشأن إلغاء الحدث؟,2
من يعتقد العديد من سكان بيشكك أنهم مسؤولون عن النهب؟,3
من ألقى باللوم على المتظاهرين من الجنوب في أعمال النهب؟,1
متى شهدت Ring زيادة في المبيعات؟,1
متى قرر جيمي سيمينوف بدء Ring؟,1
قدمت كل حلقة من حلقات ريدينج رينبو توصيات للأطفال بشأن ماذا؟,4
ما الذي قد يكون ساهم في إلغاء سلسلة ريدينج رينبو؟,1
أي مما يلي لم يكن حجة قدمها المسؤولون عن أمستردام والمتحف فيما يتعلق بالشجرة؟,2
وفقًا لكبير مفتشي الجمعية الملكية لمنع القسوة على الحيوانات (RSPCA)، يجب أن تكون عمليات التفتيش قياسية لأي مما يلي؟,4
وفقاً للفقرة، ما الذي يمكن أن يساعد في ترسيخ أهمية رعاية الحيوانات لدى عمال المسلخ الأستراليين؟,1
وفقاً للفقرة، ما هي مهنة الشخص الذي تم اعتقاله؟,1
وفقاً للفقرة، بينما كانت الأخبار تنتشر عن اعتقال آخر، أقيمت جنازات لكم من الضحايا ؟,2
رداً على الاحتجاجات، أي دولة لم تمضي قدماً في اتفاقية مكافحة التزييف التجارية الموقعة ؟,2
وفقاً للفقرة، أي من البلدان التالية قررت تأجيل عملية الانضمام إلى اتفاقية مكافحة التزييف التجارية؟,4
كم عدد الأشخاص الذين أصيبوا نتيجة حوادث حرارة آي بود الزائدة؟,1
من قال إن حوادث الحرارة الزائدة لم تكن خطيرة للغاية؟,4
خلال خطابه، ما الذي قال ستيف جوبز إن شركة آبل ستعيد اختراعه؟,2
ما هو الغرض من خطاب ستيف جوبز الذي استمر ساعتين؟,3
ماذا أعلنت كريستينا فرنانديز دي كيرشنر في المسرح الأرجنتيني؟,1
أين أعلنت كريستينا فرنانديز دي كيرشنر عن نيتها الترشح؟,2
ما هي نتائج تحقيق هيئة الاتصالات والإعلام الأسترالية فيما يتعلق ببرنامج الأخ الأكبر؟,1
ما هي المعايير التي يجب أن تندرج تحت الوسائط حتى يتم اعتبارها محتوى على الإنترنت؟,2
من هو زعيم الحزب الليبرالي الأسترالي؟,2
لماذا لا تمتلك أستراليا بالفعل صناعة طاقة نووية؟,1
أي متزلج تنافس بمساعدة مرشد؟,3
أي دولة احتلت المركز العاشر في بطولة سوبر جي لفئة النساء في وضع الوقوف؟,1
وفقاً للفقرة، أي جملة جول بليك ليست دقيقة؟,2
بناءً على الفقرة، أي مما يلي لم يحدث لبليك؟,3
ما الذي لن يستخدم فيه صندوق الاحتباس الحراري التابع للأمم المتحدة؟,2
وفقاً للفقرة، ما الذي تأمل الأمم المتحدة في إنقاذه؟,3
أي مما يلي لم يستشهد به ألبرت موتشانغا كشيء لا يزال يتعين الاتفاق عليه؟,1
وفقاً للفقرة، لماذا يمكن أن تبدأ التجارة في يوليو؟,2
وفقاً للفقرة، ما الذي اتهمت به صحيفة Atlanta Journal-Constitution موظفي التعليم؟,3
بناءً على المعلومات الواردة في الفقرة، ما الذي لم يذكر في تقرير Atlanta Journal-Constitution؟,3
وفقاً للفقرة، ما هي المعلومات المعروفة بعد التفجير؟,4
منذ انضمامه إلى مانشستر سيتي في عام 2017، كم عدد المباريات التي خاضها هيسوس؟,4
