question,gemini_answer
Ninnu jumɛn kelen de ma kofɔ tɛmɛsira in kɔnɔ inafɔ kalanden ka bulɔguli nafa fɔlɔ?,1
Ninnu fɛnw kelen jumɛn de ko fɔra bulɔguli la inafɔ dusudonbaga kalanden ka sɛbɛnli taɲɛlila?,1
Ninnu kelen jumɛn de nafa tɛ kalandenw ka kuma fɔnfɔni ye ɲɔgɔnkɔ? ,3
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu fɛnw kelen jumɛn kuma fɔnfɔni ye ɲɔgɔnkɔ tɛ se ka yɛlɛma kalandenw ye?",3
Mun de ma kofɔ ni tɛmɛsira in na inafɔ fɛn min mɔgɔ bi se ka fara mejewali faamasow kan?,1
Ninnu kelen jumɛn de ma kofɔ ni tɛmɛsira in na inafɔ kasa walima mankan min tun bi ka fɛrɛ ye faamaso tiɲɛniw na?,1
Ninnu kelen jumɛn de bi faamaso Kirby Muxloe cogoya jaati ɲɛfɔ ka?,4
Ninnu so jɔli nafaw kelen jumɛn de tun bi se ka jate a damana ko Faamaso Kirby Muxloe la waati kofɔlen na ni tɛmɛsira in na?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de bɛ nafa ba se bolikɛla ma min bɛ k’a labɛn waati nata kama?",4
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de nafa ka bon kilimɛtiri tilancɛ boliba kosɛbɛ?",1
"Farikoloɲɛnɛjɛra dɔ fɛ, fɔta jumɛn de tɛ se ka sɔrɔ dumuniɲumannafama waleyaw dɔrɔn fɛ?",4
"Ka da nin tɛmɛsira in ka, fɔta jumɛn ma poropoze i n’a fɔ sira dɔ min b’a to farikoloɲɛnɛjɛla denmisɛniw walasa k’u farikoloɲɛnɛjɛ damu bɔnɲa sɔrɔ?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, Muna yɔrɔ camancɛ bolila bɛ se ka fɛnw san minnu da ka gɛlɛn?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, yɔrɔ camancɛ bolili be mun de laɲini?",2
Jɔn ye nikilerɛri makan bɔlen kodɔn? ,3
San jumɛn tigiya sɛbɛn dira dɔgɔtɔrɔ nikilerɛri makan bɔlen tɔgɔla? ,2
"Ka kɛɲɛ ni tɛmɛsira in ye, adamadenw kan ka faamuyaliba sɔrɔ mun de kan walasa ka tɔw ka ko dogonin dɔw ɲɛnabɔ?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, ŋaniya famuyali bɛ adamaden dɛmɛ ka mun kɛ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn ye AI ka kuntilenna jɔnjɔn ye?",4
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de jɛlen do ni AI waati dɔw?",2
"Ka kɛɲɛ ni tɛmɛsira in ye, fɔta jumɛn de ye mɔgɔ ka fanga ye mɔgɔ min bɛ miiricogokɛ min bɛ ɲɔgɔn sɔrɔ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛŋ de tɛ jate inafɔ sinsinyɔrɔ mɔgɔw ka hakilina la minnu miiricogokɛ bɛ ɲɔgɔn sɔrɔ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de tɛ jate inafɔ farikolo tabolo fitini?",1
Ninnu kumasen jumɛn de tɛ tiɲɛ ye farikolo tabolo finiti ɲɛfɔli kan?,1
Ninnu jumɛn nafa boɲana kosɛbɛ k’a sabu jɛ Renaissance ye? ,3
"K’a sabu kɛ Renaissance ye, sinsinni dɔgɔyara ninnu jumɛn de kan?",1
Ninnu jumɛn de tɛ kun jira ka ɛntɛrinɛti labaara jɛɲɔgɔnya min bɛ taɲɛ kama?,1
Ninnu jumɛn de tɛ kun jira ka ɛntɛrinɛti labaara mɔgɔ yɛrɛ sendonni kama?,1
Tuma jumɛn Erɔpu tilebin yan fan y’a banbanni dabila ni fangan ye wali taabolo kan k’a yɛrɛka taabolo yiriwali daminɛ?,1
kuruniw labaarali ka donfiniw datugu sabu bɔra mun de la? ,3
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de jatelen do inafɔ waatijan fɛɛrɛ min be se ka kɛ diɲɛ kunkow la?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de jatelen tɛ inafɔ bana tamasiyɛn furakɛli diɲɛ kungow la?",1
Ɛsipaɲi fanga yɛlɛmayɛlɛma kɛlɛ ye kɛlɛ fɔlɔdaminɛ yira min jujɔn tun ye fangalatilen ye kasɔrɔ a ma kɛ diinɛko hukumu kɔnɔ?,1
Kɛlɛjumɛn de kofɔlen do kumadɔw la inafɔ ‘diinɛkɛlɛ’ laban?,1
Nin yɔrɔ jumɛnw de la Egilizi Katoliki tun tɛ ka sɛgɛsɛgɛ?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, jɔn de fagara Versailles ?",4
"Ninnu na, mun de jagoya Massakɛ ni Masamuso kan Jama fɛ?",1
Ninnu jumɛn de sabu tɛ Beretaɲi ka bɛnkanbaliya kɔgɔjila kɛlɛ ye?,4
Kumasen jumɛn de tɛ lakilili kɛ ka ɲɛ Beretaɲi ka jisira datugu la min kɛra Alimaɲi kama?,4
"Ka da tɛmɛsira in kan, a ka c’a la mɔgɔ jumɛn de bɛ se ka sɛgɛ ko nsɛmɛ bana yer’a la?",1
"Ka da tɛmɛsira in kan, minnu b'u sedɔn nin baara jɔlenw na olu mako bɛ dɛmɛ caman na ka ɲɛsin mun ma?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, a ka c'a la ɛsikirimu be zuye cogodi?",4
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de be se ka kɛ Kɔnɔna dɔngɔnɔn tamasiɲɛ barikama ba ye?",4
"Ka kɛɲɛ ni tɛmɛsira in ye, walasa ka binkɛra min kan lajɛ, baara bɛrɛbɛnnen fɔlɔ jimɛn de k'an ka kɛ?",1
"Ninnu kumasen jumɛn de tɛ ye, bin kɛra min kan k'o lajɛ cogo baaraw jira ka ɲɛ?",2
Yɛlɛma jumɛnw de sabu bɔra Faransi Yɛlɛma la n’olu ye nɔ bila fasoden baarakɛlaw la kosɛbɛ?,2
"Ka tugu Faransi Yɛlɛma la, sanga sɔrɔli kɛlɛcɛya la ani baara wɛrɛw la a ka dɔgɔn a la o tun sinsin ne bɛ mun de kan?",4
A fɔlendo ko wasa ka dɔgɔn ka ɲɛsin foroba baarada jumɛn de ma kosɛbɛ jamana yiriwalenw na?,3
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de be se ka fɔ foroba tiransipɔri kan?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn bɛ se ka gɛlɛya ka jateminɛ kɛ k’a sababu kɛ mɔbili bolila kɛcogoya tɛ seka dɔn?",4
Ninnu jumɛn de bɛ labaara walasa sirikilasiyɔn bolili be seka sɛbɛn nin mati ye?,3
Hershey ni Chase ye mun de itilize ka k'u yɛrɛ ka adayɛni dɔn? ,4
Yɛlɛmali ka se ka taa bɔnaw la o dulonnen do mun na?,3
"Ka da kunafoni dilenw kan tɛmɛsira in kɔnɔ, yɛlɛma nɔ suguyaw tɛ u jigi da mun kan?",1
Ninnu jumɛn de tun tɛ kun ye walasa tabolow ka baa mara?,1
Gɔlifu kun ye ka mun hakɛ dɔgɔmani taa?,4
"Gɔlifu tɛrɛnkan, yɔrɔ jumɛn bin tigɛlendo k’a surunya?",2
Jumɛn ye sɛgɛsɛgɛli kun ye?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de tɛ dɛmɛlikɛ ka dɔni ɲinini bila sira?",2
"Ka kɛɲɛ ni tɛmɛsira in ye, kumasen jumɛn de tɛ tiɲɛ ye fiyɛnkolonw kan?",3
"Ka da tɛmɛsira in kan, kumasen jumɛn de bɛ ɲɛfɔlikɛ fiyɛnkolon kan ka ɲɛ?",4
Adamadenw ye ninnu jumɛn de kɛli daminɛ san kɛmɛ sigi 16nan?,4
Kabi waati joli adamadenw bɛ fɛnw bonya ni lunɛtiw ye?,3
"Ka da tɛmɛsira in kan, Muhamadu ka kuluwo bɛ mun fɔ kelennadeliw an’u nafaw kan?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, nɛgɛ tun bɛ kɛ mun de ye fɔlɔ?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, munna jiri senw falenna ka kɛ nɛgɛ senw ye?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de ye mɔgɔw labɛn Romantizimu waati la?",2
Ninnu kumasen jumɛn de tɛ jirali kɛ fɛɛrɛsiraw detɛrimizimu hakilinala bakurunba la? ,1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de jɛlen tɛ nɛgɛjurunin sama fɛ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn lajɛnnen do ni mankan fitini ye?",3
Sukɔrɔw b’a jira an ko tɛgɛ laban k’a bɛrɛbɛn ni ninnu jumɛn de labaarali ye fɔlɔ?,3
Ninnu jumɛn de bɛ woronin tɛgɛngɔni kolow ɲɛfɔ ka ɲɛ? ,1
Sugandili jɔlan kura yɛlɛmali bɔ suguya jumɛnna?,4
Baara taa cogo jumɛn de bɛ dɔfara jɔlan yɛlɛmali kan?,3
"Ka da kunnafoni dilen kan tɛmɛsira in kɔnɔ, gɔn kan ka ninnu jumɛn de dun walasa k’a ka “poroteniyi ko gɛlɛya” ɲɛnabɔ?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, kunbalan jumɛn de sabu ma bɔ amino-asidi nafamanw dɛsɛli la?",1
Dugumasɛnɛ kɛrɛnkɛrɛnnenw mɔgɔw b’u ka fara ɲɔngɔnkan ya ni kulu wɛrɛ ye cogodi?,3
"Ka kɛɲɛ ni hakilina jiralen in ye tɛmɛsira in kɔnɔ, mun de bɛ se ka denmisɛn na min b'a yɛrɛ jati siyakulu fitini dɔ fɛ min kofɔlen do k’u bɛ don bagabagali walew la?",2
"Ka kɛɲɛ ni tɛmɛsira in ye, denmisɛn ka bɔli kow kalama minnu kofɔlen siya kan, a bɛ se ka yɛlɛma don ninnu jumɛn de la?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, a ka c’a la ninnu jumɛn de basigilen tɛ denmisɛn bagannamanw lamɔnina?",2
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de bɛ baganya jogow kofɔ ka ɲɛ denmisɛnna?",3
"Ka da tɛmɛsira in kan, nin wale jumɛn de basigilen tɛ ni baloɲini sɛnɛ?",3
Ninnu jumɛn de bɛ baloɲini sɛnɛ walew ɲɛfɔ ka ɲɛ?,2
"Ka ta bɔ fɛnkɔrɔmaraso la, o bɛ jate turisimu suguya jumɛn fɛ?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de bɛ se ka kɛ yɛrɛɲɛba dugutaalaw bolo kosɛbɛ?",2
Mun de fɔra tɛmɛsira in kɔnɔ inafɔ fɛn dɔ min bɛ se dɛmɛli kɛ ka dɔ bɔ yɛlɛma ɲɛsiranɲɛ la yɔrɔ egilizi kɔnɔ?,4
"Ka kɛɲɛ ni tɛmɛsira in ye, mɔgɔ yɛrɛ ka tariku faamuya be se k’i dɛmɛ mun na?",3
Ninnu kumasen jumɛn de bɛ posimodɛrini mɔgɔw ka kalanfɛrɛ ɲɛfɔ ka ɲɛ?,4
Ninnu kumasen jumɛn de tɛ posimodɛrini mɔgɔw ka kalan fɛrɛ jira ka ɲɛ?,4
"Dabɔnkama kunuli sugunɔgɔ nɔrɔmali waatikɔnɔ, ninnu jumɛn de sen be don sugunɔgɔ tigɛli baaraw la?",3
Ninnu jumɛn de te sunɔgɔ tigɛli ɲɛfɔli ka ɲɛ?,4
"Ni hakili b’a sifilɛ ka suko jɔlen kɛ kuma caman, dɔ bɛ mun kan?",4
Suko jɔlen be se ka ni nɔ jugu jumɛn bila farikolola?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, kulu kɛnɛkantaw ni ɛntɛrɛnɛti sanfɛ kuluw bɔlen do mun ni mun na?",2
"Ka da tɛmɛsira in kan, kumasen jumɛn tɛ tiɲɛ ye ka ɲɛsin ɛntɛrɛnɛti sanfɛ ni kulu kɛnɛkantaw ma?",1
Ninnu jumɛn tɛ fɛn ye min b’a kɔnɔkow hakilinaw sinsinnen bɛ min kan?,1
Ninnu jumɛn tɛ tila sabannan sariya fɛn ye?,1
Ninnu jumɛn de tɛ 35mm ja yangan ɲɛfɔ?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, komi dilannikɛlaw bɛ ka kuntilenna ɲumanw dilanni caya, samali kuntilennaw fisayara cogodi?",3
"Ka da tɛmɛsiran in kɔnɔ kunafoni kan, tuma jumɛn zoom lentiyew bɛ se ka fusaya ka tɛmɛ kuntilen fɔlɔw kan?",4
Nin fɛn jumɛn kelen tɛ se ka jate Misitisisimi bugunatigɛ hakika fɛ?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, nin fɛn jumɛnw dɔlakelen tɛ Misitisisimi kuntilenna dɔ ye?",2
"Ka kɛnɛ ni tɛmɛsira in ye, jɔn tun bɛ se ka sɛnɛla sigida sigi?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, kulu minnu tun bɛ maos faga olu tun ye yɔrɔ jumɛn sigiba fɔlɔw ye?",2
Lahaliya jumɛn na purelans ka oragi fɛɛrɛ bɛ kurulikɛla nafa?,2
Nin fɛnw dɔlakelen jumɛn tɛ Purelans origami bugunatigɛ jaati?,1
"Kakɛɲɛ ni tɛmɛsira in ye, yɔrɔ jumɛn sɛn tɛ Indus ka Badingɛ Tabiya la?",1
Nin fɛnw dɔlakelen jumɛn tɔgɔ ma fɔ tɛmɛsira in kɔnɔ min be se ka kɛ kurukanfolon Tabiya tɔgɔ ye?,4
"Ka kɛɲɛ ni tɛmɛsira in ye, nafakuntalajan bɛ sɔrɔ nin fɛn jumɛn kelen na?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, mɔgɔ bese ka nin fɛnw jumɛn kelen bila ɲɛfɛ n’a ka laɲini ye nafa teliman ye?",4
"Ka kɛɲɛ ni nin tɛmɛsira ye, jɔn ye kɛlɛ musakaw fanba sara?",4
Waati jumɛn kɔna diinɛkɛlɛcɛw ka tile ɲɛ?,3
Waati jumɛn fɔra diinɛkɛlɛcɛw ka tile kɔ?,3
Furakɛli suguya walima furakɛli sira jumɛn tɔgɔ m’a fɔ ni furakɛlikɛlaw ani farali furakɛlifaw tun bɛ baara kɛ n’a ye Roman Fanga waati?,1
"Ka kɛɲɛ ni nin tɛmɛsira in ye, nin fɛnw jumɛn kelen ma kɛ furakɛli ɲɛtaw nɔ ye Roman fangamara waati?",1
Yeli se sirilendon fɛn jumɛn la?,1
ɲɛ dilani cogoya caya fan nin ɲɔgɔncɛ o sirilen do fɛn juman la?,2
"Ka kɛɲɛ ni nin tɛmɛsiran ye, nin Sikhism kun kan kuma jumɛn tɛ diinɛ in bugunatikɛ faasi?",2
"Ka kɛɲɛ ni nin tɛmɛsira in ye, nin fɛnw kele jumɛn be se ka jate nafɔ Sikh diinɛ sinsinbereba dɔ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, Jatekɛminɛbaliya Bana bɛ denmisɛnni minnu na, a bɛ se ka gɛlɛya u ma k’u sinsin mun de kan?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, munna Jatekɛminɛbaliya Bana bɛ denmisɛnni minnu na u bɛ to ka farati walew kɛ?",4
"Ka da kunafoni dilen kan tɛmɛsir in kɔnɔ, ninnu jumɛn de tɛ dɛmɛli kalan misali ye?",1
Ninnu jumɛn de tɛ dɛmɛli kalan hakilina ɲɛfɔ ka ɲɛ?,3
"Ka kɛɲɛ ni tɛmɛsira in ye, MySpace baarakɛcogo jumɛn be se ka kalandenw dɛmɛ kalanjɛ ka gɛlɛn minnu ma?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de tun tɛ Krushchev ka jaabi la ka ɲɛsin baarakɛlaw ka mankanw ma?",1
Ninnu jumɛn de tun te makanw kun ye Polɔɲi?,4
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn de ma fɛn kɛ USSR ni USA ka jɛɲɔgɔnya la?",2
Ninnu jumɛn de tɛ fasa cikanw cili ka ta farikolola kun ɲɛfɔ ka ɲɛ?,4
Mun de bɛ se ka sɔrɔ The Giza Plateau la?,4
Piramidi Ba kun tun ye mun ye?,2
Jɔnni y’an ka tasumadonwale dɔnni sabu ye min ye tasumadonwale sɔnnikɛyɔrɔ tiɲɛ?,3
Kumasen jumɛn ye tiɲɛ ye ka ɲɛsin Artemis sɔnnikɛyɔrɔ jɔli ma kokura?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, waati fɔlɔfɔlɔ jumɛn de la danfɛn dɔ tamana sen fila kan?",1
Nin danfɛn jumɛnw de tun bɛ tama u sen fila kan tuma bɛɛ?,1
Alimaɲi kɛlɛkɛ bato kulu tun bɛ ka mun de waleya Diɲɛ Kɛlɛba Filannan waati la?,2
"Ka da kunnafoni dilen kan tɛmɛsira in kɔnɔ, jɔn ye se ba sɔrɔ kɔgɔji kɛlɛ la Atlantic Woroduguyanfan Kanpaɲi na?",1
Mun de tun tɛ yen tuma min na Asariyaniw ye so kɔ sanfɛ kɛlɛ daminɛ?,1
"Kɛlɛ minnu tun bɛ kɛ so kɔkan, olu bɛ cogodi?",3
"Ka kɛɲɛ ni tɛmɛsira in ye, i tɛ Babyloneka ka sɔrɔ yɔrɔ jumɛn na?",2
Nin fɛn jumɛn kelen tun dabɔlen do sɔnnikɛlaw kama kɛrɛnkɛrɛnnenya la?,4
Waati jumɛn Masa Tutankhamun ye tɔgɔtigiya sɔrɔ?,3
Mun tun ye Tutankhamun kɛ Izipiti Masa dɔnnen ba dɔ ye?,1
Gɛrɛki poyi bɔla Homer tun tese ka mun kɛ?,4
Gɛrɛki tɔgɔtigi jumɛn dɔnna fɛn wɛrɛ sababu la min tɛ sɛbɛni baara ye?,3
Izirayɛli denbayaw tun b’u ka waati fanba bɛɛ kɛ yɔrɔ jumɛn?,1
Mun nafa tun man bon kosɛbɛ Izirayɛli denbayaw bolo?,3
Nin fɛnw jumɛn kelen ɲɛfɔlen tɛ ka kɛ Sikandinavi jamanaw danfara ye?,2
Jɔn fɔlɔ tun sigira Greenland?,1
Kulu jumɛn tun b’a kanu ka surɔfana dun kasɔrɔ u m’u sigi sigilanw kan?,3
Nin fɛn jumɛnw kelen tɛ Romain kɔrɔw ka ɲɛnagɛdumuni ye?,4
"Ka kɛɲɛ ni nin tɛmɛsira in ye, nin fɛnw jumɛn kelen te se ka wolo nafa sabatilen na?",1
"Ka kɛɲɛ ni nin tɛmɛsira in ye, mun de bɛ kɔn jamana ɲɛ?",3
Kuma jumɛn kelen fɔlen be Drukgyal Dzong kan n’o tɛ tiɲɛ ye?,1
Nin kuma jumɛn kelen bɛ tasuma kɔlɔlɔ ɲɛfɔ Drukgyal Dzong yɔrɔ la?,1
Ninnu kumasen jumɛn kelen fɔlen do Kanbɔji kan n’o ye tiɲɛ ye?,3
Ninnu kumasen jumɛn kelen bɛ Kanbɔji minɛli ɲɛfɔ kaɲɛ?,4
Peyiba cakɛda East India Company ma nin fɛnw jumɛn kelen kɛ k’u to Tayiwan kɔnɔ?,1
Shimoneski Bɛnka ye mun sigi senka?,4
Danifɛnw bayɛlɛman kundama be suman cogo di?,3
Mun tun bɔra Hydrogene ions la?,1
Kumasen jumɛn tɛ warakuluw ɲɛfɔ kaɲɛ?,1
Ninnu kumasen jumɛn tɛ waraw kɛwale ɲɛfɔ ka ɲɛ?,4
Zɔzanw ye ɲiminiwaraw jumɛn ka dumunifɛn ye?,3
Warafitiniw ka telin ka sogo jumɛn de fɛlɛ ninnu cɛla?,1
Ninnu jumɛn tɛ jakumawara ka fɛlɛli fɛɛrɛ kɔnɔ?,4
Nin fɛnw jumɛn tɛ jakumawara bugunnatigɛ ɲɛfɔ ka ɲɛ? ,3
Nin fɛnw jumɛn tɛ jate jaraminɛjara ka sew dɔ ye?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, nin fɛnw jumɛn bɛ danfara do jaraminɛjaraw ni warabaw cɛ?",2
"Ka kɛɲɛ ni tɛmɛsira in ye, Robert Hooke ye baara jumɛn kɛ ka kɔn balofɛnw kalanbaw dɔw ɲɛ?",3
“Farikolobɔn” daɲɛ bɔra mina o kɔrɔ ye mun ye?,1
"Ka kɛɲɛ ni tɛmɛ sira in ye, baganw caman bɛ se ka mun ni mun kɛ ?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, mun fɛn tɛ bagan dɔw la?",3
Mun bɛ falenfɛnw dɛmɛ photosynthese baara kɛli la?,4
Mɔgɔw bɛ mun bila ka bɔ fiyɛn fɛ ni falenfɛnw b'o sama?,4
"Ka kɛɲɛ ni tɛmɛ sira in ye, ninnu misali jumɛnw bɛ se ka ɲɛlɛmanin baara bali?",2
Ninnu kumasen jumɛn tɛ siyakurabɔ baara bugunnatigɛ ɲɛfɔ ka ɲɛn? ,3
Farikolo yɔrɔ jumɛn jɔyɔrɔ ye ka jɔli se dusukun na?,1
Jolisiraw jumɛn de ka dɔgɔ ni farikolo jolisiraw bɛɛ ye?,1
Fɛnɲɛnɛmaniw ka kamaw kuruli se bɛ faranka kɛ fɛnw jumɛnna ninnu cɛla?,4
Ninnu jumɛn kelen ma fɔ tɛmɛsira in kɔnɔ n’o be dankari kɛ fɛnɲɛnɛmani dɔ panni fanga la?,1
Nin taamasiyɛn jumɛn kelen tɛ ɲagamin dinozɔriw la?,4
Nin jumɛn kelen tɛ jate kosɛbɛba i bɛ a fɔ ko kɔnɔw ni dinozɔruw ka bɛɛjɛ taamasiɲɛ?,4
"Ka kɛɲɛ ni tɛmɛsira in ye, a tun kɛlen inafɔ Triceratope tun be se ka cycades fan jumɛn dun?",1
"Ka kɛɲɛ ni tɛmɛsira in ye, a tun kɛlen inafɔ Triceratope tun be se ka cycades fan jumɛn dun ka tɛmɛ a fan tɔw bɛɛ kan? ",2
"Ka kaɲɛ ni tɛmɛsira in ye, farikoloɲɛnajɛ jumɛn dɔnnenba do Itali jamana worodugu yanfan fɛ?",3
"Ka da kunnafoni dilen kan tɛmɛsira in kɔnɔ, nin farikoloɲɛnɛjɛ jumɛn kelen ye Diyɛn Ntolantan jɔjɔn ta Itali?",1
Ko jumɛn kɔfɛ Luxembourg fan dɔw kɛra Bɛlizigi fan dɔ ye?,2
Nin fɛn kelen jumɛn ye dankari Luxembourg ka fasabaliya la?,1
Tiriki dugukolo kilomɛtiri kare joli bɛ Ɛrɔpu kɔnɔ?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, Tiriki janya be taa nɔngɔn ɲɛ joli ɲɔgɔnw la?",4
Latin kan be labaara ka mun kɛ Vatican dugu kɔnɔ?,4
"Vatican dugu kɔnɔ, Italiyɛn kan be labaara ka mun kɛ?",1
"Ka kɛnɛ ni tɛmɛsira in ye, ninnu jumɛn kelen be nafa sɔrɔ dɔngili ɲagamili la ɔridinatɛri ɲuman la?",1
"Ka kɛɲɛ ni tɛmɛsiran in ye, nɔkɔsamanɲɛkɛn tun be yɔrɔ sow fanbaw kɔnɔ?",3
Ninnu yɔrɔ jumɛnw kelen na jinɔkɔ sariŋa sistɛmu sɔrɔ la ?,2
Ninnu jumɛnw kelen bɛ sanbɛlɛbolikɛla bila ka fara?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, ninnu jumɛn kelen bɛ sisan sanbɛlɛbolinɛgɛ digɛn bugunatigɛ ka ɲɛ?",2
"Ka kɛɲɛ ni tɛmɛsiran in ye, lafilili juman kelen b’a to kisɛniw bɛ funtɛnikurafarankan labɔ u ye mun be sɔrɔ yeelen fɛ?",2
Mun de be kisɛni bila photon dɔ fili la?,1
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de bɛ laban ka yeelenbarani ban baara ma?",3
Ninnu jumɛn de be se ka kɛ farati fɛn ye n’i magar’a la kuma min i bɛka yeelenbarani falen?,3
"Ka kɛɲɛ ni tɛmɛsira in ye, mun de bɛ kɛ ni camancɛ dɔ cira?",2
Ninnu jumɛn de tɛ yɔrɔjan weleli jira ka ɲɛ min be segin ka jigin Dugukolo kan,1
Ninnu jumɛn de bɛ kɛ telescope bila ka ta sanfɛ?,2
Mun de k’an ka jate kokɛta kumacama walasa ka waati temɛta jatedɔn?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, kokɛta yɔrɔ jumɛn de bɛ ta ka sanga waati la?",2
"Ka kɛɲɛ ni temɛsira in ye, a jatelen don ko ninnu jumɛn de bɛ se ka kɛ tiɲɛtabaga ye ka ɲɛsin masasigilan ma?",4
"Ka da kunnafoni dilen kan temɛsira in kɔnɔ, Charles kɛra mɔgɔ fɔlɔ ye ka mun kɛ?",3
Trygvasson ka kurunw bɔra jamana jumɛn na?,1
Tariku waati jumɛn na Alimaɲi ka taabolo nɔba bilala Ɛsitoni jamana na?,1
Mun de ye nɔ ba bila Ɛsitoni kan na?,2
"Ka kɛɲɛ ni tɛmɛsira in ye, mɔgɔ minnu fakan ye Hindi ye olu bɛ falen ka da fɛn jumɛn de kan?",1
Ninnu kumasen jumɛn ye tiɲɛ ye Hindi ni Urdu kanw ka ?,2
Ninnu jumɛn tɛ tiɲɛ ye Hangeul siginidenw kan?,1
