question,gemini_answer
"Згідно з інформацією в уривку, яка з наведених нижче проблем не спричинена нестачею незамінних амінокислот?",1
Як члени певної субкультури часто демонструють свою приналежність до групи?,4
"Згідно з теорією, представленою в уривку, що може статися з дитиною, яка відноситься до расової меншини, щодо якої існують стереотипи про загрозливу поведінку?",2
"Згідно з уривком, на що з перерахованого нижче може вплинути знання дитиною расових стереотипів?",2
"Згідно з уривком, що з наведеного нижче, найімовірніше, не відповідає вихованню здичавілої дитини?",1
Що з наведених нижче тверджень найточніше описує здичавілу поведінку дітей?,2
"Виходячи з уривку, яка з наведених нижче практик не відповідає натуральному сільському господарству?",2
Що з наведеного нижче точно описує практику натурального сільського господарства?,4
Відвідування музею підпадає під яку категорію туризму?,3
"Згідно з уривком, що може бути пріоритетом для туристів, що подорожують для задоволення?",2
"Що, згадане в уривку, допомогло зменшити страх перед змінами в помісній церкві?",1
"Чому, згідно з уривком, може допомогти розуміння власної історії?",1
Яке з наступних тверджень точно описує постмодерністський підхід до навчання?,4
Яке з наступних тверджень не зовсім точно відображає постмодерний підхід до навчання?,2
"Після цілеспрямованого пробудження під час нормального періоду сну, що з цього може заважати процесу переривання сну?",3
Що з наведеного нижче не є точним описом переривання сну?,4
"Що збільшується, коли мозок намагається частіше бачити усвідомлені сновидіння?",4
Які з наведених нижче негативних наслідків можуть мати часті усвідомлені сновидіння на організм?,1
"Згідно з уривком, чим схожі звичайні команди та віртуальні команди?",1
"Яке твердження про фізичні та віртуальні команди не відповідає дійсності, виходячи з наведеного уривку?",1
"Що з наведеного нижче не є тим, на чому зосереджені теорії змісту?",1
Що з наведеного нижче не є предметом правила третин?,1
Що з наведеного нижче не описує 35-міліметровий формат фотографії?,3
"Згідно з уривком, як виробники підвищують якість виробництва об'єктивів, як були вдосконалені зум-об'єктиви?",3
"Виходячи з інформації в цьому уривку, в яких випадках зум-об'єктив може бути кращим за звичайний об'єктив?",invalid
Що з наведеного нижче не є точним описом містицизму?,4
"Що з наведеного нижче не є предметом містицизму, згідно з уривком?",2
"Згідно з уривком, хто міг заснувати сільськогосподарське суспільство?",3
"Згідно з уривком, група, яка полювала на моа, була першими мешканцями якої місцевості?",2
"""У якому разі використання методу оріґамі """"Просте оріґамі"""" було б корисним ориґамістам?""",4
"""Що з наведеного нижче не зовсім точно описує орігамі """"Просте оріґамі""""?""",1
"Згідно з уривком, яке місце не пов'язане з цивілізацією долини Інду?",3
"Яка з наведених нижче назв не згадується як можлива назва цивілізації Бронзової доби, про яку йдеться в уривку?",4
"Що з наведеного нижче приносить довгострокову вигоду, згідно з уривком?",1
"Згідно з уривком, що з наведеного нижче може бути пріоритетним для людини, яка зосереджується на негайній вигоді?",4
"Згідно з уривком, хто покрив значну частину військових витрат?",4
Який період передував епосі тамплієрів?,3
Який період настав після епохи тамплієрів?,1
"Яке медичне лікування або процедура не згадується, щоб її використовували лікарі та хірурги за часів Римської імперії?",1
Що з наведеного в уривку не належить до досягнень у галузі медицини за часів Римської імперії?,3
Від чого залежить здатність бачити?,1
Від чого залежить варіація будови очей у різних організмів?,2
Яке з наведених тверджень про сикхізм не зовсім точно описує цю релігію?,2
"Згідно з уривком, що з наведеного нижче вважається основним поняттям системи вірувань сикхів?",1
"Згідно з уривком, на чому дітям із синдромом дефіциту уваги може бути важко зосередитися?",1
"Згідно з уривком, чому діти з синдромом дефіциту уваги схильні до ризикованої поведінки?",4
"Виходячи з інформації в уривку, що з наведеного не є прикладом скаффолдингу?",3
Що з наведеного нижче не зовсім точно описує концепцію скаффолдингу?,3
"Згідно з уривком, яка функція MySpace може бути корисною для студентів, які мають проблеми з читанням?",1
"Згідно з уривком, що з наведеного нижче не було частиною реакції Хрущова на робітничі заворушення?",3
Що з наведеного нижче не було причиною заворушень у Польщі?,4
Що з наведеного в уривку не вплинуло на відносини між СРСР і США?,2
Що з наведеного нижче не зовсім точно описує мету надсилання нервових імпульсів через організм?,1
Що можна знайти на плато Гізи?,4
З якою метою будували Велику піраміду?,2
"Хто відповідальний за те, що ми знаємо про палія, який зруйнував храм?",3
Яке твердження про відбудову храму Артеміди є вірним?,2
"Згідно з уривком, коли найраніше вид почав ходити на двох ногах?",1
Хто з цих видів регулярно ходив на двох ногах?,2
Що намагався зробити німецький флот під час Другої світової війни?,2
"Виходячи з інформації, наведеної в уривку, хто мав найбільший успіх у морських бойових діях під час кампанії в Північній Атлантиці?",1
"Чого не було, коли ассирійці почали використовувати кавалерію?",1
Як відбувалися битви з використанням кавалерії?,3
"Згідно з уривком, де неможливо було знайти пересічного вавилонського громадянина?",4
Що з наведеного нижче призначалося саме для священиків?,2
Коли фараон Тутанхамон став відомим?,3
Що зробило царя Тутанхамона відомим єгипетським фараоном?,1
Що грецький поет Гомер не міг робити?,2
"Хто зі знаменитих  греків відомий ще чимось, окрім літератури?",3
Де іудейська родина проводила більшу частину свого часу?,1
Що було не дуже важливим для іудейської родини?,3
Що з наведеного нижче не є відмінністю між скандинавськими країнами?,2
Хто першим оселився в Гренландії?,1
Яка група воліла б обідати без стільців?,3
Що з наведеного нижче не було частиною давньоримського бенкету?,4
"Що з наведеного нижче навряд чи матиме довготривалий вплив, виходячи з уривку?",2
"Що, згідно з уривком, передує нації?",3
"Яке з тверджень, що стосуються Друкг'ял-Дзонга, не відповідає дійсності?",3
Яке твердження найточніше описує наслідки пожежі в Друкг'ял-Дзонгу?,3
Які з наступних тверджень про Камбоджу є правдивими?,4
Яке з наступних тверджень точно описує вторгнення в Камбоджу?,4
Що з перерахованого нижче не зробила Голландська Ост-Індійська кампанія під час свого перебування у Тайвані?,4
Що встановлював Сімоносекський договір?,4
Як вимірюється рівень pH хімічної речовини?,3
Що було видалено з іонів водню?,4
Яке з наступних тверджень не зовсім точно описує прайд левів?,3
Яке з наступних тверджень не зовсім точно описує поведінку левів?,4
Кролики є поширеною здобиччю для якого типу хижаків?,3
На кого зазвичай полюють малі коти?,1
Що з перерахованого нижче не є частиною методу полювання оцелота?,3
Що з наведеного нижче не є точним описом оцелота? ,3
Що з перерахованого нижче не вважається найбільшою перевагою тигра?,1
Що з наведеного в уривку є відмінністю між тиграми та левами?,2
"Згідно з уривком, що Роберт Гук робив раніше за інших біологів?",1
"""Що означає походження слова """"клітина"""" (cell)?""",2
"Згідно з уривком, що вміють робити більшість тварин?",2
"Чого, згідно з уривком, не мають деякі тварини?",3
Що допомагає рослинам у процесі фотосинтезу?,4
"Що люди видихають, а рослини вдихають?",4
"Які з наведених нижче прикладів, згідно з уривком, можуть перешкоджати процесу еволюції?",1
Яке з наступних тверджень не зовсім точно описує процес видоутворення? ,1
Яка частина серцево-судинної системи доставляє кров до серця?,4
Які трубки є найменшими в серцево-судинній системі?,1
Що з перерахованого нижче можливість комахи складати крила збільшує?,2
"Що з наведеного нижче не згадується в уривку як те, на що впливає здатність комах до польоту?",2
Яка з наведених нижче характеристик зазвичай не асоціюється з динозаврами?,2
Що з перерахованого нижче не вважається спільною характеристикою птахів і динозаврів?,3
"Згідно з уривком, яку частину сагової пальми міг їсти трицератопс?",2
"Згідно з уривком, що з наведеного нижче, найімовірніше, міг би їсти трицератопс? ",2
"Згідно з уривком, який з наведених нижче видів спорту, найімовірніше, буде широко популярним у найпівнічніших регіонах Італії?",3
"Виходячи з інформації, наведеної в уривку, який з наведених нижче видів спорту приніс Італії перемогу на чемпіонаті світу?",1
Після якої події окремі частини Люксембургу стали бельгійськими?,2
Що з перерахованого нижче вплинуло на нейтралітет Люксембургу?,1
Скільки квадратних кілометрів загальної площі Туреччини знаходиться в Європі?,4
"Згідно з уривком, яка довжина Туреччини в милях?",4
Для чого використовується латинська мова у Ватикані?,1
Для чого у Ватикані не використовують італійську мову?,3
"Згідно з уривком, що з перерахованого нижче має переваги від зведення звуку на сучасних комп'ютерах?",1
"Згідно з уривком, у більшості будинків якої місцевості були туалети зі зливом?",1
В якому з наведених нижче населених пунктів були знайдені розвинуті каналізаційні мережи?,1
Що з перерахованого нижче змушує ковзаняра виконувати поворот?,1
Що з наведеного нижче точно описує виїмку на лезі сучасного ковзана?,3
"Згідно з уривком, як називається процес, що дозволяє атомам позбутися надлишкової енергії світла?",4
Що змушує атом випромінювати фотон?,2
"Згідно з уривком, що зрештою може призвести до того, що лампочка перегорить?",3
Чого з переліченого нижче може бути небезпечно торкатися під час заміни лампочки?,3
"Згідно з уривком, що відбувається, коли ядро розщеплюється?",2
Що з наведеного нижче відображає міжміські дзвінки на Землю,2
Що з цього використовується для виведення телескопа в космос?,2
"Що слід зазначити про циклічну подію, щоб відстежити плин часу?",2
"Згідно з уривком, для порівняння якого аспекту події використовується час?",1
Що з наведеного в уривку вважається типовим для спадкоємця престолу?,2
"Виходячи з інформації, наведеної в уривку, що зробив Чарльз в першу чергу?",4
З якої країни був флот Трюгвассона?,4
В який період історії Німеччина мала сильний культурний вплив на Естонію?,3
Що вплинуло на естонську мову?,2
"Згідно з уривком, кількість носіїв мови гінді коливається залежно від якого фактору?",1
Яке з наступних тверджень є правдивим щодо мов гінді та урду?,2
Що з наведеного нижче не є точним фактом про алфавіт Хангиль?,1
Згодом на який алфавіт було змінено Хунмін Йонгеум?,2
"Згідно з уривком, які мови зазнали впливу санскриту?",4
"Згідно з уривком, використання санскриту зменшилося за якої причини?",4
"Згідно з уривком, яке з наступних тверджень є точним щодо гравітації на Іо?",4
"Згідно з уривком, яке з наведених нижче тверджень найточніше описує верхній шар Місяця?",3
"Згідно з уривком, де кора Місяця найтовстіша?",3
"Згідно з наведеним уривком, у що вірять певні люди?",3
"Що стає тоншим, коли ви віддаляєтесь від центру Сонця?",3
"Згідно з уривком, яку частину Сонця видно з Землі?",3
Яке з наведених спостережень допомогло підтвердити теорію Коперника?,1
Що з наведеного нижче побачив Галілео Галілей у 1610 році?,2
"Згідно за уривком, звідки бере воду річка Амазонка?",1
Яка характеристика не належить річці Амазонці?,3
"У якій галузі, згаданій в уривку, зайнято найменше венесуельців?",3
"Згідно з уривком, у якому з наведених нижче секторів працює найбільша кількість венесуельців?",1
"Згідно з уривком, що термоядерний синтез дозволяє робити зорям?",3
Що з перерахованого нижче можна створити за допомогою термоядерного реактора?,4
Який хімічний склад води?,4
"Що залишається незмінним, коли вода змінює форму?",1
"Що з наведеного в уривку не було проблемою для тринадцяти штатів, коли вони намагалися запровадити певні закони?",1
Яке з наведених тверджень найточніше відображає стан центрального уряду під час війни за незалежність?,3
Як написані слова на звороті Декларації незалежності?,3
Чим славиться Сінгапур?,1
Що таке Ванда Міс Хоакім?,2
"Згідно з уривком, яка особливість пірамід Ґізи не викликала подиву у єгиптян Нового царства?",1
"Звідки, згідно з уривком, травоїдні тварини мандрують у пошуках дощів?",2
"Згідно з уривком, з якої території травоїдні тварини вирушають приблизно в квітні?",2
"""Операція """"Морський лев"""" була вторгненням на територію якої країни?""",2
Як у Німеччині називали напад на Британію?,2
Що не згадується як необхідний крок у плані Італії щодо захоплення африканських країн?,2
"Згідно з уривком, що вважалося головною метою Італії у війні?",1
Хто встановив дружні відносини із загарбниками?,2
"""Хто з союзників брав участь в операції """"Драгун""""?""",1
"Розвиток якої технології призвів до того, що підводні човни почали пересуватися під водою?",4
Під час свого першого використання підводні човни мали дуже обмежену дальність дії в якій області?,3
"Згідно з уривком, хто порушив угоду? ",4
Що з перерахованого нижче не було здійснено Червоною армією?,3
Що сталося з головним інженером італійської десятої армії?,3
Де загинув Італо Бальбо?,4
"Згідно з уривком, яка з наведених нижче технік є важливою частиною тибетської медитації?",3
"""Як, згідно з уривком, відбувається активація чакр під час """"центрування"""" тибетської медитації?""",2
Хто представив другу релігійну пісню під час програми?,4
"Згідно з уривком, хто представив богослужбову пісню під час підношення їжі?",1
Яким був передостанній виступ вечора?,1
Якої національності Алессандро Сафіна?,4
Яке з наведених нижче тверджень не відповідає дійсності?,1
"Згідно з уривком, хто зробив зауваження щодо некомфортного рівня спеки?",2
Де було відключення електроенергії через цунамі?,1
"Згідно з уривком, як постраждала Тонга від відключення електроенергії?",4
Коли поліція змогла зафіксувати швидкість Джонні Ріда за допомогою радарів?,1
"Згідно з уривком, чому новозеландській поліції було важко зафіксувати швидкість Джонні Ріда?",2
Де був центр землетрусу по відношенню до Б'ютта?,2
Що сталося під час бунту в Абу-Грейб?,4
Чому іракська в’язниця стала сумнозвісною? ,4
Яка подія мала відбутися на Військовому меморіальному стадіоні Мауї?,3
Хто врешті-решт надав пояснення щодо скасування заходу?,2
Кого деякі жителі Бішкека вважали відповідальними за акти вандалізму?,3
Хто звинувачував протестувальників з півдня у мародерстві?,1
Коли у Рінгу збільшилися продажі?,1
Коли Джеймі Сімінофф вирішив заснувати Рінг?,1
Кожен епізод Reading Rainbow пропонував дітям рекомендації щодо чого?,4
Що могло вплинути на припинення випуску Reading Rainbow?,1
"Що з наведеного нижче не було аргументом, наведеним чиновниками Амстердама та музею щодо дерева?",2
"На думку головного інспектора КТЗЖПТ, для чого з перерахованого нижче повинні бути стандартні перевірки?",4
"Згідно з уривком, що може допомогти посилити важливість турботи про благополуччя тварин для працівників австралійських боєнь?",1
"Згідно з уривком, який був вид діяльності людини, яку заарештували?",1
"Згідно з уривком, поки поширювалися новини про черговий арешт, відбулися похорони скількох жертв?",2
"У відповідь на протести, яка країна не просунулася вперед з підписаною угодою ТУПК?",2
"Згідно з уривком, яка з наведених нижче країн вирішила відкласти процес приєднання до ТУПК?",4
Скільки людей постраждало внаслідок інцидентів з перегрівом айподів?,1
"Хто сказав, що інциденти з перегрівом не були дуже серйозними?",4
"Що саме під час свого виступу Стів Джобс сказав, компанія Apple збирається винайти заново?",2
Якою була мета двогодинного виступу Стіва Джобса?,3
Що оголосила Крістіна Фернандес де Кіршнер в Аргентинському театрі?,1
Де Крістіна Фернандес де Кіршнер оголосила про свій намір балотуватися?,3
"""Якими були висновки ACMA щодо """"Великого брата""""?""",1
"Яким параметрам має відповідати медіа, щоб вважатися онлайн-контентом?",2
Хто є лідером Ліберальної партії Австралії?,2
Чому Австралія ще не має атомної енергетики?,4
Хто з лижників змагався за допомогою гіда?,3
Яка країна посіла десяте місце у Super-G серед жінок у категорії стоячи?,1
"Згідно з уривком, яке з тверджень про Блейка не відповідає дійсності?",2
"Виходячи з уривку, що з наведеного нижче не сталося з Блейком?",3
На що не буде використаний фонд ООН для боротьби з глобальним потеплінням?,2
"Згідно з уривком, що сподівається зберегти ООН?",3
Що з наведеного нижче не було названо Альбертом Мучангою потребуючим узгодження?,1
"Згідно з уривком, чому торгівля може розпочатися в липні?",3
"Згідно з уривком, у чому Журнал-Конституції Атланти звинуватив чиновників від освіти?",3
"Виходячи з інформації, наведеної в уривку, що не було згадано у звіті Журналу-Конституції Атланти?",2
"Згідно з уривком, яка інформація стала відомою після вибуху?",2
"""Скільки матчів зіграв Жезус, приєднавшись до """"Манчестер Сіті"""" у 2017 році?""",4
За перехід до якого клубу Жесус отримав 27 мільйонів фунтів?,2
Яке твердження про гостей гуртожитку не відповідає дійсності?,4
"Згідно з уривком, яке з наступних тверджень є правдивим?",3
"Виходячи з уривку, яка інформація про зіткнення не викликає сумнівів?",2
"Згідно з уривком, що ще потрібно з'ясувати щодо зіткнення?",4
"Згідно з уривком, яке місце у списку найбагатших американців колись займав Баттен?",3
Кому з перелічених нижче осіб Баттен зробив пожертву?,2
"Що не є частиною законопроекту, підписаного губернатором Арнольдом Шварценеггером?",3
"Згідно з уривком, хто пропустив те, про що йшлося?",3
"Згідно з уривком, що з наведеного нижче стосується досвіду Міллера під час слухання?",2
"""Хто запропонував внести зміни до """"Закону про чисте повітря""""?""",3
"""Хто спростував, що """"Акт про чисте повітря"""" використовувався як передвиборчий трюк?""",2
"Що утворили сполуки ціанурової кислоти та меламіну, коли вони вступили в реакцію між собою в котячій сечі?",3
Що дослідники спостерігали за допомогою інфрачервоної спектроскопії?,2
"""Хто назвав Луну """"Королевою екстриму""""?""",4
"""Хто називав Луну """"навіженою""""?""",2
"Що не сталося з водієм, який потрапив в аварію?",3
Чим не запам’яталася гра південноафриканок під час турніру з регбі?,3
"Згідно з уривком, коли гра Південної Африки почала покращуватися?",4
"Згідно з уривком, яке з наступних тверджень не зовсім точно відображає економіку Китаю?",1
"Згідно з уривком, коли ВВП Китаю може перевершити ВВП Сполучених Штатів?",2
"Що Ху пропонує робити країнам, що розвиваються?",4
Що не було згадано Ху?,4
Що з перерахованого нижче Веерман назвав поганою ситуацією?,2
"У зв’язку з кримінальним переслідуванням, хто займе посаду міністра охорони здоров’я, яку обіймав Г'юн?",1
Хто візьме на себе роль міністра бізнесу після судового переслідування?,1
До чого закликають глядачів виконавці під час опери Каміля Сен-Санса?,1
Хто найчастіше курить косяки під час опери?,3
"""Як ще можна назвати """"вихід у відкритий космос"""", який здійснив Леонов?""",3
Леонов очолював радянську частину якої місії?,2
Хто постраждав у аварії?,1
"Що сталося з людьми, які потрапили в аварію?",2
"Чим із перерахованого нижче викликані ефекти, які сподівалися спостерігати вчені, що працювали над програмою?",2
Вчені спостерігали за матерією якого з цих об’єктів?,4
"Виходячи з наведеного уривка, що не підлягає критиці з боку консерваторів?",3
Хто критикує контракти на реконструкцію для ліквідації наслідків урагану Катріна?,2
"Згідно з уривком, де світло від космічного апарату Зоряний пил буде видно першим?",2
"Згідно з уривком, у чому з перерахованого нижче встановить рекорд космічний корабель?",3
Ким доктор Малар Баласубраманіан доводилася Сарожі Баласубраманіан?,2
Де було знайдено тіло Сарожі Баласубраманіан?,3
Що було придбано eBay?,3
Чого eBay прагне досягти цим злиттям?,2
"Згідно з уривком, хто не спілкувався з ув’язненими, які залишилися у дворі після бійки?",4
Що з наведеного нижче врешті-решт змусило ув’язнених припинити бунт?,2
"На думку Аттолаха Алі Хаменея, від чого повинна звільнитися країна Іран?",4
"Згідно з уривком, хто визнав вплив санкцій на іранську економіку?",1
Що з перерахованого нижче не є частиною виборчого процесу у Франції?,4
Де виборець зазначає обраного ним кандидата?,2
Що спонукало Аллена розпочати восьмирічні пошуки Мусасі?,4
"Згідно з уривком, на що Аллен витратив значну частину своїх грошей?",2
"Що з наведеного в уривку, ймовірно, призвело до небезпечних умов на заводі та навколо нього?",1
"Що з наведеного нижче не є однією з порад з безпеки, запропонованих місцевим жителям після інциденту на АЕС?",2
"За словами д-ра Молла, що викликає найбільше занепокоєння у випадку з ШЛС-ТБ?",4
"Скільки пацієнтів, які заразилися новим штамом туберкульозу, були підтверджені як медичні працівники?",2
Якою технологією користується система NextGen?,1
Яка безпосередня користь від NextGen для диспетчерів повітряного руху?,2
"Згідно з уривком, за зосередженість на чому історики не критикували ФБР?",1
Що законодавство проти непристойної поведінки змушує робити ФБР?,4
"Що сталося з пожежною машиною, яка виїхала на катастрофу JAS 39C Gripen? ",2
Після катастрофи JAS 39C Gripen для чого був закритий аеропорт?,1
Кому Бжезінський пропонував поради під час Іранської революції?,3
Хто обіймав посаду радника з національної безпеки до 1977 року?,2
"""Що з наведених нижче тверджень не зовсім точно відображає кар’єру Бобека в Белградському """"Партизані""""?""",1
"""Яке твердження, що стосується історії Бобека в белградському """"Партизані"""", є правдивим?""",1
"Згідно з уривком, яка ознака відрізняє геспероніха від велоцираптора?",2
"""Значення слова """"геспероніх"""" походить від якої фізичної характеристики виду?""",1
"Яке з наступних тверджень, що стосуються перестрілки, є правдивим?",4
"Яке з тверджень, що стосуються події, під час якої сталася перестрілка, є правдивим?",1
"Згідно з уривком, що спочатку викликало занепокоєння у чиновників щодо Луно?",1
"Згідно з уривком, яке з наступних тверджень про поломку Луно не відповідає дійсності?",3
У якому десятилітті Алжир здобув незалежність?,3
Де під час похоронної церемонії не були встановлені телевізійні монітори?,4
Де проходила похоронна церемонія?,3
Хто після вибуху отримав серйозні травми?,2
Хто повідомив про витік газу?,1
"Згідно з уривком, скільки людей загинуло під час нападу?",2
Чия зброя дала осічку в якийсь момент під час обстрілу?,2
Який з наступних видів спорту був виключений з олімпійської програми?,3
За включення якого з наведених нижче видів спорту до програми Олімпійських ігор проголосував Міжнародний олімпійський комітет?,3
Скільки років Артур Гіннесс спочатку орендував пивоварню в районі воріт святого Джеймса?,4
Приблизно скільки мільярдів доларів приносить Гіннесс щороку?,3
У скількох країнах Європейського Союзу було виявлено вірус H5N1?,3
Де був виявлений останній випадок вірусу H5N1?,1
"Коли на Гаїті був останній випадок захворювання до розповсюдження вірусу, викликаного миротворцями?",1
Відходи з якого місця сприяли поширенню хвороби?,2
Що планує робити ірландський уряд?,3
Що було тимчасово дозволено в Ірландії?,4
"У чому підозрюється правопорушник, щодо якого ведеться розслідування?",1
"Що не зробив підозрюваний, змінюючи знак?",3
"Згідно з уривком, у чому з наведеного нижче не звинувачували репетитора англійської мови Карно?",2
"Кого, згідно з уривком, не взяв у заручники Роландо Мендоза?",2
"Згідно з уривком, кого з заручників не було звільнено достроково?",1
"Згідно з уривком, хто збирає підписи на підтримку легалізації одностатевих шлюбів у Бразилії?",1
Кому протестувальники передадуть свою петицію?,3
"Згідно з розповіддю Армана Версаче, що відбулося безпосередньо перед тим, як натовп почав реагувати на погодні умови?",3
