question,gemini_answer
Ce a determinat Rusia să oprească utilizarea II-76?,2
Ce este II-76?,3
Cine a angajat echipa de scenariști pentru Familia Simpson?,2
"Conform lui Fluke, cine îi trimitea comentarii pozitive și încurajări?",4
"Conform fragmentului, despre ce nu doreau unii ca femeile să vorbească deschis?",3
"Conform fragmentului, ce corp planetar este cel mai dinamic?",1
Pe ce corp planetar au fost identificate fluvii și lacuri compuse dintr-un lichid transparent?,2
Care dintre aceste constatări nu este rezultatul descoperirii penei?,4
Ce nu aveau penele dinozaurilor?,2
Care dintre următoarele afirmații despre ZMapp nu este adevărată?,1
Care dintre următoarele afirmații descrie cu exactitate studiul PALM?,3
Unde cred cercetătorii că noul cip va fi cel mai semnificativ?,1
Ce metodă va fi utilizată pentru a construi instrumentul de diagnosticare?,2
"Conform fragmentului, ce afirmație despre scarpe lobate nu este adevărată?",4
"Conform fragmentului, ce teorie privind formele de relief indică faptul că există activitate geologică pe Lună?",4
"Conform fragmentului, ce nu vor mai exista până la punerea sub acuzare?",1
"Conform fragmentului, care nu este o problemă actuală pentru vânătorii de foci?",4
"În afară de gheață, ce altceva afectează eforturile de salvare?",2
Ce credință nu a validat Roberts?,3
Ce subiect a considerat Roberts că este prea neetic pentru a fi discutat?,4
Unde strălucesc două fascicule de lumină?,1
"Conform fragmentului, când au fost construiți noii zgârie-nori în locație?",4
Ce informații sugerează că Cele șapte surori sunt peșteri?,1
Cum este observat comportamentul termic al Celor șapte surori?,1
"Conform fragmentului, ce afirmație despre suspect nu este adevărată?",1
Ce informații despre atac au confirmat autoritățile?,2
Ce echipe vor juca în meciul de la Ellis Park?,3
Unde va juca echipa Springboks următorul său meci?,3
Cu ce a avut probleme stația spațială în timpul misiunii?,2
"Conform fragmentului, care era scopul misiunii stației spațiale?",3
Care dintre următoarele afirmații despre caz nu este adevărată?,4
Care dintre următoarele afirmații descrie cazul cu exactitate?,4
"Conform fragmentului, la ce club a început Vidal să joace în urmă cu trei sezoane?",1
Câte jocuri a jucat Vidal pentru Barcelona?,1
Cine a fost echipa adversă în cadrul meciului?,2
De ce era Jarque cazat la hotel?,3
De ce agenția de geofizică din Jakarta nu va emite un avertisment?,4
"Conform fragmentului, ce a cauzat cutremurul?",4
Care dintre acestea motivează activitatea Soarelui și a tuturor celorlalte stele?,3
Cum se determină numărul Rossby al unei stele?,1
Ce procent din persoanele chestionate este de acord ca Australia să devină o republică imediat?,2
"Conform Juliei Gillard, când ar trebui ca Australia să devină o republică?",2
Ce organizație face obiectul unei anchete legale?,3
Ce comitet conduce Cliff Stearns?,4
"Conform fragmentului, ce nu i s-a întâmplat elvețiencei?",2
Cărei companii i s-a acordat Premiul Taiwan Sustainable în 2007?,3
Ce este ASUS Eee PC?,2
Cine a fost responsabil pentru documentele poștale lipsă?,3
"Conform fragmentului, cine a prezentat scuze privind documentele lipsă?",4
Când a trebuit ca Del Potro să se ocupe de umărul său?,3
Care a fost rezultatul primului tie break?,1
"După cum se declară în fragment, cine a fost expus la pacient în mod specific?",2
"Conform fragmentului, ce asigurare nu a oferit guvernatorul când s-a adresat cetățenilor din Texas?",4
Ce sursă de parodiere a știrilor a fost creată de doi foști studenți la UW?,4
"Conform fragmentului, care dintre acestea nu este inclus în imperiul de parodiere a știrilor The Onion?",2
"Conform fragmentului, ce era păzit de poliție?",3
"La ce oră a solicitat poliția protestatarilor să se mute, pentru a evita aglomerarea traficului?",4
Ce este adevărat despre cercetarea realizată de Dr. Ehud Ur?,2
"Conform fragmentului, cu privire la ce este Dr. Ur sceptic?",2
Care dintre următoarele afirmații nu descrie cu exactitate prăbușirea zborului CG4684?,3
Ce a cauzat eșuarea aterizării zborului CG4684?,4
"Pe baza fragmentului, care din următoarele afirmații despre experiența lui Franciszek Kowal este adevărată?",2
De ce este dificil de măsurat posibilul impact al furtunii tropicale Danielle?,3
"Conform fragmentului, care dintre următoarele afirmații despre furtuna tropicală Danielle nu este adevărată?",4
"Conform fragmentului, ce se sugerează că trebuie să se întâmple cu boala înainte de a cauza o epidemie globală?",1
Conform fragmentului la ce distanță de Fujian se afla taifunul?,3
Cine l-a întâmpinat pe George W. Bush la sosirea sa în Asia?,4
Când a vorbit președintele despre extinderea comerțului în Asia?,3
"Conform fragmentului, care dintre următoarele este obiectivul global al guvernului?",4
Ce a anunțat guvernul?,1
"Conform fragmentului, ce informații se cunosc?",1
Ce afirmație referitoare la proteste nu este adevărată?,3
Cine a sugerat demisia ultimului CEP?,3
"Conform afirmației, ce nu este susținut de USA Gymnastics în urma abuzării de către Nassar a sportivilor?",1
"Conform afirmației, care este scopul principal în viitor atât al USA Gymnastics, cât și al Comitetului Olimpic al SUA?",4
Unde se îndrepta nava când a avut loc accidentul? ,3
Ce nu este adevărat privind nava menționată în fragment?,2
Cine a furnizat declarația privind trupele americane?,4
"Conform afirmației, ce țară și-a asumat obligația de a păzi luptătorii capturați?",4
Care este considerată cauza prăbușirii?,2
Pe ce tip de teren s-a produs prăbușirea?,4
Ce speră oficialii ca rezultat al inundației?,1
Ce a afectat permanent construirea barajului?,3
"Conform fragmentului, cine a furnizat informații Statelor Unite despre posibile atacuri?",3
Care dintre următoarele afirmații descrie cu acuratețe presupusul plan de atac al extremiștilor?,3
Care dintre următorii nu este un avocat?,4
Ce grup de persoane nu este menționat ca fiind implicat în scandalul din comunitatea legală a Greciei?,1
Câte porți au fost pierdute de India?,2
"Conform fragmentului, care a fost cel mai mare scor al reprizei?",1
Care dintre următoarele nu este un motiv al frustrării lui Adam Cuerden?,1
Conform fragmentului ce a fost șters de pe site?,1
"Conform fragmentului, ce nu sprijină Amir Khan?",1
"Conform fragmentului, ce va sprijini Amir Khan în ciuda opiniei personale?",3
Când a murit Peter Lenz?,3
Cine este Xavier Zayat?,2
În ce situație un pasager neliniștit ar putea beneficia de cunoașterea modului în care funcționează o aeronavă?,2
"Pe baza fragmentului, ce ar trebui să facă ultima dată un călător preocupat de costuri?",2
"Conform fragmentului, ce ar trebui călătorii să facă în primul rând, pentru a-și asigura cele mai bune prețuri pentru zbor?",2
Când o livrare trebuie să fie însoțită?,3
"Pe baza fragmentului, ce ar trebui să aibă prioritate când se alege o companie aeriană a programului de fidelizare asociată unei alianțe?",1
"Conform fragmentului, cine ar putea oferi mai multe puncte pentru zboruri frecvente?",4
"Conform fragmentului, care din următoarele simțuri poate fi afectat de consumul excesiv de alcool?",2
"După cum se declară în fragment, ce ar putea atenua efectele dăunătoare ale alcoolului?",3
Unde sunt cele mai mari prețuri ale proprietăților imobiliare din Amsterdam?,1
De ce este Districtul Canalului desemnat drept Patrimoniu Mondial UNESCO?,1
"Conform fragmentului, care din următoarele transformă o vizită la Phnom Krom într-una memorabilă?",1
"Conform fragmentului, de ce au nevoie vizitatorii pentru a intra la Phnom Krom?",3
"Conform fragmentului, care din următoarele ar putea împiedica un turist să viziteze Antarctica?",4
Ce parte a Antarcticii ar vizita un turist interesat în alpinism?,2
Unde este cel mai puțin probabil să fie amplasat un observator pre-modern?,3
Unde ar putea fi găzduit un telescop de cercetare modern?,invalid
"Conform fragmentului, ce zonă ar fi cea mai indicată pentru o zi liniștită la plajă?",3
"Conform fragmentului, unde ar putea fi condițiile de înot cel mai sigure?",2
"Când se vizitează locația descrisă în fragment, care din următoarele este considerată o acțiune nepotrivită?",3
Care dintre acestea descrie limbile lingua francas?,4
Ce afirmație nu descrie cu exactitate limbile auxiliare?,1
"Conform fragmentului, ce ar trebui să verifice un pasager în cazul în care croaziera sa este iarna?",1
"Conform fragmentului, în cazul în care croaziera unui pasager este vara, ce ar trebui să poate evita?",2
De ce este limba catalană utilizată frecvent pentru semne și anunțuri în Barcelona?,2
Care dintre următoarele limbi este utilizată de către sistemul de metrou din Barcelona pentru anunțuri periodice?,2
"Pe baza fragmentului, care din următoarele dotări probabil că nu va fi prioritizată de către o pensiune?",4
"Pe baza fragmentului, care din următoarele nu este unul dintre principalele puncte de întrecere între pensiunile de lux?",2
"Conform fragmentului, care din următoarele nu va avea loc în Beijing în 2022?",2
"Conform fragmentului, care din următoarele vor fi găzduite de Beijing în 2022?",2
Cine este expus celui mai mare risc de a contracta gripa aviară?,3
Conform fragmentului care din următoarele afirmații descrie cu acuratețe gripa aviară?,3
Ce conectează Canalul Marea Albă - Marea Baltică?,3
"Conform fragmentului, pe ce tip de vehicul ar putea fi colectate pașapoartele pentru a nu întrerupe pasagerul?",2
"Conform fragmentului, când vă poate fi inspectat documentul de identitate pe anumite trenuri transfrontaliere?",4
Cu care din următoarele probleme v-ați putea confrunta când stați în tropicele superioare din Singapore?,3
Cine ar putea dori să evite consumul de produse de patiserie germane?,1
Ce ingredient este considerat un element sezonier în produsele de patiserie germane?,3
"Pe baza fragmentului, care din următoarele nu ar fi un sfat recomandat pentru călătoriile cu buget minim?",3
"Conform fragmentului, cine ar putea avea dificultăți călătorind cu un buget minim extrem de redus?",4
Care din următoarele afirmații nu descrie cu exactitate traseul dintre Point Marion și Fairmont?,3
"Conform fragmentului, care dintre acestea ar trebui să fie o preocupare principală pentru șoferii care se deplasează pe autostrada Buffalo-Pittsburg?",3
Care din următoarele nu este un aspect necesar pentru a începe practicarea de canyoneering?,1
Care din următoarele poate fi un aspect necesar pentru o excursie de canyoning reușită?,1
"Conform fragmentului, ce ar fi util pentru cineva care intenționează să campeze în mașină?",2
"Conform fragmentului, ce ar dori să evite cei care campează în mașină dacă doresc să rămână neobservați?",3
"Conform fragmentului, cine a reconstruit Casablanca a doua oară?",4
Cine au abandonat orașul modern Casablanca în urma unui dezastru natural?,2
"Conform fragmentului, cum și-a câștigat Sintra recunoaștere în afara granițelor țării?",3
Ce nu este recunoscut de Armenia?,4
Ce continuă să afecteze relațiile dintre Azerbaidjan și Armenia?,3
"La utilizarea unui taxi în Charlotte, ce ar putea conduce la taxe suplimentare?",2
"Conform fragmentului, care ar putea fi considerat un dezavantaj al locuirii în Charlotte cu copii?",2
"Înainte de sosirea spaniolilor, cine controla partea de nord a statului Chile?",4
"Conform fragmentului, care din următoarele nu s-a produs în 1810?",2
Cum pot oamenii să ajungă în satele îndepărtate din regiunea Liguria?,3
La ce se referă termenul italian „Cinque Terre”?,1
"Conform fragmentului, ce tip de ghete sunt adecvate pentru condiții de iarnă potențial alunecoase?",2
Care dintre acestea nu ar ajuta la îmbunătățirea tracțiunii pe drumuri alunecoase în condiții de iarnă?,4
Care din următoarele este o asemănare exactă între Hawaii și Insulele Cook?,3
Care din următoarele nu descrie cu exactitate Insulele Cook?,3
Care intre următoarele stațiuni de rangeri oferă două tipuri de opțiuni de cazare?,1
"Conform fragmentului, unde puteți rezerva un permis de acces în parc, dacă doriți să folosiți numerar în locul cardului?",2
"Conform fragmentului, ce tip de schi se practică pe teren mai abrupt?",3
"Conform fragmentului, ce ar putea ajuta practicanții de schi în zone nemarcate care doresc să obțină viteze mai mari?",4
Călătorii care resimt un șoc al reîntoarcerii acasă au dificultăți cu ce anume?,4
"Conform fragmentului, șocul reîntoarcerii acasă ar putea fi dificil în special pentru ce tip de călător?",2
Care din următoarele ar trebui să fie evitate de oameni în legătură cu elanii?,3
"Conform fragmentului, care din următoarele afirmații despre elani nu este adevărată?",1
"Conform fragmentului, care din următoarele ar fi cel mai puțin periculos pentru un călător în deșert?",1
Care din următoarele nu se menționează drept o amenințare potențială pentru călătorii în deșert?,4
"Conform fragmentului, populația cărui grup a fost extrem de afectată de sosirea exploratorilor?",3
"Conform fragmentului, ce limbă vorbeau caribii?",4
Cine ar putea fi creditați cu popularizarea schiatului ca activitate recreațională?,2
"Conform fragmentului, cam când a fost recunoscut schiatul ca sport?",4
Care din următoarele este asociată în mod tipic cu cea mai mare insulă din largul coastelor de est ale Africii?,1
Care nu este un atribut al insulelor mai mici din estul Africii? ,3
"Conform fragmentului, cum este sărbătorit Paștele de anumite biserici foarte tradiționaliste?",2
"Pentru a evita anumite cerințe la intrarea în Ecuador, ce trebuie să aibă un cubanez?",4
Care nu este scopul cerințelor de călătorie ale Ecuadorului?,1
Care dintre următoarele ar putea costa mai mult într-o țară străină decât acasă?,2
Care ar putea fi un potențial risc la cumpărarea ramelor de lux într-o țară străină?,3
"În ceea ce privește utilizarea monedei în Falkland, care din următoarele afirmații este adevărată?",4
"Pe baza fragmentului, când călătoriți în Falkland din Statele Unite, unde ar putea fi utilă în special o altă formă de plată decât cardul de credit?",3
Care eveniment nu este asociat cu sărbătorirea festivalelor templelor?,1
Unde pot fi văzuți elefanți decorați?,3
"Conform fragmentului, care din următoarele este cea mai probabilă cale de a economisi bani la prețul biletelor de avion pentru clasa întâi sau business?",1
"Conform fragmentului, ce ar putea fi o risipă de timp să căutați atunci când doriți să rezervați o anumită clase de tarife?",3
Ce nu trebuie adăugat la compararea prețului total al biletului către Africa cu prețul unui bilet în jurul lumii?,3
"Conform fragmentului, ce selecție mai diversificată încep supermarket-urile să ofere?",1
Ce serviciu oferit de unele supermarket-uri ar putea prezenta interes pentru clientul care cumpără mâncare gata preparată?,4
Care din următoarele ar putea să nu fie înțelese de belgienii și elvețienii vorbitori de limba franceză?,1
Care dintre următoarele nu este în Franța cum este în Belgia sau Elveția?,2
În ce situație probabil că nu vi se va oferi o reducere în caz de deces?,3
Ce este adevărat privind prețul în caz de deces?,4
Când ar fi mai convenabilă utilizarea unui dispozitiv GPS independent mai degrabă decât o aplicație de navigare prin GPS?,3
Care nu este un bun motiv pentru a utiliza aplicația de navigare prin GPS în locul unui dispozitiv independent?,1
"Conform fragmentului, cum puteți garanta asocierea dvs. cu o navă potrivită?",3
"Conform fragmentului, care din următoarele nu se utilizează ca o tactică pentru a face clienții să continue să joace jocuri de noroc?",1
"Conform fragmentului, ce ar evita un jucător inteligent?",1
"Conform fragmentului, ce parte de vorbire este scrisă cu majusculă în mijlocul propoziției?",2
"Conform fragmentului, ce poate face mai dificilă scrierea substantivelor cu majusculă?",3
"În zonele rurale ale Malaysiei, ce gest înseamnă „vino-ncoace”?",2
Conform fragmentului ce gest ar putea însemna „întoarce-te”?,1
Conform fragmentului ce cauzează crevase?,2
"Conform fragmentului, care dintre acestea pot fi ascunse de podurile de zăpadă?",1
"Pe baza fragmentului, călătorii trebuie să ia măsuri de precauție suplimentare înainte de a vizita ce locație?",2
Care din următoarele nu ar fi un bun sfat pentru un turist în Goma?,1
Când ar deveni disponibil un permis backcountry cu dată de începere în august?,2
Ce politică este instituită pentru a proteja canionul?,4
Care din următoarele ar putea fi găsit la tipul de hoteluri descris în fragment?,1
"Pe baza informațiilor prezentate în fragment, care din următoarele oferte nu ar fi printre prioritățile clienților hotelului?",4
"Conform fragmentului, ce ar trebui să evite călătorii care vizitează Groenlanda?",4
"Conform fragmentului, care din următoarele ar putea fi un aspect problematic pentru călătorii nepregătiți care vizitează Groenlanda?",3
Care din următoarele se utilizează acum ca o piață centrală?,1
"Conform fragmentului, care dintre următoarele nu se găsește în Grădina Unirii?",2
"Pe baza fragmentului, care din următoarele afirmații despre drumețiile de o zi ar fi considerată inexactă?",4
"Conform fragmentului, când o drumeție de o zi necesită foarte puține pregătiri?",2
Ce diferă la platourile din Rogaland și Agder față de restul Norvegiei?,4
"Conform fragmentului, care din următoarele nu ar fi ceva tipic pentru Norvegia?",2
Când ar trebui turiștii interesați de schi să viziteze stațiile de deal?,1
"Conform fragmentului, când sunt de obicei mai mulți turiști în stațiile de deal?",3
Ce ar trebui să evitați să faceți dacă sperați să găsiți o barcă în căutare de ajutor?,4
Ce ar trebui să faceți prin porturile de agrement când doriți să găsiți o barcă în căutare de ajutor?,1
Ce loc ar atrage un turist interesat de istoricul colonial al insulei?,1
Ce loc ar atrage un turist care pune la mare preț priveliștile uimitoare?,4
Ce au unele șei care atenuează riscul ca piciorul unui călăreț să fie prins într-o scară?,2
Ce caracteristică a cizmei de călărie ajută la creșterea siguranței călărețului când folosește scări?,3
Ce se oferă călătorilor prin rețelele de schimb de ospitalitate?,1
"Pe baza fragmentului, care din următoarele afirmații despre rețelele de schimb de ospitalitate nu este adevărată?",1
"Conform fragmentului, ce tip de oaspete este cel mai puțin probabil să fie găsit într-o cameră comună de han?",3
"Conform fragmentului, cine este mai probabil să stea la un han?",2
Conform fragmentului care din următoarele afirmații descrie cu exactitate aruncarea bumerangului?,4
Care din următoarele se utilizează în mod predominant în bucătăria javaneză?,3
"Conform fragmentului, cum se transmite o boală contagioasă?",1
"Conform fragmentului, despre ce nu se știe că ar cauza o boală infecțioasă?",1
În ce scenariu alegerea unui proxy web în locul unui furnizor de servicii VPN personale ar fi suficient pentru utilizator?,3
"Conform fragmentului, care din următoarele afirmații despre serviciile VPN și proxy web nu este adevărată?",4
Ce permite cuiva să folosească o companie de telefonie în afara zonei sale imediate?,1
"Conform fragmentului, ce ar putea fi necesar pentru a primi anumite apeluri?",1
Care dintre următoarele nu descrie cu exactitate pronunția cuvintelor italiene?,4
Care din următoarele caracteristici ale orașului İzmir a rezultat dinaintea zilelor moderne?,4
Care din următoarele nu este o caracteristică exactă a orașului İzmir?,2
Cuvântul hanami se referă la privitul a ce anume?,1
Cine a găzduit primele petreceri dedicate privitului florilor de cireș?,3
"Conform fragmentului, care din următoarele aspecte legate de Ierusalim este cel mai puțin probabil să atragă turiști?",2
Care dintre următoarele nu se menționează în fragment ca fiind ceva pentru care este cunoscut Ierusalimul?,2
"Conform fragmentului, ce tip de călător nu ar beneficia de cumpărarea unui Wild Card?",2
Care afirmație nu descrie cu acuratețe Parcul Național Kruger?,3
Care din următoarele este cel mai probabil să cauzeze pericol pentru alpiniști pe porțiunile mai abrupte ale muntelui?,1
"Care din următoarele afirmații nu reflectă cu exactitate urcarea muntelui Machu Picchu, conform descrierii din fragment?",3
"Conform fragmentului, care dintre acestea nu este un ingredient de bază al bucătăriei din Majorca?",3
"Pe baza informațiilor din fragment, ce afirmație despre preparatele în stil Hangi nu este adevărată?",1
Care din următoarele nu se menționează drept un mod tipic de a încălzi groapa hangi?,1
Ce ar putea conduce la o recunoaștere specială din partea unui călugăr sau a unei maici?,1
Care din următoarele articole vestimentare probabil că nu pot fi împrumutate de la o mănăstire? ,2
Când are avea un vizitator cele mai multe ocazii de a vedea stele în zonele Antarcticii?,3
Când un telefon prin satelit nu ar fi un înlocuitor viabil al unui telefon mobil?,1
Când un telefon prin satelit ar fi de preferat unui telefon mobil?,2
Conflictul cu privire la care dintre următoarele a condus la crearea Republicii Transnistria?,2
Ce are Republica Transnistria diferit de restul Moldovei?  ,1
"Conform fragmentului, când ar trebui un călător să viziteze Montevideo dacă dorește să evite perioadele cu vânt?",1
"Conform fragmentului, când ar trebui un călător să viziteze Montevideo dacă preferă clima mai răcoroasă?",4
"Conform fragmentului, care din următoarele aspecte ar fi asociat cu un artist grafitti consacrat, spre deosebire de vandalism?",1
Care aspect al festivalurilor muzicale este considerat de unii participanți a fi o parte crucială a experienței?,2
"Conform fragmentului, ce ar trebui să prioritizeze un participant la festival dacă dorește să campeze aproape de muzică?",4
"Conform fragmentului, ce ar trebui să evite vizitatorii când caută viața nocturnă în New Mexico de nord?",2
"Conform fragmentului, unde există cea mai mare probabilitate ca un vizitator să găsească distracție de calitate în New Mexico de nord?",3
Ce tip de băutură ar putea dori să evite călătorii cu buget limitat?,4
"Pe baza zonei descrise în fragment, care din următoarele comenzi de băuturi este probabil să fie confundată de chelner?",4
De ce grup a fost pornită perioada de colonizare care a durat timp de trei secole?,4
"Conform fragmentului, care este cel mai bun mod pentru ca un parizian să devină prietenos?",3
"Conform fragmentului, care din următoarele nu este considerată o calitate stereotipică a parizienilor?",3
Care este beneficiul clasei întâi în trenurile MetroRail din Cape Town?,2
"Conform fragmentului, ce are fiecare tren de navetă din Cape Town?",4
Ce anume nu este probabil să facă un dăunător?,4
De unde pot fi cumpărate cartele telefonice preplătite?,3
Cum sunt accesate tarifele telefonice mai bune oferite de anumite cartele?,2
"Conform fragmentului, care din următorii copaci este mai puțin întâlnit în parcul național Lacurile Plitvice?",2
Care faună rară se poate găsi în parcul național Lacurile Plitvice?,4
"Conform fragmentului, cu ce ajută codurile regionale?",2
