question,gemini_answer
Акыры иш-чаранын жоюлгандыгы боюнча ким түшүндүрмө берген?,2
Бишкектин бир нече тургундары талап-тоноо үчүн ким күнөөлүү деп ойлошкон?,3
Түштүктөн чыккан митингчилерди талап-тоноого ким күнөөлөгөн?,1
Ring компаниясынын сатуулары качан көбөйдү?,1
Жейми Симиноф Ring компаниясын баштоону качан чечкен?,1
Reading Rainbow сериалынын ар бир эпизоду балдарга кандай сунуштарды берген?,4
Reading Rainbow сериялынын жоюлушуна эмне себеп болгон?,1
Төмөнкүлөрдүн кайсынысы бакка байланыштуу Амстердам жана музей үчүн аткаминерлер тарабынан жасалган аргумент эмес?,2
"Жаныбарларга каршы зомбулуктун алдын алуу боюнча Королдук коомунун (RSPCA) башкы инспекторунун айтымында, текшерүүлөр төмөндөгүлөрдүн кайсынысы үчүн стандарттуу болушу керек?",4
Үзүндүгө ылайык австралиялык мал союучу жайдагы жумушчулар үчүн жаныбарлардын жыргалчылыгынын маанилүүлүгүн бекемдөөгө эмне жардам бере алат?,1
Үзүндү боюнча кармалган адамдын кесиби кандай?,1
"Үзүндүгө ылайык дагы бир камоо тууралуу кабар тарап жатканда, канча курман болгон адамга жаназа окулуп жаткан?",2
"Нааразычылыкка жооп кылып, кайсы өлкө кол койгон ACTA келишиминен алдыга жылган жок?",2
Үзүндүгө ылайык төмөндөгү өлкөлөрдүн кайсынысы ACTA келишимине кирүү процессин кийинкиге калтырууну чечкен?,4
IPod түзмөктөрүнүн ашкере ысып кетишинин кесепетинен канча адам жабыркаган?,1
Ашкере ысып кеткен учурлар анча деле олуттуу эмес деп ким айткан?,4
"Стив Джобс өзүнүн сөзүндө, Apple эмнени кайра ойлоп тапканы жатат деп айткан?",2
Стив Джобстун эки сааттык сөзүнүн максаты эмне эле?,3
Кристина Фернандес де Киршнер Аргентина театрында эмнени жарыялады?,1
Кристина Фернандес де Киршнер шайлоого катышуу ниетин кайсыл жерде билдирген?,3
Big Brother’ге карата АСМА кандай жыйынтыктарды чыгарды?,1
Интернет мазмуну катары каралышы үчүн медиа кандай параметрлерге туура келиши керек?,2
Австралиянын либералдык партиясынын лидери ким?,1
Эмне үчүн Австралиянын ядролук кубаты боюнча өнөр жайы жок?,4
Кайсы лыжачы алып баруучунун жардамы менен мелдешкен?,3
Туруп тебүү боюнча аялдардын Super-G мелдешинде кайсы өлкө онунчу орунду ээледи?,2
Үзүндүгө ылайык Блейк жөнүндө кайсы билдирүү так эмес?,2
Үзүндүнүн негизинде төмөндөгүлөрдүн кайсынысы Блейк менен болгон эмес?,3
БУУнун глобалдык жылуулук фонду эмне үчүн колдонулбайт?,4
Үзүндүгө ылайык БУУ эмнени сактап калууга үмүттөнөт?,3
Төмөндөгүлөрдүн кайсынысын Альберт Мучанга дагы деле макулдашууну талап кылган нерсе катары эскерген эмес?,2
Үзүндүгө ылайык эмнеге соода июль айында башталышы мүмкүн?,2
Үзүндүгө ылайык The Atlanta Journal-Constitution билим кызматкерлерин эмне үчүн айыптаган?,3
"Үзүндүдө берилген маалыматтын негизинде, Atlanta Journal-Constitution баяндамасында эмне айтылган эмес?",4
Үзүндүгө ылайык жардыруудан кийин кандай маалыматтар белгилүү?,4
2017-жылы Манчестер Ситиге кошулгандан бери Жезус канча матчта ойноду?,4
Жезус кайсы клубга кошулганы үчүн 27 миллион фунт стерлинг алган?,2
Хостелдин коноктору тууралуу кайсы билдирүү туура эмес?,4
Үзүндүгө ылайык төмөндөгү билдирүүлөрдүн кайсынысы туура?,3
Үзүндүгө ылайык кагылышуу тууралуу кайсы маалымат так эмес?,3
Үзүндүгө ылайык кагылышууга байланыштуу дагы эмнени аныктоо керек?,4
Үзүндүгө ылайык Баттен бир жолу эң бай америкалыктардын тизмесинде канчанчы орунду ээлеген?,3
Баттен төмөндөгүлөрдүн кайсынысына кайрымдуулук кылган?,2
Кайсынысы Губернатор Арнольд Шварценеггер кол койгон мыйзамдын бөлүгү эмес?,3
Үзүндүгө ылайык ким айтылып жаткан нерселерди укпай калган?,3
Үзүндүгө ылайык төмөндөгүлөрдүн кайсынысы Миллер угуп жатканда болгон нерселерге туура келет?,2
“Таза аба мыйзамына” өзгөртүү киргизүүнү ким сунуштады?,3
“Таза аба мыйзамы” шайлоо алдындагы трюк катары колдонулуп жатканын ким төгүнгө чыгарды?,4
Цианур кислотасы менен меламин кошулмалары мышыктын заарасында бири-бири менен реакцияга киргенде эмне пайда болгон?,3
Окумуштуулар эмнеге байкоо жүргүзүү үчүн инфракызыл спектроскопияны колдонушкан?,2
Ким Лунаны “Экстрим ханышасы” деп атаган?,4
Ким Лунаны “бир кызыктай” деп атаган?,2
Кырсыкка кабылган айдоочуга эмне болгон жок?,3
Регби турниринин жүрүшүндө Түштүк Африканын оюнунда кайсы нерсе өзгөчө деле болгон жок?,1
Үзүндүгө ылайык Түштүк Африканын оюну качантан баштап жакшырып баштаган?,4
Үзүндүгө ылайык төмөндөгү айтылгандардын кайсынысы Кытайдын экономикасын так чагылдырбайт?,4
Үзүндүгө ылайык Кытайдын ИДПсы Американыкынан качан ашып кетмек?,2
Ху өнүгүп келе жаткан өлкөлөргө эмне кылууну сунуштады?,4
Ху эмнени эскерген жок?,4
Төмөндөгүлөрдүн кайсынысы боюнча Вирман абалы начар деп айткан?,2
"Соттук жоопко тартуудан улам, Хьюндун Министрлер кабинетиндеги ордун ким ээлейт?",1
Соттук жоопко тартуудан кийин Бизнес министринин милдетин ким алат?,1
Камиль Сен-Санс операсы учурунда аткаруучулар көрүүчүлөрдү эмне кылууга чакырат?,1
Операда ким биринчи кезекте марихуананы чегет?,3
Леонов аткарган “космостук сейилдөөнүн” башка аталышы кандай?,3
Леонов кайсы миссиянын Советтик бөлүгүнө жетекчилик кылган?,2
Кырсыкта ким жаракат алган?,1
Кырсыкка кабылган адамдарга эмне болду?,2
Программанын үстүндө иштеген илимпоздор төмөндөгүлөрдүн кайсынысы менен шартталган таасирлерди байкоого үмүттөнүшкөн?,2
Илимпоздор төмөндөгүлөрдүн кайсынысына байланыштуу маселеге байкоо жүргүзүп жатышкан?,4
"Үзүндүгө таянсак, консерваторлор эмнени сынга алышпайт?",2
Катрина бороонунан кийин колдоо көрсөтүү аракеттери үчүн калыбына келтирүү келишимдерин ким сындап жатат?,2
Үзүндүгө ылайык “Stardust” космостук кемесинин жарыгы биринчи кайсы жерде көрүнөт?,2
Үзүндүгө ылайык космос кемеси төмөндөгүлөрдүн кайсынысы боюнча рекорд коёт?,3
Доктор Малар Баласубраманиандын Сарожа Баласубраманиан менен кандай байланышы бар эле?,3
Сара Баласубраманиандын сөөгү кайдан табылган?,3
eBay эмнени сатып алды?,3
eBay сатып алуу менен эмнени көздөп жатат?,2
"Үзүндү боюнча, салгылашуудан кийин короодо калган абактагылар менен ким маектешкен эмес?",4
Төмөндөгүлөрдүн кайсынысы акыры түрмөдөгүлөрдүн башаламандыктан баш тартуусуна себеп болгон?,2
"Аятолла Али Хаменеинин пикиринде, Иран өлкөсү эмнеден чыгышы керек?",4
Үзүндүгө ылайык санкциянын Иран экономикасына тийгизген таасирин ким мойнуна алды?,1
Төмөнкүлөрдүн кайсынысы Франциянын добуш берүү процессинин бөлүгү эмес?,4
Шайлоочулар өзү тандаган талапкерди каяктан көрсөтүшөт?,2
Аллендин сегиз жылга созулган Мусасини издөө аракетин баштоосуна эмне түрткү болду?,4
Үзүндүгө ылайык Аллен акчасынын көп бөлүгүн эмнеге жумшаган?,2
Үзүндүгө ылайык төмөндөгүлөрдүн кайсынысы заводдо жана заводдун айланасында коркунучтуу шарттарга алып келиши мүмкүн?,1
Төмөндөгүлөрдүн кайсынысы заводдогу окуядан кийин жергиликтүү тургундарга сунушталган коопсуздук кеңештеринин бири эмес?,3
"Доктор Моллдун айтымында, дарыга өтө туруктуу болгон кургак учук тууралуу эмне эң көп тынчсыздандырат?",4
Жаңы вариантты жуктуруп алган канча бейтап медицина кызматкерлери экени тастыкталды?,2
NextGen тутуму кандай технологияны колдонот?,1
NextGen аба кыймылын көзөмөлдөөчүлөргө түздөн-түз кандай пайда алып келет?,2
Үзүндүгө ылайык тарыхчылар Федералдык териштирүү бюросун эмнеге басым жасаганы үчүн сынга алышкан жок?,3
Адепсиздик демилгеси Федералдык териштирүү бюросун эмне кылууга мажбурлайт?,4
JAS 39C Gripen’дин кулашына жооп берген өрт өчүрүүчү унаага эмне болду? ,2
JAS 39C Gripen кулагандан кийин аэропорт эмне үчүн жабылган?,1
Иран төңкөрүшү учурунда Бржезинский кимге жол көрсөткөн?,3
1977-жылга чейин Улуттук коопсуздук боюнча кеңешчи кызматын ким ээлеген?,2
Төмөндөгүлөрдүн кайсынысы Бобектин Белграддын Партизан клубундагы карьерасын так чагылдырбайт?,1
Бобектин Белграддын Партизан клубу менен болгон тарыхы тууралуу кайсы билдирүү туура?,1
Үзүндүгө ылайык Хесперонихти велицароптордон кайсы өзгөчөлүгү айырмалайт?,2
“Хеспероних” деген сөздүн мааниси бул түрдүн кайсы физикалык өзгөчөлүгүнөн келип чыгат?,1
Төмөнкү ок атууга байланыштуу айтылгандардын кайсынысы туура?,4
Ок атуу боюнча кайсы билдирүү туура?,1
Үзүндүгө ылайык Луного байланыштуу өкмөт кызматкерлерин эң алгач тынчсыздандырган эмне болгон?,1
Үзүндүгө ылайык Лунонун бузулушу тууралуу төмөндөгүлөрдүн кайсынысы туура эмес?,2
Алжир кайсы он жылдыкта көз карандысыздыкка ээ болгон?,3
Акыркы сапарга узатуу үчүн телевизиондук экрандар кайсы жерлерге орнотулган эмес?,4
Маркумду акыркы жолго узатуу зыйнаты кайда өттү?,3
"Жардыруудан кийин, кимдерге оор жаракаты үчүн жардам көрсөтүштү?",2
Газдын чыгып жаткандыгы тууралуу ким кабарлады?,1
"Үзүндү боюнча, кол салууда канча адам каза болгон?",2
Кимдин куралы кол салуу учурунда атылбай калган?,2
Төмөндөгү спорттордун кайсынысы Олимпиада программасынан чыгарылган?,3
Эл аралык олимпиада комитети төмөндөгү спорт түрлөрүнүн кайсынысын оюндарга кошуу үчүн добуш берген?,3
Артур Гиннес алгач St Games’ Gate сыра заводун канча жылга ижарага берген?,4
Гиннес жылына канча миллиард доллар алат?,3
Европа Биримдигинин канча мамлекетинде H5N1 вирусу табылган?,3
H5N1 вирусунун акыркы учуру кайсы жерде табылган?,1
Акыркы жолу Гаити тынчтык орнотуучулары ооруну жайылтканга чейин качан ооруга кабылган?,1
Оорунун жайылышына кайсы жерден чыккан таштандылар себеп болду?,2
Ирландиянын өкмөтү эмне кылууну пландап жатат?,2
Ирландияда эмне убактылуу мыйзамдуу болгон?,4
Кылмышка шектүү эмне үчүн тергөөгө алынып жатат?,1
Кылмышка шектүү белгини алмаштырып жатып эмнени кылган эмес?,3
Үзүндүгө ылайык англис тили репетитору Карно төмөндөгүлөрдүн кайсынысы үчүн айыпталган эмес?,2
Үзүндүгө ылайык Роландо Мендоза кимди барымтага алган эмес?,2
Үзүндүгө ылайык барымтадагы кайсы адамдар эрте бошотулганы тастыкталган жок?,1
Үзүндүгө ылайык Бразилияда бир жыныстуу никени мыйзамдаштырууну колдоо үчүн ким кол топтоп жатат?,1
Нааразычылык жарыялагандар арызын кимге беришет?,3
"Арманд Версаченин билдирүүсү боюнча, эл аба ырайына реакция кыла электе эле эмне болгон?",3
"Версаченин айтымында, катуу шамал качан башталган?",1
"Фредге чейин, 35° болгон чыгыш тарапта канча чоң бороон катталган?",3
"Фред Кейп Верде аралдарындагы кезинде, ал кайсы тарапты көздөй жылып бараткан?",4
Төмөндөгүлөрдүн кайсынысы өзүнүн мурунку нускаларына караганда ылдамыраак?,1
802.11n 802.11b менен артка ылайык болушу үчүн эмне керек?,4
Олимпиада алтын медалынын ээси Шериктештик оюндарында канча мелдеште сүзүшү керек эле?,1
Эмнеге Олимпиада алтын медалынын ээси оорусуна дары ичкен эмес?,4
Үзүндүгө ылайык жер титирөөгө байланыштуу башаламандыкка эмне себеп болушу мүмкүн?,1
Үзүндүгө ылайык фазанын өзгөрүүсү качан болгон?,3
Чандарян-1дин айга учуп барган зонд тууралуу төмөндөгү билдирүүлөрдүн кайсынысы туура эмес?,invalid
Төмөндөгүлөрдүн кайсынысы айга учуп барган зондду так сүрөттөйт?,3
"Үзүндүнүн негизинде, оорудан коргонуунун кайсы чарасы акыркы жолу ишке ашырылат?",3
Оору адамдарга кантип жугат?,1
Экинчи сүйлөмдүн өчүрүлүшү кандай жыйынтыкка алып келиши мүмкүн?,2
Үзүндү боюнча экинчи сүйлөм качан өчүрүлгөн?,3
“Панама иш кагаздары” кимге жарыяланган?,2
Үзүндүө ылайык британиялык басма сөз байлыкты жашыруу үчүн колдонулган көп компанияларды ким башкарат деп ырастады?,3
Төмөндөгү учак кырсыктарынын кайсынысында каза болгондор көп болгон?,1
Төмөндөгүлөрдүн кайсынысы Иранда көп катталуучу учак кырсыктарынын себеби эмес?,2
Төмөндөгүлөрдүн кайсынысы Иракты изилдөө тобунун баяндамасына кирген эмес?,2
Төмөндөгүлөрдүн кайсынысын Иракты изилдөө тобу өз баяндамасында талап кылган эмес?,1
"Полициянын айтымында, Провенцанонун оң колу ким болгон?",2
"Үзүндүдө берилген маалыматка ылайык, Фалконенин өлүмүнүн себеби эмне болгон?",1
Төмөндөгүлөрдүн кайсынысы Хитоши Сайтонун сыйлыктарынан эмес?,1
Ивасаки каяктан ант берүүдөн качып кеткен?,2
Ким Ивасакиге кол салган?,2
Алонсо жарышты качан токтоткон?,invalid
Шумахер жарышканды токтотуусуна эмне себеп болду?,2
Үзүндүгө ылайык абактагыларга курөө коюу кимдин иши?,4
"Үзүндүдө айтылган убактылуу кармоо чарасына ылайык, камакка алынгандар 24 сааттан ашык кармалышы үчүн эмнеге уруксат берилиши керек?",4
"Үзүндү боюнча, экинчи шайлоонун жокко чыгарылышын түшүндүрүү үчүн кайсы себеп колдонулган эмес?",4
Эмне себептен акырында дипломаттар кайра шайлоону керексиз деп аныкташты?,3
Федералдык башкаруудагы аймактык уруулардын соттук кызматын ким аткарат?,2
Федералдык башкаруудагы аймактык уруулардын “Саясий агенттери’’ жөнүндө төмөнкү билдирүүлөрдүн кайсынысы чындыкка жатпайт?,2
Эмма Стоун кандай номинацияга көрсөтүлгөн?,3
Тасма кайсы номинацияга көрсөтүлгөн эмес?,2
Жер титирөөдөн кийин төмөндөгүлөрдүн кайсынысы иштей берген?,4
"Үзүндү боюнча, төмөндөгүлөрдүн кайсынысы жер титирөөдөн улам зыянга учураган?",3
"Үзүндү боюнча, төмөндөгү маселелердин кайсынысы документке кирген эмес?",2
Төмөндөгүлөрдүн кайсынысы Палестинанын талаптарынын бири эмес?,2
Кайсы өлкөдө Ма юридикалык билим алган?,1
"Үзүндү боюнча, Мага шайлоодо жеңишке жетүүсүнө кайсы өлкөнү жактоосу жардам берди?",4
"Үзүндүдө айтылгандай, Кэролин Уилсон шаардан качып кеткенге чейин кайсы жерде иштеген?",3
"Сезондо төрт жарыш калды, Айдоочулар чемпионатында ким төртүнчү орунда?",4
"Үзүндүдө айтылган жарыш боюнча, Айдоочулар чемпионатында Каненин канча упайы бар?",1
"Бул үзүндүгө ылайык, Марстан экени кийинчерээк далилденген метеориттерди адамдар канча жолу көрүшкөн?",2
"Үзүндүдө айтылгандай, Марстан экени табылган тектерлер тууралуу төмөнкү билдирүүлөрдүн кайсынысы туура?",4
Шумахер качан ишинен алыстаган?,2
Масса качан жаракат алган?,1
Үзүндүгө ылайык бул макулдашуу AOL’ге кандай таасир этет?,3
Төмөнкүлөрдүн кайсынысына жаңы макулдашуу чекит коюшу мүмкүн?,3
Кол салууда каза болгондордун канчасы полиция кызматкерлери эмес болгон?,3
Кол салууга шектүү тууралуу ким билдирди?,1
Флориданын жеңүүчү штат статусуна байланыштуу Митт Ромниге эмне тапшырылды?,3
"Үзүндү боюнча, Гингрич алдын ала шайлоодо канча пайыз добушка ээ болгон?",2
Үзүндүгө ылайык жыйынтык чыккандан кийин ким кызматка талапкер болууну уланткан жок?,2
Үзүндүгө ылайык жыйынтык чыгарылгандан кийин ким дагы бир талапкерди мактады?,2
Шоу 2015-жылга чейин жалгыз кайсы жерде угузулган?,1
Станция шоунун колдонгон ыкмасын кандайча сүрөттөйт?,3
Дэвид Хедли согушкерлер тобунун чабуулуна өбөлгө түзгөн кандай нерселерди чогултту?,1
Согушкерлер тобу Мумбайга баруу үчүн транспорттун кайсы түрүн колдонгон?,3
Үзүндүдө айтылган Надаль менен Раониктин Брисбен ачык чемпионатынын жыйынтыгын кайсы билдирүү так чагылдырат?,1
Үзүндүгө ылайык Надаль менен Раониктин беттешүүсү биринчи берүүдөн кийин кандай болгон?,2
Үч жаңы Naked News телеберүүсүндө кайсы тилдеги программалар киргизилген эмес?,3
Үзүндүгө ылайык жаңы Naked News кайсы жерде жеткиликтүү болбойт?,3
Гигант слаломдо канча атаандаш финишке жеткен жок?,4
Төмөндө айтылгандардын кайсынысы чемпионаттардагы жарыштардын жыйынтыгын так чагылдырат?,2
Төмөнкүлөрдүн кайсынысын Улуттук баскетбол ассоциациясы (NBA) убактылуу токтотууну/четтетүүнү чечти?,1
Үзүндүгө ылайык NBA’нын коронавируска байланыштуу тынчсыздануусуна эмне себеп болгон?,4
Атланта Трэшерз менен болгон оюнда Вашингтоон Кэпиталз үчүн жеңиш алып келген голун ким киргизди?,1
Кэпиталз менен Трэшерз оюнунда ким өзүнүн сезондогу 60-голун киргизди?,3
Northern Rock банкы качан өкмөттүн колдоосуна муктаж болгон?,4
Үзүндүгө ылайык төмөндөгү билдирүүлөрдүн кайсынысы Virgin Group’тун Northern Rock банкы менен болгон мамилесин так сүрөттөйт?,3
"Үзүндүдө айтылгандай, Климат боюнча Киот макулдашуусуна кол коюу кайсы мамлекетке таасирин тийгизди?",1
Австралиянын эски өкмөтү Киото келишимин ратификациялоо эмнеге зыян келтирет деп ойлогон?,2
Кайсы сыноо программасына мергенчилер тартылган?,4
Кайсы билдирүү зыянкечтерге каршы күрөшүү иш-аракетин так чагылдырбайт?,1
"Үзүндү боюнча, бөлүү кайдан табылган?",2
"Үзүндү боюнча, күтүлгөндөн эртерээк эмне болду?",2
Видео оюн учурунда кыймыл-аракеттерди башкаруу үчүн оюнчу эмне кылышы керек?,4
Сыналгынын пультуна окшоштурулуп эмне иштелип чыккан?,2
Синьхуа маалымат агенттигинин акыркы кабарында эмне айтылган жок?,2
Синьхуа маалымат агенттигинин биринчи кабарларында эмне айтылган эмес?,4
Сара Даниус радиоберүү программасы учурунда эмнени жарыялады?,4
Ким менен байланышууга мүмкүн болгон жок?,4
“Маанилүү кадам” убадасына ким комментарий берди?,3
Слания ар кайсы өлкөлөр үчүн канча марка чыгарган?,4
Бул үзүндүгө ылайык майдын резервуардан үзгүлтүксүз агышынын себеби эмнеде?,3
Эмне үчүн сактагыч клапандар ачылды?,2
Учурда Нинт Уорддо суунун деңгээли канча?,3
Катрина бороонунун учурунда Нинт Уорддо эмне болду?,2
Төмөнкүлөрдүн кайсынысын Гамильтон ырастаган эмес?,2
Илимпоздор эмнени так билгиси келет?,4
Бул үзүндүгө ылайык аймакты жабууда жергиликтүү полиция кандай роль ойногон?,3
Жабуу учурунда түтүккө кире бериш жерлери эмне болду?,1
Бул үзүндүгө ылайык фотографты унаа сүзүп кеткенге чейин эмне болгон эмес?,4
Фотографты унаа сүзүп кеткенге чейин ал эмне кылганга аракет кылган?,2
Кайсы билдирүүдө анализинде вирус табылгандан кийинки Президенттин абалы так сүрөттөлгөн эмес?,1
Үзүндүгө ылайык Президент жөнүндө төмөнкү билдирүүлөрдүн кайсынысы чындык?,3
Бул үзүндүгө ылайык Гону тропикалык циклону качан солгундашы күтүлгөн?,2
Гону тропикалык циклонунун туу чокусунда шамалдын ылдамдыгы канча болгон?,3
Төмөнкүлөрдүн кайсынысы Karenia brevis'тин өзгөчөлүгү болуп эсептелбейт?,3
Төмөнкүлөрдүн кайсынысын Karenia brevis кыла албайт?,2
Бул үзүндүгө ылайык Фелиция бороонунун натыйжасында төмөнкүлөрдүн кайсынысы болгон эмес?,4
Фелиция бороону тууралуу кайсы билдирүү жалган?,2
2009-жылдагы Гран-принин жыйынтыгын кайсы билдирүү так чагылдырат?,3
Кырсык качан болгон?,2
Бул үзүндүгө ылайык билдирүүлөрдүн кайсынысына изилдөөчүлөр ойлогондон да аз убакыт талап кылынган?,1
Изилдөөчүлөр төмөнкүлөрдүн кайсынысын билдиришкен эмес?,3
Уйлар парады кайда өткөрүлөт?,2
Төмөнкү билдирүүлөрдүн кайсынысы Уйлар парадын так сүрөттөйт?,4
Россия ИЛ-76 учактарын колдонуусун токтотууга эмне себеп болду?,2
ИЛ-76 деген эмне?,3
“Симпсондордун” жазуучуларын ким жумушка алган?,2
"Флуктун айтымында, ага позитивдүү комментарийлерди жана дем-күчтү ким жөнөтүп турган?",4
Бул үзүндүгө ылайык кээ бир адамдар аялдардын эмне жөнүндө сүйлөшүн каалашкан эмес?,3
Үзүндүгө ылайык кайсы планеталык дене эң динамикалуу?,1
Кайсы планеталык денеде тунук суюктуктан турган дарыялар жана көлдөр аныкталган?,2
Бул табылгалардын кайсынысы мамыктын ачылышынын натыйжасы эмес?,4
Динозаврдын мамыгында эмне болгон эмес?,2
ZMapp жөнүндө төмөнкү билдирүүлөрдүн кайсынысы чындык эмес?,2
Төмөнкү билдирүүлөрдүн кайсынысы PALM сыноосун так сүрөттөйт?,3
Изилдөөчүлөр жаңы чип каякта эң маанилүү болот деп эсептешет?,1
Диагностикалык куралды жасоо үчүн кандай ыкма колдонулат?,3
Үзүндүгө ылайык төмөнкү билдирүүлөрдүн кайсынысы лопасттуу урчук жөнүндө чындыкка жатпайт?,4
Рельеф формаларына байланыштуу кайсы теория боюнча айда геологиялык активдүүлүк бар экендигин көрсөтөт?,4
"Үзүндү боюнча, айыптоо корутундусу чыкканга чейин мындан башка эмне берилбейт?",1
"Үзүндү боюнча, тюлендерге аңчылык кылгандар үчүн төмөнкүлөрдүн кайсынысы учурдагы көйгөй эмес?",4
"Муздан тышкары, куткаруу иштерине дагы эмнелер таасир этүүдө?",2
Робертс кайсы ишенимди ырастоодон баш тартты?,3
Робертс кайсы теманы талкуулоо этикага такыр туура келбейт деп эсептеген?,4
Жарыктын эки шооласы кайда жаркырап турат?,1
"Үзүндү боюнча, ал жерге жаңы асман тиреген имараттар качан курулуп жатат?",4
“Жети эже-сиңди” үңкүрлөр экенин кандай маалымат көрсөтүп турат?,1
“Жети эже-сиңдинин” жылуулук кыймылы кандайча байкалат?,1
"Үзүндү боюнча, шектүү тууралуу кайсы сөз чындыкка дал келбейт?",4
Бийликтер кол салууга байланыштуу кандай маалыматты тастыктады?,2
Эллис паркындагы беттеште кайсы командалар ойнойт?,3
Спрингбокс кийинки беттешин кайда ойнойт?,3
Космостук станциясы миссия учурунда төмөндөгүлөрдүн кайсынысы боюнча кыйынчылыкка дуушар болгон?,2
Үзүндүгө ылайык космостук станциянын миссиясынын максаты эмне болгон?,3
Соттук иш боюнча төмөндөгү айтылгандардын кайсынысы туура эмес?,4
Төмөндө айтылгандардын кайсынысы соттук ишти так сүрөттөйт?,4
Маалыматка ылайык Видаль үч сезон мурун кайсы клубда ойной баштаган?,1
Барселона үчүн Видаль канча оюн ойногон?,1
Бул беттеште каршылаш команда ким болгон?,2
Эмне үчүн Харке мейманканада жашап жаткан?,3
Эмне үчүн Жакарта геофизика агенттиги эскертүү берген эмес?,4
Үзүндүгө ылайык жер титирөөдөн улам эмне болгон?,1
Булардын кайсынысы күндүн жана башка жылдыздардын активдүүлүгүнө түрткү берет?,3
Жылдыздын Россби саны кандайча аныкталат?,1
Сурамжылоого катышкандардын канча пайызы Австралиянын дароо республика болушун колдойт?,2
