question,gemini_answer
بحسب الفقرة، أي من التالي ما جان ضمن امبراطورية ذي أنيون للأخبار الساخرة؟,2
بحسب الفقرة، شنو جانوا يحرسون الشرطة؟,3
بأي وقت طلبوا الشرطة من المتظاهرين التقدم علمود يتفادون زيادة الازدحام؟,4
شنو الصحيح بخصوص البحث اللي سواه دكتو ايهود أور؟,2
بحسب الفقرة، شنو اللي خله دكتور أور يشكك؟,3
أي من هاي التصاريح ما يوصف بدقة تحطم الرحلة الجوية CG4684؟,3
شنو اللي خله الرحلة الجوية CG4684 تلغي هبوطها؟,4
بناءً علي الفقرة، شنو من هاي العبارات عن تجربة فرانسيسك كوال صحيحة؟,2
ليش يعتبرون قياس التأثير الممكن للعاصفة الاستوائية دانييل تحدي؟,3
بحسب الفقرة، شنو من هاي العبارات مو صحيحة عن العاصفة الاستوائية دانييل؟,4
بحسب الفقرة، شنو اللي من المقترح انه لازم يصير بالمرض قبل لا يسبب وباء عالمي؟,1
بحسب الفقرة، شكد جان الإعصار بعيد عن فوجيان؟,3
منو استقبل جورج دبليو بوش من وصل لأسيا؟,3
يمته حجه الرئيس عن توسيع التجارة بقارة أسيا؟,3
بحسب الفقرة، أي من التالي هو هدف الحكومة الكلي؟,4
شنو علنت الحكومة؟,1
بحسب الفقرة، أي معلومة معروفة؟,1
أي تصريح بخصوص المظاهرات مو صحيح؟,3
منو اقترح استقالة مجلس الانتخابات المؤقت؟,3
بحسب التصريح، شنو ما مدعوم من قبل هيئة الولايات المتحدة للجمباز بعد إساءة نصار للرياضيين؟,1
بحسب التصريح، شنو هو هدف هيئة الولايات المتحدة للجمباز واللجنة الأولمبية الأمريكية للتقدم؟,4
وين جانت متوجهة السفينة من صار الحادث؟ ,3
أي وحدة من هاي العبارات مو صحيح عن السفينة المذكورة بالفقرة؟,2
منو صرح ببيان بخصوص القوات الأمريكية؟,1
بحسب التصريح، أي بلد راح يتكفل بمسؤولية حراسة المقاتلين المعتقلين؟,4
شنو هو سبب حادث التحطم؟,2
بأي نوع من التضاريس صار الحادث؟,4
شنو يتأملون المسؤولين يصير كنتيجة للفيضان؟,1
أي من التالي اثر عليه بناء السد بشكل دائم؟,4
بحسب الفقرة، منو انطه الولايات الأمريكية معلومات عن الهجوم المتوقع؟,3
شنو من هاي التصاريح ما توصف بدقة خطة المتطرفين المزعومة؟,1
أي من الناس التالية مو محامي؟,4
أي مجموعة من الناس ما ذاكريهم كجزء من فضيحة المجتمع اليوناني القانوني؟,1
كم تسديده تمت خسارتها من قبل الهند؟,2
بحسب الفقرة، شنو هي أعلى نتيجة للجولات؟,1
أي من التالي مو سبب بإحباط ادم كويردين؟,1
بحسب الفقرة، شنو الي انحذف من الموقع؟,1
بحسب الفقرة، أي من التالي ما دعمه أمير خان؟,1
بحسب الفقرة، أي من التالي راح يدعمه أمير خان بالرغم من رأيه الشخصي؟,3
يمته مات بيتر لينز؟,3
منو هو زافيير زيات؟,2
بأي حالة ممكن يساعد الراكب المتوتر والخايف في فهم شي معين عن طريقة عمل الطيارات الداخلي ا؟,2
بناءً علي الفقرة، أي من التالي اللي لازم المسافر الواعي بالأسعار يسويه آخر شي؟,2
بحسب الفقرة، شنو لازم يسوي المسافر بالبداية حتى يضمن لنفسه افضل الأسعار الممكنة؟,2
يمته لازم يكون في مرافق ويه الطرد المشحون؟,3
بناءً علي الفقرة، من يتم اختيار خطوط جوية تسافرون من خلالها بشكل منتظم بتحالف، أي من التالي لازم تكون اله الأولوية؟,1
بحسب الفقرة، منو ممكن يعرض كمية أكبر من النقاط للمسافر الدائم؟,4
بحسب الفقرة، أي من الحواس التالية ممكن تتضرر بسبب شرب الكحول بكميات جبيرة؟,2
حسب ما ذُكر بالفقرة، شنو ممكن يخفف من تأثير الكحول الضار؟,3
وين هي قيم الممتلكات الأعلى بأمستردام؟,1
ليش عينوا حي القناة كموقع لمنظمة اليونيسكو للتراث العالمي ؟,1
بحسب الفقرة، أي من التالي يخلي زيارة فنوم كروم تسوه؟,1
بحسب الفقرة، شنو المطلوب من الزوار حتى يدخلون فنوم كروم؟,3
بحسب الفقرة، أي من التالي ممكن يمنع السواح من زيارة القارة القطبية الجنوبية؟,4
السائح المهتم بتسلق الجبال لازم يزور أي جزء من القارة القطبية الجنوبية؟,2
وين المواقع اللي تواجد المراصد ما قبل الحداثة بيها يكون اقل احتمالية؟,3
وين من المرجح يخلون تلسكوب البحوث الحديثة؟,4
بحسب الفقرة، أي منطقة افضل لقضاء يوم هادئ على الشاطئ؟,1
بحسب الفقرة، وين ممكن تكون ظروف السباحة أأمن؟,2
بزيارة الموقع المذكور بالفقرة، أي من التالي يعتبر مو مناسب؟,1
أي من التالي يوصف اللغات المشتركة؟,4
شنو من هاي التصاريح ما توصف بدقة اللغات المساعدة؟,1
بحسب الفقرة، من شنو لازم يتأكد الراكب إذا جانت رحلته البحرية بالشتاء؟,1
بحسب الفقرة، إذا جانت رحلة الراكب بالصيف، شنو اللي ممكن يتفادونه؟,2
ليش اللغة الكاتالونية تستخدم اكثر شي للإشارات والإعلانات ببرشلونة؟,2
أي من اللغات التالية يستخدمها نظام مترو برشلونة للإعلانات دايماً؟,2
بناءً علي الفقرة، شنهي من وسائل الراحة التالية اللي من غير المرجح إنها تنطي الأولوية للريوك والمبيت ؟,4
بناءً علي الفقرة، أي من التالي مو وحدة من نقاط التنافس الأساسية بين فنادق المبيت والريوك الفاخرة؟,1
بحسب الفقرة، أي من التالي ما راح يسوونه ببكين بسنة 2022؟,2
بحسب الفقرة، أي من التالي راح يتم استضافته ببكين ب2022؟,4
منو عنده أعلى خطورة بالإصابة بإنفلونزا الطيور؟,3
بحسب الفقرة، أي من التصاريح التالية يوصف بدقة إنفلونزا الطيور؟,1
شنو تربط قناة البحر الأبيض-بحر البلطيق؟,3
بحسب الفقرة، على أي نوع من المركبات ممكن يجمعون الجوازات حتى ما يقاطعون الراكب؟,2
بحسب الفقرة، يمته ممكن يفتشون الهويات على بعض القطارات العابرة للحدود؟,4
أي وحدة من هالحالات ممكن تصير وانته كاعد بمنطقة استوائية بسنغافورة؟,3
منو ممكن يتجنب يأكل المعجنات الألمانية,1
أي مكون يعتبر عنصر موسمي بالمعجنات الألمانية؟,3
بناءً علي الفقرة، أي من التالي يفضل انك تبتعد عنه من تسافر وعندك ميزانية قليلة؟,3
بحسب الفقرة، منو ممكن يواجه صعوبة بالسفر بميزانية قليلة؟,4
أي من هاي العبارات ما توصف بالضبط الامتداد بين بوينت ماريون وفيرمونت؟,3
بحسب الفقرة، أي من التالي لازم يكون الأهم للسواق المسافرين على طريق بافلو-بيتسبرغ السريع؟,3
أي من التالي ما مطلوب حتى تبدي ممارسة رياضة التجديف؟,4
أي من التالي ممكن يكون ضروري لرحلة تجديف ناجحة؟,4
بحسب الفقرة، شنو ممكن يكون مفيد لشخص يخطط يخيم بسيارته؟,2
بحسب الفقرة، شنو ممكن يردون المخيمين بالسيارات يتجنبون إذا يردون يبقون بنطاق الرادار؟,3
بحسب الفقرة، منو اللي بنى الدار البيضاء بالمرة الثانية؟,4
منو هجر مدينة الدار البيضاء الحديثة بعد كارثة طبيعية؟,2
بحسب الفقرة، شلون ذاع صيت سنترا عند الأجانب؟,3
شنو اللي ما اعترفت بيه أرمينيا؟,4
شنو اللي بعده اله تأثير بين أذربيجان وأرمينيا؟,3
من تركب تكسي بشارلوت، شنو ممكن يخلي الكروة تزيد؟,2
بحسب الفقرة، شنو ممكن يعتبر جانب سلبي بالعيشة بشارلوت للي عدهم أطفال؟,2
قبل وصول الإسبان، منو سيطر على الجزء الشمالي من تشيلي؟,4
بحسب الفقرة، أي من التالي ما صار ب1810؟,2
شلون يكدرون الناس يوصلون للقرى النائية بمنطقة ليغوريا؟,3
لشنو يشير المصطلح الإيطالي (تشينكوي تيري)؟,1
بحسب الفقرة، أي نوع من البوتات مناسب اكثر للظروف الشتوية الي ممكن تزلق؟,2
أي من التالي ما راح يزيد قوة الجذب على الطرق الجليدية بالظروف الشتوية؟,4
أي من التالي يمثل تشابه دقيق بين هاواي وجزر كوك؟,3
أي من التالي ما يوصف جزر كوك بشكل دقيق؟,3
أي من محطات الحرس التالية تقدم خيارين للسكن؟,1
بحسب الفقرة، وين ممكن تحصل تصريح المتنزه إذا ردت تستخدم الكاش بدل بطاقة الائتمان؟,2
بحسب الفقرة، أي نوع من التزلج يسوونه بالتضاريس المنحدرة؟,3
بحسب الفقرة، شنو ممكن يساعد المتزلجين بحقيبة الظهر للي يردون يوصلون لسرعات أعلى؟,4
المسافرين اللي يواجهون صدمة العودة إلى الوطن يستصعبون شنو؟,4
بحسب الفقرة، صدمة العودة إلى الوطن ممكن تكون أصعب خاصة لأي نوع من المسافرين؟,2
أي من التالي لازم يتجنبه الناس وما يسوونه ويه حيوان غزال الموظ؟,3
بحسب الفقرة، أي من العبارات التالية مو صحيحة عن حيوان الموظ؟,1
بحسب الفقرة، أي من التالي راح يكون اقل خطرا للمسافرين بالصحراء؟,1
أي من التالي ما مذكور كتهديد محتمل للمسافرين للصحراء؟,4
بحسب الفقرة، سكان أي مجموعة تأثروا بشكل جبير من وصلوا المستكشفين؟,3
بحسب الفقرة، أي لغة جانوا يحجوها الشعب الكاريبي؟,4
المن الفضل بجعل التزلج رياضة ترفيهية؟,2
بحسب الفقرة، بحوالي أي وقت اعترفوا بالتزلج كرياضة؟,4
أي من التالي عادة ما يرتبط بأكبر جزيرة على الساحل الإفريقي الشرقي؟,3
أي وحدة من هاي الخيارات مو ميزة من ميزات جزر شرق إفريقيا الأصغر؟,3
بحسب الفقرة، شلون يحتفلون بعيد الفصح خاصة بالكنائس التقليدية؟,2
حتى نتفادى متطلبات معينة بدخول الإكوادور، شنو لازم يمتلك المواطن الكوبي؟,4
متطلبات السفر إلى الإكوادور ما مصممة لشنو؟,2
أي من التالي ممكن يكلف ببلد اجنبي اكثر من البلد الأم؟,2
شنو ممكن يكون خطر محتمل بشراء إطارات ماركات راقية ببلد اجنبي؟,2
بخصوص استخدام العملة بفوكلاند، أي من التصاريح التالية صحيحة؟,4
بناءً علي الفقرة، بالسفر إلى فوكلاند من الولايات الأمريكية، وين ممكن تكون طريقة دفع ثانية غير بطاقة الائتمان مفيدة؟,3
أي حدث ما مرتبط باحتفالية مهرجانات المعبد؟,4
وين ممكن تنشاف الفيلة المزينة؟,3
بحسب الفقرة، أي من التالي يعتبر الطريقة الممكنة لتوفير الفلوس بدرجة رجال الأعمال أو الدرجة الأولى؟,1
بحسب الفقرة، شنو الي ممكن يكون مضيعة للوقت تبحث عنه وانته تحجز أجور سفر درجات معينة؟,3
شنو اللي ما لازم ينضاف من تقارن التكلفة الكلية لرحلة لإفريقيا ورحلة حول العالم؟,3
بحسب الفقرة، شنو اللي بدت الأسواق المركزية تعرض منه اختيارات متنوعة أكثر؟,1
شنو هي وسائل الراحة اللي ممكن توفرها الأسواق وتجذب الزبائن اللي يشترون الأكل المصنع من قبل؟,1
أي من التالي ممكن ما يكون مفهوم لسويسريين وبلجيكيين يحجون فرنسي؟,4
أي من التالي مو نفسه بفرنسا مثلما هو ببلجيكا وسويسرا؟,2
بأي سيناريو ما راح يعرضون عليك أسعار مخصصة للأشخاص اللي عدهم حالة وفاة؟,3
شنو الصحيح عن الأسعار المخصصة للأشخاص اللي عدهم حالة وفاة؟,4
يمته يكون استخدام جهاز مستقل لنظام تحديد المواقع العالمي (GPS) أريح من تطبيقات نظام تحديد المواقع العالمي (GPS)؟,3
شنو هو السبب المو منطقي حتى واحد يستخدم تطبيق نظام تحديد المواقع العالمي (GPS) وما يستخدم جهاز مستقل لنظام تحديد المواقع العالمي؟,1
بحسب الفقرة، شلون تكدر تضمن انو انته حاطينك بسفينة مناسبة؟,3
بحسب الفقرة، أي من التالي ما مستخدم كطريقة حتى يخلي الزوار يقامرون؟,4
بحسب الفقرة، شنو لازم يتجاهله المقامر الذكي؟,1
بحسب الفقرة، أي جزء من الخطاب لازم يكون بداية كابتل بنص الجملة؟,2
بحسب الفقرة، شنو ممكن يخلي انك تحط الحرف الأول للأسماء كابتل شي صعب؟,3
بأجزاء ريفية من ماليزيا، أي أشارة تعني تعال؟,2
بحسب الفقرة، أي تصرف يعني «ارجع»؟,1
بحسب الفقرة، شنو يسبب تشققات؟,2
بحسب الفقرة، أي من التالي ممكن نخفي بالجسور الجليدية؟,1
بناءً علي الفقرة، المسافرين لازم يتخذون أجراءات وقائية إضافية قبل لا يزورون أي موقع؟,2
أي من التالي ممكن ما يكون ملاحظة زينة للسائح بغوما؟,1
يمته يتوفر تصريح الريف الخلفي ليوم البدء بأغسطس؟,2
أي سياية مفعلة لحماية الوادي؟,4
أي من التالي على الأغلب ما يلكونه بنوع الفنادق المذكورة بالفقرة؟,4
بناءً على المعلومات الموجودة بالفقرة، أي من العروض التالية ممكن يخلونه زوار الفندق كأولوية؟,3
بحسب الفقرة، شنو لازم يتجنبونه المسافرين من يزورون غرينلاند؟,4
بحسب الفقرة، أي من التالي ممكن يكون مشكلة للمسافرين الغير مستعدين وهم يزورون غرينلاند؟,3
أي من التالي يتم استخدامه هسه كساحة مركزية؟,1
بحسب الفقرة، أي من التالي ما لكوه بحديقة الاتحاد؟,2
بناءً علي الفقرة، أي من العبارات التالية مو دقيقة بخصوص المشي لمسافات طويلة بالنهار؟,4
بحسب الفقرة، يمته يتطلب المشي لمسافات طويلة بالنهار تحضير اقل؟,2
شنو المختلف بالهضاب في روغالاند أو أجدر مقارنة بباقي النرويج؟,4
بحسب الفقرة، أي من التالي راح يكون غير طبيعي للنرويج؟,2
يمته المفروض يزورون السياح المهتمين بالتزلج محطات التلال؟,1
بحسب الفقرة، يمته يكون السياح هواية بمحطات التلال؟,4
شنو لازم تتجنب إذا جنت تدور على قارب يحتاج مساعدة؟,4
شنو لازم تسوي ويه البحرية من تدور على قارب يحتاج المساعدة؟,1
أي موقع ممكن يكون مثير للاهتمام بالنسبة للسياح المهتمين بتاريخ استعمار الجزيرة؟,1
أي موقع ممكن يكون مثير للاهتمام للسياح اللي يفضلون المناظر الخلابة؟,4
شنو بالسروج يخفف من خطر انو تعصى رجل الراكب بدعامات الرجلين؟,2
أي خاصية لبوت الركوب تساعد بزيادة أمان الراكب من يستخدم السرج؟,3
شنو يعرضون على المسافرين بشبكات تبادل الضيافة؟,1
بناءً علي الفقرة، أي من التصاريح التالية عن شبكات تبادل الضيافة مو صحيحة؟,1
بحسب الفقرة، أي نوع من الضيوف قليل ينلكي بغرف الفنادق المشتركة؟,3
بناءً علي الفقرة، منو غالباً يبقى بنزل؟,2
بحسب الفقرة، أي من العبارات التالية يشرح بالضبط رمي البوميرانغ؟,4
أي من التالي يستخدمونه عادة بالمطبخ الجاوي؟,3
بحسب الفقرة، شلون ينتشر المرض المعدي؟,2
بحسب الفقرة، شنو ما معروف انه يسوي مرض معدي؟,1
بأي سيناريو ممكن يكون اختيار ويب بروكسي على مقدم خدمات الشبكة الخاصة الافتراضية الشخصية (VPN) كافي للمستخدم؟,3
بحسب الفقرة، أي من التصريحات التالية عن الشبكة الخاصة الافتراضية الشخصية (VPN) وويب بروكسي مو صحيح؟,4
شنو يسمح لشخص يستخدم شركة هاتف خارج منطقتهم الحالية؟,1
بحسب الفقرة، شنو ممكن تحتاج تسوي حتى تستلم مكالمات معينة؟,1
أي من التالي ما يوصف بالضبط لفظ الكلمات الإيطالية؟,4
أي من خصائص إزمير التالية تشكلت قبل التطور الحالي؟,4
أي من التالي خاصية ما مضبوطة لإزمير؟,2
الكلمة هانامي تشير لمشاهدة شنو؟,1
منو استضاف أول الحفلات المخصصة لمشاهدة أزهار الكرز؟,3
بحسب الفقرة، أي من جوانب القدس التالية اقل جذبا للسياح؟,2
أي من التالي ما مذكور بالفقرة، كشي معروف عن القدس؟,2
بحسب الفقرة، أي نوع من السياح ما يستفادون من شراء الوايلد كارد؟,2
أي عبارة ما توصف بالضبط منتزه كروغر الوطني؟,3
أي من التالي ممكن يسبب خطر للمتسلقين عالجبل؟,1
أي من التصاريح التالية ما ينطي معلومة مضبوطة عن ارتفاع جبل ماتشو بيتشو المذكور بالفقرة؟,2
بحسب الفقرة، أي من التالي مو عنصر أساسي بمطبخ مايوركا؟,3
بناءً علي المعلومات الموجودة بالفقرة، أي تصريح عن وجبات هانجي مو صحيح؟,4
أي من التالي ما مذكور كطريقة عادية حتى تحمي جدر هانجي؟,2
شنو ممكن يصير ونحصل تقدير قس أو راهبة؟,1
أي من قطع الملابس التالية من غير المحتمل أن تكون متاحة للاستعارة من الدير؟ ,2
يمته ممكن يحصل الزاير فرص حتى يشوف النجوم من يزورون مناطق قارة القطب الجنوبي؟,3
يمته ممكن يستبدل هاتف الأقمار الصناعية الهاتف النقال؟,2
يمته يفضلون هاتف القمر الصناعي على الهاتف النقال؟,2
أي عراك من التالي أدى لتكوين جمهورية ترانسنيستريا؟,2
شنو تملك جمهورية ترانسنيستريا وخلاها مختلفة عن باقي مولدوفا؟  ,4
بحسب الفقرة، يمته المفروض يزور المسافر مونتيفيديو إذا يفضلون تجنب الظروف الرياحية؟,3
بحسب الفقرة، يمته المفروض يزور المسافر مونتيفيديو إذا يفضلون المناخ الأبرد؟,4
بحسب الفقرة، أي من التالي مرتبط بفنان الجرافيتى معتمد، عكس الأعمال التخريبية؟,1
أي ناحية من مهرجانات الموسيقى يعتبرها الحاضرين جزء مهم من التجربة؟,2
بحسب الفقرة، لشنو لازم ينطي مضيف المهرجان الأولية إذا رادوا يخيمون قرب الموسيقى؟,4
بحسب الفقرة، وين لازم يتجنب الزوار يروحون من يدورون عن الحياة الليلية بشمال نيو مكسيكو؟,2
بحسب الفقرة، وين ممكن يلكه الزائر وسائل الترفيه بشمال نيو مكسيكو؟,3
يتجنب المسافرين الحريصين على ميزانيتهم طلب المشروبات عالية الجودة واللي يكون ثمنها مرتفع؟,4
بناءً على المنطقة الموضحة بالفقرة، أي طلب من المشروبات التالية من الممكن انه تحصل بيه لخبطة من النادل؟,4
