question,gemini_answer
Siapakah orang Yunani yang terkenal untuk perkara selain sastera?,3
Di manakah keluarga Ibrani meluangkan sebahagian besar masa mereka?,1
Apakah yang tidak begitu penting untuk keluarga Ibrani?,3
Yang manakah antara berikut bukan perbezaan antara negara-negara Scandinavia?,2
Siapakah yang mula-mula menetap di Greenland?,1
Kumpulan manakah yang lebih suka makan tanpa duduk di kerusi?,3
Yang manakah antara berikut bukan sebahagian daripada sajian Rom kuno?,4
"Berdasarkan petikan, yang manakah tidak mempunyai kesan yang berpanjangan?",2
"Menurut petikan, apakah permulaan sebuah negara?",3
Pernyataan manakah tentang Drukgyal Dzong tidak benar?,1
Pernyataan manakah yang tepat tentang akibat kebakaran di Drukgyal Dzong?,3
Pernyataan manakah yang benar tentang Kemboja?,4
Pernyataan yang manakah menerangkan dengan tepat tentang penyerbuan terhadap Kemboja?,4
Yang manakah antara berikut tidak dilakukan oleh Syarikat India Timur Belanda semasa di Taiwan?,4
Apakah yang ditetapkan oleh Perjanjian Shimonoseki?,4
Bagaimanakah tahap pH bahan kimia diukur?,3
Apakah yang dialih keluar daripada ion Hidrogen?,4
Pernyataan manakah yang tidak menggambarkan sekawan singa dengan tepat?,3
Pernyataan manakah yang tidak menggambarkan tingkah laku singa dengan tepat?,4
Arnab ialah mangsa yang biasa untuk pemangsa jenis apa?,3
Kucing yang lebih kecil biasanya memburu apa?,1
Yang manakah antara berikut bukan sebahagian daripada kaedah pemburuan oselot?,4
Yang manakah antara berikut tidak menggambarkan oselot dengan tepat? ,3
Yang manakah antara berikut bukan kekuatan seekor harimau?,1
"Menurut petikan, yang manakah antara berikut ialah perbezaan antara harimau dan singa?",2
"Menurut petikan, apakah yang Robert Hooke lakukan sebelum ahli biologi lain?",1
Apakah maksud asal perkataan “sel”?,2
"Menurut petikan, kebanyakan haiwan mempunyai kebolehan untuk berbuat apa?",2
"Menurut petikan, apakah yang tidak dimiliki oleh sesetengah haiwan?",3
Apakah yang membantu tumbuhan dalam proses fotosintesis?,4
Apakah yang dihembuskan oleh manusia dan disedut oleh tumbuhan?,4
"Menurut petikan, contoh manakah antara berikut menghalang proses evolusi?",2
Pernyataan manakah antara berikut tidak menerangkan proses pengspesiesan dengan tepat? ,1
Bahagian mana dalam sistem peredaran darah yang membawa darah ke jantung?,4
Saluran manakah yang paling kecil dalam sistem peredaran darah?,1
Kelebihan serangga untuk melipat sayap kembali dapat meningkatkan apa?,2
Yang manakah antara berikut tidak disebut dalam petikan sebagai sesuatu yang dipengaruhi oleh kebolehan serangga untuk terbang?,2
Sifat manakah yang berikut tidak dikaitkan dengan dinosaur?,2
Yang manakah antara berikut bukan sifat yang biasanya dimiliki oleh burung dan dinosaur?,3
"Menurut petikan, bahagian tumbuhan cycad yang manakah mungkin dimakan oleh Triceratops?",2
"Menurut petikan, yang manakah antara berikut akan dimakan oleh Triceratops? ",2
"Menurut petikan, sukan yang manakah mampu menjadi sangat popular di rantau paling utara Itali?",3
"Berdasarkan maklumat yang diberikan dalam petikan, sukan yang manakah memenangi kejuaraan dunia untuk Itali?",1
Selepas peristiwa apakah Luxembourg menjadi Belgium?,2
Manakah yang berikut menjejaskan sifat neutral Luxembourg?,1
Berapakah jumlah kawasan Turki di Eropah dalam kilometer persegi?,4
"Menurut petikan, berapa panjang Turki dalam ukuran mi?",4
Bahasa Latin digunakan untuk apa di Vatican City?,1
"Di Vatican City, apakah aktiviti yang tidak menggunakan bahasa Itali?",3
"Menurut petikan, apakah yang mendapat manfaat daripada campuran bunyi pada komputer canggih?",1
"Menurut petikan, kebanyakan rumah di lokasi mana yang mempunyai tandas simbah?",1
Di manakah sistem kumbahan yang canggih ditemukan?,1
Apakah yang membuatkan pemain skate berpusing?,1
"Menurut petikan, yang manakah gambaran yang tepat tentang cengkung pada bilah skate ais moden?",3
"Menurut petikan, proses apakah yang membolehkan atom menyingkirkan lebihan tenaga daripada cahaya?",4
Apakah yang menyebabkan atom melepaskan foton?,2
"Menurut petikan, apakah yang menyebabkan mentol akhirnya berhenti berfungsi?",3
Yang manakah antara berikut berbahaya untuk disentuh semasa menggantikan mentol?,3
"Menurut petikan, apakah yang berlaku apabila nukleus dipisahkan?",2
Yang manakah antara berikut memantulkan panggilan jarak jauh kembali ke Bumi?,2
Apakah yang digunakan untuk meletakkan satelit di angkasa?,2
Apakah yang perlu diambil kira tentang kejadian kitaran untuk menandakan masa yang berlalu?,2
"Menurut petikan, apakah aspek peristiwa yang dibandingkan dengan masa?",1
"Menurut petikan, apakah yang dianggap perkara biasa untuk pewaris takhta?",2
"Berdasarkan maklumat dalam petikan, Charles orang pertama berbuat apa?",3
Dari negara manakah datangnya armada Trygvasson?,4
Bilakah Jerman menekankan pengaruh budaya yang kuat ke atas Estonia?,2
Bahasa Estonia dipengaruhi oleh apa?,2
"Menurut petikan, bilangan penutur asli Hindi berbeza bergantung pada faktor apa?",1
Pernyataan manakah yang benar tentang bahasa Hindi dan Urdu?,2
Yang manakah bukan fakta yang tepat tentang abjad Hangeul?,1
Abjad Hunmin Jeongeum akhirnya ditukar menjadi apa?,2
"Menurut petikan, bahasa apakah yang dipengaruhi oleh Sanskrit?",4
"Menurut petikan, penggunaan Sanskrit semakin pudar disebabkan apa?",4
"Menurut petikan, yang manakah pernyataan yang betul tentang graviti di Io?",4
"Menurut petikan, yang manakah antara berikut menerangkan lapisan luar Bulan dengan tepat?",3
"Menurut petikan, di manakah tempat kerak Bulan paling tebal?",3
"Berdasarkan petikan, manakah yang berikut dipercayai oleh sesetengah orang?",3
Apakah yang semakin nipis apabila anda bergerak lebih jauh dari bahagian tengah Matahari?,3
"Menurut petikan, bahagian matahari yang manakah boleh dilihat dari Bumi?",3
Pemerhatian manakah yang membantu menguatkan teori Copernicus?,1
Yang manakah antara berikut diperhatikan oleh Galileo Galilei pada 1610?,2
"Menurut petikan, apakah sumber air mengalir ke Sungai Amazon?",1
Yang manakah bukan kelebihan Sungai Amazon?,3
Pekerjaan apakah dalam petikan yang mempunyai paling kurang rakyat Venezuela?,3
"Menurut petikan, sektor apakah yang mempunyai paling ramai rakyat Venezuela?",1
"Menurut petikan, apakah yang mampu dilakukan oleh bintang yang bercantum?",1
Apakah yang boleh dihasilkan oleh reaktor pelakuran yang berguna?,4
Apakah komponen kimia air?,4
"Apabila air berubah bentuk, apakah yang kekal sama?",1
"Menurut petikan, yang manakah antara berikut bukan isu untuk tiga belas negeri menguatkuasakan undang-undang tertentu?",1
"Menurut petikan, pernyataan manakah menggambarkan keadaan kerajaan pusat semasa Perang Revolusi dengan tepat?",3
Bagaimanakah perkataan di belakang Deklarasi Kemerdekaan ditulis?,3
Singapura terkenal disebabkan apa?,1
Apakah Vanda Miss Joaquim?,2
"Menurut petikan, kualiti piramid Giza yang manakah tidak akan dikagumi oleh Kerajaan baru Mesir?",1
"Menurut petikan, dari manakah herbivor datang untuk mencari hujan?",2
"Menurut petikan, kawasan manakah yang ditinggalkan oleh herbivor pada sekitar bulan April?",2
Operasi Singa Laut merupakan serangan terhadap negara apa?,2
Apakah gelaran yang diberi Jerman kepada serangan terhadap Britain?,2
Apakah yang tidak disebut sebagai langkah yang diperlukan dalam rancangan Itali untuk menawan negara-negara Afrika?,2
"Menurut petikan, apakah objektif utama Itali dalam perang?",1
Siapakah yang membuat pakatan damai dengan penjajah?,2
Siapakah Pihak Berikat yang terlibat dalam Operation Dragoon?,1
Pembangunan teknologi apakah yang menyebabkan kapal selam mula mengembara di dalam air?,4
"Semasa mula-mula digunakan, kapal selam mempunyai jarak yang terhad dari segi apa?",3
"Menurut petikan, siapakah yang melanggar perjanjian? ",4
Yang manakah antara berikut tidak dilakukan oleh Tentera Merah?,3
Apakah yang berlaku kepada Ketua Jurutera Tentera Darat Ke-Sepuluh Itali?,3
Di manakah Italo Balbo dibunuh?,4
"Menurut petikan, teknik manakah yang penting dalam meditasi Tibet?",3
"Menurut petikan, bagaimanakah cakra diaktifkan semasa “pusat” meditasi Tibet?",2
Siapakah yang mempersembahkan lagu ibadah kedua semasa program?,4
"Menurut petikan, siapakah yang mempersembahkan lagu ibadah semasa makanan dipersembahkan?",1
Apakah persembahan kedua terakhir untuk malam tersebut?,1
Alessandro Safina ialah warganegara apa?,4
"Berdasarkan petikan, pernyataan manakah yang tidak benar?",1
"Menurut petikan, siapakah yang membuat komen tentang suhu panas yang tidak selesa?",2
Di manakah berlakunya kehilangan bekalan tenaga disebabkan aktiviti tsunami?,1
"Menurut petikan, bagamanakah Tonga terjejas akibat kehilangan tenaga?",4
Bilakah polis dapat menggunakan alat radar mereka untuk mendapatkan bacaan kelajuan kenderaan Jonny Reid?,1
"Menurut petikan, mengapakah polis New Zealand sukar mendapatkan bacaan Jonny Reid?",2
Di manakah terletaknya pusat gempa bumi diukur dari Butte?,2
Apakah yang berlaku ketika rusuhan di Abu Ghraib?,4
Mengapakah penjara Iraq tersebut menjadi terkenal? ,4
Apakah jenis acara yang dirancang untuk dilaksanakan di Stadium Peringatan Perang Maui?,3
Siapakah yang memberi penjelasan tentang pembatalan acara tersebut?,2
Siapakah yang penduduk Bishkek fikir bertanggungjawab terhadap penjarahan?,3
Siapa yang menyalahkan penunjuk perasaan dari selatan berkenaan penjarahan tersebut?,1
Bilakah Ring mengalami peningkatan jualan?,1
Bilakah Jamie Siminoff memulakan Ring?,1
Setiap episod Reading Rainbow menawarkan kanak-kanak cadangan untuk apa?,4
Apakah yang mungkin menyumbang kepada pembatalan siri Reading Rainbow?,1
Apakah hujah yang tidak digunakan oleh pegawai untuk bandaraya Amsterdam dan muzium berkenaan pokok?,2
"Menurut ketua inspektor RSPCA, pemeriksaan patut menjadi standard untuk apa?",4
"Menurut petikan, apakah yang boleh membantu menguatkan kebajikan haiwan kepada pekerja rumah sembelih Australia?",1
"Menurut petikan, apakah pekerjaan orang yang ditangkap?",1
"Menurut petikan, semasa berita tersebar tentang penahanan lain, upacara pengebumian sedang dilakukan untuk berapa orang mangsa?",2
"Disebabkan protes, negara manakah yang tidak meratifikasi perjanjian ACTA yang telah ditandatangani?",2
"Menurut petikan, negara manakah yang melambatkan proses menganggotai ACTA?",4
Berapa orang yang tercedera disebabkan insiden iPod terlampau panas?,1
Siapakah yang mengatakan insiden pemanasan melampau tidak serius?,4
"Semasa ucapan Steve Jobs, beliau mengatakan Apple akan mencipta semula apa?",2
Apakah tujuan ucapan Steve Jobs selama dua jam?,3
Apakah yang diumumkan oleh Cristina Fernandez de Kirchner di Argentine Theatre?,1
Di manakah Cristina Fernandez de Kirchner mengumumkan matlamat beliau?,3
Apakah dapatan ACMA berkenaan Big Brother?,1
Apakah sifat yang mesti dimiliki oleh media untuk dikategorikan sebagai kandungan internet?,2
Siapakah pemimpin Parti Liberal Australia?,2
Mengapakah Australia belum mempunyai industri kuasa nuklear?,4
Pemain ski manakah yang bertanding dengan bantuan pemandu?,3
Negara manakah yang menduduki tempat kesepuluh dalam Super-G kelas berdiri wanita?,1
"Menurut petikan, pernyataan manakah yang tidak tepat tentang Blake?",2
"Berdasarkan petikan, yang manakah tidak berlaku terhadap Blake?",3
Apakah yang tidak digunakan dengan dana pemanasan global PBB?,2
"Menurut petikan, apakah yang mahu diselamatkan oleh PBB?",3
Manakah yang berikut tidak disebut oleh Albert Muchanga sebagai sesuatu yang masih perlu dipersetujui?,2
"Menurut petikan, mengapa perdagangan boleh dimulakan pada bulan Julai?",2
"Menurut petikan, apakah tuduhan Perlembagaan-Jurnal Atlanta terhadap pegawai pendidikan?",3
"Berdasarkan maklumat yang diberikan dalam petikan, apakah yang tidak disebut dalam laporan Perlembagaan-Jurnal Atlanta?",4
"Menurut petikan, maklumat apakah yang diketahui selepas pengeboman?",4
"Sejak menyertai Manchester City pada tahun 2017, berapa banyak perlawanan yang telah disertai Jesus?",4
Kelab manakah yang membayar Jesus £27 juta untuk penyertaan?,2
Pernyataan manakah yang tidak tepat tentang tetamu hotel?,4
"Menurut petikan, pernyataan manakah tidak tepat?",4
"Berdasarkan petikan, maklumat manakah tentang perlanggaran yang pasti?",2
"Menurut petikan, apakah yang masih perlu ditentukan berkaitan perlanggaran?",4
"Menurut petikan, apakah kedudukan yang pernah dimiliki Batten di senarai Orang Paling Kaya Di Amerika?",3
Institusi apa yang menerima sumbangan daripada Batten?,2
Apakah bukan sebahagian daripada undang-undang yang ditandatangani oleh Gabenor Arnold Schwarzenegger?,3
"Menurut petikan, siapa yang tidak dengar perkara yang dicakapkan?",3
"Menurut petikan, yang manakah benar tentang pengalaman Miller semasa pendengaran?",2
Siapa yang mencadangkan “Akta Udara Bersih” dikaji semula?,4
Siapa yang mendakwa “Akta Udara Bersih” digunakan sebagai aksi dalam awalan kepada pilihan raya?,4
Apakah yang terbentuk apabila sebatian asid sianurik dan melamin bereaksi dengan satu sama lain dalam air kencing kucing?,3
Apakah yang diperhatikan oleh penyelidik menggunakan spektroscopi inframerah?,2
Siapakah yang memanggil Luna “Queen pertama Ekstrim”?,4
Siapa yang menggelar Luna “ganjil”?,2
Apakah yang tidak berlaku kepada pemandu dalam kemalangan tersebut?,3
Apakah bukan perkara yang menonjol tentang perlawanan Afrika Selatan dalam kejohanan ragbi?,3
"Menurut petikan, bilakah permainan Afrika Selatan mula bertambah baik?",4
"Menurut petikan, pernyataan manakah tidak menggambarkan ekonomi China dengan tepat?",4
"Menurut petikan, bilakah KDNK China mampu mengatasi Amerika Syarikat?",2
Apakah yang Hu cadangkan negara-negara membangun lakukan?,4
Apakah yang tidak disebut oleh Hu?,4
"Menurut Veerman, situasi tidak baik di mana?",2
"Disebabkan pendakwaan, siapakah yang akan mengambil jawatan Kabinet Huhne?",1
Siapa yang akan mengambil alih jawatan Menteri Perniagaan selepas pendakwaaan?,1
Apakah yang pelakon galakkan penonton lakukan semasa opera Camille Saint-Saens’?,1
Siapa yang menghisap ganja semasa opera tersebut?,3
Apakah nama lain untuk “perjalanan angkasa” yang dilakukan oleh Leonov?,3
Leonov mengetuai bahagian Soviet untuk misi apa?,2
Siapa yang tercedera dalam kemalangan?,1
Apa yang berlaku kepada orang yang terlibat dalam kemalangan tersebut?,2
Saintis yang mengusahakan program tersebut mahu memerhatikan kesan yang ditimbulkan oleh apa?,4
Saintis memerhatikan jirim apa?,4
"Berdasarkan petikan, apakah yang tidak dikritik oleh konservatif?",2
